Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team DraftKings_current_season,Away Team Covers_current_season,Home Team DraftKings_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Odds_current_season,Home Team Underdog_current_season,Away Team Team_current_season,Away Team all_games_ATS Record_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_ATS Record_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team Team_current_season,Home Team all_games_ATS Record_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_ATS Record_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Odds_current_season,Underdog is_dog ATS Record_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Odds_current_season,Favorite is_fav ATS Record_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Rank_all_time,Hotness Score_all_time,Time_all_time,Location_all_time,Away Team Rank_all_time,Away Team_all_time,Home Team Rank_all_time,Home Team_all_time,Away Team DraftKings_all_time,Away Team Covers_all_time,Home Team DraftKings_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Away Team Odds_all_time,Away Team Underdog_all_time,Home Team Spread_all_time,Home Team Odds_all_time,Home Team Underdog_all_time,Away Team Team_all_time,Away Team all_games_ATS Record_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_ATS Record_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team Team_all_time,Home Team all_games_ATS Record_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_ATS Record_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Team_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Odds_all_time,Underdog is_dog ATS Record_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Team_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Odds_all_time,Favorite is_fav ATS Record_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Rank_last_10_seasons,Hotness Score_last_10_seasons,Time_last_10_seasons,Location_last_10_seasons,Away Team Rank_last_10_seasons,Away Team_last_10_seasons,Home Team Rank_last_10_seasons,Home Team_last_10_seasons,Away Team DraftKings_last_10_seasons,Away Team Covers_last_10_seasons,Home Team DraftKings_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Away Team Odds_last_10_seasons,Away Team Underdog_last_10_seasons,Home Team Spread_last_10_seasons,Home Team Odds_last_10_seasons,Home Team Underdog_last_10_seasons,Away Team Team_last_10_seasons,Away Team all_games_ATS Record_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_ATS Record_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team Team_last_10_seasons,Home Team all_games_ATS Record_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_ATS Record_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Team_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Odds_last_10_seasons,Underdog is_dog ATS Record_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Team_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Odds_last_10_seasons,Favorite is_fav ATS Record_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons
1,98.4,9:30 PM,MGM Grand Arena,32,Oregon,6,Alabama,Oregon,Oregon,Alabama,Alabama,+6,−110,True,-6,−110,False,Oregon,4-3-0,57.1%,14.3,2.8,0-1-0,0.0%,3.0,-3.5,Alabama,3-4-0,42.9%,12.4,-0.5,1-2-0,33.3%,24.3,+0.8,Oregon,+6,−110,1-0-0,100.0%,10.0,14.0,Alabama,-6,−110,2-4-0,33.3%,13.7,-2.1,1,98.4,9:30 PM,MGM Grand Arena,32,Oregon,6,Alabama,Oregon,Oregon,Alabama,Alabama,+6,−110,True,-6,−110,False,Oregon,437-411-17,51.5%,5.1,0.5,148-149-5,49.8%,-2.6,-0.4,Alabama,398-403-18,49.7%,4.5,0.2,184-178-8,50.8%,11.3,1.2,Oregon,+6,−110,156-140-4,52.7%,-4.9,1.3,Alabama,-6,−110,238-243-9,49.5%,8.5,0.3,1,98.4,9:30 PM,MGM Grand Arena,32,Oregon,6,Alabama,Oregon,Oregon,Alabama,Alabama,+6,−110,True,-6,−110,False,Oregon,188-163-3,53.6%,6.9,0.6,50-54-1,48.1%,-1.0,-1.4,Alabama,170-166-7,50.6%,4.8,0.9,76-73-5,51.0%,10.7,1.9,Oregon,+6,−110,48-41-1,53.9%,-3.7,1.1,Alabama,-6,−110,108-107-6,50.2%,9.4,0.6
2,96.2,7:00 PM,MGM Grand Arena,59,San Diego St,4,Houston,San Diego State,San Diego St.,Houston,Houston,+12.5,−112,True,-12.5,−108,False,San Diego St,1-3-0,25.0%,10.2,2.1,0,0,0.0,0.0,Houston,3-3-0,50.0%,23.3,2.8,3-0-0,100.0%,46.3,+14.0,San Diego St,+12.5,−112,1-2-0,33.3%,-1.7,4.7,Houston,-12.5,−108,3-3-0,50.0%,23.3,2.8,2,96.2,7:00 PM,MGM Grand Arena,59,San Diego St,4,Houston,San Diego State,San Diego St.,Houston,Houston,+12.5,−112,True,-12.5,−108,False,San Diego St,413-374-20,52.5%,5.4,0.6,152-144-9,51.4%,-1.4,0.2,Houston,402-361-15,52.7%,4.8,1.1,194-149-10,56.6%,11.0,2.1,San Diego St,+12.5,−112,131-131-8,50.0%,-6.6,0.2,Houston,-12.5,−108,237-190-11,55.5%,12.0,1.6,2,96.2,7:00 PM,MGM Grand Arena,59,San Diego St,4,Houston,San Diego State,San Diego St.,Houston,Houston,+12.5,−112,True,-12.5,−108,False,San Diego St,164-154-11,51.6%,8.5,0.6,49-56-5,46.7%,2.7,-0.4,Houston,182-143-7,56.0%,12.4,2.4,90-59-6,60.4%,18.7,3.8,San Diego St,+12.5,−112,28-33-2,45.9%,-4.6,0.0,Houston,-12.5,−108,150-117-7,56.2%,14.7,2.3
3,94.3,3:30 PM,MGM Grand Arena,31,Texas A&M,67,Rutgers,Texas A&M,Texas A&M-CC,Rutgers,Rutgers,-5,−108,False,+5,−112,True,Texas A&M,3-3-1,50.0%,11.4,-3.1,0-1-0,0.0%,-3.0,-9.5,Rutgers,2-4-1,33.3%,7.9,-3.1,1-3-0,25.0%,15.3,-3.6,Rutgers,+5,−112,1-0-0,100.0%,-5.0,6.5,Texas A&M,-5,−108,3-3-1,50.0%,11.4,-3.1,3,94.3,3:30 PM,MGM Grand Arena,31,Texas A&M,67,Rutgers,Texas A&M,Texas A&M-CC,Rutgers,Rutgers,-5,−108,False,+5,−112,True,Texas A&M,383-352-12,52.1%,2.8,-0.1,137-123-7,52.7%,-5.7,0.0,Rutgers,360-384-11,48.4%,-0.6,-0.6,187-191-6,49.5%,5.3,-0.1,Rutgers,+5,−112,230-237-4,49.3%,-8.5,-0.3,Texas A&M,-5,−108,194-171-7,53.2%,8.5,-0.2,3,94.3,3:30 PM,MGM Grand Arena,31,Texas A&M,67,Rutgers,Texas A&M,Texas A&M-CC,Rutgers,Rutgers,-5,−108,False,+5,−112,True,Texas A&M,163-155-4,51.3%,4.0,-0.1,55-43-2,56.1%,-1.5,1.8,Rutgers,149-153-6,49.3%,-0.4,-0.4,84-74-4,53.2%,6.2,0.5,Rutgers,+5,−112,90-90-1,50.0%,-8.8,-0.2,Texas A&M,-5,−108,97-93-3,51.1%,8.6,-0.8
4,93.3,1:00 PM,MGM Grand Arena,51,Creighton,69,Notre Dame,Creighton,Creighton,Notre Dame,Notre Dame,-7.5,−112,False,+7.5,−108,True,Creighton,1-5-1,16.7%,9.1,-9.7,0,0,0.0,0.0,Notre Dame,3-3-1,50.0%,8.1,-1.8,1-3-0,25.0%,12.0,-9.0,Notre Dame,+7.5,−108,1-0-1,100.0%,-6.0,2.8,Creighton,-7.5,−112,1-5-0,16.7%,11.3,-11.3,4,93.3,1:00 PM,MGM Grand Arena,51,Creighton,69,Notre Dame,Creighton,Creighton,Notre Dame,Notre Dame,-7.5,−112,False,+7.5,−108,True,Creighton,442-391-16,53.1%,7.2,0.6,166-157-4,51.4%,0.2,0.1,Notre Dame,388-399-18,49.3%,5.1,0.1,176-199-11,46.9%,10.8,-0.7,Notre Dame,+7.5,−108,182-156-5,53.9%,-4.6,1.5,Creighton,-7.5,−112,313-285-12,52.3%,9.4,0.2,4,93.3,1:00 PM,MGM Grand Arena,51,Creighton,69,Notre Dame,Creighton,Creighton,Notre Dame,Notre Dame,-7.5,−112,False,+7.5,−108,True,Creighton,179-158-5,53.1%,6.9,0.9,57-56-2,50.4%,-1.0,0.4,Notre Dame,156-161-8,49.2%,3.9,-0.3,70-82-3,46.1%,9.4,-1.3,Notre Dame,+7.5,−108,77-65-4,54.2%,-5.0,1.2,Creighton,-7.5,−112,126-106-2,54.3%,11.5,0.8
5,90.5,6:00 PM,Allen Fieldhouse,106,Furman,9,Kansas,Furman,Furman,Kansas,Kansas,+21.5,−112,True,-21.5,−108,False,Furman,5-0-0,100.0%,25.6,4.8,2-0-0,100.0%,11.5,8.3,Kansas,3-3-0,50.0%,13.8,-1.0,1-3-0,25.0%,18.0,-3.9,Furman,+21.5,−112,1-0-0,100.0%,2.0,4.5,Kansas,-21.5,−108,2-3-0,40.0%,16.0,-2.7,5,90.5,6:00 PM,Allen Fieldhouse,106,Furman,9,Kansas,Furman,Furman,Kansas,Kansas,+21.5,−112,True,-21.5,−108,False,Furman,320-300-8,51.6%,2.2,0.3,155-157-4,49.7%,-4.6,0.2,Kansas,469-440-14,51.6%,11.8,0.7,209-196-8,51.6%,18.0,1.2,Furman,+21.5,−112,145-168-3,46.3%,-8.9,-0.3,Kansas,-21.5,−108,415-388-12,51.7%,12.7,0.8,5,90.5,6:00 PM,Allen Fieldhouse,106,Furman,9,Kansas,Furman,Furman,Kansas,Kansas,+21.5,−112,True,-21.5,−108,False,Furman,163-123-5,57.0%,7.6,1.3,74-62-3,54.4%,1.2,1.3,Kansas,180-171-5,51.3%,9.2,-0.1,75-77-4,49.3%,14.7,0.2,Furman,+21.5,−112,45-39-2,53.6%,-6.8,0.6,Kansas,-21.5,−108,156-143-4,52.2%,11.3,0.5
6,81.8,9:30 PM,ENMAX Centre,149,Towson,64,Uc Irvine,Towson,Towson,UC Irvine,UC Irvine,+9.5,−108,True,-9.5,−112,False,Towson,3-4-0,42.9%,2.6,-4.5,2-2-0,50.0%,-5.8,-4.4,Uc Irvine,5-1-0,83.3%,16.9,8.6,1-0-0,100.0%,24.0,+1.5,Towson,+9.5,−108,1-2-0,33.3%,-14.7,-8.0,Uc Irvine,-9.5,−112,4-1-0,80.0%,13.6,5.6,6,81.8,9:30 PM,ENMAX Centre,149,Towson,64,Uc Irvine,Towson,Towson,UC Irvine,UC Irvine,+9.5,−108,True,-9.5,−112,False,Towson,312-300-13,51.0%,-2.5,0.1,152-131-8,53.7%,-6.7,0.8,Uc Irvine,385-370-23,51.0%,3.0,0.4,150-150-8,50.0%,8.9,-0.2,Towson,+9.5,−108,201-189-10,51.5%,-8.8,0.3,Uc Irvine,-9.5,−112,218-214-13,50.5%,7.0,-0.2,6,81.8,9:30 PM,ENMAX Centre,149,Towson,64,Uc Irvine,Towson,Towson,UC Irvine,UC Irvine,+9.5,−108,True,-9.5,−112,False,Towson,144-139-7,50.9%,2.8,0.3,69-51-4,57.5%,-0.1,1.5,Uc Irvine,165-143-11,53.6%,6.9,0.8,60-47-4,56.1%,15.4,1.2,Towson,+9.5,−108,70-62-4,53.0%,-5.0,0.7,Uc Irvine,-9.5,−112,120-100-9,54.6%,8.8,0.7
7,80.7,4:00 PM,John Glaser Arena,112,Temple,133,La Salle,Temple,Temple,La Salle,La Salle,-1,−102,False,+1,−118,True,Temple,2-4-0,33.3%,7.2,2.8,0-1-0,0.0%,-3.0,-4.5,La Salle,4-3-0,57.1%,7.1,2.4,3-0-0,100.0%,16.7,+12.0,La Salle,+1,−118,0,0,0.0,0.0,Temple,-1,−102,1-3-0,25.0%,11.3,3.0,7,80.7,4:00 PM,John Glaser Arena,112,Temple,133,La Salle,Temple,Temple,La Salle,La Salle,-1,−102,False,+1,−118,True,Temple,442-402-19,52.4%,3.1,0.3,187-153-8,55.0%,0.1,0.7,La Salle,343-380-20,47.4%,-1.6,-0.3,147-168-11,46.7%,2.4,-0.6,La Salle,+1,−118,208-235-11,47.0%,-7.7,0.1,Temple,-1,−102,270-255-11,51.4%,7.8,-0.2,7,80.7,4:00 PM,John Glaser Arena,112,Temple,133,La Salle,Temple,Temple,La Salle,La Salle,-1,−102,False,+1,−118,True,Temple,157-146-9,51.8%,0.7,0.0,63-49-5,56.3%,-3.1,0.1,La Salle,138-160-7,46.3%,-2.7,-0.7,64-72-4,47.1%,2.0,-0.4,La Salle,+1,−118,84-94-4,47.2%,-7.8,0.2,Temple,-1,−102,73-86-4,45.9%,5.7,-1.2
8,76.0,7:00 PM,Stegeman Coliseum,199,Jacksonville,54,Georgia,Jacksonville,Jacksonville,Georgia,Georgia,+17,−112,True,-17,−108,False,Jacksonville,4-2-0,66.7%,1.7,4.8,2-1-0,66.7%,-6.7,8.8,Georgia,4-3-0,57.1%,13.4,2.8,2-2-0,50.0%,23.5,+2.4,Jacksonville,+17,−112,2-1-0,66.7%,-6.7,8.8,Georgia,-17,−108,3-2-0,60.0%,20.4,3.1,8,76.0,7:00 PM,Stegeman Coliseum,199,Jacksonville,54,Georgia,Jacksonville,Jacksonville,Georgia,Georgia,+17,−112,True,-17,−108,False,Jacksonville,127-126-5,50.2%,-1.0,0.3,74-65-2,53.2%,-7.3,0.0,Georgia,394-390-11,50.3%,0.3,0.1,187-199-4,48.5%,5.7,0.0,Jacksonville,+17,−112,84-77-2,52.2%,-8.6,0.5,Georgia,-17,−108,164-165-6,49.9%,7.1,-0.4,8,76.0,7:00 PM,Stegeman Coliseum,199,Jacksonville,54,Georgia,Jacksonville,Jacksonville,Georgia,Georgia,+17,−112,True,-17,−108,False,Jacksonville,103-98-3,51.2%,-0.1,0.5,59-55-1,51.8%,-7.7,-0.4,Georgia,161-161-5,50.0%,-0.4,-0.5,79-92-2,46.2%,4.8,-0.7,Jacksonville,+17,−112,62-60-1,50.8%,-9.0,0.1,Georgia,-17,−108,66-76-2,46.5%,7.7,-1.0
9,75.2,7:00 PM,Baha Mar Convention Center,178,Rice,104,Arkansas St,Rice,Rice,Arkansas State,Arkansas St.,+8.5,−110,True,-8.5,−110,False,Rice,4-3-0,57.1%,5.3,2.1,1-1-0,50.0%,12.5,8.3,Arkansas St,3-2-0,60.0%,11.8,2.9,2-1-0,66.7%,18.8,+0.7,Rice,+8.5,−110,2-1-0,66.7%,3.0,8.0,Arkansas St,-8.5,−110,2-2-0,50.0%,9.3,-0.5,9,75.2,7:00 PM,Baha Mar Convention Center,178,Rice,104,Arkansas St,Rice,Rice,Arkansas State,Arkansas St.,+8.5,−110,True,-8.5,−110,False,Rice,329-369-16,47.1%,-2.1,-0.3,147-172-3,46.1%,-8.8,-0.6,Arkansas St,349-342-16,50.5%,1.2,0.0,157-132-6,54.3%,8.7,0.5,Rice,+8.5,−110,222-254-11,46.6%,-9.3,-0.4,Arkansas St,-8.5,−110,147-157-7,48.4%,5.1,-0.6,9,75.2,7:00 PM,Baha Mar Convention Center,178,Rice,104,Arkansas St,Rice,Rice,Arkansas State,Arkansas St.,+8.5,−110,True,-8.5,−110,False,Rice,137-148-8,48.1%,-1.2,0.0,62-66-2,48.4%,-6.6,0.2,Arkansas St,148-136-6,52.1%,-0.5,-0.1,69-54-2,56.1%,5.9,0.3,Rice,+8.5,−110,89-97-5,47.9%,-7.9,0.1,Arkansas St,-8.5,−110,51-52-2,49.5%,4.0,-1.4
9,75.2,6:00 PM,Eleanor R. Baldwin Arena,187,Fla Gulf Cst,84,Fla Atlantic,FGCU,Florida Gulf Coast,Florida Atlantic,Florida Atlantic,N/A,N/A,False,-13.5,−112,False,Fla Gulf Cst,3-4-0,42.9%,-2.7,0.6,2-1-0,66.7%,-9.0,2.2,Fla Atlantic,3-4-0,42.9%,8.9,2.2,0-0-0,0.0%,50.0,--,Fla Atlantic,-13.5,−112,1-2-0,33.3%,-2.0,1.0,Fla Gulf Cst,N/A,N/A,1-2-0,33.3%,5.7,1.3,9,75.2,6:00 PM,Eleanor R. Baldwin Arena,187,Fla Gulf Cst,84,Fla Atlantic,FGCU,Florida Gulf Coast,Florida Atlantic,Florida Atlantic,N/A,N/A,False,-13.5,−112,False,Fla Gulf Cst,124-127-2,49.4%,0.9,0.1,47-59-1,44.3%,-5.8,-0.6,Fla Atlantic,243-258-10,48.5%,-1.7,0.3,100-97-2,50.8%,4.6,1.2,Fla Atlantic,-13.5,−112,140-141-6,49.8%,-7.7,0.5,Fla Gulf Cst,N/A,N/A,61-64-1,48.8%,5.0,-1.2,9,75.2,6:00 PM,Eleanor R. Baldwin Arena,187,Fla Gulf Cst,84,Fla Atlantic,FGCU,Florida Gulf Coast,Florida Atlantic,Florida Atlantic,N/A,N/A,False,-13.5,−112,False,Fla Gulf Cst,105-113-1,48.2%,3.2,-0.2,45-51-0,46.9%,-3.1,0.0,Fla Atlantic,147-144-5,50.5%,2.9,0.8,63-54-1,53.9%,9.8,1.9,Fla Atlantic,-13.5,−112,74-71-3,51.0%,-6.4,0.8,Fla Gulf Cst,N/A,N/A,54-59-1,47.8%,4.8,-1.3
