,Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team Covers_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Implied Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Implied Odds_current_season,Home Team Underdog_current_season,Away Team all_games_Sample Size_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_Sample Size_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team all_games_Sample Size_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_Sample Size_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Implied Odds_current_season,Underdog is_dog Sample Size_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Implied Odds_current_season,Favorite is_fav Sample Size_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Away Team Covers_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Home Team Spread_all_time,Away Team all_games_Sample Size_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_Sample Size_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team all_games_Sample Size_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_Sample Size_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Sample Size_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Sample Size_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Away Team Covers_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Home Team Spread_last_10_seasons,Away Team all_games_Sample Size_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_Sample Size_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team all_games_Sample Size_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_Sample Size_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Sample Size_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Sample Size_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons,Away Team_current_season_map,Home Team_current_season_map,Favorite is_fav Team_current_season_map,Underdog is_dog Team_current_season_map,Away Team,Home Team,Home Cover
0,1,98.4,9:30 PM,MGM Grand Arena,32,Oregon,6,Alabama,Oregon,Alabama,6.0,0.5238,True,-6.0,0.5238,False,0,0.571,14.3,2.8,0,0.0,3.0,-3.5,7,0.429,12.4,-0.5,0,0.333,24.3,+0.8,Oregon,6.0,0.5238,0,1.0,10.0,14.0,Alabama,-6.0,0.5238,0,0.333,13.7,-2.1,Oregon,Alabama,6.0,-6.0,0,0.515,5.1,0.5,0,0.498,-2.6,-0.4,819,0.497,4.5,0.2,370,0.508,11.3,1.2,6.0,300,0.527,-4.9,1.3,-6.0,0,0.495,8.5,0.3,Oregon,Alabama,6.0,-6.0,0,0.536,6.9,0.6,0,0.481,-1.0,-1.4,343,0.506,4.8,0.9,154,0.51,10.7,1.9,6.0,90,0.539,-3.7,1.1,-6.0,0,0.502,9.4,0.6,228.0,4.0,4.0,228.0,Oregon,Alabama,False
1,2,96.2,7:00 PM,MGM Grand Arena,59,San Diego St,4,Houston,San Diego St.,Houston,12.5,0.5283,True,-12.5,0.5192,False,0,0.25,10.2,2.1,0,0.0,0.0,0.0,6,0.5,23.3,2.8,0,1.0,46.3,+14.0,San Diego St,12.5,0.5283,0,0.333,-1.7,4.7,Houston,-12.5,0.5192,0,0.5,23.3,2.8,San Diego St.,Houston,12.5,-12.5,0,0.525,5.4,0.6,0,0.514,-1.4,0.2,778,0.527,4.8,1.1,353,0.566,11.0,2.1,12.5,270,0.5,-6.6,0.2,-12.5,0,0.555,12.0,1.6,San Diego St.,Houston,12.5,-12.5,0,0.516,8.5,0.6,0,0.467,2.7,-0.4,332,0.56,12.4,2.4,155,0.604,18.7,3.8,12.5,63,0.459,-4.6,0.0,-12.5,0,0.562,14.7,2.3,266.0,113.0,113.0,266.0,San Diego St.,Houston,False
2,3,94.3,3:30 PM,MGM Grand Arena,31,Texas A&M,67,Rutgers,Texas A&M-CC,Rutgers,-5.0,0.5192,False,5.0,0.5283,True,0,0.5,11.4,-3.1,0,0.0,-3.0,-9.5,7,0.333,7.9,-3.1,0,0.25,15.3,-3.6,Rutgers,5.0,0.5283,0,1.0,-5.0,6.5,Texas A&M,-5.0,0.5192,0,0.5,11.4,-3.1,Texas A&M-CC,Rutgers,-5.0,5.0,0,0.521,2.8,-0.1,0,0.527,-5.7,0.0,755,0.484,-0.6,-0.6,384,0.495,5.3,-0.1,5.0,471,0.493,-8.5,-0.3,-5.0,0,0.532,8.5,-0.2,Texas A&M-CC,Rutgers,-5.0,5.0,0,0.513,4.0,-0.1,0,0.561,-1.5,1.8,308,0.493,-0.4,-0.4,162,0.532,6.2,0.5,5.0,181,0.5,-8.8,-0.2,-5.0,0,0.511,8.6,-0.8,296.0,249.0,296.0,249.0,,,
3,4,93.3,1:00 PM,MGM Grand Arena,51,Creighton,69,Notre Dame,Creighton,Notre Dame,-7.5,0.5283,False,7.5,0.5192,True,0,0.167,9.1,-9.7,0,0.0,0.0,0.0,7,0.5,8.1,-1.8,0,0.25,12.0,-9.0,Notre Dame,7.5,0.5192,0,1.0,-6.0,2.8,Creighton,-7.5,0.5283,0,0.167,11.3,-11.3,Creighton,Notre Dame,-7.5,7.5,0,0.531,7.2,0.6,0,0.514,0.2,0.1,805,0.493,5.1,0.1,386,0.469,10.8,-0.7,7.5,343,0.539,-4.6,1.5,-7.5,0,0.523,9.4,0.2,Creighton,Notre Dame,-7.5,7.5,0,0.531,6.9,0.9,0,0.504,-1.0,0.4,325,0.492,3.9,-0.3,155,0.461,9.4,-1.3,7.5,146,0.542,-5.0,1.2,-7.5,0,0.543,11.5,0.8,62.0,219.0,62.0,219.0,Creighton,Notre Dame,True
4,5,90.5,6:00 PM,Allen Fieldhouse,106,Furman,9,Kansas,Furman,Kansas,21.5,0.5283,True,-21.5,0.5192,False,0,1.0,25.6,4.8,0,1.0,11.5,8.3,6,0.5,13.8,-1.0,0,0.25,18.0,-3.9,Furman,21.5,0.5283,0,1.0,2.0,4.5,Kansas,-21.5,0.5192,0,0.4,16.0,-2.7,Furman,Kansas,21.5,-21.5,0,0.516,2.2,0.3,0,0.497,-4.6,0.2,923,0.516,11.8,0.7,413,0.516,18.0,1.2,21.5,316,0.463,-8.9,-0.3,-21.5,0,0.517,12.7,0.8,Furman,Kansas,21.5,-21.5,0,0.57,7.6,1.3,0,0.544,1.2,1.3,356,0.513,9.2,-0.1,156,0.493,14.7,0.2,21.5,86,0.536,-6.8,0.6,-21.5,0,0.522,11.3,0.5,95.0,133.0,133.0,95.0,Furman,Kansas,True
5,7,80.7,4:00 PM,John Glaser Arena,112,Temple,133,La Salle,Temple,La Salle,-1.0,0.505,False,1.0,0.5413,True,0,0.333,7.2,2.8,0,0.0,-3.0,-4.5,7,0.571,7.1,2.4,0,1.0,16.7,+12.0,La Salle,1.0,0.5413,0,0.0,0.0,0.0,Temple,-1.0,0.505,0,0.25,11.3,3.0,Temple,La Salle,-1.0,1.0,0,0.524,3.1,0.3,0,0.55,0.1,0.7,743,0.474,-1.6,-0.3,326,0.467,2.4,-0.6,1.0,454,0.47,-7.7,0.1,-1.0,0,0.514,7.8,-0.2,Temple,La Salle,-1.0,1.0,0,0.518,0.7,0.0,0,0.563,-3.1,0.1,305,0.463,-2.7,-0.7,140,0.471,2.0,-0.4,1.0,182,0.472,-7.8,0.2,-1.0,0,0.459,5.7,-1.2,293.0,139.0,293.0,139.0,Temple,La Salle,True
6,8,76.0,7:00 PM,Stegeman Coliseum,199,Jacksonville,54,Georgia,Jacksonville,Georgia,17.0,0.5283,True,-17.0,0.5192,False,0,0.667,1.7,4.8,0,0.667,-6.7,8.8,7,0.571,13.4,2.8,0,0.5,23.5,+2.4,Jacksonville,17.0,0.5283,0,0.667,-6.7,8.8,Georgia,-17.0,0.5192,0,0.6,20.4,3.1,Jacksonville,Georgia,17.0,-17.0,0,0.502,-1.0,0.3,0,0.532,-7.3,0.0,795,0.503,0.3,0.1,390,0.485,5.7,0.0,17.0,163,0.522,-8.6,0.5,-17.0,0,0.499,7.1,-0.4,Jacksonville,Georgia,17.0,-17.0,0,0.512,-0.1,0.5,0,0.518,-7.7,-0.4,327,0.5,-0.4,-0.5,173,0.462,4.8,-0.7,17.0,123,0.508,-9.0,0.1,-17.0,0,0.465,7.7,-1.0,130.0,102.0,102.0,130.0,Jacksonville,Georgia,True
7,9,75.2,7:00 PM,Baha Mar Convention Center,178,Rice,104,Arkansas St,Rice,Arkansas St.,8.5,0.5238,True,-8.5,0.5238,False,0,0.571,5.3,2.1,0,0.5,12.5,8.3,5,0.6,11.8,2.9,0,0.667,18.8,+0.7,Rice,8.5,0.5238,0,0.667,3.0,8.0,Arkansas St,-8.5,0.5238,0,0.5,9.3,-0.5,Rice,Arkansas St.,8.5,-8.5,0,0.471,-2.1,-0.3,0,0.461,-8.8,-0.6,707,0.505,1.2,0.0,295,0.543,8.7,0.5,8.5,487,0.466,-9.3,-0.4,-8.5,0,0.484,5.1,-0.6,Rice,Arkansas St.,8.5,-8.5,0,0.481,-1.2,0.0,0,0.484,-6.6,0.2,290,0.521,-0.5,-0.1,125,0.561,5.9,0.3,8.5,191,0.479,-7.9,0.1,-8.5,0,0.495,4.0,-1.4,245.0,15.0,15.0,245.0,Rice,Arkansas St.,False
8,11,74.6,8:00 PM,E.A. Diddle Arena,170,Marshall,119,W Kentucky,Marshall,Western Kentucky,8.0,0.5192,True,-8.0,0.5283,False,0,0.6,8.7,2.2,0,0.0,-35.0,-14.5,5,0.75,3.7,2.4,0,0.5,10.8,-1.2,Marshall,8.0,0.5192,0,0.0,-22.5,-11.8,W Kentucky,-8.0,0.5283,0,1.0,11.0,1.3,Marshall,Western Kentucky,8.0,-8.0,0,0.468,1.4,-0.6,0,0.445,-6.0,-1.6,816,0.51,3.8,0.1,348,0.5,9.3,-0.4,8.0,362,0.436,-8.7,-1.3,-8.0,0,0.495,7.1,-0.5,Marshall,Western Kentucky,8.0,-8.0,0,0.498,1.7,-0.3,0,0.463,-5.2,-1.7,315,0.522,3.5,-0.1,135,0.508,9.2,-0.3,8.0,132,0.415,-9.3,-1.9,-8.0,0,0.49,6.2,-1.1,161.0,342.0,342.0,161.0,,,
9,12,73.6,3:00 PM,Brick Breeden Fieldhouse,164,Cal St Nrdge,139,Montana St,CSU Northridge,Montana St.,5.0,0.5283,True,-5.0,0.5192,False,0,0.667,13.9,5.5,0,0.5,2.5,2.6,6,0.667,9.7,5.6,0,1.0,34.7,+16.3,Cal St Nrdge,5.0,0.5283,0,0.0,-14.0,-6.0,Montana St,-5.0,0.5192,0,0.667,15.0,9.0,CSU Northridge,Montana St.,5.0,-5.0,0,0.499,-0.9,-0.4,0,0.521,-5.9,0.5,659,0.491,0.5,-0.5,271,0.464,7.8,-0.7,5.0,431,0.498,-8.0,0.0,-5.0,0,0.489,5.3,-1.0,CSU Northridge,Montana St.,5.0,-5.0,0,0.491,-4.0,-0.9,0,0.546,-8.1,0.5,300,0.498,0.8,0.0,118,0.448,7.5,0.0,5.0,218,0.482,-9.1,-0.7,-5.0,0,0.481,5.8,-0.2,38.0,183.0,183.0,38.0,CSU Northridge,Montana St.,False
