Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team DraftKings_current_season,Away Team Covers_current_season,Home Team DraftKings_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Odds_current_season,Home Team Underdog_current_season,Away Team Team_current_season,Away Team all_games_ATS Record_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_ATS Record_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team Team_current_season,Home Team all_games_ATS Record_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_ATS Record_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Odds_current_season,Underdog is_dog ATS Record_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Odds_current_season,Favorite is_fav ATS Record_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Rank_all_time,Hotness Score_all_time,Time_all_time,Location_all_time,Away Team Rank_all_time,Away Team_all_time,Home Team Rank_all_time,Home Team_all_time,Away Team DraftKings_all_time,Away Team Covers_all_time,Home Team DraftKings_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Away Team Odds_all_time,Away Team Underdog_all_time,Home Team Spread_all_time,Home Team Odds_all_time,Home Team Underdog_all_time,Away Team Team_all_time,Away Team all_games_ATS Record_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_ATS Record_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team Team_all_time,Home Team all_games_ATS Record_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_ATS Record_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Team_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Odds_all_time,Underdog is_dog ATS Record_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Team_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Odds_all_time,Favorite is_fav ATS Record_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Rank_last_10_seasons,Hotness Score_last_10_seasons,Time_last_10_seasons,Location_last_10_seasons,Away Team Rank_last_10_seasons,Away Team_last_10_seasons,Home Team Rank_last_10_seasons,Home Team_last_10_seasons,Away Team DraftKings_last_10_seasons,Away Team Covers_last_10_seasons,Home Team DraftKings_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Away Team Odds_last_10_seasons,Away Team Underdog_last_10_seasons,Home Team Spread_last_10_seasons,Home Team Odds_last_10_seasons,Home Team Underdog_last_10_seasons,Away Team Team_last_10_seasons,Away Team all_games_ATS Record_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_ATS Record_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team Team_last_10_seasons,Home Team all_games_ATS Record_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_ATS Record_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Team_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Odds_last_10_seasons,Underdog is_dog ATS Record_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Team_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Odds_last_10_seasons,Favorite is_fav ATS Record_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons
1,86.9,10:00 PM,Crypto.com Arena,6,Memphis,17,La Lakers,MEM Grizzlies,Memphis,LA Lakers,L.A. Lakers,+7,−112,True,-7,−108,False,Memphis,6-5-0,54.6%,9.4,7.0,2-3-0,40.0%,8.4,7.8,La Lakers,6-4-0,60.0%,-0.3,-2.6,5-0-0,100.0%,9.6,5.7,Memphis,+7,−112,2-1-0,66.7%,6.7,10.3,La Lakers,-7,−108,4-2-0,66.7%,5.8,-0.3,1,86.9,10:00 PM,Crypto.com Arena,6,Memphis,17,La Lakers,MEM Grizzlies,Memphis,LA Lakers,L.A. Lakers,+7,−112,True,-7,−108,False,Memphis,905-863-31,51.2%,-0.4,0.3,442-437-16,50.3%,-3.1,0.4,La Lakers,870-972-32,47.2%,0.3,-0.4,426-478-18,47.1%,3.5,0.0,Memphis,+7,−112,473-454-15,51.0%,-5.2,0.9,La Lakers,-7,−108,462-540-19,46.1%,5.4,-1.2,1,86.9,10:00 PM,Crypto.com Arena,6,Memphis,17,La Lakers,MEM Grizzlies,Memphis,LA Lakers,L.A. Lakers,+7,−112,True,-7,−108,False,Memphis,429-417-13,50.7%,-0.6,0.3,202-216-6,48.3%,-3.2,-0.2,La Lakers,403-446-12,47.5%,-1.8,-0.3,197-212-6,48.2%,0.8,0.3,Memphis,+7,−112,226-226-5,50.0%,-5.5,0.7,La Lakers,-7,−108,165-192-6,46.2%,4.3,-1.5
2,86.3,10:00 PM,Golden 1 Center,12,Phoenix,13,Sacramento,PHO Suns,Phoenix,SAC Kings,Sacramento,+7.5,−110,True,-7.5,−110,False,Phoenix,4-7-0,36.4%,2.6,-0.8,3-2-0,60.0%,2.2,0.1,Sacramento,5-5-1,50.0%,2.3,-2.4,1-2-1,33.3%,4.3,-3.3,Phoenix,+7.5,−110,2-1-0,66.7%,2.0,4.5,Sacramento,-7.5,−110,3-3-1,50.0%,3.0,-4.9,2,86.3,10:00 PM,Golden 1 Center,12,Phoenix,13,Sacramento,PHO Suns,Phoenix,SAC Kings,Sacramento,+7.5,−110,True,-7.5,−110,False,Phoenix,896-891-28,50.1%,0.5,-0.1,455-427-16,51.6%,-2.2,0.1,Sacramento,834-854-41,49.4%,-2.4,-0.4,392-444-21,46.9%,0.1,-0.7,Phoenix,+7.5,−110,397-412-13,49.1%,-5.9,0.4,Sacramento,-7.5,−110,296-331-17,47.2%,3.9,-1.5,2,86.3,10:00 PM,Golden 1 Center,12,Phoenix,13,Sacramento,PHO Suns,Phoenix,SAC Kings,Sacramento,+7.5,−110,True,-7.5,−110,False,Phoenix,419-433-10,49.2%,-1.3,-0.6,207-209-7,49.8%,-3.6,-0.4,Sacramento,401-395-24,50.4%,-2.4,-0.3,181-210-12,46.3%,-1.1,-1.2,Phoenix,+7.5,−110,214-228-5,48.4%,-7.2,-0.3,Sacramento,-7.5,−110,139-154-8,47.4%,3.5,-1.5
3,79.0,8:00 PM,Toyota Center,16,La Clippers,10,Houston,LA Clippers,L.A. Clippers,HOU Rockets,Houston,+4.5,−110,True,-4.5,−110,False,La Clippers,7-4-0,63.6%,1.5,3.7,4-0-0,100.0%,4.0,11.4,Houston,6-5-0,54.6%,4.9,2.5,4-2-0,66.7%,10.5,5.0,La Clippers,+4.5,−110,5-2-0,71.4%,-0.9,5.4,Houston,-4.5,−110,4-4-0,50.0%,6.9,1.5,3,79.0,8:00 PM,Toyota Center,16,La Clippers,10,Houston,LA Clippers,L.A. Clippers,HOU Rockets,Houston,+4.5,−110,True,-4.5,−110,False,La Clippers,880-917-20,49.0%,0.8,-0.1,438-445-12,49.6%,-1.9,0.2,Houston,888-906-26,49.5%,1.3,0.2,429-455-18,48.5%,4.1,0.0,La Clippers,+4.5,−110,371-425-7,46.6%,-6.0,-0.1,Houston,-4.5,−110,504-518-15,49.3%,6.0,-0.4,3,79.0,8:00 PM,Toyota Center,16,La Clippers,10,Houston,LA Clippers,L.A. Clippers,HOU Rockets,Houston,+4.5,−110,True,-4.5,−110,False,La Clippers,447-435-7,50.7%,2.9,0.2,226-201-5,52.9%,0.9,0.9,Houston,425-445-14,48.9%,0.3,-0.3,208-218-9,48.8%,2.8,-0.1,La Clippers,+4.5,−110,146-151-1,49.2%,-4.6,0.5,Houston,-4.5,−110,234-236-7,49.8%,6.3,-0.4
4,77.7,7:00 PM,Kia Center,15,Indiana,11,Orlando,IND Pacers,Indiana,ORL Magic,Orlando,-2,−108,False,+2,−112,True,Indiana,6-4-0,60.0%,-2.6,-3.2,3-3-0,50.0%,-7.2,-7.6,Orlando,5-7-0,41.7%,3.7,2.3,4-1-0,80.0%,19.6,10.4,Orlando,+2,−112,1-5-0,16.7%,-8.5,-2.8,Indiana,-2,−108,2-3-0,40.0%,-3.6,-9.7,4,77.7,7:00 PM,Kia Center,15,Indiana,11,Orlando,IND Pacers,Indiana,ORL Magic,Orlando,-2,−108,False,+2,−112,True,Indiana,914-875-42,51.1%,0.6,0.3,446-447-17,49.9%,-2.7,-0.1,Orlando,865-877-37,49.7%,-1.4,-0.1,413-444-18,48.2%,1.2,-0.4,Orlando,+2,−112,501-510-23,49.6%,-6.2,0.2,Indiana,-2,−108,467-447-18,51.1%,5.4,-0.2,4,77.7,7:00 PM,Kia Center,15,Indiana,11,Orlando,IND Pacers,Indiana,ORL Magic,Orlando,-2,−108,False,+2,−112,True,Indiana,433-406-18,51.6%,0.4,0.5,212-205-6,50.8%,-2.3,0.1,Orlando,412-405-13,50.4%,-3.6,-0.1,189-204-8,48.1%,-1.4,-0.3,Orlando,+2,−112,294-303-10,49.3%,-6.7,-0.1,Indiana,-2,−108,209-199-9,51.2%,5.1,-0.1
5,71.6,8:00 PM,Fiserv Forum,23,Detroit,14,Milwaukee,DET Pistons,Detroit,MIL Bucks,Milwaukee,+5.5,−115,True,-5.5,−105,False,Detroit,7-5-0,58.3%,-2.2,2.8,3-2-0,60.0%,0.6,5.6,Milwaukee,4-7-0,36.4%,-3.4,-5.3,2-3-0,40.0%,3.8,-1.3,Detroit,+5.5,−115,7-3-0,70.0%,-2.6,3.7,Milwaukee,-5.5,−105,3-4-0,42.9%,0.6,-6.5,5,71.6,8:00 PM,Fiserv Forum,23,Detroit,14,Milwaukee,DET Pistons,Detroit,MIL Bucks,Milwaukee,+5.5,−115,True,-5.5,−105,False,Detroit,868-895-40,49.2%,-1.1,-0.2,432-443-24,49.4%,-3.8,-0.1,Milwaukee,871-904-34,49.1%,0.2,-0.5,418-455-18,47.9%,2.9,-0.5,Detroit,+5.5,−115,474-496-24,48.9%,-6.1,0.3,Milwaukee,-5.5,−105,467-465-24,50.1%,5.5,-0.7,5,71.6,8:00 PM,Fiserv Forum,23,Detroit,14,Milwaukee,DET Pistons,Detroit,MIL Bucks,Milwaukee,+5.5,−115,True,-5.5,−105,False,Detroit,389-404-21,49.1%,-3.6,-0.1,190-205-12,48.1%,-6.1,-0.3,Milwaukee,438-445-19,49.6%,2.7,-0.5,211-216-12,49.4%,5.4,-0.1,Detroit,+5.5,−115,273-283-18,49.1%,-6.7,0.3,Milwaukee,-5.5,−105,304-286-16,51.5%,6.7,-0.4
6,70.4,7:30 PM,Barclays Center,2,Boston,25,Brooklyn,BOS Celtics,Boston,BKN Nets,Brooklyn,-8.5,−112,False,+8.5,−108,True,Boston,6-6-0,50.0%,9.6,-0.5,4-3-0,57.1%,12.0,2.1,Brooklyn,9-2-0,81.8%,-0.8,5.4,4-1-0,80.0%,0.8,3.6,Brooklyn,+8.5,−108,7-1-0,87.5%,-0.6,8.6,Boston,-8.5,−112,6-6-0,50.0%,9.6,-0.5,6,70.4,7:30 PM,Barclays Center,2,Boston,25,Brooklyn,BOS Celtics,Boston,BKN Nets,Brooklyn,-8.5,−112,False,+8.5,−108,True,Boston,992-919-38,51.9%,3.0,0.6,509-431-15,54.2%,0.6,1.1,Brooklyn,863-893-34,49.2%,-2.1,-0.4,409-458-19,47.2%,0.0,-1.0,Brooklyn,+8.5,−108,521-532-20,49.5%,-6.2,0.2,Boston,-8.5,−112,616-606-23,50.4%,6.4,-0.1,6,70.4,7:30 PM,Barclays Center,2,Boston,25,Brooklyn,BOS Celtics,Boston,BKN Nets,Brooklyn,-8.5,−112,False,+8.5,−108,True,Boston,509-425-20,54.5%,4.3,1.0,252-199-8,55.9%,2.2,1.2,Brooklyn,414-418-15,49.8%,-2.0,0.0,187-219-10,46.1%,-0.3,-0.6,Brooklyn,+8.5,−108,266-244-11,52.2%,-5.9,0.6,Boston,-8.5,−112,353-315-15,52.8%,6.7,0.2
7,66.7,10:00 PM,Moda Center,9,Minnesota,28,Portland,MIN Timberwolves,Minnesota,POR Trail Blazers,Portland,-9,−110,False,+9,−110,True,Minnesota,4-7-0,36.4%,3.6,-3.3,2-3-0,40.0%,-2.6,-7.4,Portland,6-5-1,54.6%,-9.0,-1.3,3-3-0,50.0%,-11.7,-4.8,Portland,+9,−110,6-5-1,54.6%,-9.0,-1.3,Minnesota,-9,−110,4-7-0,36.4%,3.6,-3.3,7,66.7,10:00 PM,Moda Center,9,Minnesota,28,Portland,MIN Timberwolves,Minnesota,POR Trail Blazers,Portland,-9,−110,False,+9,−110,True,Minnesota,803-912-27,46.8%,-1.9,-0.4,422-430-17,49.5%,-4.1,0.3,Portland,864-890-27,49.3%,-1.2,-0.3,432-436-13,49.8%,2.1,-0.2,Portland,+9,−110,450-489-15,47.9%,-6.7,-0.3,Minnesota,-9,−110,316-384-11,45.1%,4.7,-0.9,7,66.7,10:00 PM,Moda Center,9,Minnesota,28,Portland,MIN Timberwolves,Minnesota,POR Trail Blazers,Portland,-9,−110,False,+9,−110,True,Minnesota,388-436-14,47.1%,-1.2,-0.1,203-208-7,49.4%,-3.1,0.5,Portland,416-432-18,49.1%,-1.4,-0.4,204-210-10,49.3%,1.6,-0.2,Portland,+9,−110,206-237-10,46.5%,-7.5,-0.9,Minnesota,-9,−110,156-189-7,45.2%,5.1,-0.8
8,62.0,7:30 PM,Madison Square Garden,26,Chicago,5,New York,CHI Bulls,Chicago,NY Knicks,New York,+8,−105,True,-8,−115,False,Chicago,5-6-0,45.5%,-5.5,-0.2,3-3-0,50.0%,-2.3,3.2,New York,5-5-0,50.0%,4.1,0.9,2-1-0,66.7%,13.7,9.0,Chicago,+8,−105,5-5-0,50.0%,-5.2,1.5,New York,-8,−115,5-4-0,55.6%,7.1,2.9,8,62.0,7:30 PM,Madison Square Garden,26,Chicago,5,New York,CHI Bulls,Chicago,NY Knicks,New York,+8,−105,True,-8,−115,False,Chicago,882-884-24,49.9%,-0.4,0.1,454-426-14,51.6%,-2.5,0.8,New York,873-848-23,50.7%,-2.1,0.2,423-438-9,49.1%,0.0,-0.4,Chicago,+8,−105,476-469-12,50.4%,-5.0,0.6,New York,-8,−115,321-300-5,51.7%,4.4,-0.5,8,62.0,7:30 PM,Madison Square Garden,26,Chicago,5,New York,CHI Bulls,Chicago,NY Knicks,New York,+8,−105,True,-8,−115,False,Chicago,400-418-13,48.9%,-1.9,-0.4,203-203-8,50.0%,-3.2,0.5,New York,413-406-14,50.4%,-2.4,0.4,197-212-6,48.2%,-0.7,-0.1,Chicago,+8,−105,240-256-9,48.4%,-5.8,-0.1,New York,-8,−115,148-122-3,54.8%,5.5,0.9
9,57.3,7:30 PM,Wells Fargo Center,3,Cleveland,20,Philadelphia,CLE Cavaliers,Cleveland,PHI 76ers,Philadelphia,-9.5,−110,False,+9.5,−110,True,Cleveland,9-3-0,75.0%,12.0,6.0,5-1-0,83.3%,11.8,7.5,Philadelphia,2-8-0,20.0%,-8.0,-6.3,0-5-0,0.0%,-10.4,-10.9,Philadelphia,+9.5,−110,2-4-0,33.3%,-7.8,-2.5,Cleveland,-9.5,−110,7-3-0,70.0%,13.7,6.1,9,57.3,7:30 PM,Wells Fargo Center,3,Cleveland,20,Philadelphia,CLE Cavaliers,Cleveland,PHI 76ers,Philadelphia,-9.5,−110,False,+9.5,−110,True,Cleveland,897-929-36,49.1%,0.2,-0.3,442-463-24,48.8%,-2.8,-0.5,Philadelphia,892-878-30,50.4%,-1.1,0.1,444-430-17,50.8%,1.6,-0.1,Philadelphia,+9.5,−110,486-488-14,49.9%,-6.3,0.4,Cleveland,-9.5,−110,478-488-22,49.5%,6.2,-0.4,9,57.3,7:30 PM,Wells Fargo Center,3,Cleveland,20,Philadelphia,CLE Cavaliers,Cleveland,PHI 76ers,Philadelphia,-9.5,−110,False,+9.5,−110,True,Cleveland,418-466-21,47.3%,0.6,-0.4,202-235-13,46.2%,-1.9,-0.5,Philadelphia,450-412-17,52.2%,0.0,0.4,237-189-6,55.6%,2.9,0.8,Philadelphia,+9.5,−110,215-211-8,50.5%,-6.8,0.4,Cleveland,-9.5,−110,240-263-15,47.7%,6.1,-0.6
10,48.7,7:30 PM,Paycom Center,21,New Orleans,1,Okla City,NO Pelicans,New Orleans,OKC Thunder,Oklahoma City,+14.5,−110,True,-14.5,−110,False,New Orleans,2-9-0,18.2%,-9.5,-9.1,0-5-0,0.0%,-16.0,-16.6,Okla City,7-4-0,63.6%,12.2,4.2,3-3-0,50.0%,11.0,1.7,New Orleans,+14.5,−110,1-5-0,16.7%,-10.2,-5.9,Okla City,-14.5,−110,6-4-0,60.0%,11.9,3.0,10,48.7,7:30 PM,Paycom Center,21,New Orleans,1,Okla City,NO Pelicans,New Orleans,OKC Thunder,Oklahoma City,+14.5,−110,True,-14.5,−110,False,New Orleans,864-861-30,50.1%,-1.0,0.3,430-425-17,50.3%,-3.3,0.7,Okla City,946-857-31,52.5%,0.9,0.3,468-428-14,52.2%,4.1,0.4,New Orleans,+14.5,−110,507-478-17,51.5%,-4.8,1.3,Okla City,-14.5,−110,507-470-10,51.9%,6.6,0.0,10,48.7,7:30 PM,Paycom Center,21,New Orleans,1,Okla City,NO Pelicans,New Orleans,OKC Thunder,Oklahoma City,+14.5,−110,True,-14.5,−110,False,New Orleans,413-415-11,49.9%,-0.4,0.4,205-202-7,50.4%,-2.1,0.9,Okla City,444-406-14,52.2%,1.1,0.3,219-197-8,52.6%,4.2,1.0,New Orleans,+14.5,−110,231-224-7,50.8%,-4.2,1.3,Okla City,-14.5,−110,233-227-4,50.7%,6.9,0.3
