,Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team Covers_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Implied Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Implied Odds_current_season,Home Team Underdog_current_season,Away Team all_games_Sample Size_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_Sample Size_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team all_games_Sample Size_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_Sample Size_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Implied Odds_current_season,Underdog is_dog Sample Size_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Implied Odds_current_season,Favorite is_fav Sample Size_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Away Team Covers_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Home Team Spread_all_time,Away Team all_games_Sample Size_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_Sample Size_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team all_games_Sample Size_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_Sample Size_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Sample Size_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Sample Size_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Away Team Covers_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Home Team Spread_last_10_seasons,Away Team all_games_Sample Size_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_Sample Size_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team all_games_Sample Size_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_Sample Size_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Sample Size_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Sample Size_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons,Away Team_current_season_map,Home Team_current_season_map,Favorite is_fav Team_current_season_map,Underdog is_dog Team_current_season_map,Away Team,Home Team,Home Cover
0,1,86.9,10:00 PM,Crypto.com Arena,6,Memphis,17,La Lakers,Memphis,L.A. Lakers,7.0,0.5283,True,-7.0,0.5192,False,11,0.546,9.4,7.0,5,0.4,8.4,7.8,10,0.6,-0.3,-2.6,5,1.0,9.6,5.7,Memphis,7.0,0.5283,3,0.667,6.7,10.3,La Lakers,-7.0,0.5192,6,0.667,5.8,-0.3,Memphis,L.A. Lakers,7.0,-7.0,1799,0.512,-0.4,0.3,895,0.503,-3.1,0.4,1874,0.472,0.3,-0.4,922,0.471,3.5,0.0,7.0,942,0.51,-5.2,0.9,-7.0,1021,0.461,5.4,-1.2,Memphis,L.A. Lakers,7.0,-7.0,859,0.507,-0.6,0.3,424,0.483,-3.2,-0.2,861,0.475,-1.8,-0.3,415,0.482,0.8,0.3,7.0,457,0.5,-5.5,0.7,-7.0,363,0.462,4.3,-1.5,14,13,13,14,Memphis,L.A. Lakers,False
1,2,86.3,10:00 PM,Golden 1 Center,12,Phoenix,13,Sacramento,Phoenix,Sacramento,7.5,0.5238,True,-7.5,0.5238,False,11,0.364,2.6,-0.8,5,0.6,2.2,0.1,11,0.5,2.3,-2.4,4,0.333,4.3,-3.3,Phoenix,7.5,0.5238,3,0.667,2.0,4.5,Sacramento,-7.5,0.5238,7,0.5,3.0,-4.9,Phoenix,Sacramento,7.5,-7.5,1815,0.501,0.5,-0.1,898,0.516,-2.2,0.1,1729,0.494,-2.4,-0.4,857,0.469,0.1,-0.7,7.5,822,0.491,-5.9,0.4,-7.5,644,0.472,3.9,-1.5,Phoenix,Sacramento,7.5,-7.5,862,0.492,-1.3,-0.6,423,0.498,-3.6,-0.4,820,0.504,-2.4,-0.3,403,0.463,-1.1,-1.2,7.5,447,0.484,-7.2,-0.3,-7.5,301,0.474,3.5,-1.5,23,25,25,23,Phoenix,Sacramento,True
2,3,79.0,8:00 PM,Toyota Center,16,La Clippers,10,Houston,L.A. Clippers,Houston,4.5,0.5238,True,-4.5,0.5238,False,11,0.636,1.5,3.7,4,1.0,4.0,11.4,11,0.546,4.9,2.5,6,0.667,10.5,5.0,La Clippers,4.5,0.5238,7,0.714,-0.9,5.4,Houston,-4.5,0.5238,8,0.5,6.9,1.5,L.A. Clippers,Houston,4.5,-4.5,1817,0.49,0.8,-0.1,895,0.496,-1.9,0.2,1820,0.495,1.3,0.2,902,0.485,4.1,0.0,4.5,803,0.466,-6.0,-0.1,-4.5,1037,0.493,6.0,-0.4,L.A. Clippers,Houston,4.5,-4.5,889,0.507,2.9,0.2,432,0.529,0.9,0.9,884,0.489,0.3,-0.3,435,0.488,2.8,-0.1,4.5,298,0.492,-4.6,0.5,-4.5,477,0.498,6.3,-0.4,12,10,10,12,L.A. Clippers,Houston,True
3,4,77.7,7:00 PM,Kia Center,15,Indiana,11,Orlando,Indiana,Orlando,-2.0,0.5192,False,2.0,0.5283,True,10,0.6,-2.6,-3.2,6,0.5,-7.2,-7.6,12,0.417,3.7,2.3,5,0.8,19.6,10.4,Orlando,2.0,0.5283,6,0.167,-8.5,-2.8,Indiana,-2.0,0.5192,5,0.4,-3.6,-9.7,Indiana,Orlando,-2.0,2.0,1831,0.511,0.6,0.3,910,0.499,-2.7,-0.1,1779,0.497,-1.4,-0.1,875,0.482,1.2,-0.4,2.0,1034,0.496,-6.2,0.2,-2.0,932,0.511,5.4,-0.2,Indiana,Orlando,-2.0,2.0,857,0.516,0.4,0.5,423,0.508,-2.3,0.1,830,0.504,-3.6,-0.1,401,0.481,-1.4,-0.3,2.0,607,0.493,-6.7,-0.1,-2.0,417,0.512,5.1,-0.1,11,21,11,21,Indiana,Orlando,True
4,5,71.6,8:00 PM,Fiserv Forum,23,Detroit,14,Milwaukee,Detroit,Milwaukee,5.5,0.5349,True,-5.5,0.5122,False,12,0.583,-2.2,2.8,5,0.6,0.6,5.6,11,0.364,-3.4,-5.3,5,0.4,3.8,-1.3,Detroit,5.5,0.5349,10,0.7,-2.6,3.7,Milwaukee,-5.5,0.5122,7,0.429,0.6,-6.5,Detroit,Milwaukee,5.5,-5.5,1803,0.492,-1.1,-0.2,899,0.494,-3.8,-0.1,1809,0.491,0.2,-0.5,891,0.479,2.9,-0.5,5.5,994,0.489,-6.1,0.3,-5.5,956,0.501,5.5,-0.7,Detroit,Milwaukee,5.5,-5.5,814,0.491,-3.6,-0.1,407,0.481,-6.1,-0.3,902,0.496,2.7,-0.5,439,0.494,5.4,-0.1,5.5,574,0.491,-6.7,0.3,-5.5,606,0.515,6.7,-0.4,8,16,16,8,,,
5,6,70.4,7:30 PM,Barclays Center,2,Boston,25,Brooklyn,Boston,Brooklyn,-8.5,0.5283,False,8.5,0.5192,True,12,0.5,9.6,-0.5,7,0.571,12.0,2.1,11,0.818,-0.8,5.4,5,0.8,0.8,3.6,Brooklyn,8.5,0.5192,8,0.875,-0.6,8.6,Boston,-8.5,0.5283,12,0.5,9.6,-0.5,Boston,Brooklyn,-8.5,8.5,1949,0.519,3.0,0.6,955,0.542,0.6,1.1,1790,0.492,-2.1,-0.4,886,0.472,0.0,-1.0,8.5,1073,0.495,-6.2,0.2,-8.5,1245,0.504,6.4,-0.1,Boston,Brooklyn,-8.5,8.5,954,0.545,4.3,1.0,459,0.559,2.2,1.2,847,0.498,-2.0,0.0,416,0.461,-0.3,-0.6,8.5,521,0.522,-5.9,0.6,-8.5,683,0.528,6.7,0.2,1,2,1,2,Boston,Brooklyn,False
6,7,66.7,10:00 PM,Moda Center,9,Minnesota,28,Portland,Minnesota,Portland,-9.0,0.5238,False,9.0,0.5238,True,11,0.364,3.6,-3.3,5,0.4,-2.6,-7.4,12,0.546,-9.0,-1.3,6,0.5,-11.7,-4.8,Portland,9.0,0.5238,12,0.546,-9.0,-1.3,Minnesota,-9.0,0.5238,11,0.364,3.6,-3.3,Minnesota,Portland,-9.0,9.0,1742,0.468,-1.9,-0.4,869,0.495,-4.1,0.3,1781,0.493,-1.2,-0.3,881,0.498,2.1,-0.2,9.0,954,0.479,-6.7,-0.3,-9.0,711,0.451,4.7,-0.9,Minnesota,Portland,-9.0,9.0,838,0.471,-1.2,-0.1,418,0.494,-3.1,0.5,866,0.491,-1.4,-0.4,424,0.493,1.6,-0.2,9.0,453,0.465,-7.5,-0.9,-9.0,352,0.452,5.1,-0.8,17,24,17,24,Minnesota,Portland,True
7,8,62.0,7:30 PM,Madison Square Garden,26,Chicago,5,New York,Chicago,New York,8.0,0.5122,True,-8.0,0.5349,False,11,0.455,-5.5,-0.2,6,0.5,-2.3,3.2,10,0.5,4.1,0.9,3,0.667,13.7,9.0,Chicago,8.0,0.5122,10,0.5,-5.2,1.5,New York,-8.0,0.5349,9,0.556,7.1,2.9,Chicago,New York,8.0,-8.0,1790,0.499,-0.4,0.1,894,0.516,-2.5,0.8,1744,0.507,-2.1,0.2,870,0.491,0.0,-0.4,8.0,957,0.504,-5.0,0.6,-8.0,626,0.517,4.4,-0.5,Chicago,New York,8.0,-8.0,831,0.489,-1.9,-0.4,414,0.5,-3.2,0.5,833,0.504,-2.4,0.4,415,0.482,-0.7,-0.1,8.0,505,0.484,-5.8,-0.1,-8.0,273,0.548,5.5,0.9,4,19,19,4,Chicago,New York,False
8,9,57.3,7:30 PM,Wells Fargo Center,3,Cleveland,20,Philadelphia,Cleveland,Philadelphia,-9.5,0.5238,False,9.5,0.5238,True,12,0.75,12.0,6.0,6,0.833,11.8,7.5,10,0.2,-8.0,-6.3,5,0.0,-10.4,-10.9,Philadelphia,9.5,0.5238,6,0.333,-7.8,-2.5,Cleveland,-9.5,0.5238,10,0.7,13.7,6.1,Cleveland,Philadelphia,-9.5,9.5,1862,0.491,0.2,-0.3,929,0.488,-2.8,-0.5,1800,0.504,-1.1,0.1,891,0.508,1.6,-0.1,9.5,988,0.499,-6.3,0.4,-9.5,988,0.495,6.2,-0.4,Cleveland,Philadelphia,-9.5,9.5,905,0.473,0.6,-0.4,450,0.462,-1.9,-0.5,879,0.522,0.0,0.4,432,0.556,2.9,0.8,9.5,434,0.505,-6.8,0.4,-9.5,518,0.477,6.1,-0.6,5,22,5,22,Cleveland,Philadelphia,True
9,10,48.7,7:30 PM,Paycom Center,21,New Orleans,1,Okla City,New Orleans,Oklahoma City,14.5,0.5238,True,-14.5,0.5238,False,11,0.182,-9.5,-9.1,5,0.0,-16.0,-16.6,11,0.636,12.2,4.2,6,0.5,11.0,1.7,New Orleans,14.5,0.5238,6,0.167,-10.2,-5.9,Okla City,-14.5,0.5238,10,0.6,11.9,3.0,New Orleans,Oklahoma City,14.5,-14.5,1755,0.501,-1.0,0.3,872,0.503,-3.3,0.7,1834,0.525,0.9,0.3,910,0.522,4.1,0.4,14.5,1002,0.515,-4.8,1.3,-14.5,987,0.519,6.6,0.0,New Orleans,Oklahoma City,14.5,-14.5,839,0.499,-0.4,0.4,414,0.504,-2.1,0.9,864,0.522,1.1,0.3,424,0.526,4.2,1.0,14.5,462,0.508,-4.2,1.3,-14.5,464,0.507,6.9,0.3,18,20,20,18,New Orleans,Oklahoma City,True
