Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,86.9,10:00 PM,Crypto.com Arena,6,Memphis,17,La Lakers,MEM Grizzlies,Memphis,LA Lakers,L.A. Lakers,+7,−112,True,-7,−108,False,Memphis,429-417-13,50.7%,-0.6,0.3,202-216-6,48.3%,-3.2,-0.2,La Lakers,403-446-12,47.5%,-1.8,-0.3,197-212-6,48.2%,0.8,0.3,Memphis,+7,−112,226-226-5,50.0%,-5.5,0.7,La Lakers,-7,−108,165-192-6,46.2%,4.3,-1.5
2,86.3,10:00 PM,Golden 1 Center,12,Phoenix,13,Sacramento,PHO Suns,Phoenix,SAC Kings,Sacramento,+7.5,−110,True,-7.5,−110,False,Phoenix,419-433-10,49.2%,-1.3,-0.6,207-209-7,49.8%,-3.6,-0.4,Sacramento,401-395-24,50.4%,-2.4,-0.3,181-210-12,46.3%,-1.1,-1.2,Phoenix,+7.5,−110,214-228-5,48.4%,-7.2,-0.3,Sacramento,-7.5,−110,139-154-8,47.4%,3.5,-1.5
3,79.0,8:00 PM,Toyota Center,16,La Clippers,10,Houston,LA Clippers,L.A. Clippers,HOU Rockets,Houston,+4.5,−110,True,-4.5,−110,False,La Clippers,447-435-7,50.7%,2.9,0.2,226-201-5,52.9%,0.9,0.9,Houston,425-445-14,48.9%,0.3,-0.3,208-218-9,48.8%,2.8,-0.1,La Clippers,+4.5,−110,146-151-1,49.2%,-4.6,0.5,Houston,-4.5,−110,234-236-7,49.8%,6.3,-0.4
4,77.7,7:00 PM,Kia Center,15,Indiana,11,Orlando,IND Pacers,Indiana,ORL Magic,Orlando,-2,−108,False,+2,−112,True,Indiana,433-406-18,51.6%,0.4,0.5,212-205-6,50.8%,-2.3,0.1,Orlando,412-405-13,50.4%,-3.6,-0.1,189-204-8,48.1%,-1.4,-0.3,Orlando,+2,−112,294-303-10,49.3%,-6.7,-0.1,Indiana,-2,−108,209-199-9,51.2%,5.1,-0.1
5,71.6,8:00 PM,Fiserv Forum,23,Detroit,14,Milwaukee,DET Pistons,Detroit,MIL Bucks,Milwaukee,+5.5,−115,True,-5.5,−105,False,Detroit,389-404-21,49.1%,-3.6,-0.1,190-205-12,48.1%,-6.1,-0.3,Milwaukee,438-445-19,49.6%,2.7,-0.5,211-216-12,49.4%,5.4,-0.1,Detroit,+5.5,−115,273-283-18,49.1%,-6.7,0.3,Milwaukee,-5.5,−105,304-286-16,51.5%,6.7,-0.4
6,70.4,7:30 PM,Barclays Center,2,Boston,25,Brooklyn,BOS Celtics,Boston,BKN Nets,Brooklyn,-8.5,−112,False,+8.5,−108,True,Boston,509-425-20,54.5%,4.3,1.0,252-199-8,55.9%,2.2,1.2,Brooklyn,414-418-15,49.8%,-2.0,0.0,187-219-10,46.1%,-0.3,-0.6,Brooklyn,+8.5,−108,266-244-11,52.2%,-5.9,0.6,Boston,-8.5,−112,353-315-15,52.8%,6.7,0.2
7,66.7,10:00 PM,Moda Center,9,Minnesota,28,Portland,MIN Timberwolves,Minnesota,POR Trail Blazers,Portland,-9,−110,False,+9,−110,True,Minnesota,388-436-14,47.1%,-1.2,-0.1,203-208-7,49.4%,-3.1,0.5,Portland,416-432-18,49.1%,-1.4,-0.4,204-210-10,49.3%,1.6,-0.2,Portland,+9,−110,206-237-10,46.5%,-7.5,-0.9,Minnesota,-9,−110,156-189-7,45.2%,5.1,-0.8
8,62.0,7:30 PM,Madison Square Garden,26,Chicago,5,New York,CHI Bulls,Chicago,NY Knicks,New York,+8,−105,True,-8,−115,False,Chicago,400-418-13,48.9%,-1.9,-0.4,203-203-8,50.0%,-3.2,0.5,New York,413-406-14,50.4%,-2.4,0.4,197-212-6,48.2%,-0.7,-0.1,Chicago,+8,−105,240-256-9,48.4%,-5.8,-0.1,New York,-8,−115,148-122-3,54.8%,5.5,0.9
9,57.3,7:30 PM,Wells Fargo Center,3,Cleveland,20,Philadelphia,CLE Cavaliers,Cleveland,PHI 76ers,Philadelphia,-9.5,−110,False,+9.5,−110,True,Cleveland,418-466-21,47.3%,0.6,-0.4,202-235-13,46.2%,-1.9,-0.5,Philadelphia,450-412-17,52.2%,0.0,0.4,237-189-6,55.6%,2.9,0.8,Philadelphia,+9.5,−110,215-211-8,50.5%,-6.8,0.4,Cleveland,-9.5,−110,240-263-15,47.7%,6.1,-0.6
10,48.7,7:30 PM,Paycom Center,21,New Orleans,1,Okla City,NO Pelicans,New Orleans,OKC Thunder,Oklahoma City,+14.5,−110,True,-14.5,−110,False,New Orleans,413-415-11,49.9%,-0.4,0.4,205-202-7,50.4%,-2.1,0.9,Okla City,444-406-14,52.2%,1.1,0.3,219-197-8,52.6%,4.2,1.0,New Orleans,+14.5,−110,231-224-7,50.8%,-4.2,1.3,Okla City,-14.5,−110,233-227-4,50.7%,6.9,0.3
