Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,86.9,10:00 PM,Crypto.com Arena,6,Memphis,17,La Lakers,MEM Grizzlies,Memphis,LA Lakers,L.A. Lakers,+7,−112,True,-7,−108,False,Memphis,6-5-0,54.6%,9.4,7.0,2-3-0,40.0%,8.4,7.8,La Lakers,6-4-0,60.0%,-0.3,-2.6,5-0-0,100.0%,9.6,5.7,Memphis,+7,−112,2-1-0,66.7%,6.7,10.3,La Lakers,-7,−108,4-2-0,66.7%,5.8,-0.3
2,86.3,10:00 PM,Golden 1 Center,12,Phoenix,13,Sacramento,PHO Suns,Phoenix,SAC Kings,Sacramento,+7.5,−110,True,-7.5,−110,False,Phoenix,4-7-0,36.4%,2.6,-0.8,3-2-0,60.0%,2.2,0.1,Sacramento,5-5-1,50.0%,2.3,-2.4,1-2-1,33.3%,4.3,-3.3,Phoenix,+7.5,−110,2-1-0,66.7%,2.0,4.5,Sacramento,-7.5,−110,3-3-1,50.0%,3.0,-4.9
3,79.0,8:00 PM,Toyota Center,16,La Clippers,10,Houston,LA Clippers,L.A. Clippers,HOU Rockets,Houston,+4.5,−110,True,-4.5,−110,False,La Clippers,7-4-0,63.6%,1.5,3.7,4-0-0,100.0%,4.0,11.4,Houston,6-5-0,54.6%,4.9,2.5,4-2-0,66.7%,10.5,5.0,La Clippers,+4.5,−110,5-2-0,71.4%,-0.9,5.4,Houston,-4.5,−110,4-4-0,50.0%,6.9,1.5
4,77.7,7:00 PM,Kia Center,15,Indiana,11,Orlando,IND Pacers,Indiana,ORL Magic,Orlando,-2,−108,False,+2,−112,True,Indiana,6-4-0,60.0%,-2.6,-3.2,3-3-0,50.0%,-7.2,-7.6,Orlando,5-7-0,41.7%,3.7,2.3,4-1-0,80.0%,19.6,10.4,Orlando,+2,−112,1-5-0,16.7%,-8.5,-2.8,Indiana,-2,−108,2-3-0,40.0%,-3.6,-9.7
5,71.6,8:00 PM,Fiserv Forum,23,Detroit,14,Milwaukee,DET Pistons,Detroit,MIL Bucks,Milwaukee,+5.5,−115,True,-5.5,−105,False,Detroit,7-5-0,58.3%,-2.2,2.8,3-2-0,60.0%,0.6,5.6,Milwaukee,4-7-0,36.4%,-3.4,-5.3,2-3-0,40.0%,3.8,-1.3,Detroit,+5.5,−115,7-3-0,70.0%,-2.6,3.7,Milwaukee,-5.5,−105,3-4-0,42.9%,0.6,-6.5
6,70.4,7:30 PM,Barclays Center,2,Boston,25,Brooklyn,BOS Celtics,Boston,BKN Nets,Brooklyn,-8.5,−112,False,+8.5,−108,True,Boston,6-6-0,50.0%,9.6,-0.5,4-3-0,57.1%,12.0,2.1,Brooklyn,9-2-0,81.8%,-0.8,5.4,4-1-0,80.0%,0.8,3.6,Brooklyn,+8.5,−108,7-1-0,87.5%,-0.6,8.6,Boston,-8.5,−112,6-6-0,50.0%,9.6,-0.5
7,66.7,10:00 PM,Moda Center,9,Minnesota,28,Portland,MIN Timberwolves,Minnesota,POR Trail Blazers,Portland,-9,−110,False,+9,−110,True,Minnesota,4-7-0,36.4%,3.6,-3.3,2-3-0,40.0%,-2.6,-7.4,Portland,6-5-1,54.6%,-9.0,-1.3,3-3-0,50.0%,-11.7,-4.8,Portland,+9,−110,6-5-1,54.6%,-9.0,-1.3,Minnesota,-9,−110,4-7-0,36.4%,3.6,-3.3
8,62.0,7:30 PM,Madison Square Garden,26,Chicago,5,New York,CHI Bulls,Chicago,NY Knicks,New York,+8,−105,True,-8,−115,False,Chicago,5-6-0,45.5%,-5.5,-0.2,3-3-0,50.0%,-2.3,3.2,New York,5-5-0,50.0%,4.1,0.9,2-1-0,66.7%,13.7,9.0,Chicago,+8,−105,5-5-0,50.0%,-5.2,1.5,New York,-8,−115,5-4-0,55.6%,7.1,2.9
9,57.3,7:30 PM,Wells Fargo Center,3,Cleveland,20,Philadelphia,CLE Cavaliers,Cleveland,PHI 76ers,Philadelphia,-9.5,−110,False,+9.5,−110,True,Cleveland,9-3-0,75.0%,12.0,6.0,5-1-0,83.3%,11.8,7.5,Philadelphia,2-8-0,20.0%,-8.0,-6.3,0-5-0,0.0%,-10.4,-10.9,Philadelphia,+9.5,−110,2-4-0,33.3%,-7.8,-2.5,Cleveland,-9.5,−110,7-3-0,70.0%,13.7,6.1
10,48.7,7:30 PM,Paycom Center,21,New Orleans,1,Okla City,NO Pelicans,New Orleans,OKC Thunder,Oklahoma City,+14.5,−110,True,-14.5,−110,False,New Orleans,2-9-0,18.2%,-9.5,-9.1,0-5-0,0.0%,-16.0,-16.6,Okla City,7-4-0,63.6%,12.2,4.2,3-3-0,50.0%,11.0,1.7,New Orleans,+14.5,−110,1-5-0,16.7%,-10.2,-5.9,Okla City,-14.5,−110,6-4-0,60.0%,11.9,3.0
