Team,Over Record,Over %,Under %,Total +/-
Washington,94-61-2,60.7%,39.4%,+4.0
Minnesota,85-57-2,59.9%,40.1%,+3.9
Charlotte,85-69-1,55.2%,44.8%,+1.0
Okla City,80-65-3,55.2%,44.8%,+1.8
Boston,81-66-4,55.1%,44.9%,+3.1
Toronto,84-69-1,54.9%,45.1%,+1.3
Orlando,82-68-3,54.7%,45.3%,+0.4
LA Clippers,86-72-1,54.4%,45.6%,+0.3
Philadelphia,79-68-2,53.7%,46.3%,+1.1
Indiana,79-68-3,53.7%,46.3%,+2.0
Houston,80-69-1,53.7%,46.3%,+1.6
LA Lakers,72-64-3,52.9%,47.1%,+1.7
Miami,74-66-1,52.9%,47.1%,-0.1
Atlanta,84-75-1,52.8%,47.2%,+0.1
Denver,76-70-0,52.1%,48.0%,-0.4
Golden State,77-73-4,51.3%,48.7%,+1.6
San Antonio,75-72-3,51.0%,49.0%,+0.9
Dallas,74-73-3,50.3%,49.7%,0.0
Utah,75-74-1,50.3%,49.7%,+1.5
New York,72-72-1,50.0%,50.0%,-0.7
New Orleans,72-75-3,49.0%,51.0%,-0.4
Chicago,76-81-1,48.4%,51.6%,-1.5
Phoenix,69-74-2,48.3%,51.8%,-0.2
Portland,73-82-2,47.1%,52.9%,-0.9
Memphis,70-79-5,47.0%,53.0%,-0.4
Brooklyn,68-78-2,46.6%,53.4%,+0.9
Milwaukee,71-85-1,45.5%,54.5%,-0.9
Sacramento,73-88-1,45.3%,54.7%,-1.6
Cleveland,69-88-2,44.0%,56.1%,-1.1
Detroit,66-90-3,42.3%,57.7%,-0.4
