Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,97.6,9:30 PM,Lahaina Civic Center,37,Michigan St,13,N Carolina,Michigan State,Michigan St.,North Carolina,North Carolina,+5,−112,True,-5,−108,False,Michigan St,3-4-0,42.9%,11.7,-1.9,0,0,0.0,0.0,N Carolina,3-3-0,50.0%,11.7,0.7,1-1-0,50.0%,33.0,+6.8,Michigan St,+5,−112,0-1-0,0.0%,-8.0,-2.0,N Carolina,-5,−108,2-2-0,50.0%,21.5,2.1
1,97.6,5:00 PM,Lahaina Civic Center,36,Memphis,4,Auburn,Memphis,Memphis,Auburn,Auburn,+9.5,−112,True,-9.5,−108,False,Memphis,6-0-0,100.0%,8.7,8.4,1-0-0,100.0%,6.0,7.5,Auburn,4-1-1,80.0%,21.2,9.4,2-0-1,100.0%,35.7,+12.7,Memphis,+9.5,−112,4-0-0,100.0%,5.0,8.6,Auburn,-9.5,−108,3-1-1,75.0%,24.4,9.2
3,96.8,8:30 PM,Suncoast Credit Union Arena,29,Michigan,44,Xavier,Michigan,Michigan,Xavier,Xavier,-1,−112,False,+1,−108,True,Michigan,4-2-0,66.7%,20.0,4.3,0,0,0.0,0.0,Xavier,3-3-0,50.0%,18.2,-2.2,2-3-0,40.0%,20.0,-3.4,Xavier,+1,−108,0,0,0.0,0.0,Michigan,-1,−112,4-2-0,66.7%,20.0,4.3
4,96.5,11:59 PM,Lahaina Civic Center,10,Connecticut,59,Dayton,UConn,Connecticut,Dayton,Dayton,N/A,N/A,False,N/A,N/A,False,Connecticut,3-3-0,50.0%,24.7,-3.7,0,0,0.0,0.0,Dayton,5-1-0,83.3%,11.1,2.8,3-1-0,75.0%,17.0,+1.4,Dayton,N/A,N/A,2-0-0,100.0%,-3.5,5.8,Connecticut,N/A,N/A,3-3-0,50.0%,24.7,-3.7
5,96.0,12:00 PM,Imperial Arena,51,Louisville,31,Indiana,Louisville,Louisville,Indiana,Indiana,+1.5,−120,True,-1.5,−110,False,Louisville,2-2-0,50.0%,18.3,-0.6,0,0,0.0,0.0,Indiana,2-2-0,50.0%,20.3,0.4,2-2-0,50.0%,20.3,+0.4,Louisville,+1.5,−120,0,0,0.0,0.0,Indiana,-1.5,−110,2-2-0,50.0%,20.3,0.4
6,95.6,6:30 PM,MGM Grand Arena,35,Texas A&M,48,Creighton,Texas A&M,Texas A&M-CC,Creighton,Creighton,-4,−105,False,+4,−115,True,Texas A&M,3-3-0,50.0%,12.7,-3.6,0-1-0,0.0%,-3.0,-9.5,Creighton,1-5-0,16.7%,11.3,-11.3,1-4-0,20.0%,17.2,-9.1,Creighton,+4,−115,0,0,0.0,0.0,Texas A&M,-4,−105,3-3-0,50.0%,12.7,-3.6
7,95.3,4:00 PM,MGM Grand Arena,38,Oregon,50,San Diego St,Oregon,Oregon,San Diego State,San Diego St.,-3.5,−112,False,+3.5,−108,True,Oregon,3-3-0,50.0%,15.0,2.2,0-1-0,0.0%,3.0,-3.5,San Diego St,1-2-0,33.3%,15.3,5.0,0-2-0,0.0%,14.3,-3.8,San Diego St,+3.5,−108,1-1-0,50.0%,2.5,10.3,Oregon,-3.5,−112,2-3-0,40.0%,16.0,-0.2
8,94.7,2:30 PM,Lahaina Civic Center,69,Colorado,11,Iowa St,Colorado,Colorado,Iowa State,Iowa State,+13,−110,True,-13,−110,False,Colorado,4-2-0,66.7%,9.8,3.6,0,0,0.0,0.0,Iowa St,2-3-0,40.0%,20.6,-2.0,1-2-0,33.3%,33.3,-2.3,Colorado,+13,−110,1-1-0,50.0%,-7.5,3.5,Iowa St,-13,−110,1-3-0,25.0%,26.3,-2.9
9,94.6,10:00 PM,MGM Grand Arena,70,Rutgers,6,Alabama,Rutgers,Rutgers,Alabama,Alabama,+10.5,−112,True,-10.5,−108,False,Rutgers,1-4-1,20.0%,10.0,-4.7,0-1-0,0.0%,-2.0,-13.5,Alabama,3-3-0,50.0%,13.7,0.5,1-2-0,33.3%,24.3,+0.8,Rutgers,+10.5,−112,0,0,0.0,0.0,Alabama,-10.5,−108,2-3-0,40.0%,15.4,-1.2
10,94.4,2:30 PM,Imperial Arena,66,W Virginia,1,Gonzaga,West Virginia,West Virginia,Gonzaga,Gonzaga,+14.5,−105,True,-14.5,−115,False,W Virginia,2-2-0,50.0%,13.3,5.1,0-1-0,0.0%,-24.0,-16.5,Gonzaga,4-1-0,80.0%,32.2,12.1,3-1-0,75.0%,37.0,+14.6,W Virginia,+14.5,−105,0-1-0,0.0%,-24.0,-16.5,Gonzaga,-14.5,−115,4-1-0,80.0%,32.2,12.1
