Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team DraftKings_current_season,Away Team Covers_current_season,Home Team DraftKings_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Odds_current_season,Home Team Underdog_current_season,Away Team Team_current_season,Away Team all_games_ATS Record_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_ATS Record_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team Team_current_season,Home Team all_games_ATS Record_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_ATS Record_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Odds_current_season,Underdog is_dog ATS Record_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Odds_current_season,Favorite is_fav ATS Record_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Rank_all_time,Hotness Score_all_time,Time_all_time,Location_all_time,Away Team Rank_all_time,Away Team_all_time,Home Team Rank_all_time,Home Team_all_time,Away Team DraftKings_all_time,Away Team Covers_all_time,Home Team DraftKings_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Away Team Odds_all_time,Away Team Underdog_all_time,Home Team Spread_all_time,Home Team Odds_all_time,Home Team Underdog_all_time,Away Team Team_all_time,Away Team all_games_ATS Record_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_ATS Record_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team Team_all_time,Home Team all_games_ATS Record_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_ATS Record_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Team_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Odds_all_time,Underdog is_dog ATS Record_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Team_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Odds_all_time,Favorite is_fav ATS Record_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Rank_last_10_seasons,Hotness Score_last_10_seasons,Time_last_10_seasons,Location_last_10_seasons,Away Team Rank_last_10_seasons,Away Team_last_10_seasons,Home Team Rank_last_10_seasons,Home Team_last_10_seasons,Away Team DraftKings_last_10_seasons,Away Team Covers_last_10_seasons,Home Team DraftKings_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Away Team Odds_last_10_seasons,Away Team Underdog_last_10_seasons,Home Team Spread_last_10_seasons,Home Team Odds_last_10_seasons,Home Team Underdog_last_10_seasons,Away Team Team_last_10_seasons,Away Team all_games_ATS Record_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_ATS Record_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team Team_last_10_seasons,Home Team all_games_ATS Record_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_ATS Record_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Team_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Odds_last_10_seasons,Underdog is_dog ATS Record_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Team_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Odds_last_10_seasons,Favorite is_fav ATS Record_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons
1,97.6,9:30 PM,Lahaina Civic Center,37,Michigan St,13,N Carolina,Michigan State,Michigan St.,North Carolina,North Carolina,+5,−112,True,-5,−108,False,Michigan St,3-4-0,42.9%,11.7,-1.9,0,0,0.0,0.0,N Carolina,3-3-0,50.0%,11.7,0.7,1-1-0,50.0%,33.0,+6.8,Michigan St,+5,−112,0-1-0,0.0%,-8.0,-2.0,N Carolina,-5,−108,2-2-0,50.0%,21.5,2.1,1,97.6,9:30 PM,Lahaina Civic Center,37,Michigan St,13,N Carolina,Michigan State,Michigan St.,North Carolina,North Carolina,+5,−112,True,-5,−108,False,Michigan St,469-416-13,53.0%,8.7,0.5,140-138-5,50.4%,1.9,-0.1,N Carolina,475-436-18,52.1%,9.3,0.5,213-181-6,54.1%,14.5,0.5,Michigan St,+5,−112,102-97-3,51.3%,-4.2,0.6,N Carolina,-5,−108,397-333-14,54.4%,12.3,0.7,1,97.6,9:30 PM,Lahaina Civic Center,37,Michigan St,13,N Carolina,Michigan State,Michigan St.,North Carolina,North Carolina,+5,−112,True,-5,−108,False,Michigan St,186-163-3,53.3%,8.0,0.4,49-54-2,47.6%,0.7,-1.2,N Carolina,187-170-11,52.4%,8.7,0.6,79-70-4,53.0%,13.7,0.3,Michigan St,+5,−112,38-45-1,45.8%,-5.0,-0.3,N Carolina,-5,−108,160-135-9,54.2%,11.5,0.7
1,97.6,5:00 PM,Lahaina Civic Center,36,Memphis,4,Auburn,Memphis,Memphis,Auburn,Auburn,+9.5,−112,True,-9.5,−108,False,Memphis,6-0-0,100.0%,8.7,8.4,1-0-0,100.0%,6.0,7.5,Auburn,4-1-1,80.0%,21.2,9.4,2-0-1,100.0%,35.7,+12.7,Memphis,+9.5,−112,4-0-0,100.0%,5.0,8.6,Auburn,-9.5,−108,3-1-1,75.0%,24.4,9.2,1,97.6,5:00 PM,Lahaina Civic Center,36,Memphis,4,Auburn,Memphis,Memphis,Auburn,Auburn,+9.5,−112,True,-9.5,−108,False,Memphis,444-392-20,53.1%,7.8,0.7,151-131-6,53.6%,1.5,0.8,Auburn,387-364-20,51.5%,3.4,0.3,195-163-9,54.5%,9.5,1.4,Memphis,+9.5,−112,129-103-4,55.6%,-4.3,1.3,Auburn,-9.5,−108,208-187-11,52.7%,9.5,0.9,1,97.6,5:00 PM,Lahaina Civic Center,36,Memphis,4,Auburn,Memphis,Memphis,Auburn,Auburn,+9.5,−112,True,-9.5,−108,False,Memphis,162-154-4,51.3%,5.5,0.5,50-55-2,47.6%,-1.0,-0.4,Auburn,171-152-8,52.9%,5.4,0.9,85-64-5,57.1%,11.7,2.2,Memphis,+9.5,−112,56-51-0,52.3%,-4.8,0.8,Auburn,-9.5,−108,121-93-7,56.5%,11.3,1.7
3,96.8,8:30 PM,Suncoast Credit Union Arena,29,Michigan,44,Xavier,Michigan,Michigan,Xavier,Xavier,-1,−112,False,+1,−108,True,Michigan,4-2-0,66.7%,20.0,4.3,0,0,0.0,0.0,Xavier,3-3-0,50.0%,18.2,-2.2,2-3-0,40.0%,20.0,-3.4,Xavier,+1,−108,0,0,0.0,0.0,Michigan,-1,−112,4-2-0,66.7%,20.0,4.3,3,96.8,8:30 PM,Suncoast Credit Union Arena,29,Michigan,44,Xavier,Michigan,Michigan,Xavier,Xavier,-1,−112,False,+1,−108,True,Michigan,428-405-11,51.4%,3.9,0.5,129-154-5,45.6%,-5.0,-0.7,Xavier,441-400-25,52.4%,7.1,0.6,210-188-10,52.8%,13.0,1.2,Xavier,+1,−108,123-102-9,54.7%,-2.8,1.7,Michigan,-1,−112,255-224-6,53.2%,9.6,0.4,3,96.8,8:30 PM,Suncoast Credit Union Arena,29,Michigan,44,Xavier,Michigan,Michigan,Xavier,Xavier,-1,−112,False,+1,−108,True,Michigan,176-165-2,51.6%,6.0,0.7,48-58-0,45.3%,-2.5,-0.3,Xavier,170-167-7,50.5%,5.4,0.3,84-87-3,49.1%,10.3,0.4,Xavier,+1,−108,56-49-4,53.3%,-3.4,1.4,Michigan,-1,−112,124-108-1,53.5%,10.3,0.3
4,96.5,11:59 PM,Lahaina Civic Center,10,Connecticut,59,Dayton,UConn,Connecticut,Dayton,Dayton,N/A,N/A,False,N/A,N/A,False,Connecticut,3-3-0,50.0%,24.7,-3.7,0,0,0.0,0.0,Dayton,5-1-0,83.3%,11.1,2.8,3-1-0,75.0%,17.0,+1.4,Dayton,N/A,N/A,2-0-0,100.0%,-3.5,5.8,Connecticut,N/A,N/A,3-3-0,50.0%,24.7,-3.7,4,96.5,11:59 PM,Lahaina Civic Center,10,Connecticut,59,Dayton,UConn,Connecticut,Dayton,Dayton,N/A,N/A,False,N/A,N/A,False,Connecticut,441-406-11,52.1%,8.7,0.4,137-142-1,49.1%,1.2,-0.1,Dayton,413-396-17,51.1%,5.4,0.6,205-192-6,51.6%,10.6,0.6,Dayton,N/A,N/A,128-118-3,52.0%,-4.0,1.6,Connecticut,N/A,N/A,334-309-8,51.9%,10.7,0.3,4,96.5,11:59 PM,Lahaina Civic Center,10,Connecticut,59,Dayton,UConn,Connecticut,Dayton,Dayton,N/A,N/A,False,N/A,N/A,False,Connecticut,177-153-5,53.6%,7.4,0.8,52-52-0,50.0%,-0.5,-0.4,Dayton,161-159-6,50.3%,7.2,0.9,81-76-3,51.6%,12.5,1.2,Dayton,N/A,N/A,39-37-2,51.3%,-2.6,1.9,Connecticut,N/A,N/A,132-102-3,56.4%,13.0,1.5
5,96.0,12:00 PM,Imperial Arena,51,Louisville,31,Indiana,Louisville,Louisville,Indiana,Indiana,+1.5,−120,True,-1.5,−110,False,Louisville,2-2-0,50.0%,18.3,-0.6,0,0,0.0,0.0,Indiana,2-2-0,50.0%,20.3,0.4,2-2-0,50.0%,20.3,+0.4,Louisville,+1.5,−120,0,0,0.0,0.0,Indiana,-1.5,−110,2-2-0,50.0%,20.3,0.4,5,96.0,12:00 PM,Imperial Arena,51,Louisville,31,Indiana,Louisville,Louisville,Indiana,Indiana,+1.5,−120,True,-1.5,−110,False,Louisville,421-410-23,50.7%,7.3,0.3,151-132-6,53.4%,0.6,0.8,Indiana,413-422-16,49.5%,4.7,-0.1,233-188-4,55.3%,11.6,1.2,Louisville,+1.5,−120,111-121-7,47.8%,-7.1,-0.4,Indiana,-1.5,−110,261-250-10,51.1%,10.4,0.0,5,96.0,12:00 PM,Imperial Arena,51,Louisville,31,Indiana,Louisville,Louisville,Indiana,Indiana,+1.5,−120,True,-1.5,−110,False,Louisville,143-161-9,47.0%,4.0,-0.7,47-55-3,46.1%,-3.8,-0.9,Indiana,164-163-5,50.2%,4.7,-0.2,101-76-0,57.1%,11.5,0.8,Louisville,+1.5,−120,53-68-3,43.8%,-9.1,-1.6,Indiana,-1.5,−110,104-97-3,51.7%,11.1,0.0
6,95.6,6:30 PM,MGM Grand Arena,35,Texas A&M,48,Creighton,Texas A&M,Texas A&M-CC,Creighton,Creighton,-4,−105,False,+4,−115,True,Texas A&M,3-3-0,50.0%,12.7,-3.6,0-1-0,0.0%,-3.0,-9.5,Creighton,1-5-0,16.7%,11.3,-11.3,1-4-0,20.0%,17.2,-9.1,Creighton,+4,−115,0,0,0.0,0.0,Texas A&M,-4,−105,3-3-0,50.0%,12.7,-3.6,6,95.6,6:30 PM,MGM Grand Arena,35,Texas A&M,48,Creighton,Texas A&M,Texas A&M-CC,Creighton,Creighton,-4,−105,False,+4,−115,True,Texas A&M,383-352-11,52.1%,2.8,-0.1,137-123-7,52.7%,-5.7,0.0,Creighton,442-391-15,53.1%,7.2,0.6,206-183-9,53.0%,13.3,0.9,Creighton,+4,−115,121-102-3,54.3%,-3.2,1.8,Texas A&M,-4,−105,194-171-6,53.2%,8.5,-0.2,6,95.6,6:30 PM,MGM Grand Arena,35,Texas A&M,48,Creighton,Texas A&M,Texas A&M-CC,Creighton,Creighton,-4,−105,False,+4,−115,True,Texas A&M,163-155-3,51.3%,4.0,-0.1,55-43-2,56.1%,-1.5,1.8,Creighton,179-158-4,53.1%,6.9,0.9,90-76-2,54.2%,13.6,1.6,Creighton,+4,−115,51-52-2,49.5%,-4.4,0.9,Texas A&M,-4,−105,97-93-2,51.1%,8.6,-0.8
7,95.3,4:00 PM,MGM Grand Arena,38,Oregon,50,San Diego St,Oregon,Oregon,San Diego State,San Diego St.,-3.5,−112,False,+3.5,−108,True,Oregon,3-3-0,50.0%,15.0,2.2,0-1-0,0.0%,3.0,-3.5,San Diego St,1-2-0,33.3%,15.3,5.0,0-2-0,0.0%,14.3,-3.8,San Diego St,+3.5,−108,1-1-0,50.0%,2.5,10.3,Oregon,-3.5,−112,2-3-0,40.0%,16.0,-0.2,7,95.3,4:00 PM,MGM Grand Arena,38,Oregon,50,San Diego St,Oregon,Oregon,San Diego State,San Diego St.,-3.5,−112,False,+3.5,−108,True,Oregon,436-411-17,51.5%,5.1,0.5,148-149-5,49.8%,-2.6,-0.4,San Diego St,413-373-20,52.5%,5.4,0.6,190-167-9,53.2%,10.9,0.5,San Diego St,+3.5,−108,131-130-8,50.2%,-6.6,0.2,Oregon,-3.5,−112,277-267-13,50.9%,9.4,0.1,7,95.3,4:00 PM,MGM Grand Arena,38,Oregon,50,San Diego St,Oregon,Oregon,San Diego State,San Diego St.,-3.5,−112,False,+3.5,−108,True,Oregon,187-163-3,53.4%,6.9,0.6,50-54-1,48.1%,-1.0,-1.4,San Diego St,164-153-11,51.7%,8.5,0.6,77-64-5,54.6%,14.4,1.1,San Diego St,+3.5,−108,28-32-2,46.7%,-4.5,0.1,Oregon,-3.5,−112,137-122-2,52.9%,10.1,0.4
8,94.7,2:30 PM,Lahaina Civic Center,69,Colorado,11,Iowa St,Colorado,Colorado,Iowa State,Iowa State,+13,−110,True,-13,−110,False,Colorado,4-2-0,66.7%,9.8,3.6,0,0,0.0,0.0,Iowa St,2-3-0,40.0%,20.6,-2.0,1-2-0,33.3%,33.3,-2.3,Colorado,+13,−110,1-1-0,50.0%,-7.5,3.5,Iowa St,-13,−110,1-3-0,25.0%,26.3,-2.9,8,94.7,2:30 PM,Lahaina Civic Center,69,Colorado,11,Iowa St,Colorado,Colorado,Iowa State,Iowa State,+13,−110,True,-13,−110,False,Colorado,388-409-12,48.7%,2.8,0.0,128-179-2,41.7%,-6.0,-1.6,Iowa St,408-364-17,52.9%,4.1,0.6,201-161-9,55.5%,11.1,1.2,Colorado,+13,−110,163-198-4,45.2%,-7.9,-0.5,Iowa St,-13,−110,219-182-6,54.6%,10.5,1.1,8,94.7,2:30 PM,Lahaina Civic Center,69,Colorado,11,Iowa St,Colorado,Colorado,Iowa State,Iowa State,+13,−110,True,-13,−110,False,Colorado,159-174-8,47.8%,4.5,0.3,41-74-2,35.7%,-3.8,-1.9,Iowa St,168-152-5,52.5%,4.9,0.8,81-70-2,53.6%,11.9,1.2,Colorado,+13,−110,43-67-2,39.1%,-6.1,0.0,Iowa St,-13,−110,97-84-2,53.6%,11.9,0.9
9,94.6,10:00 PM,MGM Grand Arena,70,Rutgers,6,Alabama,Rutgers,Rutgers,Alabama,Alabama,+10.5,−112,True,-10.5,−108,False,Rutgers,1-4-1,20.0%,10.0,-4.7,0-1-0,0.0%,-2.0,-13.5,Alabama,3-3-0,50.0%,13.7,0.5,1-2-0,33.3%,24.3,+0.8,Rutgers,+10.5,−112,0,0,0.0,0.0,Alabama,-10.5,−108,2-3-0,40.0%,15.4,-1.2,9,94.6,10:00 PM,MGM Grand Arena,70,Rutgers,6,Alabama,Rutgers,Rutgers,Alabama,Alabama,+10.5,−112,True,-10.5,−108,False,Rutgers,359-384-11,48.3%,-0.6,-0.6,143-156-3,47.8%,-8.8,-0.8,Alabama,398-402-18,49.8%,4.5,0.2,184-178-8,50.8%,11.3,1.2,Rutgers,+10.5,−112,229-237-4,49.1%,-8.5,-0.3,Alabama,-10.5,−108,238-242-9,49.6%,8.6,0.3,9,94.6,10:00 PM,MGM Grand Arena,70,Rutgers,6,Alabama,Rutgers,Rutgers,Alabama,Alabama,+10.5,−112,True,-10.5,−108,False,Rutgers,148-153-6,49.2%,-0.4,-0.4,49-64-1,43.4%,-9.6,-1.8,Alabama,170-165-7,50.8%,4.8,0.9,76-73-5,51.0%,10.7,1.9,Rutgers,+10.5,−112,89-90-1,49.7%,-8.8,-0.3,Alabama,-10.5,−108,108-106-6,50.5%,9.4,0.7
10,94.4,2:30 PM,Imperial Arena,66,W Virginia,1,Gonzaga,West Virginia,West Virginia,Gonzaga,Gonzaga,+14.5,−105,True,-14.5,−115,False,W Virginia,2-2-0,50.0%,13.3,5.1,0-1-0,0.0%,-24.0,-16.5,Gonzaga,4-1-0,80.0%,32.2,12.1,3-1-0,75.0%,37.0,+14.6,W Virginia,+14.5,−105,0-1-0,0.0%,-24.0,-16.5,Gonzaga,-14.5,−115,4-1-0,80.0%,32.2,12.1,10,94.4,2:30 PM,Imperial Arena,66,W Virginia,1,Gonzaga,West Virginia,West Virginia,Gonzaga,Gonzaga,+14.5,−105,True,-14.5,−115,False,W Virginia,407-417-10,49.4%,4.5,0.1,123-164-5,42.9%,-3.9,-1.2,Gonzaga,457-410-20,52.7%,14.3,1.2,195-164-9,54.3%,22.0,1.6,W Virginia,+14.5,−105,152-183-7,45.4%,-6.7,-0.5,Gonzaga,-14.5,−115,393-360-20,52.2%,15.5,1.1,10,94.4,2:30 PM,Imperial Arena,66,W Virginia,1,Gonzaga,West Virginia,West Virginia,Gonzaga,Gonzaga,+14.5,−105,True,-14.5,−115,False,W Virginia,164-169-2,49.3%,5.3,0.0,42-60-1,41.2%,-4.3,-2.1,Gonzaga,182-163-9,52.8%,18.1,1.6,85-63-4,57.4%,25.9,2.1,W Virginia,+14.5,−105,49-66-1,42.6%,-7.5,-1.5,Gonzaga,-14.5,−115,174-151-9,53.5%,19.0,1.8
