Rank,Hotness Score,Matchup,Time,Location
1,97.4,#15 Pittsburgh  vs.  #33 Wisconsin,5:30 PM,The Greenbrier
2,95.1,#18 St Johns  vs.  #58 Georgia,11:00 AM,Imperial Arena
3,93.5,#67 Villanova  vs.  #24 Maryland,1:00 PM,Prudential Center
4,93.3,#61 Miami  vs.  #53 VCU,12:30 PM,TD Arena
4,93.3,#70 UCF  vs.  #48 LSU,3:00 PM,The Greenbrier
6,91.8,#89 Oklahoma St  vs.  #35 Nevada,3:00 PM,TD Arena
7,89.1,#91 Drake  vs.  #74 Vanderbilt,8:30 PM,TD Arena
8,88.7,#87 Liberty  vs.  #77 Kansas St,8:00 PM,Sports and Fitness Center
9,87.2,#78 Fla Atlantic  vs.  #102 Seton Hall,6:00 PM,TD Arena
10,83.5,#127 U Mass  vs.  #82 Florida St,3:30 PM,Mohegan Sun Arena
11,82.9,#117 Col Charlestn  at  #110 Rhode Island,12:00 PM,Thomas M. Ryan Center
12,81.2,#144 Middle Tenn  vs.  #92 Bradley,5:30 PM,HTC Center
13,78.0,#60 Rutgers  at  #191 Kennesaw St,1:00 PM,KSU Convocation Center
14,77.8,#171 Longwood  vs.  #90 McNeese St,5:30 PM,Sports and Fitness Center
15,75.6,#178 Missouri St  vs.  #105 High Point,5:00 PM,John Gray Gymnasium
16,74.7,#162 Bryant  at  #118 St Bonavent,2:00 PM,Reilly Center
17,71.2,#224 Grambling St  at  #79 USC,7:00 PM,Galen Center
18,70.9,#158 S Florida  vs.  #160 Wright St,1:00 PM,HTC Center
19,70.5,#149 St. Thomas  at  #177 WI-Milwkee,2:30 PM,UW-Milwaukee Panther Arena
20,68.8,#168 Ohio  vs.  #169 Texas St,8:00 PM,HTC Center
21,68.5,#84 Yale  vs.  #232 Delaware,6:00 PM,Mohegan Sun Arena
22,68.2,#140 S Dakota St  vs.  #192 Duquesne,1:30 PM,John Gray Gymnasium
23,65.3,#261 TX Southern  at  #54 New Mexico,8:00 PM,The Pit
24,62.5,#139 Northeastrn  vs.  #235 CS Bakersfld,12:00 PM,Alico Arena
25,61.3,#222 Alabama St  at  #165 Akron,3:00 PM,James A. Rhodes Arena
26,59.7,#299 Hampton  vs.  #41 Boise St,11:00 AM,John Gray Gymnasium
27,58.7,#208 Wm & Mary  at  #201 App State,1:00 PM,Holmes Convocation Center
28,55.5,#247 Florida Intl  at  #176 Fla Gulf Cst,3:00 PM,Alico Arena
29,53.7,#154 Wofford  vs.  #275 Portland St,12:00 PM,UW-Milwaukee Panther Arena
30,53.2,#289 Sac State  at  #129 California,4:00 PM,Haas Pavilion
30,53.2,#252 S Mississippi  at  #182 Montana St,8:00 PM,Brick Breeden Fieldhouse
32,49.3,#290 Fairfield  vs.  #167 Vermont,1:00 PM,Mohegan Sun Arena
33,49.0,#315 Portland  vs.  #133 Princeton,10:30 AM,HTC Center
34,48.5,#172 N Alabama  at  #288 NW State,3:00 PM,Prather Coliseum
35,47.1,#362 Ark Pine Bl  at  #46 Missouri,5:00 PM,Mizzou Arena
36,45.9,#326 Old Dominion  vs.  #134 Boston Col,7:30 PM,John Gray Gymnasium
37,45.6,#258 Boston U  vs.  #226 Howard,12:00 PM,Chesapeake Employers Insurance Arena
38,44.5,#124 Towson  at  #340 Morgan St,4:00 PM,Talmadge L. Hill Field House
39,43.8,#282 Queens  at  #215 E Tenn St,5:00 PM,Freedom Hall Civic Center
40,43.2,#334 Jackson St  at  #146 Lipscomb,5:00 PM,Allen Arena
41,42.2,#233 Albany  vs.  #277 American,12:00 PM,Ruben Zayas Montanez Coliseum
42,37.9,#305 Holy Cross  at  #228 Maine,12:00 PM,Memorial Gym
43,37.6,#311 Denver  at  #217 Montana,7:00 PM,Dahlberg Arena/Robin Selvig Court
44,35.8,#197 Cal St Nrdge  vs.  #332 Utah Tech,4:00 PM,Dahlberg Arena/Robin Selvig Court
45,35.2,#187 NC-Asheville  at  #345 Central Ark,2:00 PM,Farris Center
46,34.8,#266 Campbell  at  #286 Evansville,4:00 PM,Ford Center
47,34.7,#292 Neb Omaha  vs.  #262 Lamar,12:00 PM,James A. Rhodes Arena
48,34.2,#360 Alcorn St  at  #170 UC Riverside,5:00 PM,SRC Arena
49,32.6,#323 E Illinois  at  #239 Valparaiso,2:00 PM,Athletics-Recreation Center
50,26.9,#331 Binghamton  at  #260 Central Conn,1:00 PM,William H. Detrick Gymnasium
51,23.1,#306 Idaho  at  #312 San Diego,5:00 PM,Jenny Craig Pavilion
52,18.0,#341 Mercyhurst  at  #301 Air Force,4:00 PM,Clune Arena
53,--,Puerto Rico-Rio Piedras  vs.  #203 Kansas City,3:30 PM,Ruben Zayas Montanez Coliseum
53,--,Rosemont  at  #300 Lafayette,1:00 PM,Kirby Sports Center
