Team,Over Record,Over %,Under %,Total +/-
Denver,426-346-11,55.2%,44.8%,+2.4
Indiana,456-408-16,52.8%,47.2%,+0.7
Milwaukee,462-417-14,52.6%,47.4%,+0.9
Sacramento,511-465-16,52.4%,47.6%,+1.6
San Antonio,368-337-13,52.2%,47.8%,+1.3
Minnesota,518-476-19,52.1%,47.9%,+1.1
Atlanta,494-454-10,52.1%,47.9%,+1.3
LA Lakers,450-423-6,51.6%,48.5%,+0.4
Boston,412-389-5,51.4%,48.6%,+0.6
Houston,414-391-15,51.4%,48.6%,+1.0
Washington,509-489-19,51.0%,49.0%,+0.7
Utah,423-412-10,50.7%,49.3%,+0.6
New Orleans,470-461-8,50.5%,49.5%,+0.4
Toronto,447-442-6,50.3%,49.7%,+0.6
Okla City,416-414-13,50.1%,49.9%,+0.6
Miami,406-408-9,49.9%,50.1%,-0.5
LA Clippers,420-423-11,49.8%,50.2%,+0.5
Portland,449-453-8,49.8%,50.2%,+0.5
Golden State,400-405-4,49.7%,50.3%,+0.6
Dallas,382-388-10,49.6%,50.4%,+0.5
Charlotte,478-489-18,49.4%,50.6%,+0.5
Detroit,479-491-10,49.4%,50.6%,+0.1
Cleveland,425-440-9,49.1%,50.9%,0.0
Chicago,433-450-11,49.0%,51.0%,+0.4
Philadelphia,457-478-15,48.9%,51.1%,-0.1
Brooklyn,473-495-15,48.9%,51.1%,+0.3
Orlando,463-494-18,48.4%,51.6%,-0.4
Phoenix,410-439-12,48.3%,51.7%,-0.4
New York,482-518-7,48.2%,51.8%,0.0
Memphis,419-464-9,47.5%,52.6%,-0.4
