Team,Over Record,Over %,Under %,Total +/-
Indiana,236-185-6,56.1%,43.9%,+2.1
Denver,210-165-7,56.0%,44.0%,+2.5
Minnesota,254-207-8,55.1%,44.9%,+1.6
San Antonio,218-180-7,54.8%,45.2%,+2.1
Houston,220-191-8,53.5%,46.5%,+1.8
Atlanta,235-205-6,53.4%,46.6%,+2.2
Washington,248-217-6,53.3%,46.7%,+1.3
Sacramento,239-218-7,52.3%,47.7%,+1.3
Toronto,199-183-0,52.1%,47.9%,+0.5
Milwaukee,185-172-6,51.8%,48.2%,+0.1
Philadelphia,222-210-3,51.4%,48.6%,+0.3
Okla City,198-188-7,51.3%,48.7%,+0.9
Boston,181-172-3,51.3%,48.7%,0.0
Portland,224-214-4,51.1%,48.9%,+0.9
New Orleans,227-217-4,51.1%,48.9%,+0.1
Cleveland,207-202-3,50.6%,49.4%,-0.2
LA Lakers,234-232-3,50.2%,49.8%,-0.3
Utah,193-196-6,49.6%,50.4%,+0.7
Miami,202-206-3,49.5%,50.5%,-0.9
Dallas,207-216-6,48.9%,51.1%,+0.6
LA Clippers,173-182-5,48.7%,51.3%,+1.0
Chicago,218-231-6,48.6%,51.5%,+0.1
Detroit,248-266-5,48.3%,51.8%,+0.2
Charlotte,221-240-6,47.9%,52.1%,+0.1
Phoenix,216-235-5,47.9%,52.1%,-0.1
Brooklyn,222-244-8,47.6%,52.4%,-0.1
Orlando,228-266-6,46.2%,53.9%,-1.2
Golden State,145-171-2,45.9%,54.1%,-0.5
New York,220-263-6,45.6%,54.5%,-0.8
Memphis,191-230-5,45.4%,54.6%,-0.7
