Rank,Hotness Score,Matchup,Time,Location
72,47.6,#347 Bellarmine  at  #76 Colorado,3:00 PM,CU Events Center
73,47.5,#235 Maryland BC  at  #241 Marist,1:00 PM,McCann Arena
74,47.1,#190 Marshall  at  #286 S Mississippi,3:00 PM,Reed Green Coliseum
75,46.5,#355 Canisius  at  #71 Bradley,2:00 PM,Carver Arena
76,43.8,#268 N Arizona  at  #228 S Utah,4:00 PM,America First Events Center
77,43.7,#164 Akron  vs.  #324 Jackson St,7:00 PM,Don Haskins Center
78,42.6,#109 Samford  at  #357 Alab A&M,4:00 PM,Alabama A&M Events Center
79,42.3,#194 Vermont  at  #310 Dartmouth,12:00 PM,Leede Arena
80,42.0,#173 Wright St  at  #325 E Michigan,2:00 PM,George Gervin GameAbove Center
81,39.8,#245 SIU Edward  at  #280 SE Missouri,4:45 PM,Show Me Center
82,38.8,#177 N Colorado  at  #338 Denver,5:00 PM,Hamilton Gymnasium
83,37.6,#207 Maine  at  #323 Stony Brook,1:00 PM,Island Federal Credit Union Arena
83,37.6,#297 Manhattan  at  #237 Presbyterian,1:00 PM,Ross E. Templeton Physical Education Center
85,37.4,#313 TX Southern  at  #214 Abl Christian,4:00 PM,Moody Coliseum
86,36.6,#182 Youngs St  at  #345 SC Upstate,1:00 PM,G.B. Hodge Center
87,35.7,#342 TX A&M-Com  at  #193 S Florida,3:00 PM,Yuengling Center
88,34.9,#279 Fairfield  at  #274 Monmouth,1:00 PM,OceanFirst Bank Center
89,34.5,#258 Hampton  at  #296 Loyola-MD,1:00 PM,Reitz Arena
90,33.4,#361 Chicago St  at  #174 Cal St Nrdge,2:00 PM,Premier America Credit Union Arena
91,33.2,#287 Idaho  at  #275 Pacific,4:00 PM,Alex G. Spanos Center
92,32.9,#295 TN Martin  at  #266 S Indiana,4:30 PM,"Liberty Arena, Home of the Screaming Eagles"
93,32.2,#291 Evansville  at  #278 Ball St,2:00 PM,Worthen Arena
94,31.6,#269 Cal Poly  at  #302 Neb Omaha,8:00 PM,Baxter Arena
95,30.7,#335 VMI  at  #236 Richmond,6:00 PM,Robins Center
96,29.8,#257 Lehigh  at  #322 LIU,1:00 PM,Steinberg Wellness Center
97,29.1,#321 St Fran (PA)  at  #261 Rob Morris,1:00 PM,UPMC Events Center
98,28.9,#332 E Illinois  at  #247 AR Lit Rock,4:00 PM,Jack Stephens Center
99,26.7,#333 IU Indy  at  #259 Florida Intl,6:00 PM,Ocean Bank Convocation Center (FIU)
100,25.4,#301 TN State  at  #303 Morehead St,3:30 PM,Ellis T. Johnson Arena
101,24.7,#271 Lafayette  at  #337 Portland,4:00 PM,Chiles Center
102,19.6,#364 Miss Val St  at  #262 Tulsa,3:00 PM,Reynolds Center
103,15.8,#329 Old Dominion  at  #328 UL Monroe,3:00 PM,Fant-Ewing Coliseum
104,14.8,#334 W Illinois  at  #327 Lindenwood,4:30 PM,Robert F. Hyland Arena
105,14.6,#298 Navy  at  #362 Coppin St,1:00 PM,Physical Education Complex
106,--,Brewton Parker College  at  #344 W Georgia,2:00 PM,The Coliseum
106,--,Kentucky Wesleyan  at  #106 W Kentucky,3:00 PM,E.A. Diddle Arena
106,--,Immaculata  at  #162 La Salle,2:00 PM,John Glaser Arena
106,--,Howard Payne  at  #307 Tarleton St,5:00 PM,Wisdom Gym
106,--,Penn State Fayette  at  #309 Wagner,2:30 PM,Spiro Sports Center
106,--,College of Biblical Studies  at  #232 TX-Pan Am,3:00 PM,UTRGV Fieldhouse
106,--,Rust College  at  #114 LA Tech,4:00 PM,Thomas Assembly Center
106,--,Lincoln (CA)  at  #265 E Washingtn,5:00 PM,Reese Court
106,--,St. Louis College  at  #165 Indiana St,1:00 PM,Hulman Center
