Team,Over Record,Over %,Under %,Total +/-
Philadelphia,22-8-0,73.3%,26.7%,+6.0
Sacramento,19-8-0,70.4%,29.6%,+5.2
San Antonio,20-9-0,69.0%,31.0%,+7.7
Portland,20-10-0,66.7%,33.3%,+7.7
Miami,21-11-0,65.6%,34.4%,+5.1
Brooklyn,17-10-0,63.0%,37.0%,+5.2
Indiana,18-12-1,60.0%,40.0%,+7.1
Boston,22-15-1,59.5%,40.5%,+3.6
New Orleans,15-11-0,57.7%,42.3%,+2.5
Washington,16-12-0,57.1%,42.9%,+5.6
Orlando,17-13-0,56.7%,43.3%,-0.2
Memphis,14-11-1,56.0%,44.0%,+3.9
Golden State,20-16-0,55.6%,44.4%,+1.3
New York,12-10-3,54.6%,45.5%,+3.4
Toronto,16-14-0,53.3%,46.7%,+1.9
Milwaukee,17-15-0,53.1%,46.9%,-2.8
Chicago,14-14-1,50.0%,50.0%,-0.6
Charlotte,14-14-0,50.0%,50.0%,-0.2
Atlanta,13-13-2,50.0%,50.0%,+2.7
LA Lakers,16-16-0,50.0%,50.0%,+1.9
Phoenix,15-15-1,50.0%,50.0%,-1.8
Detroit,12-13-2,48.0%,52.0%,-3.0
LA Clippers,14-16-2,46.7%,53.3%,+1.1
Minnesota,12-15-0,44.4%,55.6%,-1.8
Cleveland,15-19-2,44.1%,55.9%,-0.9
Denver,14-20-0,41.2%,58.8%,-4.3
Dallas,12-18-0,40.0%,60.0%,-2.7
Houston,12-19-0,38.7%,61.3%,+0.1
Utah,10-18-0,35.7%,64.3%,-2.1
Okla City,9-20-1,31.0%,69.0%,-6.1
