Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,98.7,12:00 PM,Mackey Arena,11,Maryland,21,Purdue,Maryland,Maryland,Purdue,Purdue,+4.5,−112,True,-4.5,−108,False,Maryland,160-164-8,49.4%,5.9,0.1,52-48-5,52.0%,-1.9,0.9,Purdue,175-160-11,52.2%,9.9,1.0,85-66-5,56.3%,17.5,2.8,Maryland,+4.5,−112,59-58-4,50.4%,-4.0,0.7,Purdue,-4.5,−108,143-129-9,52.6%,12.4,1.1
2,98.1,5:00 PM,Moody Center,15,Connecticut,32,Texas,UConn,Connecticut,Texas,Texas,+1,−105,True,-1,−115,False,Connecticut,178-154-6,53.6%,7.5,0.7,52-52-0,50.0%,-0.5,-0.4,Texas,161-173-3,48.2%,5.2,0.0,77-94-2,45.0%,11.1,0.0,Connecticut,+1,−105,43-49-2,46.7%,-7.1,-1.1,Texas,-1,−115,92-116-2,44.2%,10.0,-1.0
3,97.8,3:00 PM,Dickies Arena,22,Texas Tech,33,Texas A&M,Texas Tech,Texas Tech,Texas A&M,Texas A&M-CC,-2,−110,False,+2,−110,True,Texas Tech,160-168-4,48.8%,7.3,0.7,45-51-2,46.9%,-4.1,-0.9,Texas A&M,164-156-4,51.3%,4.0,-0.1,75-80-1,48.4%,8.9,-1.1,Texas A&M,+2,−110,65-61-1,51.6%,-5.0,1.0,Texas Tech,-2,−110,110-111-2,49.8%,12.7,0.8
4,97.2,6:00 PM,Matthew Knight Arena,17,Ucla,28,Oregon,UCLA,UCLA,Oregon,Oregon,+3.5,−108,True,-3.5,−112,False,Ucla,169-170-7,49.9%,6.3,0.3,46-57-2,44.7%,-0.4,-0.2,Oregon,190-163-3,53.8%,6.9,0.6,97-74-1,56.7%,13.5,2.1,Ucla,+3.5,−108,50-52-1,49.0%,-5.5,0.2,Oregon,-3.5,−112,139-122-2,53.3%,10.1,0.4
5,97.0,6:00 PM,KFC Yum! Center,1,Duke,51,Louisville,Duke,Duke,Louisville,Louisville,-8.5,−112,False,+8.5,−108,True,Duke,183-168-8,52.1%,12.1,0.3,48-52-3,48.0%,4.8,-0.2,Louisville,145-163-9,47.1%,3.9,-0.7,78-88-6,47.0%,9.2,-0.8,Louisville,+8.5,−108,54-68-3,44.3%,-8.8,-1.3,Duke,-8.5,−112,163-150-6,52.1%,13.5,0.0
6,96.5,1:00 PM,Mizzou Arena,9,Kansas,53,Missouri,Kansas,Kansas,Missouri,Missouri,-7,−108,False,+7,−112,True,Kansas,181-172-5,51.3%,9.2,-0.1,54-53-1,50.5%,2.0,-0.8,Missouri,145-167-7,46.5%,-0.6,-0.8,74-84-5,46.8%,5.5,-0.8,Missouri,+7,−112,85-94-3,47.5%,-8.7,-0.7,Kansas,-7,−108,157-144-4,52.2%,11.3,0.5
7,90.8,12:30 PM,Dickies Arena,73,Vanderbilt,70,Tx Christian,Vanderbilt,Vanderbilt,TCU,Texas Christian,-2.5,−108,False,+2.5,−112,True,Vanderbilt,168-157-7,51.7%,0.9,0.3,65-45-3,59.1%,-5.6,1.3,Tx Christian,157-166-7,48.6%,3.4,-0.2,79-85-4,48.2%,9.3,0.1,Tx Christian,+2.5,−112,69-72-4,48.9%,-7.0,-0.4,Vanderbilt,-2.5,−108,71-68-2,51.1%,10.6,0.6
8,87.2,4:00 PM,FedExForum,124,Arkansas St,34,Memphis,Arkansas State,Arkansas St.,Memphis,Memphis,+13,−108,True,-13,−112,False,Arkansas St,148-139-6,51.6%,-0.5,-0.2,68-72-4,48.6%,-7.0,-0.5,Memphis,162-156-4,50.9%,5.5,0.5,80-78-2,50.6%,11.0,1.0,Arkansas St,+13,−108,96-82-4,53.9%,-6.6,0.7,Memphis,-13,−112,105-103-4,50.5%,9.9,0.3
9,84.8,12:00 PM,Prudential Center,86,Oklahoma St,121,Seton Hall,Oklahoma State,Oklahoma State,Seton Hall,Seton Hall,-1.5,−110,False,+1.5,−110,True,Oklahoma St,151-166-6,47.6%,2.1,0.1,55-56-3,49.6%,-4.0,1.2,Seton Hall,170-154-5,52.5%,3.8,0.3,75-78-2,49.0%,9.2,0.4,Seton Hall,+1.5,−110,80-55-0,59.3%,-4.1,1.1,Oklahoma St,-1.5,−110,74-83-4,47.1%,8.3,-0.7
10,80.7,3:00 PM,Pete Maravich Assembly Center,169,Fla Gulf Cst,47,Lsu,FGCU,Florida Gulf Coast,LSU,Louisiana State,N/A,N/A,False,-15,−108,False,Fla Gulf Cst,106-114-1,48.2%,3.1,-0.1,46-51-0,47.4%,-3.1,0.2,Lsu,151-172-6,46.8%,3.3,-0.3,80-87-3,47.9%,9.5,0.3,Lsu,-15,−108,59-77-2,43.4%,-6.8,-0.8,Fla Gulf Cst,N/A,N/A,54-59-1,47.8%,4.8,-1.3
11,76.2,12:00 PM,Neville Arena,211,Richmond,3,Auburn,Richmond,Richmond,Auburn,Auburn,+29.5,−112,True,-29.5,−108,False,Richmond,154-158-7,49.4%,2.8,0.2,60-59-1,50.4%,-1.6,0.5,Auburn,172-153-8,52.9%,5.4,0.9,85-64-5,57.1%,11.7,2.2,Richmond,+29.5,−112,62-63-2,49.6%,-4.6,0.8,Auburn,-29.5,−108,122-93-7,56.7%,11.3,1.7
12,72.9,3:00 PM,Strahan Arena at the University Events Center,168,Rice,135,Texas St,Rice,Rice,Texas State,Texas State,+6,−110,True,-6,−110,False,Rice,138-149-8,48.1%,-1.2,0.0,62-66-2,48.4%,-6.6,0.2,Texas St,138-140-10,49.6%,3.7,0.4,48-64-2,42.9%,9.8,-1.0,Rice,+6,−110,90-97-5,48.1%,-7.8,0.2,Texas St,-6,−110,77-73-5,51.3%,5.7,0.3
13,64.8,2:00 PM,Fifth Third Arena,279,Howard,14,Cincinnati,Howard,Howard,Cincinnati,Cincinnati,+28.5,−112,True,-28.5,−108,False,Howard,86-110-4,43.9%,-2.3,-0.6,38-58-2,39.6%,-9.6,-1.7,Cincinnati,158-169-6,48.3%,8.3,0.4,85-79-3,51.8%,14.8,1.6,Howard,+28.5,−112,56-65-2,46.3%,-10.6,-0.3,Cincinnati,-28.5,−108,123-131-5,48.4%,11.9,0.7
14,64.2,4:00 PM,Mitchell Center,162,Jksnville St,207,S Alabama,Jacksonville State,Jacksonville St.,South Alabama,South Alabama,+4.5,−112,True,-4.5,−108,False,Jksnville St,147-134-7,52.3%,2.7,0.6,81-63-6,56.3%,-3.0,1.2,S Alabama,164-132-4,55.4%,1.1,0.6,75-61-0,55.2%,7.2,1.5,Jksnville St,+4.5,−112,80-60-5,57.1%,-5.8,2.1,S Alabama,-4.5,−108,62-63-2,49.6%,4.2,-1.1
15,62.4,3:00 PM,Pete Hanna Center,252,Austin Peay,113,Samford,Austin Peay,Austin Peay,Samford,Samford,+13,−112,True,-13,−108,False,Austin Peay,143-146-7,49.5%,-0.3,-0.3,69-77-2,47.3%,-8.2,-1.5,Samford,144-141-5,50.5%,1.4,0.0,57-62-1,47.9%,8.6,1.0,Austin Peay,+13,−112,89-87-2,50.6%,-8.9,-0.6,Samford,-13,−108,67-61-0,52.3%,8.4,1.2
16,60.0,12:00 PM,Rose Hill Gymnasium,199,Maine,200,Fordham,Maine,Maine,Fordham,Fordham,+5.5,−112,True,-5.5,−108,False,Maine,104-87-4,54.5%,-7.2,0.0,67-56-1,54.5%,-12.9,-0.6,Fordham,136-153-5,47.1%,-2.1,-0.2,69-84-0,45.1%,2.5,-0.9,Maine,+5.5,−112,86-71-4,54.8%,-10.7,0.4,Fordham,-5.5,−108,42-52-1,44.7%,5.7,-1.3
17,59.4,1:00 PM,Christl Arena,150,Cornell,247,Army,Cornell,Cornell,Army West Point,Army,-5,−110,False,N/A,N/A,False,Cornell,115-112-3,50.7%,-0.2,0.5,60-66-2,47.6%,-6.2,0.0,Army,109-107-5,50.5%,0.2,-0.6,44-50-3,46.8%,4.9,-1.5,Army,N/A,N/A,63-51-3,55.3%,-6.1,0.7,Cornell,-5,−110,36-38-0,48.7%,5.5,-0.3
18,58.4,2:00 PM,Matthews Arena,253,Colgate,142,Northeastrn,Colgate,Colgate,,Northeastern,+8,−112,True,N/A,N/A,False,Colgate,124-102-3,54.9%,4.5,1.1,64-54-2,54.2%,-0.5,0.9,Northeastrn,144-157-8,47.8%,0.9,-0.3,55-61-3,47.4%,4.8,-0.4,Colgate,+8,−112,33-27-2,55.0%,-7.5,1.2,Northeastrn,N/A,N/A,83-85-3,49.4%,6.4,0.4
19,56.6,4:00 PM,CFSB Center,289,Se Missouri,103,Murray St,,SE Missouri St.,Murray State,Murray St.,N/A,N/A,False,-16,−108,False,Se Missouri,137-145-7,48.6%,-3.2,-0.1,66-78-5,45.8%,-8.9,-0.3,Murray St,149-148-5,50.2%,8.2,0.5,68-58-1,54.0%,15.7,1.1,Murray St,-16,−108,42-41-3,50.6%,-4.0,1.3,Se Missouri,N/A,N/A,34-32-1,51.5%,4.6,0.3
20,56.3,4:30 PM,Cajundome,118,La Tech,282,Louisiana,Louisiana Tech,Louisiana Tech,Louisiana-Lafayette,Lafayette,-7,−108,False,N/A,N/A,False,La Tech,156-139-2,52.9%,7.2,-0.1,68-67-0,50.4%,-0.3,-0.6,Louisiana,143-147-7,49.3%,4.3,-0.3,58-56-5,50.9%,11.3,-0.1,Louisiana,N/A,N/A,47-62-3,43.1%,-6.7,-0.6,La Tech,-7,−108,108-95-2,53.2%,8.6,-0.4
