Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,98.7,12:00 PM,Mackey Arena,11,Maryland,21,Purdue,Maryland,Maryland,Purdue,Purdue,+4.5,−112,True,-4.5,−108,False,Maryland,410-393-17,51.1%,7.2,0.1,129-135-8,48.9%,-1.9,0.2,Purdue,420-420-21,50.0%,6.8,0.4,205-177-10,53.7%,13.9,1.8,Maryland,+4.5,−112,138-136-6,50.4%,-4.9,0.6,Purdue,-4.5,−108,301-283-15,51.5%,11.0,0.6
2,98.1,5:00 PM,Moody Center,15,Connecticut,32,Texas,UConn,Connecticut,Texas,Texas,+1,−105,True,-1,−115,False,Connecticut,442-407-12,52.1%,8.8,0.4,137-142-1,49.1%,1.2,-0.1,Texas,410-428-12,48.9%,6.7,0.0,185-197-5,48.4%,13.5,0.5,Connecticut,+1,−105,104-93-3,52.8%,-4.4,1.0,Texas,-1,−115,262-298-9,46.8%,9.9,-0.4
3,97.8,3:00 PM,Dickies Arena,22,Texas Tech,33,Texas A&M,Texas Tech,Texas Tech,Texas A&M,Texas A&M-CC,-2,−110,False,+2,−110,True,Texas Tech,374-416-8,47.3%,2.9,-0.4,124-158-4,44.0%,-7.0,-1.7,Texas A&M,384-353-12,52.1%,2.8,-0.1,178-167-4,51.6%,9.1,-0.3,Texas A&M,+2,−110,186-178-5,51.1%,-7.6,0.0,Texas Tech,-2,−110,206-201-6,50.6%,10.9,0.5
4,97.2,6:00 PM,Matthew Knight Arena,17,Ucla,28,Oregon,UCLA,UCLA,Oregon,Oregon,+3.5,−108,True,-3.5,−112,False,Ucla,440-431-16,50.5%,5.8,0.2,140-134-6,51.1%,-0.3,0.6,Oregon,439-411-17,51.7%,5.1,0.5,218-201-8,52.0%,11.2,1.1,Ucla,+3.5,−108,138-133-3,50.9%,-5.2,0.6,Oregon,-3.5,−112,279-267-13,51.1%,9.4,0.2
5,97.0,6:00 PM,KFC Yum! Center,1,Duke,51,Louisville,Duke,Duke,Louisville,Louisville,-8.5,−112,False,+8.5,−108,True,Duke,483-437-19,52.5%,13.9,0.5,139-130-4,51.7%,7.2,0.3,Louisville,423-412-23,50.7%,7.2,0.3,208-214-15,49.3%,12.0,0.0,Louisville,+8.5,−108,112-121-7,48.1%,-6.9,-0.3,Duke,-8.5,−112,443-404-17,52.3%,14.2,0.3
6,96.5,1:00 PM,Mizzou Arena,9,Kansas,53,Missouri,Kansas,Kansas,Missouri,Missouri,-7,−108,False,+7,−112,True,Kansas,470-441-14,51.6%,11.8,0.7,142-136-5,51.1%,4.2,-0.3,Missouri,374-406-20,48.0%,3.4,-0.4,187-183-15,50.5%,10.7,0.5,Missouri,+7,−112,166-189-10,46.8%,-7.8,-0.8,Kansas,-7,−108,416-389-12,51.7%,12.7,0.8
7,90.8,12:30 PM,Dickies Arena,73,Vanderbilt,70,Tx Christian,Vanderbilt,Vanderbilt,TCU,Texas Christian,-2.5,−108,False,+2.5,−112,True,Vanderbilt,411-391-17,51.3%,2.7,0.2,156-130-8,54.6%,-4.8,1.0,Tx Christian,352-405-12,46.5%,1.5,-0.4,160-207-5,43.6%,7.5,-0.3,Tx Christian,+2.5,−112,188-223-8,45.7%,-8.8,-0.7,Vanderbilt,-2.5,−108,195-189-7,50.8%,9.3,0.0
8,87.2,4:00 PM,FedExForum,124,Arkansas St,34,Memphis,Arkansas State,Arkansas St.,Memphis,Memphis,+13,−108,True,-13,−112,False,Arkansas St,349-345-16,50.3%,1.2,-0.1,168-178-10,48.6%,-5.9,-0.2,Memphis,444-394-20,53.0%,7.8,0.7,219-195-13,52.9%,13.4,1.1,Arkansas St,+13,−108,196-181-9,52.0%,-6.9,0.4,Memphis,-13,−112,312-284-16,52.4%,11.3,0.5
9,84.8,12:00 PM,Prudential Center,86,Oklahoma St,121,Seton Hall,Oklahoma State,Oklahoma State,Seton Hall,Seton Hall,-1.5,−110,False,+1.5,−110,True,Oklahoma St,394-394-15,50.0%,5.4,0.4,131-151-6,46.5%,-2.6,-0.2,Seton Hall,389-381-12,50.5%,2.6,0.2,174-192-6,47.5%,7.6,-0.3,Seton Hall,+1.5,−110,202-169-3,54.5%,-5.5,0.9,Oklahoma St,-1.5,−110,248-217-10,53.3%,9.9,0.8
10,80.7,3:00 PM,Pete Maravich Assembly Center,169,Fla Gulf Cst,47,Lsu,FGCU,Florida Gulf Coast,LSU,Louisiana State,N/A,N/A,False,-15,−108,False,Fla Gulf Cst,125-128-2,49.4%,0.9,0.1,48-59-1,44.9%,-5.8,-0.5,Lsu,361-396-16,47.7%,3.2,-0.5,177-187-9,48.6%,9.8,-0.2,Lsu,-15,−108,169-183-7,48.0%,-7.3,-0.5,Fla Gulf Cst,N/A,N/A,61-64-1,48.8%,5.0,-1.2
11,76.2,12:00 PM,Neville Arena,211,Richmond,3,Auburn,Richmond,Richmond,Auburn,Auburn,+29.5,−112,True,-29.5,−108,False,Richmond,385-387-22,49.9%,2.5,0.2,165-158-7,51.1%,-2.3,0.6,Auburn,388-365-20,51.5%,3.4,0.3,195-163-9,54.5%,9.5,1.4,Richmond,+29.5,−112,170-161-10,51.4%,-5.5,0.9,Auburn,-29.5,−108,209-187-11,52.8%,9.5,0.9
12,72.9,3:00 PM,Strahan Arena at the University Events Center,168,Rice,135,Texas St,Rice,Rice,Texas State,Texas State,+6,−110,True,-6,−110,False,Rice,330-370-16,47.1%,-2.1,-0.3,147-172-3,46.1%,-8.8,-0.6,Texas St,171-175-10,49.4%,1.0,0.3,54-80-2,40.3%,7.5,-1.7,Rice,+6,−110,223-254-11,46.8%,-9.3,-0.4,Texas St,-6,−110,86-80-5,51.8%,5.4,0.2
13,64.8,2:00 PM,Fifth Third Arena,279,Howard,14,Cincinnati,Howard,Howard,Cincinnati,Cincinnati,+28.5,−112,True,-28.5,−108,False,Howard,97-131-4,42.5%,-6.5,-1.2,42-66-2,38.9%,-12.6,-2.3,Cincinnati,388-426-20,47.7%,8.1,0.2,189-212-11,47.1%,13.9,0.7,Howard,+28.5,−112,66-85-2,43.7%,-11.9,-1.1,Cincinnati,-28.5,−108,282-313-16,47.4%,11.1,0.2
14,64.2,4:00 PM,Mitchell Center,162,Jksnville St,207,S Alabama,Jacksonville State,Jacksonville St.,South Alabama,South Alabama,+4.5,−112,True,-4.5,−108,False,Jksnville St,280-257-15,52.1%,-0.3,0.2,160-114-10,58.4%,-5.5,1.1,S Alabama,369-347-13,51.5%,1.3,0.0,163-160-6,50.5%,7.2,-0.2,Jksnville St,+4.5,−112,176-134-10,56.8%,-7.0,1.3,S Alabama,-4.5,−108,166-165-8,50.2%,5.5,-0.7
15,62.4,3:00 PM,Pete Hanna Center,252,Austin Peay,113,Samford,Austin Peay,Austin Peay,Samford,Samford,+13,−112,True,-13,−108,False,Austin Peay,333-338-21,49.6%,0.6,-0.1,160-176-11,47.6%,-6.3,-0.7,Samford,278-291-10,48.9%,0.6,-0.5,108-122-2,47.0%,7.7,-0.1,Austin Peay,+13,−112,173-184-8,48.5%,-8.7,-0.5,Samford,-13,−108,114-125-0,47.7%,5.6,-0.8
16,60.0,12:00 PM,Rose Hill Gymnasium,199,Maine,200,Fordham,Maine,Maine,Fordham,Fordham,+5.5,−112,True,-5.5,−108,False,Maine,112-105-4,51.6%,-3.0,-0.4,71-64-1,52.6%,-8.5,-0.8,Fordham,321-381-15,45.7%,-5.1,-0.7,155-177-3,46.7%,0.3,-0.8,Maine,+5.5,−112,93-84-4,52.5%,-10.9,0.2,Fordham,-5.5,−108,84-101-1,45.4%,5.1,-1.3
17,59.4,1:00 PM,Christl Arena,150,Cornell,247,Army,Cornell,Cornell,Army West Point,Army,-5,−110,False,N/A,N/A,False,Cornell,291-261-12,52.7%,-0.8,0.5,166-135-9,55.2%,-5.6,1.1,Army,119-119-5,50.0%,-3.4,-0.9,46-52-3,46.9%,1.3,-1.9,Army,N/A,N/A,69-58-3,54.3%,-6.4,0.8,Cornell,-5,−110,97-102-1,48.7%,6.1,-0.8
18,58.4,2:00 PM,Matthews Arena,253,Colgate,142,Northeastrn,Colgate,Colgate,,Northeastern,+8,−112,True,N/A,N/A,False,Colgate,136-111-4,55.1%,0.1,1.2,73-58-2,55.7%,-4.9,1.3,Northeastrn,272-289-14,48.5%,-0.2,-0.3,96-115-7,45.5%,4.4,-0.9,Colgate,+8,−112,43-33-3,56.6%,-8.3,1.5,Northeastrn,N/A,N/A,140-148-7,48.6%,5.9,-0.4
19,56.6,4:00 PM,CFSB Center,289,Se Missouri,103,Murray St,,SE Missouri St.,Murray State,Murray St.,N/A,N/A,False,-16,−108,False,Se Missouri,297-330-19,47.4%,-2.1,-0.3,157-170-12,48.0%,-7.7,0.2,Murray St,332-342-19,49.3%,8.0,0.4,146-143-7,50.5%,14.7,0.8,Murray St,-16,−108,87-100-4,46.5%,-5.0,0.3,Se Missouri,N/A,N/A,83-94-2,46.9%,4.0,-0.9
20,56.3,4:30 PM,Cajundome,118,La Tech,282,Louisiana,Louisiana Tech,Louisiana Tech,Louisiana-Lafayette,Lafayette,-7,−108,False,N/A,N/A,False,La Tech,378-338-11,52.8%,4.1,0.2,181-164-7,52.5%,-2.9,-0.1,Louisiana,352-356-23,49.7%,2.5,0.1,140-142-14,49.7%,9.4,0.4,Louisiana,N/A,N/A,146-164-11,47.1%,-7.1,-0.1,La Tech,-7,−108,213-188-5,53.1%,8.5,0.4
21,55.7,2:00 PM,Allen County War Memorial Coliseum,285,Rob Morris,120,Ipfw,Robert Morris,Robert Morris,Purdue Fort Wayne,Purdue Fort Wayne,+9,−110,True,-9,−110,False,Rob Morris,143-129-2,52.6%,0.1,-0.2,83-67-0,55.3%,-4.2,0.1,Ipfw,225-196-8,53.4%,0.2,0.3,87-83-4,51.2%,9.7,0.1,Rob Morris,+9,−110,88-76-2,53.7%,-8.5,0.1,Ipfw,-9,−110,99-107-5,48.1%,5.4,-0.8
22,55.4,6:00 PM,James H. Hilton Coliseum,330,Jackson St,7,Iowa St,Jackson State,Jackson State,Iowa State,Iowa State,+35.5,−108,True,-35.5,−112,False,Jackson St,120-115-3,51.1%,-3.1,-0.3,80-63-2,55.9%,-8.6,0.6,Iowa St,410-364-17,53.0%,4.2,0.6,202-161-9,55.7%,11.1,1.3,Jackson St,+35.5,−108,81-64-3,55.9%,-12.0,0.7,Iowa St,-35.5,−112,221-182-6,54.8%,10.6,1.1
23,50.9,1:00 PM,Addition Financial Arena,331,Tarleton St,75,Ucf,Tarleton State,Tarleton State,UCF,Central Florida,+25,−112,True,-25,−108,False,Tarleton St,57-56-1,50.4%,3.2,0.7,30-30-0,50.0%,-7.6,0.4,Ucf,276-257-8,51.8%,2.6,0.2,132-120-7,52.4%,7.9,0.4,Tarleton St,+25,−112,35-37-0,48.6%,-8.1,0.9,Ucf,-25,−108,144-121-6,54.3%,7.8,0.5
