Rank,Hotness Score,Matchup,Time,Location
1,86.6,#9 Orlando  at  #13 Phoenix,9:00 PM,Footprint Center
2,77.5,#5 Houston  at  #15 Milwaukee,8:00 PM,Fiserv Forum
3,76.1,#4 Golden State  at  #18 LA Clippers,10:30 PM,Intuit Dome
4,63.4,#17 Indiana  at  #26 Toronto,7:30 PM,Scotiabank Arena
5,62.2,#23 Atlanta  at  #12 Sacramento,10:00 PM,Golden 1 Center
6,59.6,#20 Philadelphia  at  #16 Miami,7:30 PM,Kaseya Center
7,54.0,#27 Chicago  at  #21 Detroit,7:00 PM,Little Caesars Arena
8,44.1,#30 Washington  at  #6 New York,7:30 PM,Madison Square Garden
