Team,all_games_ATS Record,all_games_Cover %,all_games_MOV,all_games_ATS +/-,equal_rest_ATS Record,equal_rest_Cover %,equal_rest_MOV,equal_rest_ATS +/-,four_plus_days_off_ATS Record,four_plus_days_off_Cover %,four_plus_days_off_MOV,four_plus_days_off_ATS +/-,is_after_loss_ATS Record,is_after_loss_Cover %,is_after_loss_MOV,is_after_loss_ATS +/-,is_after_win_ATS Record,is_after_win_Cover %,is_after_win_MOV,is_after_win_ATS +/-,is_away_ATS Record,is_away_Cover %,is_away_MOV,is_away_ATS +/-,is_dog_ATS Record,is_dog_Cover %,is_dog_MOV,is_dog_ATS +/-,is_fav_ATS Record,is_fav_Cover %,is_fav_MOV,is_fav_ATS +/-,is_home_ATS Record,is_home_Cover %,is_home_MOV,is_home_ATS +/-,no_rest_ATS Record,no_rest_Cover %,no_rest_MOV,no_rest_ATS +/-,one_day_off_ATS Record,one_day_off_Cover %,one_day_off_MOV,one_day_off_ATS +/-,rest_advantage_ATS Record,rest_advantage_Cover %,rest_advantage_MOV,rest_advantage_ATS +/-,rest_disadvantage_ATS Record,rest_disadvantage_Cover %,rest_disadvantage_MOV,rest_disadvantage_ATS +/-,two_three_days_off_ATS Record,two_three_days_off_Cover %,two_three_days_off_MOV,two_three_days_off_ATS +/-,all_games_ATS Record_numeric,equal_rest_ATS Record_numeric,four_plus_days_off_ATS Record_numeric,is_after_loss_ATS Record_numeric,is_after_win_ATS Record_numeric,is_away_ATS Record_numeric,is_dog_ATS Record_numeric,is_fav_ATS Record_numeric,is_home_ATS Record_numeric,no_rest_ATS Record_numeric,one_day_off_ATS Record_numeric,rest_advantage_ATS Record_numeric,rest_disadvantage_ATS Record_numeric,two_three_days_off_ATS Record_numeric,Home_Away_Advantage,Rest_Days_Advantage,Momentum_all_games_ATS Record_numeric_Last5,Matchup_Strength_Diff
Mercyhurst,3-1-1,0.9999999999999998,0.5297450424929179,0.45283018867924524,3-0-0,1.0,0.595022624434389,0.9999999999999998,1-1-0,0.42627345844504005,0.0,0.0,1-0-0,1.0,1.0,1.0,1-1-1,0.8375209380234505,0.2881944444444445,0.0,2-1-1,1.0000000000000002,0.19947506561679784,0.018518518518518545,3-1-1,1.0,0.5175879396984924,0.5396825396825397,0,0.0,0.12844036697247704,0.4683544303797468,1-0-0,1.0,1.0,1.0,0,0.0,0.631578947368421,0.5473372781065089,1-0-0,1.0000000000000002,0.7052896725440805,1.0,0-1-0,0.0,0.8488664987405541,0.0,0-0-1,0.0,0.15075376884422115,0.4607843137254903,1-0-1,1.0,0.9794520547945207,1.0,2.5,3.0,0.0,1.0,0.5,1.5,2.5,0.0,1.0,0.0,1.0,-1.0,0.5,1.5,0.8005249343832022,0.698112729896333,2.5,-0.3891475727260153
NC Central,114-82-4,0.5116279069767442,0.6487252124645893,0.5849056603773585,64-48-2,0.5710000000000001,0.6561085972850678,0.42647058823529405,43-32-0,0.621983914209115,0.6681318681318682,0.8466257668711656,48-29-3,0.3938906752411575,0.517467248908297,0.30201342281879195,61-49-1,0.9296482412060301,0.6215277777777778,0.7121212121212122,54-44-2,0.6258064516129032,0.46194225721784776,0.5,53-40-2,0.5121951219512195,0.5376884422110553,0.5396825396825397,61-41-2,0.598,0.5321100917431192,0.5822784810126581,36-25-1,0.59,0.8028747433264887,0.38181818181818183,11-7-0,0.611,0.6552631578947368,0.5384615384615384,33-27-0,0.46808510638297873,0.707808564231738,0.2810810810810811,23-15-0,0.7262905162064827,0.9294710327455917,0.7606837606837606,27-19-2,0.5870000000000001,0.4773869346733669,0.5098039215686275,27-16-4,0.4624277456647398,0.7534246575342467,0.5670103092783505,34.0,17.0,11.0,20.5,12.5,11.0,14.0,21.0,11.5,4.0,6.0,8.0,9.0,13.0,0.3409324861086409,0.4520840980722248,18.25,-0.0055783504679360885
Sam Hous St,118-87-5,0.4941860465116279,0.6685552407932012,0.6792452830188679,59-46-2,0.562,0.67420814479638,0.4485294117647058,43-26-2,0.7560321715817693,0.7296703296703297,0.8650306748466258,41-28-1,0.3472668810289389,0.5000000000000001,0.24832214765100669,75-57-4,0.9514237855946397,0.607638888888889,0.8939393939393939,62-44-3,0.7354838709677418,0.5459317585301837,0.7222222222222222,50-46-2,0.3794037940379402,0.6281407035175879,0.5396825396825397,67-40-3,0.626,0.5825688073394495,0.6392405063291139,41-26-1,0.612,0.7248459958932238,0.4121212121212121,5-10-0,0.33299999999999996,0.5499999999999999,0.514792899408284,20-11-1,0.5803782505910166,0.7229219143576826,0.4540540540540541,22-20-0,0.6290516206482593,0.8790931989924432,0.717948717948718,37-21-3,0.638,0.585427135678392,0.7254901960784315,50-40-2,0.3583815028901734,0.7031963470319635,0.4639175257731959,33.5,14.0,18.0,13.5,20.0,19.5,5.0,28.5,15.5,-5.0,9.5,2.0,17.5,11.0,0.17891423736304013,0.2936660633140512,23.333333333333332,-0.045571896178138394
W Georgia,4-3-0,0.47965116279069764,0.033994334277620386,0.5660377358490566,0-2-0,0.0,0.0,0.0,1-1-0,0.42627345844504005,0.14285714285714285,0.5337423312883436,4-2-0,0.464630225080386,0.08733624454148475,0.32885906040268453,0,0.0,0.39236111111111116,0.6515151515151515,3-2-0,0.7838709677419355,0.1312335958005249,0.4444444444444444,4-3-0,0.5149051490514904,0.2160804020100502,0.6349206349206349,0,0.0,0.12844036697247704,0.4683544303797468,0-1-0,0.0,0.0,0.0,0,0.0,0.631578947368421,0.5473372781065089,1-0-0,1.0000000000000002,0.0,0.35135135135135137,1-1-0,0.6002400960384154,0.19395465994962213,0.698005698005698,3-0-0,1.0,0.23869346733668345,1.0000000000000002,2-2-0,0.27745664739884396,0.2579908675799087,0.6701030927835052,1.0,-2.0,0.0,2.0,0.0,1.0,1.0,0.0,-1.0,0.0,1.0,0.0,3.0,0.0,-0.1312335958005249,-0.04473880738706132,17.75,-0.08764003503757314
Yale,134-101-8,0.4767441860465116,0.6940509915014165,0.6603773584905659,91-71-6,0.562,0.7217194570135747,0.40441176470588225,66-40-4,0.7560321715817693,0.7582417582417582,0.8711656441717792,34-30-1,0.2459807073954985,0.552401746724891,0.261744966442953,95-69-7,0.9698492462311556,0.6041666666666667,0.8181818181818181,70-53-5,0.6838709677419355,0.6404199475065616,0.7592592592592593,35-37-3,0.28455284552845517,0.6381909547738693,0.4603174603174603,99-62-5,0.615,0.5917431192660549,0.6139240506329113,43-38-3,0.531,0.7125256673511293,0.32121212121212117,30-26-1,0.536,0.7894736842105263,0.5532544378698225,11-7-1,0.5401891252955083,0.8639798488664987,0.3945945945945946,18-15-1,0.6554621848739496,0.8891687657430729,0.7806267806267806,25-15-1,0.625,0.6658291457286433,0.7843137254901962,27-28-2,0.2644508670520231,0.6461187214611873,0.3917525773195877,37.0,23.0,28.0,4.5,29.5,19.5,-0.5,39.5,6.5,4.5,4.5,3.5,10.5,0.0,0.0721057198445677,0.22333962001442964,21.6,-0.046447835507814395
Furman,163-123-5,0.4767441860465116,0.7025495750708216,0.6415094339622641,111-72-0,0.6070000000000001,0.7352941176470588,0.4779411764705881,40-30-0,0.6166219839142091,0.7714285714285715,0.736196319018405,51-42-2,0.27331189710610926,0.5131004366812228,0.2348993288590604,111-80-3,0.9731993299832495,0.6423611111111112,0.8939393939393939,74-62-3,0.6032258064516127,0.6351706036745406,0.7407407407407407,45-39-2,0.4200542005420054,0.6783919597989949,0.5873015873015872,116-83-3,0.583,0.610091743119266,0.5696202531645569,73-44-2,0.624,0.7002053388090349,0.3939393939393939,6-9-0,0.4,0.6499999999999999,0.514792899408284,26-23-1,0.4456264775413712,0.7178841309823677,0.3621621621621622,29-30-1,0.5906362545018008,0.8362720403022669,0.7094017094017094,23-21-4,0.523,0.6055276381909549,0.6470588235294119,91-61-4,0.4205202312138728,0.7305936073059361,0.6082474226804124,42.5,39.0,10.0,10.0,32.5,13.5,7.0,34.5,30.0,-3.0,3.5,-0.5,4.0,32.0,0.06503473513449431,0.23074440211131197,29.6,-0.06830021667972896
Nevada,183-140-6,0.46802325581395343,0.6402266288951842,0.6226415094339622,97-73-4,0.5710000000000001,0.6968325791855203,0.3823529411764705,48-35-2,0.6353887399463805,0.7076923076923077,0.7975460122699387,55-48-1,0.25080385852090037,0.4257641921397381,0.18791946308724833,120-89-5,0.9614740368509211,0.6180555555555556,0.8787878787878788,64-56-3,0.5677419354838709,0.5853018372703411,0.5740740740740741,51-49-1,0.34959349593495936,0.6984924623115576,0.5238095238095237,131-91-5,0.59,0.5779816513761468,0.5759493670886076,88-56-3,0.611,0.6180698151950719,0.40606060606060607,13-8-0,0.619,0.6921052631578947,0.5710059171597633,17-10-1,0.5626477541371159,0.760705289672544,0.4918918918918919,44-38-2,0.6446578631452582,0.6423173803526447,0.7407407407407407,42-29-0,0.5920000000000001,0.7336683417085428,0.8039215686274511,105-87-3,0.34537572254335264,0.6621004566210047,0.4742268041237114,46.0,26.0,14.0,7.5,33.5,9.5,2.5,42.5,33.5,5.0,7.5,7.0,13.0,19.5,0.03276797792473074,-0.09135096135589804,32.0,-0.12051081093541083
St. Thomas,52-40-2,0.46220930232558133,0.6090651558073655,0.7358490566037735,39-20-2,0.6609999999999999,0.6787330316742081,0.6617647058823528,16-21-0,0.2439678284182305,0.6197802197802198,0.6687116564417178,22-18-2,0.2765273311897106,0.4890829694323145,0.3355704697986577,28-21-0,0.9564489112227805,0.5104166666666667,0.8181818181818181,24-23-2,0.49677419354838714,0.4750656167979002,0.5,23-23-2,0.3224932249322492,0.7135678391959799,0.7619047619047619,29-17-0,0.63,0.4678899082568807,0.5949367088607594,19-14-0,0.5760000000000001,0.6919917864476386,0.4484848484848485,8-2-0,0.8,0.7473684210526316,0.7899408284023669,15-11-2,0.5000000000000001,0.6297229219143576,0.3783783783783784,3-7-0,0.36014405762304924,0.9445843828715363,0.6096866096866097,10-13-0,0.435,0.42211055276381915,0.25490196078431376,13-6-0,0.5433526011560694,0.7762557077625571,0.8453608247422681,13.0,20.0,-5.0,5.0,7.0,2.0,1.0,12.0,5.0,6.0,5.0,-4.0,-3.0,7.0,0.21692616964973838,0.5224738301077172,27.9,-0.24567793093909918
Houston,182-142-7,0.4534883720930232,0.8385269121813033,0.8679245283018867,82-58-2,0.5860000000000001,0.8733031674208145,0.6029411764705881,53-39-3,0.6300268096514745,0.8967032967032967,0.852760736196319,36-31-0,0.25562700964630236,0.589519650655022,0.3422818791946309,139-110-7,0.9346733668341707,0.8090277777777779,0.9545454545454546,52-55-1,0.4161290322580644,0.7191601049868767,0.7037037037037037,31-25-0,0.46883468834688324,0.8743718592964823,1.0,150-116-7,0.564,0.8027522935779816,0.6139240506329113,90-59-6,0.604,0.7741273100616016,0.5030303030303029,14-10-0,0.583,0.8105263157894737,0.5680473372781065,15-14-1,0.4290780141843973,0.7884130982367757,0.41081081081081083,43-43-2,0.6002400960384154,0.8060453400503778,0.7293447293447294,57-41-3,0.5820000000000001,0.8542713567839197,0.7254901960784315,100-79-3,0.3627167630057803,0.8287671232876712,0.6804123711340206,43.5,25.0,15.5,5.0,32.5,-2.5,6.0,37.5,34.0,4.0,1.5,1.0,17.5,22.5,0.05496720507472497,-0.04822601673354199,36.4,-0.0716195657185007
E Washingtn,171-135-3,0.444767441860465,0.6090651558073655,0.6792452830188679,106-88-3,0.546,0.6855203619909501,0.4338235294117646,74-61-1,0.5549597855227881,0.6527472527472528,0.7914110429447853,62-48-1,0.2990353697749196,0.4257641921397381,0.3691275167785235,106-82-2,0.9447236180904521,0.576388888888889,0.7727272727272727,96-71-2,0.7032258064516128,0.5301837270341208,0.7777777777777778,75-59-1,0.48509485094850935,0.6733668341708541,0.7142857142857142,93-76-2,0.55,0.5045871559633026,0.550632911392405,58-49-1,0.542,0.6714579055441479,0.3878787878787878,10-6-0,0.625,0.7447368421052631,0.591715976331361,57-45-1,0.4787234042553191,0.7002518891687657,0.41621621621621624,35-28-0,0.6674669867947179,0.7304785894206549,0.7663817663817664,30-19-0,0.612,0.4949748743718594,0.715686274509804,30-23-1,0.37283236994219654,0.6369863013698631,0.5257731958762887,37.5,19.5,13.5,14.5,25.0,26.0,16.5,18.0,9.5,4.0,12.5,7.0,11.0,7.5,0.1412741785100271,0.23550371504879553,36.5,-0.16877967820755146
