Rank,Hotness Score,Matchup,Time,Location
1,84.4,#5 Dallas  at  #15 Miami,6:00 PM,Kaseya Center
2,78.4,#11 Minnesota  at  #2 Boston,3:30 PM,TD Garden
3,64.3,#13 LA Clippers  at  #20 Philadelphia,6:00 PM,Wells Fargo Center
4,59.7,#27 Brooklyn  at  #14 Sacramento,9:00 PM,Golden 1 Center
5,53.1,#23 Toronto  at  #3 Cleveland,7:30 PM,Rocket Mortgage FieldHouse
6,38.9,#30 Washington  at  #19 Indiana,5:00 PM,Gainbridge Fieldhouse
