Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score,Home Cover
Kansas State,St. John'S,St. John's,-10.0,148.5.,159,False
Rutgers,Ohio St.,Ohio St.,-5.5,154.5.,146,True
Texas A&M Commerce,Incarnate Word,Incarnate Word,-7.5,144.5.,118,True
Boston College,Wake Forest,Boston College,10.5,134.5.,138,False
Providence,Rhode Island,Rhode Island,2.5,147.5.,132,True
Nebraska,Michigan St.,Michigan St.,-7.0,146.5.,141,True
Massachusetts Lowell,Massachusetts,Massachusetts Lowell,3.0,155.,179,False
Princeton,Furman,Furman,1.5,146.5.,132,True
Clemson,Miami-Florida,Clemson,-4.5,147.5.,120,False
Syracuse,Notre Dame,Syracuse,5.5,145.,133,False
South Florida,Loyola-Chicago,South Florida,10.5,146.5.,146,False
Queens University Of Charlotte,VMI,Queens University of Charlotte,-1.5,154.5.,159,False
UMBC,Towson,UMBC,9.5,143.,155,False
Albany,Boston U,Boston U,-1.5,139.,154,True
Wright St.,Detroit Mercy,Wright St.,-6.5,144.,152,False
Wisconsin,Marquette,Marquette,-6.5,150.,162,True
South Carolina Upstate,Western Carolina,South Carolina Upstate,8.5,161.,142,False
Lafayette,Mercyhurst,Lafayette,-3.0,130.,150,False
Drexel,Pennsylvania,Drexel,-3.5,137.5.,107,False
East Carolina,South Carolina,East Carolina,10.5,135.5.,143,False
Texas-San Antonio,Arkansas,Texas-San Antonio,20.5,155.5.,135,False
Morgan St.,Bowling Green,Bowling Green,-9.5,151.5.,183,True
South Dakota,Northern Arizona,Northern Arizona,-1.0,158.,177,True
Marshall,UNC Wilmington,UNC Wilmington,-6.5,147.5.,147,True
Iowa,Michigan,Iowa,9.5,159.5.,168,False
Northern Kentucky,IUPUI,IUPUI,7.5,139.5.,130,True
UNC Greensboro,North Carolina A&T,UNC Greensboro,-7.5,149.5.,122,False
Lehigh,Dayton,Dayton,-22.5,146.,148,True
Central Conn. St.,Holy Cross,Central Conn. St.,-4.0,133.5.,125,False
Tennessee Tech,West Georgia,West Georgia,3.0,140.,151,True
Navy,NJIT,NJIT,3.0,138.5.,133,True
Oakland,Youngstown St.,Youngstown St.,-2.0,132.,116,True
Loyola (MD),Delaware State,Delaware State,2.0,140.5.,157,True
Vermont,Yale,Yale,-6.0,134.,115,True
Tulane,George Mason,Tulane,13.0,138.,140,False
Georgia Tech,North Carolina,Georgia Tech,18.5,162.5.,133,False
Western Kentucky,Evansville,Western Kentucky,-6.0,152.5.,144,False
Pittsburgh,Virginia Tech,Virginia Tech,8.5,141.5.,123,True
New Orleans,Nicholls State,New Orleans,11.5,147.,143,False
Southern Utah,Arizona,Arizona,-28.0,159.,168,True
North Carolina Central,Gardner-Webb,North Carolina Central,6.0,148.5.,155,False
Virginia,Southern Methodist,Southern Methodist,-10.0,135.5.,114,True
Southern,Tulsa,Southern,7.0,141.5.,136,False
Montana,St. Thomas (MN),St. Thomas (MN),-5.5,146.,169,True
Stony Brook,Air Force,Air Force,-5.5,130.,130 pushed the pre-game total of 130.,True
Southern Indiana,Southern Illinois,Southern Indiana,9.0,146.,143,False
Cleveland St.,Green Bay,Cleveland St.,2.0,147.5.,144,False
Morehead St.,Ohio,Morehead St.,13.5,146.,164,False
George Washington,Old Dominion,Old Dominion,8.5,148.,148 pushed the pre-game total of 148.,True
Hawaii,Long Beach St.,Long Beach St.,6.0,131.,144,True
Seattle,Texas-El Paso,Texas-El Paso,-3.5,134.5.,160,True
Washington St.,Boise St.,Washington St.,8.5,149.,143,False
Florida State,NC State,NC State,-5.0,147.5.,158,True
UNLV,Creighton,Creighton,-10.0,144.5.,148,True
Utah Valley,James Madison,James Madison,-6.5,140.5.,139,True
Nebraska Omaha,Sacramento State,Nebraska Omaha,1.0,138.,130,False
Buffalo,St. Bonaventure,Buffalo,17.5,142.5.,120,False
Stanford,California,Stanford,1.5,148.,170,False
Stephen F. Austin,Texas A&M-CC,Texas A&M-CC,-1.5,140.5.,115,True
Temple,Villanova,Villanova,-9.5,142.5.,159,True
Northwestern St.,Houston Christian,Northwestern St.,-4.0,134.5.,121,False
Idaho,Oregon St.,Oregon St.,-14.0,138.,140,True
Grambling State,Pepperdine,Pepperdine,-3.0,139.5.,142,True
Denver,Portland St.,Denver,8.5,152.,135,False
Texas Southern,Sam Houston St.,Sam Houston St.,-11.0,146.5.,158,True
Lamar,Texas Rio Grande Valley,Lamar,6.5,154.,136,False
Butler,Houston,Houston,-17.5,134.,130,True
Southern California,Washington,Southern California,4.0,141.5.,146,False
Northern Illinois,Northern Iowa,Northern Iowa,-18.5,140.,158,True
Binghamton,Le Moyne,Binghamton,2.0,139.5.,134,False
CSU Northridge,Cal Poly SLO,CSU Northridge,-3.0,159.5.,193,False
CSU Fullerton,UC Riverside,CSU Fullerton,10.0,134.5.,143,False
North Florida,Georgia Southern,Georgia Southern,-1.0,163.5.,184,True
La Salle,Saint Joseph'S,Saint Joseph's,-6.5,153.,150,False
Eastern Washington,South Dakota State,South Dakota State,-10.0,154.,127,True
Coastal Carolina,Winthrop,Coastal Carolina,11.5,141.5.,185,False
Central Arkansas,Arkansas-Pine Bluff,Arkansas-Pine Bluff,5.5,153.5.,162,True
Pacific,Illinois St.,Illinois St.,-7.5,142.,133,True
East Tennessee St.,Wichita St.,Wichita St.,-7.5,148.,183,True
