Rank,Hotness Score,Matchup,Time,Location
1,99.7,#1 Gonzaga  vs.  #8 Kentucky,10:00 PM,Climate Pledge Arena
2,97.4,#36 Wisconsin  at  #10 Marquette,1:30 PM,Fiserv Forum
3,96.5,#46 Nebraska  at  #31 Michigan St,12:00 PM,Jack Breslin Student Events Center
3,96.5,#47 Iowa  at  #20 Michigan,2:00 PM,Crisler Center
5,96.1,#62 Butler  at  #5 Houston,5:30 PM,Fertitta Center
6,95.2,#55 St Marys  at  #41 Utah,7:00 PM,Jon M. Huntsman Center
7,94.6,#67 Rutgers  at  #24 Ohio St,12:00 PM,Value City Arena
8,93.8,#70 Kansas St  at  #29 St Johns,11:30 AM,Carnesecca Arena
9,92.4,#30 Clemson  at  #78 Miami,12:00 PM,Watsco Center
10,92.1,#64 Florida St  at  #68 NC State,4:00 PM,Lenovo Center
10,92.1,#58 Boise St  vs.  #77 Wash State,4:00 PM,CenturyLink Arena Boise
12,89.7,#111 GA Tech  at  #19 N Carolina,2:00 PM,Dean E. Smith Center
13,89.1,#106 Virginia  at  #48 S Methodist,2:15 PM,Moody Coliseum
13,89.1,#108 UNLV  at  #42 Creighton,4:00 PM,CHI Health Center Omaha
15,88.2,#79 Providence  at  #93 Rhode Island,12:00 PM,Thomas M. Ryan Center
16,88.1,#97 Syracuse  at  #73 Notre Dame,12:00 PM,Purcell Pavilion at the Joyce Center
16,88.1,#87 Colorado St  at  #85 Colorado,8:00 PM,CU Events Center
18,87.8,#57 Villanova  vs.  #118 Temple,4:30 PM,Wells Fargo Center
19,87.4,#25 Pittsburgh  at  #128 VA Tech,2:00 PM,Cassell Coliseum
20,85.9,#103 USC  at  #91 Washington,6:00 PM,Alaska Airlines Arena at Hec Edmundson Pavilion
21,84.8,#86 Stanford  at  #119 California,4:00 PM,Haas Pavilion
22,83.1,#110 Princeton  at  #109 Furman,12:00 PM,Bon Secours Wellness Arena
23,81.8,#153 E Carolina  at  #65 S Carolina,2:00 PM,Colonial Life Arena
24,81.3,#141 Boston Col  at  #90 Wake Forest,12:00 PM,Lawrence Joel Veterans Memorial Coliseum
25,80.9,#139 La Salle  vs.  #104 St Josephs,7:00 PM,Wells Fargo Center
26,79.2,#150 E Tenn St  at  #98 Wichita St,7:00 PM,Charles Koch Arena
27,78.2,#172 S Florida  at  #75 Loyola-Chi,12:30 PM,Joseph J. Gentile Arena
28,77.9,#44 Nevada  at  #194 Loyola Mymt,9:00 PM,Gersten Pavilion
29,76.4,#133 Middle Tenn  at  #148 Belmont,3:30 PM,Curb Event Center
30,75.8,#217 S Utah  at  #22 Arizona,2:00 PM,McKale Memorial Center
31,75.0,#130 Seattle  at  #160 TX El Paso,4:00 PM,Don Haskins Center
32,74.2,#132 Wofford  at  #165 Elon,7:00 PM,Schar Center
33,74.0,#170 Utah Valley  at  #122 James Mad,4:00 PM,Atlantic Union Bank Center
34,73.6,#189 Vermont  at  #102 Yale,2:00 PM,John J. Lee Amphitheater
35,73.2,#149 Mass Lowell  at  #156 U Mass,12:00 PM,William D. Mullins Memorial Center
36,71.7,#182 Marshall  at  #131 NC-Wilmgton,2:00 PM,Trask Coliseum
37,71.1,#224 N Mex State  at  #60 New Mexico,9:00 PM,The Pit
38,70.7,#221 Tulane  at  #76 Geo Mason,2:00 PM,EagleBank Arena
39,68.1,#256 UTSA  at  #34 Arkansas,2:00 PM,Bud Walton Arena
40,67.6,#228 CS Bakersfld  at  #100 UCSD,10:00 PM,LionTree Arena
41,67.4,#208 Montana  at  #134 St. Thomas,3:00 PM,Schoenecker Arena
42,66.7,#121 UCSB  at  #223 UC Davis,8:00 PM,University Credit Union Center
43,66.2,#158 N Colorado  at  #199 N Dakota St,8:00 PM,Scheels Center
44,66.1,#258 Lehigh  at  #56 Dayton,2:00 PM,University of Dayton Arena
45,65.1,#188 Ste F Austin  at  #177 TX A&M-CC,4:30 PM,Dugan Wellness Center
46,64.1,#190 Indiana St  at  #176 Missouri St,8:00 PM,Great Southern Bank Arena
46,64.1,#114 W Kentucky  at  #245 Evansville,2:00 PM,Ford Center
48,63.2,#238 E Washingtn  at  #125 S Dakota St,7:00 PM,First Bank & Trust Arena
49,60.4,#241 Kansas City  at  #140 Montana St,9:00 PM,Brick Breeden Fieldhouse
50,60.2,#277 Fresno St  at  #89 Santa Clara,7:00 PM,Leavey Center
51,59.8,#159 Cal St Nrdge  at  #236 Cal Poly,8:00 PM,Mott Athletics Center
52,58.5,#287 Idaho  at  #83 Oregon St,5:00 PM,Gill Coliseum
53,58.0,#191 Oakland  at  #219 Youngs St,2:00 PM,Zidian Family Arena at Beeghly Center
54,57.3,#310 Utah Tech  at  #45 Utah St,9:00 PM,Dee Glen Smith Spectrum
55,56.9,#267 Coastal Car  at  #138 Winthrop,7:00 PM,Winthrop Coliseum
56,56.4,#264 Maryland BC  at  #143 Towson,1:00 PM,TU Arena
57,53.9,#329 San Diego  at  #43 San Diego St,10:00 PM,Viejas Arena
58,53.6,#201 Southern  at  #240 Tulsa,3:00 PM,Reynolds Center
59,53.1,#259 Lamar  at  #171 TX-Pan Am,5:30 PM,UTRGV Fieldhouse
60,52.8,#183 N Florida  at  #257 GA Southern,7:00 PM,Hanner Fieldhouse
61,51.6,#345 Lindenwood  at  #28 Mississippi,8:00 PM,The Sandy and John Black Pavilion at Ole Miss
61,51.6,#239 NC Central  at  #210 Gard-Webb,2:00 PM,Paul Porter Arena
63,50.8,#152 Wright St  at  #293 Detroit,1:00 PM,Calihan Hall
64,50.4,#137 NC-Grnsboro  at  #306 NC A&T,2:00 PM,Corbett Sports Center
65,50.0,#262 S Indiana  at  #197 S Illinois,3:00 PM,Banterra Center
65,50.0,#285 Pacific  at  #167 Illinois St,7:00 PM,CEFCU Arena - Home of the Redbirds
67,49.1,#303 TX Southern  at  #146 Sam Hous St,5:30 PM,Bernard G. Johnson Coliseum
68,48.9,#294 Morehead St  at  #162 Ohio,4:00 PM,Convocation Center
69,48.8,#332 Buffalo  at  #94 St Bonavent,4:00 PM,Reilly Center
70,48.3,#358 Alcorn St  at  #40 Oklahoma,8:00 PM,Lloyd Noble Center
71,47.1,#229 Grambling St  at  #248 Pepperdine,5:00 PM,Firestone Fieldhouse
72,46.9,#181 Weber St  at  #295 North Dakota,8:00 PM,Betty Engelstad Sioux Center
73,45.4,#212 South Dakota  at  #276 N Arizona,2:00 PM,Joseph C. Rolle Activity Center
74,44.3,#179 Drexel  vs.  #307 U Penn,2:00 PM,Wells Fargo Center
75,43.8,#347 N Illinois  at  #116 N Iowa,6:00 PM,McLeod Center
75,43.8,#135 Geo Wshgtn  at  #340 Old Dominion,4:00 PM,Chartway Arena at the Ted Constant Convocation Cen
77,43.7,#364 Miss Val St  at  #81 Liberty,7:00 PM,Liberty Arena
78,42.6,#314 CS Fullerton  at  #178 UC Riverside,8:00 PM,SRC Arena
79,42.4,#243 Albany  at  #265 Boston U,1:00 PM,Case Gym
80,40.2,#198 Hawaii  at  #315 Lg Beach St,4:00 PM,The Walter Pyramid
81,38.9,#290 Oral Roberts  at  #234 Idaho St,8:00 PM,Holt Arena
82,35.0,#233 Central Conn  at  #317 Holy Cross,2:00 PM,Hart Center
83,32.8,#220 N Kentucky  at  #339 IU Indy,2:00 PM,Corteva Coliseum
84,32.5,#350 New Orleans  at  #204 Nicholls,2:00 PM,Stopher Gymnasium
85,30.5,#278 Cleveland St  at  #299 WI-Grn Bay,3:00 PM,Resch Center
86,28.9,#337 Morgan St  at  #242 Bowling Grn,2:00 PM,Stroh Center
87,26.9,#330 Denver  at  #261 Portland St,5:00 PM,Viking Pavilion
88,23.3,#260 Lafayette  at  #354 Mercyhurst,3:00 PM,Owen McCormick Court at the Mercyhurst Athletic
89,23.0,#308 Neb Omaha  at  #311 Sac State,4:00 PM,The Nest
90,20.3,#348 TX A&M-Com  at  #282 Incar Word,12:00 PM,Alice P. McDermott Convocation Center
91,19.8,#284 NW State  at  #349 Hsn Christian,4:30 PM,Sharp Gymnasium
92,19.6,#344 Stony Brook  vs.  #292 Air Force,3:00 PM,Comerica Center
92,19.6,#296 Queens  at  #338 VMI,1:00 PM,Cameron Hall
94,16.6,#326 Binghamton  at  #325 Le Moyne,6:00 PM,Ted Grant Court
95,16.5,#351 SC Upstate  at  #297 W Carolina,3:00 PM,Ramsey Center
95,16.5,#301 Navy  at  #352 NJIT,2:00 PM,Joel & Diane Bloom Wellness and Events Center
97,14.7,#313 Loyola-MD  at  #346 Delaware St,2:00 PM,Memorial Hall/Bayhealth Court
98,9.3,#335 TN Tech  at  #353 W Georgia,2:00 PM,The Coliseum
