Team,ATS Record,Cover %,MOV,ATS +/-
Memphis,2-0-0,100.0%,3.0,+4.5
Orlando,1-0-0,100.0%,10.0,+5.5
Phoenix,3-0-0,100.0%,8.3,+4.3
San Antonio,3-0-0,100.0%,7.0,+11.8
Miami,4-1-0,80.0%,12.2,+6.8
Dallas,3-1-0,75.0%,6.0,+5.0
Chicago,3-1-0,75.0%,12.8,+8.1
Houston,4-2-0,66.7%,2.0,+3.7
Okla City,2-1-0,66.7%,13.7,+6.2
Brooklyn,2-1-0,66.7%,-8.0,-0.5
Atlanta,3-2-0,60.0%,0.6,+3.7
Toronto,3-2-0,60.0%,-5.0,+2.5
Milwaukee,4-3-0,57.1%,5.9,+0.7
Cleveland,1-1-0,50.0%,1.5,-8.8
New Orleans,3-3-0,50.0%,-10.3,-4.0
Portland,2-2-0,50.0%,-15.3,-11.0
Minnesota,3-3-0,50.0%,5.8,+2.0
Indiana,1-1-0,50.0%,1.5,+4.3
Golden State,3-4-0,42.9%,-2.1,-2.0
Washington,2-3-0,40.0%,-19.4,-6.8
New York,2-3-0,40.0%,0.2,-4.3
Detroit,1-2-0,33.3%,-4.7,-1.8
Charlotte,1-2-0,33.3%,0.0,+0.8
Denver,1-2-0,33.3%,-3.3,-4.7
LA Clippers,1-2-0,33.3%,-2.3,-1.5
Philadelphia,2-4-0,33.3%,-5.0,-5.8
Sacramento,1-2-0,33.3%,-2.0,-7.7
Utah,2-4-0,33.3%,-3.7,+2.9
LA Lakers,1-4-0,20.0%,-4.2,-8.9
Boston,0-5-0,0.0%,8.2,-5.4
