Rank,Hotness Score,Matchup,Time,Location
1,79.3,#8 Dallas  at  #4 Golden State,10:00 PM,Chase Center
2,70.9,#5 New York  at  #20 Philadelphia,7:30 PM,Wells Fargo Center
3,69.2,#18 Miami  at  #23 Detroit,7:00 PM,Little Caesars Arena
4,67.8,#21 Charlotte  at  #12 Orlando,7:00 PM,Kia Center
5,62.3,#27 Toronto  at  #15 Milwaukee,8:00 PM,Fiserv Forum
6,60.0,#6 Minnesota  at  #29 Portland,10:00 PM,Moda Center
7,55.4,#11 Phoenix  at  #28 Utah,9:00 PM,Delta Center
8,53.1,#24 Atlanta  at  #2 Boston,7:00 PM,TD Garden
