Team,Over Record,Over %,Under %,Total +/-
Denver,198-154-5,56.3%,43.8%,+1.4
Washington,279-221-9,55.8%,44.2%,+1.6
Minnesota,264-211-5,55.6%,44.4%,+1.7
Indiana,230-200-7,53.5%,46.5%,+1.9
San Antonio,215-187-7,53.5%,46.5%,+0.7
Portland,246-216-4,53.3%,46.8%,+0.6
Atlanta,241-214-5,53.0%,47.0%,+1.8
Toronto,181-169-3,51.7%,48.3%,+1.0
Utah,183-174-7,51.3%,48.7%,+1.7
LA Lakers,251-244-3,50.7%,49.3%,0.0
Memphis,230-228-4,50.2%,49.8%,+0.9
Chicago,255-256-6,49.9%,50.1%,+0.8
LA Clippers,150-151-8,49.8%,50.2%,+1.2
Orlando,298-305-8,49.4%,50.6%,-0.1
Phoenix,220-228-6,49.1%,50.9%,-0.1
Houston,197-206-4,48.9%,51.1%,+0.4
Brooklyn,257-270-8,48.8%,51.2%,+1.1
Detroit,280-295-9,48.7%,51.3%,+0.3
Charlotte,254-269-6,48.6%,51.4%,-0.7
Philadelphia,210-226-5,48.2%,51.8%,-1.0
New York,262-283-9,48.1%,51.9%,+0.1
New Orleans,226-245-6,48.0%,52.0%,-0.2
Sacramento,245-266-9,48.0%,52.1%,+0.1
Milwaukee,136-151-3,47.4%,52.6%,-0.5
Dallas,204-231-4,46.9%,53.1%,+0.2
Miami,189-215-1,46.8%,53.2%,-1.5
Cleveland,179-204-2,46.7%,53.3%,-0.5
Golden State,107-123-3,46.5%,53.5%,-0.4
Okla City,181-213-3,45.9%,54.1%,-1.4
Boston,119-144-3,45.3%,54.8%,-0.8
