,Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Home Team DraftKings,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Away Team is_fav_ATS Record,Away Team is_fav_Cover %,Away Team is_fav_MOV,Away Team is_fav_ATS +/-,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Home Team is_dog_ATS Record,Home Team is_dog_Cover %,Home Team is_dog_MOV,Home Team is_dog_ATS +/-
0,1,77.6,8:30 PM,American Airlines Center,19,San Antonio,8,Dallas,SA Spurs,DAL Mavericks,6-7-0,46.2%,0.2,1.9,2-3-0,40.0%,-8.2,-2.3,2-2-0,50.0%,9.8,4.3,4-7-1,36.4%,2.9,-1.5,3-4-0,42.9%,6.9,-0.3,1-1-1,50.0%,0.3,3.2
1,2,70.3,3:00 PM,Spectrum Center,15,Milwaukee,24,Charlotte,MIL Bucks,CHA Hornets,4-7-1,36.4%,-2.5,-4.8,2-4-0,33.3%,-9.3,-8.6,3-4-1,42.9%,1.4,-5.7,6-5-0,54.6%,-5.0,1.1,3-3-0,50.0%,-1.2,3.6,6-4-0,60.0%,-6.0,1.4
2,3,68.0,8:00 PM,Smoothie King Center,14,La Lakers,21,New Orleans,,NO Pelicans,7-5-0,58.3%,0.6,-2.1,2-4-0,33.3%,-7.7,-8.7,5-3-0,62.5%,5.6,-0.1,3-10-0,23.1%,-8.9,-7.3,3-4-0,42.9%,-2.6,-1.1,2-6-0,25.0%,-9.0,-3.8
3,4,50.4,10:00 PM,Golden 1 Center,29,Utah,12,Sacramento,UTA Jazz,SAC Kings,5-6-0,45.5%,-11.9,-4.9,3-2-0,60.0%,-9.4,-0.1,,,,,6-6-1,50.0%,3.4,-1.1,2-3-1,40.0%,6.0,-0.1,2-3-0,40.0%,0.0,1.1
4,5,48.4,8:00 PM,TD Garden,27,Toronto,2,Boston,TOR Raptors,BOS Celtics,8-5-0,61.5%,-7.7,0.8,4-3-0,57.1%,-9.9,0.1,,,,,7-6-0,53.9%,10.8,0.7,2-3-0,40.0%,6.2,-4.1,,,,
