Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,99.5,9:00 PM,T-Mobile Arena,11,Kansas,3,Duke,Kansas,Kansas,Duke,Duke,+3.5,−110,True,-3.5,−110,False,Kansas,2-3-0,40.0%,16.0,-2.7,0,0,0.0,0.0,Duke,4-1-0,80.0%,27.2,8.0,3-0-0,100.0%,42.3,+11.7,Kansas,+3.5,−110,0,0,0.0,0.0,Duke,-3.5,−110,3-1-0,75.0%,30.5,6.1
2,99.4,8:00 PM,MGM Grand Arena,2,Houston,6,Alabama,Houston,Houston,Alabama,Alabama,-4,−110,False,+4,−110,True,Houston,3-1-0,75.0%,33.5,7.9,0,0,0.0,0.0,Alabama,2-3-0,40.0%,15.4,-1.2,1-2-0,33.3%,24.3,+0.8,Alabama,+4,−110,0,0,0.0,0.0,Houston,-4,−110,3-1-0,75.0%,33.5,7.9
3,99.1,11:00 PM,Lahaina Civic Center,4,Auburn,10,N Carolina,Auburn,Auburn,North Carolina,North Carolina,-4,−110,False,+4,−110,True,Auburn,3-1-1,75.0%,22.8,9.4,0,0,0.0,0.0,N Carolina,3-2-0,60.0%,16.6,2.7,1-1-0,50.0%,33.0,+6.8,N Carolina,+4,−110,1-0-0,100.0%,-3.0,5.0,Auburn,-4,−110,2-1-1,66.7%,27.3,9.1
4,97.2,4:00 PM,Ocean Center,22,Penn St,38,Clemson,Penn State,Penn St.,Clemson,Clemson,-1,−105,False,+1,−115,True,Penn St,4-2-0,66.7%,29.2,10.1,0,0,0.0,0.0,Clemson,3-3-0,50.0%,16.0,0.3,2-2-0,50.0%,23.5,-0.4,Clemson,+1,−115,0-1-0,0.0%,-13.0,-9.5,Penn St,-1,−105,4-2-0,66.7%,29.2,10.1
5,97.1,4:30 PM,MGM Grand Arena,41,Oregon,25,Texas A&M,Oregon,Oregon,Texas A&M,Texas A&M-CC,+3,−108,True,-3,−112,False,Oregon,2-3-0,40.0%,16.0,-0.2,0-1-0,0.0%,3.0,-3.5,Texas A&M,3-2-0,60.0%,17.2,-1.5,3-1-0,75.0%,22.3,+0.5,Oregon,+3,−108,0,0,0.0,0.0,Texas A&M,-3,−112,3-2-0,60.0%,17.2,-1.5
6,96.9,6:00 PM,Lahaina Civic Center,37,Memphis,33,Michigan St,Memphis,Memphis,Michigan State,Michigan St.,+1.5,−112,True,-1.5,−108,False,Memphis,5-0-0,100.0%,8.8,8.0,1-0-0,100.0%,6.0,7.5,Michigan St,3-3-0,50.0%,15.0,-0.5,2-2-0,50.0%,20.5,-2.4,Memphis,+1.5,−112,3-0-0,100.0%,4.0,8.0,Michigan St,-1.5,−108,3-2-0,60.0%,19.6,-0.2
7,95.5,8:30 PM,Lahaina Civic Center,12,Iowa St,59,Dayton,Iowa State,Iowa State,Dayton,Dayton,-8,−112,False,+8,−108,True,Iowa St,2-2-0,50.0%,24.5,-1.4,0,0,0.0,0.0,Dayton,4-1-0,80.0%,13.8,2.5,3-1-0,75.0%,17.0,+1.4,Dayton,+8,−108,1-0-0,100.0%,-2.0,7.0,Iowa St,-8,−112,1-2-0,33.3%,33.3,-2.3
8,94.8,2:00 PM,MGM Grand Arena,63,San Diego St,39,Creighton,San Diego State,San Diego St.,Creighton,Creighton,+3.5,−108,True,-3.5,−112,False,San Diego St,0-2-0,0.0%,14.3,-3.8,0,0,0.0,0.0,Creighton,1-4-0,20.0%,17.2,-9.1,1-4-0,20.0%,17.2,-9.1,San Diego St,+3.5,−108,0-1-0,0.0%,-13.0,-2.0,Creighton,-3.5,−112,1-4-0,20.0%,17.2,-9.1
9,94.5,3:30 PM,Lahaina Civic Center,9,Connecticut,75,Colorado,UConn,Connecticut,Colorado,Colorado,-14.5,−112,False,+14.5,−108,True,Connecticut,3-2-0,60.0%,29.8,-1.3,0,0,0.0,0.0,Colorado,3-2-0,60.0%,11.6,1.2,3-1-0,75.0%,18.5,+3.6,Colorado,+14.5,−108,0-1-0,0.0%,-16.0,-8.5,Connecticut,-14.5,−112,3-2-0,60.0%,29.8,-1.3
10,92.0,10:30 PM,MGM Grand Arena,69,Rutgers,67,Notre Dame,Rutgers,Rutgers,Notre Dame,Notre Dame,N/A,N/A,False,N/A,N/A,False,Rutgers,1-4-0,20.0%,11.8,-5.6,0-1-0,0.0%,-2.0,-13.5,Notre Dame,2-3-0,40.0%,13.8,-3.6,1-3-0,25.0%,12.0,-9.0,Notre Dame,N/A,N/A,0,0,0.0,0.0,Rutgers,N/A,N/A,1-4-0,20.0%,11.8,-5.6
