,Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team Covers_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Implied Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Implied Odds_current_season,Home Team Underdog_current_season,Away Team all_games_Sample Size_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_Sample Size_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team all_games_Sample Size_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_Sample Size_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Implied Odds_current_season,Underdog is_dog Sample Size_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Implied Odds_current_season,Favorite is_fav Sample Size_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Away Team Covers_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Home Team Spread_all_time,Away Team all_games_Sample Size_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_Sample Size_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team all_games_Sample Size_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_Sample Size_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Sample Size_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Sample Size_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Away Team Covers_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Home Team Spread_last_10_seasons,Away Team all_games_Sample Size_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_Sample Size_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team all_games_Sample Size_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_Sample Size_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Sample Size_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Sample Size_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons,Away Team_current_season_map,Home Team_current_season_map,Favorite is_fav Team_current_season_map,Underdog is_dog Team_current_season_map,Away Team,Home Team,Home Cover
0,1,99.5,9:00 PM,T-Mobile Arena,11,Kansas,3,Duke,Kansas,Duke,3.5,0.5238,True,-3.5,0.5238,False,0,0.4,16.0,-2.7,0,0.0,0.0,0.0,5,0.8,27.2,8.0,3,1.0,42.3,+11.7,Kansas,3.5,0.5238,0,0.0,0.0,0.0,Duke,-3.5,0.5238,0,0.75,30.5,6.1,Kansas,Duke,3.5,-3.5,0,0.515,11.8,0.7,0,0.513,4.3,-0.3,936,0.526,13.9,0.6,423,0.551,20.5,1.3,3.5,103,0.505,-3.8,-0.2,-3.5,0,0.524,14.3,0.4,Kansas,Duke,3.5,-3.5,0,0.511,9.2,-0.1,0,0.509,2.1,-0.7,356,0.523,12.1,0.3,166,0.531,18.7,0.4,3.5,50,0.449,-6.7,-3.4,-3.5,0,0.523,13.5,0.0,133.0,75.0,75.0,133.0,,,
1,2,99.4,8:00 PM,MGM Grand Arena,2,Houston,6,Alabama,Houston,Alabama,-4.0,0.5238,False,4.0,0.5238,True,0,0.75,33.5,7.9,0,0.0,0.0,0.0,5,0.4,15.4,-1.2,3,0.333,24.3,+0.8,Alabama,4.0,0.5238,0,0.0,0.0,0.0,Houston,-4.0,0.5238,0,0.75,33.5,7.9,Houston,Alabama,-4.0,4.0,0,0.528,4.8,1.2,0,0.488,-3.1,0.2,817,0.497,4.5,0.2,370,0.508,11.3,1.2,4.0,319,0.497,-5.7,0.1,-4.0,0,0.558,12.0,1.6,Houston,Alabama,-4.0,4.0,0,0.564,12.4,2.5,0,0.486,4.4,1.1,341,0.506,4.8,0.9,154,0.51,10.7,1.9,4.0,119,0.5,-4.6,1.1,-4.0,0,0.566,14.8,2.4,113.0,4.0,113.0,4.0,Houston,Alabama,True
2,3,99.1,11:00 PM,Lahaina Civic Center,4,Auburn,10,N Carolina,Auburn,North Carolina,-4.0,0.5238,False,4.0,0.5238,True,0,0.75,22.8,9.4,0,0.0,0.0,0.0,5,0.6,16.6,2.7,2,0.5,33.0,+6.8,N Carolina,4.0,0.5238,0,1.0,-3.0,5.0,Auburn,-4.0,0.5238,0,0.667,27.3,9.1,Auburn,North Carolina,-4.0,4.0,0,0.515,3.4,0.3,0,0.493,-5.0,-0.7,928,0.522,9.3,0.5,400,0.541,14.5,0.5,4.0,177,0.439,-5.8,0.0,-4.0,0,0.525,9.5,0.8,Auburn,North Carolina,-4.0,4.0,0,0.528,5.4,0.9,0,0.455,-2.5,-0.7,367,0.525,8.8,0.7,153,0.53,13.7,0.3,4.0,61,0.441,-4.2,0.4,-4.0,0,0.563,11.3,1.6,17.0,190.0,17.0,190.0,Auburn,North Carolina,False
3,4,97.2,4:00 PM,Ocean Center,22,Penn St,38,Clemson,Penn St.,Clemson,-1.0,0.5122,False,1.0,0.5349,True,0,0.667,29.2,10.1,0,0.0,0.0,0.0,6,0.5,16.0,0.3,4,0.5,23.5,-0.4,Clemson,1.0,0.5349,0,0.0,-13.0,-9.5,Penn St,-1.0,0.5122,0,0.667,29.2,10.1,Penn St.,Clemson,-1.0,1.0,0,0.522,-0.2,0.4,0,0.5,-8.0,0.1,774,0.503,4.1,0.3,369,0.528,9.4,0.8,1.0,317,0.518,-6.7,0.3,-1.0,0,0.518,7.7,0.1,Penn St.,Clemson,-1.0,1.0,0,0.551,2.4,1.1,0,0.523,-4.9,0.7,316,0.523,4.7,0.7,156,0.562,10.1,1.5,1.0,119,0.53,-4.0,0.9,-1.0,0,0.497,8.7,0.1,231.0,51.0,231.0,51.0,Penn St.,Clemson,True
4,5,97.1,4:30 PM,MGM Grand Arena,41,Oregon,25,Texas A&M,Oregon,Texas A&M-CC,3.0,0.5192,True,-3.0,0.5283,False,0,0.4,16.0,-0.2,0,0.0,3.0,-3.5,5,0.6,17.2,-1.5,4,0.75,22.3,+0.5,Oregon,3.0,0.5192,0,0.0,0.0,0.0,Texas A&M,-3.0,0.5283,0,0.6,17.2,-1.5,Oregon,Texas A&M-CC,3.0,-3.0,0,0.514,5.1,0.5,0,0.498,-2.6,-0.4,745,0.522,2.8,-0.1,348,0.515,9.1,-0.3,3.0,299,0.525,-5.0,1.2,-3.0,0,0.533,8.5,-0.2,Oregon,Texas A&M-CC,3.0,-3.0,0,0.533,6.9,0.6,0,0.481,-1.0,-1.4,320,0.514,4.0,-0.1,155,0.481,8.9,-1.1,3.0,89,0.534,-3.8,0.9,-3.0,0,0.513,8.7,-0.7,228.0,296.0,296.0,228.0,,,
5,6,96.9,6:00 PM,Lahaina Civic Center,37,Memphis,33,Michigan St,Memphis,Michigan St.,1.5,0.5283,True,-1.5,0.5192,False,0,1.0,8.8,8.0,0,1.0,6.0,7.5,6,0.5,15.0,-0.5,4,0.5,20.5,-2.4,Memphis,1.5,0.5283,0,1.0,4.0,8.0,Michigan St,-1.5,0.5192,0,0.6,19.6,-0.2,Memphis,Michigan St.,1.5,-1.5,0,0.531,7.8,0.7,0,0.536,1.5,0.8,897,0.531,8.7,0.5,394,0.559,15.5,1.1,1.5,235,0.554,-4.3,1.3,-1.5,0,0.541,11.3,0.5,Memphis,Michigan St.,1.5,-1.5,0,0.511,5.5,0.5,0,0.476,-1.0,-0.4,351,0.535,8.0,0.4,160,0.604,15.2,1.3,1.5,106,0.519,-4.9,0.7,-1.5,0,0.561,11.9,0.6,167.0,173.0,173.0,167.0,Memphis,Michigan St.,False
6,7,95.5,8:30 PM,Lahaina Civic Center,12,Iowa St,59,Dayton,Iowa State,Dayton,-8.0,0.5283,False,8.0,0.5192,True,0,0.5,24.5,-1.4,0,0.0,0.0,0.0,5,0.8,13.8,2.5,4,0.75,17.0,+1.4,Dayton,8.0,0.5192,0,1.0,-2.0,7.0,Iowa St,-8.0,0.5283,0,0.333,33.3,-2.3,Iowa State,Dayton,-8.0,8.0,0,0.529,4.1,0.6,0,0.48,-6.0,-0.6,825,0.51,5.4,0.6,403,0.516,10.6,0.6,8.0,248,0.518,-4.0,1.6,-8.0,0,0.548,10.6,1.1,Iowa State,Dayton,-8.0,8.0,0,0.527,4.9,0.8,0,0.462,-5.7,-0.9,325,0.502,7.2,0.9,160,0.516,12.5,1.2,8.0,77,0.507,-2.6,1.9,-8.0,0,0.539,11.9,1.0,126.0,67.0,126.0,67.0,Iowa State,Dayton,True
7,8,94.8,2:00 PM,MGM Grand Arena,63,San Diego St,39,Creighton,San Diego St.,Creighton,3.5,0.5192,True,-3.5,0.5283,False,0,0.0,14.3,-3.8,0,0.0,0.0,0.0,5,0.2,17.2,-9.1,5,0.2,17.2,-9.1,San Diego St,3.5,0.5192,0,0.0,-13.0,-2.0,Creighton,-3.5,0.5283,0,0.2,17.2,-9.1,San Diego St.,Creighton,3.5,-3.5,0,0.525,5.4,0.5,0,0.514,-1.4,0.2,847,0.531,7.2,0.6,398,0.53,13.3,0.9,3.5,268,0.5,-6.7,0.2,-3.5,0,0.524,9.4,0.2,San Diego St.,Creighton,3.5,-3.5,0,0.516,8.5,0.6,0,0.467,2.7,-0.4,340,0.533,7.0,1.0,168,0.542,13.6,1.6,3.5,61,0.458,-4.9,-0.2,-3.5,0,0.546,11.6,0.9,266.0,62.0,62.0,266.0,San Diego St.,Creighton,False
8,9,94.5,3:30 PM,Lahaina Civic Center,9,Connecticut,75,Colorado,Connecticut,Colorado,-14.5,0.5283,False,14.5,0.5192,True,0,0.6,29.8,-1.3,0,0.0,0.0,0.0,5,0.6,11.6,1.2,4,0.75,18.5,+3.6,Colorado,14.5,0.5192,0,0.0,-16.0,-8.5,Connecticut,-14.5,0.5283,0,0.6,29.8,-1.3,Connecticut,Colorado,-14.5,14.5,0,0.521,8.8,0.5,0,0.491,1.2,-0.1,808,0.486,2.8,0.0,383,0.537,9.6,1.1,14.5,364,0.45,-7.9,-0.6,-14.5,0,0.52,10.7,0.3,Connecticut,Colorado,-14.5,14.5,0,0.538,7.5,0.8,0,0.5,-0.5,-0.4,340,0.476,4.5,0.3,164,0.57,10.9,1.7,14.5,111,0.385,-6.2,-0.2,-14.5,0,0.567,13.0,1.6,59.0,56.0,59.0,56.0,Connecticut,Colorado,True
9,11,88.5,6:30 PM,Rupp Arena at Central Bank Center,120,W Kentucky,7,Kentucky,Western Kentucky,Kentucky,22.5,0.5192,True,-22.5,0.5283,False,0,0.667,8.2,1.8,0,1.0,-2.0,10.5,5,0.8,30.4,10.4,4,0.75,36.8,+10.4,W Kentucky,22.5,0.5192,0,0.5,-4.5,2.3,Kentucky,-22.5,0.5283,0,0.75,36.8,10.4,Western Kentucky,Kentucky,22.5,-22.5,0,0.509,3.8,0.1,0,0.485,-1.6,0.0,908,0.511,10.2,0.5,412,0.493,15.9,0.1,22.5,289,0.539,-5.5,1.1,-22.5,0,0.505,11.7,0.1,Western Kentucky,Kentucky,22.5,-22.5,0,0.521,3.6,-0.1,0,0.52,-2.3,-0.6,349,0.507,10.7,0.5,177,0.503,16.5,0.7,22.5,115,0.579,-4.6,1.6,-22.5,0,0.498,13.0,0.2,342.0,138.0,138.0,342.0,Western Kentucky,Kentucky,False
