Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,99.5,9:00 PM,T-Mobile Arena,11,Kansas,3,Duke,Kansas,Kansas,Duke,Duke,+3.5,−110,True,-3.5,−110,False,Kansas,468-440-14,51.5%,11.8,0.7,142-135-5,51.3%,4.3,-0.3,Duke,482-435-19,52.6%,13.9,0.6,226-184-13,55.1%,20.5,1.3,Kansas,+3.5,−110,51-50-2,50.5%,-3.8,-0.2,Duke,-3.5,−110,442-402-17,52.4%,14.3,0.4
2,99.4,8:00 PM,MGM Grand Arena,2,Houston,6,Alabama,Houston,Houston,Alabama,Alabama,-4,−110,False,+4,−110,True,Houston,402-359-15,52.8%,4.8,1.2,147-154-4,48.8%,-3.1,0.2,Alabama,397-402-18,49.7%,4.5,0.2,184-178-8,50.8%,11.3,1.2,Alabama,+4,−110,154-156-9,49.7%,-5.7,0.1,Houston,-4,−110,237-188-11,55.8%,12.0,1.6
3,99.1,11:00 PM,Lahaina Civic Center,4,Auburn,10,N Carolina,Auburn,Auburn,North Carolina,North Carolina,-4,−110,False,+4,−110,True,Auburn,386-364-20,51.5%,3.4,0.3,132-136-7,49.3%,-5.0,-0.7,N Carolina,475-435-18,52.2%,9.3,0.5,213-181-6,54.1%,14.5,0.5,N Carolina,+4,−110,76-97-4,43.9%,-5.8,0.0,Auburn,-4,−110,207-187-11,52.5%,9.5,0.8
4,97.2,4:00 PM,Ocean Center,22,Penn St,38,Clemson,Penn State,Penn St.,Clemson,Clemson,-1,−105,False,+1,−115,True,Penn St,397-364-21,52.2%,-0.2,0.4,149-149-4,50.0%,-8.0,0.1,Clemson,382-378-14,50.3%,4.1,0.3,192-172-5,52.8%,9.4,0.8,Clemson,+1,−115,159-148-10,51.8%,-6.7,0.3,Penn St,-1,−105,148-138-11,51.8%,7.7,0.1
5,97.1,4:30 PM,MGM Grand Arena,41,Oregon,25,Texas A&M,Oregon,Oregon,Texas A&M,Texas A&M-CC,+3,−108,True,-3,−112,False,Oregon,435-411-17,51.4%,5.1,0.5,148-149-5,49.8%,-2.6,-0.4,Texas A&M,383-351-11,52.2%,2.8,-0.1,177-167-4,51.5%,9.1,-0.3,Oregon,+3,−108,155-140-4,52.5%,-5.0,1.2,Texas A&M,-3,−112,194-170-6,53.3%,8.5,-0.2
6,96.9,6:00 PM,Lahaina Civic Center,37,Memphis,33,Michigan St,Memphis,Memphis,Michigan State,Michigan St.,+1.5,−112,True,-1.5,−108,False,Memphis,443-392-20,53.1%,7.8,0.7,151-131-6,53.6%,1.5,0.8,Michigan St,469-415-13,53.1%,8.7,0.5,218-172-4,55.9%,15.5,1.1,Memphis,+1.5,−112,128-103-4,55.4%,-4.3,1.3,Michigan St,-1.5,−108,366-310-10,54.1%,11.3,0.5
7,95.5,8:30 PM,Lahaina Civic Center,12,Iowa St,59,Dayton,Iowa State,Iowa State,Dayton,Dayton,-8,−112,False,+8,−108,True,Iowa St,408-363-17,52.9%,4.1,0.6,135-146-7,48.0%,-6.0,-0.6,Dayton,412-396-17,51.0%,5.4,0.6,205-192-6,51.6%,10.6,0.6,Dayton,+8,−108,127-118-3,51.8%,-4.0,1.6,Iowa St,-8,−112,219-181-6,54.8%,10.6,1.1
8,94.8,2:00 PM,MGM Grand Arena,63,San Diego St,39,Creighton,San Diego State,San Diego St.,Creighton,Creighton,+3.5,−108,True,-3.5,−112,False,San Diego St,412-373-20,52.5%,5.4,0.5,152-144-9,51.4%,-1.4,0.2,Creighton,442-390-15,53.1%,7.2,0.6,206-183-9,53.0%,13.3,0.9,San Diego St,+3.5,−108,130-130-8,50.0%,-6.7,0.2,Creighton,-3.5,−112,313-284-12,52.4%,9.4,0.2
9,94.5,3:30 PM,Lahaina Civic Center,9,Connecticut,75,Colorado,UConn,Connecticut,Colorado,Colorado,-14.5,−112,False,+14.5,−108,True,Connecticut,441-405-11,52.1%,8.8,0.5,137-142-1,49.1%,1.2,-0.1,Colorado,387-409-12,48.6%,2.8,0.0,201-173-9,53.7%,9.6,1.1,Colorado,+14.5,−108,162-198-4,45.0%,-7.9,-0.6,Connecticut,-14.5,−112,334-308-8,52.0%,10.7,0.3
10,92.0,10:30 PM,MGM Grand Arena,69,Rutgers,67,Notre Dame,Rutgers,Rutgers,Notre Dame,Notre Dame,N/A,N/A,False,N/A,N/A,False,Rutgers,359-384-10,48.3%,-0.6,-0.6,143-156-3,47.8%,-8.8,-0.8,Notre Dame,387-399-17,49.2%,5.1,0.0,176-199-11,46.9%,10.8,-0.7,Notre Dame,N/A,N/A,181-156-4,53.7%,-4.6,1.5,Rutgers,N/A,N/A,123-143-6,46.2%,7.4,-0.9
11,88.5,6:30 PM,Rupp Arena at Central Bank Center,120,W Kentucky,7,Kentucky,Western Kentucky,Western Kentucky,Kentucky,Kentucky,+22.5,−108,True,-22.5,−112,False,W Kentucky,409-394-12,50.9%,3.8,0.1,165-175-4,48.5%,-1.6,0.0,Kentucky,453-434-21,51.1%,10.2,0.5,198-204-10,49.3%,15.9,0.1,W Kentucky,+22.5,−108,154-132-3,53.9%,-5.5,1.1,Kentucky,-22.5,−112,370-363-19,50.5%,11.7,0.1
11,88.5,7:00 PM,Acrisure Arena,94,Grd Canyon,70,Stanford,Grand Canyon,Grand Canyon,Stanford,Stanford,-1,−112,False,+1,−108,True,Grd Canyon,126-117-3,51.9%,6.0,0.7,41-44-0,48.2%,-2.0,-0.4,Stanford,433-396-20,52.2%,5.2,0.3,213-181-8,54.1%,10.9,0.8,Stanford,+1,−108,142-145-8,49.5%,-6.2,0.0,Grd Canyon,-1,−112,81-75-3,51.9%,11.1,1.0
13,87.6,7:30 PM,John Gray Gymnasium,49,Boise St,119,Boston Col,Boise State,Boise St.,Boston College,Boston College,-8,−112,False,+8,−108,True,Boise St,388-374-13,50.9%,4.6,0.7,178-155-6,53.5%,-1.4,1.2,Boston Col,377-372-22,50.3%,0.0,0.0,163-193-8,45.8%,3.9,-1.4,Boston Col,+8,−108,231-216-15,51.7%,-7.1,0.7,Boise St,-8,−112,216-221-8,49.4%,8.6,0.4
14,80.3,11:30 PM,T-Mobile Arena,142,Seattle,105,Furman,Seattle,Seattle,Furman,Furman,-1,−108,False,+1,−112,True,Seattle,154-150-1,50.7%,1.1,0.6,56-57-0,49.6%,-6.1,0.3,Furman,319-300-8,51.5%,2.2,0.3,136-110-4,55.3%,9.5,0.6,Furman,+1,−112,145-168-3,46.3%,-8.9,-0.3,Seattle,-1,−108,87-74-1,54.0%,9.2,1.3
15,80.1,10:00 PM,Pauley Pavilion presented by Wescom,186,S Utah,20,Ucla,Southern Utah,Southern Utah,UCLA,UCLA,+22.5,−108,True,-22.5,−112,False,S Utah,203-214-5,48.7%,-1.9,-0.3,109-99-1,52.4%,-8.9,0.3,Ucla,439-430-16,50.5%,5.8,0.2,224-205-6,52.2%,11.1,0.4,S Utah,+22.5,−108,135-140-3,49.1%,-9.9,-0.4,Ucla,-22.5,−112,299-293-13,50.5%,10.4,0.1
16,79.2,9:30 PM,Acrisure Arena,184,Cal Baptist,51,S Methodist,California Baptist,California Baptist,SMU,Southern Methodist,+10,−110,True,-10,−110,False,Cal Baptist,78-90-3,46.4%,4.2,-0.4,34-32-2,51.5%,-5.0,0.3,S Methodist,343-359-18,48.9%,3.5,-0.4,161-177-11,47.6%,8.9,0.0,Cal Baptist,+10,−110,35-34-3,50.7%,-7.2,-0.2,S Methodist,-10,−110,198-205-12,49.1%,8.3,-0.3
17,76.5,1:30 PM,Ocean Center,193,Fordham,61,San Francisco,Fordham,Fordham,San Francisco,San Francisco,+11,−108,True,-11,−112,False,Fordham,320-379-15,45.8%,-5.1,-0.7,135-170-10,44.3%,-11.3,-0.9,San Francisco,371-382-16,49.3%,1.7,0.2,157-193-4,44.9%,6.8,-0.5,Fordham,+11,−108,232-277-14,45.6%,-10.5,-0.6,San Francisco,-11,−112,188-201-7,48.3%,8.0,0.2
18,76.3,5:00 PM,John Gray Gymnasium,132,S Dakota St,148,Missouri St,South Dakota State,South Dakota State,Missouri State,Missouri St.,-1,−112,False,+1,−108,True,S Dakota St,242-196-6,55.3%,3.8,1.3,105-86-2,55.0%,-4.0,0.5,Missouri St,392-393-18,49.9%,2.9,0.2,182-178-9,50.6%,8.5,0.6,Missouri St,+1,−108,164-162-8,50.3%,-5.8,0.3,S Dakota St,-1,−112,168-129-3,56.6%,10.3,1.5
