Team,all_games_ATS Record,all_games_Cover %,all_games_MOV,all_games_ATS +/-,equal_rest_ATS Record,equal_rest_Cover %,equal_rest_MOV,equal_rest_ATS +/-,four_plus_days_off_ATS Record,four_plus_days_off_Cover %,four_plus_days_off_MOV,four_plus_days_off_ATS +/-,is_after_loss_ATS Record,is_after_loss_Cover %,is_after_loss_MOV,is_after_loss_ATS +/-,is_after_win_ATS Record,is_after_win_Cover %,is_after_win_MOV,is_after_win_ATS +/-,is_away_ATS Record,is_away_Cover %,is_away_MOV,is_away_ATS +/-,is_dog_ATS Record,is_dog_Cover %,is_dog_MOV,is_dog_ATS +/-,is_fav_ATS Record,is_fav_Cover %,is_fav_MOV,is_fav_ATS +/-,is_home_ATS Record,is_home_Cover %,is_home_MOV,is_home_ATS +/-,no_rest_ATS Record,no_rest_Cover %,no_rest_MOV,no_rest_ATS +/-,one_day_off_ATS Record,one_day_off_Cover %,one_day_off_MOV,one_day_off_ATS +/-,rest_advantage_ATS Record,rest_advantage_Cover %,rest_advantage_MOV,rest_advantage_ATS +/-,rest_disadvantage_ATS Record,rest_disadvantage_Cover %,rest_disadvantage_MOV,rest_disadvantage_ATS +/-,two_three_days_off_ATS Record,two_three_days_off_Cover %,two_three_days_off_MOV,two_three_days_off_ATS +/-,all_games_ATS Record_numeric,equal_rest_ATS Record_numeric,four_plus_days_off_ATS Record_numeric,is_after_loss_ATS Record_numeric,is_after_win_ATS Record_numeric,is_away_ATS Record_numeric,is_dog_ATS Record_numeric,is_fav_ATS Record_numeric,is_home_ATS Record_numeric,no_rest_ATS Record_numeric,one_day_off_ATS Record_numeric,rest_advantage_ATS Record_numeric,rest_disadvantage_ATS Record_numeric,two_three_days_off_ATS Record_numeric,Home_Away_Advantage,Rest_Days_Advantage,Momentum_all_games_ATS Record_numeric_Last5,Matchup_Strength_Diff
Mercyhurst,5-2-1,1.0000000000000002,0.35034013605442177,0.6666666666666667,4-1-0,1.0,0.49291784702549585,1.0,1-1-0,0.36119402985074633,0.0,0.0,2-1-0,0.9999999999999998,0.8118466898954704,1.0,2-1-1,1.0,0.11336032388663969,0.21666666666666662,4-2-1,0.9999999999999998,0.08791208791208793,0.5531914893617021,5-2-1,0.9999999999999998,0.40625,0.693877551020408,0,0.0,0.11931818181818182,0.4683544303797468,1-0-0,1.0,1.0,1.0,1-0-0,1.0,0.0,0.606508875739645,1-0-0,1.0,0.7479224376731302,1.0,0-1-0,0.0,0.856687898089172,0.0,1-0-1,1.0,0.0,0.5588235294117648,2-1-1,0.7004504504504506,0.8019480519480517,0.9666666666666666,3.5,3.0,0.0,1.0,1.5,2.5,3.5,0.0,1.0,1.0,1.0,-1.0,1.5,1.5,0.9120879120879121,0.856687898089172,3.5,-0.2869318181818182
NC Central,133-98-4,0.551948051948052,0.5986394557823129,0.627450980392157,72-56-2,0.70375,0.6203966005665724,0.42592592592592593,48-36-0,0.5731343283582091,0.6458333333333334,0.8588957055214724,55-33-3,0.8546712802768164,0.4738675958188153,0.4545454545454546,73-60-1,0.8230884557721139,0.700404858299595,0.8833333333333332,62-50-2,0.6245847176079731,0.35531135531135527,0.6170212765957447,63-46-2,0.5988200589970498,0.49479166666666674,0.510204081632653,69-51-2,0.7545931758530183,0.6477272727272727,0.5822784810126581,42-29-1,0.5920000000000001,0.73305954825462,0.41818181818181815,12-11-0,0.522,0.6499999999999999,0.5088757396449705,39-33-0,0.39895013123359585,0.706371191135734,0.35751295336787564,29-18-0,0.7199533255542591,0.7611464968152867,0.8028571428571428,32-24-2,0.4637500000000001,0.4173913043478261,0.5686274509803922,34-18-4,0.6711711711711713,0.5844155844155843,0.6555555555555554,37.0,17.0,12.0,23.5,13.5,13.0,18.0,19.0,13.5,1.0,6.0,11.0,9.0,18.0,0.3777481929432648,0.34375519246746056,20.25,0.15293560606060597
St. Thomas,52-40-2,0.5162337662337662,0.6598639455782314,0.7058823529411766,39-20-2,0.8262499999999999,0.7025495750708217,0.7222222222222222,16-21-0,0.1582089552238808,0.6527777777777778,0.6687116564417178,22-18-2,0.5951557093425606,0.6759581881533101,0.5252525252525253,28-21-0,0.856071964017991,0.5748987854251011,0.8666666666666666,24-23-2,0.4817275747508305,0.4798534798534798,0.5319148936170213,23-23-2,0.36873156342182867,0.7291666666666667,0.7142857142857142,29-17-0,0.8267716535433071,0.5397727272727273,0.5949367088607594,19-14-0,0.5760000000000001,0.6919917864476386,0.4484848484848485,8-2-0,0.8,0.7714285714285714,0.7899408284023669,15-11-2,0.44488188976377957,0.6648199445983379,0.40414507772020725,3-7-0,0.3500583430571762,0.9777070063694268,0.6114285714285714,10-13-0,0.29375000000000007,0.4521739130434783,0.25490196078431376,13-6-0,0.7387387387387389,0.8246753246753246,0.8666666666666667,13.0,20.0,-5.0,5.0,7.0,2.0,1.0,12.0,5.0,6.0,5.0,-4.0,-3.0,7.0,0.21213830659415878,0.5255330933259484,17.833333333333332,-0.18939393939393945
SE Louisiana,121-94-2,0.5097402597402596,0.46938775510204084,0.39215686274509814,63-58-2,0.6512500000000001,0.5240793201133146,0.3055555555555555,40-28-1,0.6238805970149253,0.5370370370370371,0.6687116564417178,66-39-2,0.8685121107266436,0.40418118466898956,0.33333333333333337,52-53-0,0.7421289355322339,0.4170040485829959,0.6166666666666666,68-48-0,0.7308970099667773,0.3516483516483516,0.6382978723404256,82-55-0,0.6607669616519172,0.5572916666666667,0.4693877551020408,38-39-2,0.6482939632545931,0.375,0.430379746835443,33-30-2,0.524,0.5379876796714579,0.23636363636363633,10-7-0,0.588,0.6642857142857143,0.5562130177514794,21-19-1,0.3766404199475066,0.5318559556786703,0.38860103626943004,34-16-0,0.793465577596266,0.5764331210191083,0.7685714285714286,24-20-0,0.4325000000000001,0.38550724637681166,0.42156862745098045,50-40-0,0.4504504504504504,0.5162337662337662,0.42222222222222217,28.0,6.0,12.5,28.0,-1.0,20.0,27.0,0.0,4.0,3.0,2.5,18.0,4.0,10.0,0.18633932802310627,0.1909258746422966,20.375,-0.18229166666666674
Yale,312-249-16,0.4870129870129869,0.5918367346938775,0.5686274509803922,216-173-10,0.6937500000000001,0.6657223796033995,0.4074074074074074,162-109-7,0.6537313432835821,0.6550925925925926,0.8159509202453988,119-102-4,0.5570934256055362,0.5331010452961672,0.38383838383838387,183-144-11,0.8395802098950524,0.5506072874493927,0.8166666666666665,176-129-12,0.7009966777408636,0.5604395604395604,0.9148936170212766,145-116-10,0.5339233038348081,0.6614583333333334,0.6734693877551019,165-128-6,0.7388451443569554,0.5681818181818181,0.5253164556962024,105-105-3,0.5,0.5667351129363449,0.24848484848484848,87-77-2,0.531,0.7047619047619047,0.5621301775147929,18-17-3,0.3622047244094488,0.7119113573407202,0.36269430051813467,50-39-5,0.6557759626604435,0.5477707006369427,0.7457142857142858,46-37-1,0.4425,0.5971014492753624,0.6764705882352943,45-46-4,0.313063063063063,0.5519480519480519,0.39999999999999997,71.0,48.0,56.5,19.0,44.5,53.0,34.0,40.0,1.5,11.0,2.5,13.5,9.5,1.0,0.0062955524967844845,-0.049330748638419686,30.5,-0.09327651515151525
Le Moyne,20-16-1,0.4870129870129869,0.41496598639455784,1.0,8-12-0,0.5,0.45609065155807377,0.37037037037037035,10-4-0,1.0,0.6620370370370371,1.0,11-7-1,0.8062283737024221,0.6306620209059233,0.8686868686868687,8-8-0,0.7496251874062968,0.29959514170040485,0.7666666666666666,12-12-1,0.4451827242524915,0.19780219780219777,0.9148936170212766,14-13-1,0.4247787610619467,0.5364583333333334,0.7142857142857142,6-3-0,0.8753280839895013,0.8636363636363635,0.9999999999999999,7-4-0,0.636,0.7084188911704312,0.6181818181818182,0-1-0,0.0,0.16666666666666663,0.26627218934911245,3-7-1,0.08136482939632544,0.5761772853185595,0.40414507772020725,6-1-0,1.0,1.0,1.0,6-3-1,0.5837500000000001,0.13333333333333341,0.911764705882353,7-4-0,0.6306306306306307,0.4642857142857142,0.9333333333333331,4.5,-4.0,6.0,4.5,0.0,0.5,1.5,3.0,3.0,-1.0,-3.5,5.0,3.5,3.0,0.5106166933682335,0.8666666666666666,30.7,0.32717803030303017
S Dakota St,243-196-6,0.48051948051948035,0.6428571428571429,0.607843137254902,141-122-2,0.67,0.7167138810198301,0.4444444444444444,97-77-3,0.5343283582089551,0.6620370370370371,0.7484662576687117,73-55-1,0.6643598615916955,0.554006968641115,0.48484848484848486,161-135-5,0.815592203898051,0.6761133603238866,0.8833333333333332,105-86-2,0.6112956810631227,0.5128205128205128,0.6382978723404256,70-65-3,0.4247787610619467,0.7447916666666667,0.5918367346938775,169-129-3,0.7440944881889764,0.7045454545454546,0.5632911392405062,98-66-1,0.598,0.6427104722792608,0.45454545454545453,22-22-2,0.5,0.7714285714285714,0.5710059171597633,59-40-1,0.4698162729658793,0.7728531855955678,0.46113989637305697,51-37-2,0.676779463243874,0.6401273885350318,0.7571428571428571,51-37-2,0.4750000000000001,0.5623188405797103,0.607843137254902,65-57-0,0.3986486486486486,0.6396103896103895,0.5555555555555556,50.0,20.0,21.5,18.5,28.5,20.0,6.5,41.5,32.5,1.0,19.5,15.0,15.0,8.0,0.12988995945874804,0.07780854795532155,33.3,-0.040246212121212155
Colgate,136-110-4,0.47727272727272707,0.5204081632653061,0.607843137254902,75-54-4,0.7262500000000001,0.6175637393767707,0.5185185185185185,36-30-3,0.4985074626865673,0.576388888888889,0.7791411042944786,44-32-2,0.6955017301038062,0.46689895470383275,0.393939393939394,89-74-1,0.8185907046476761,0.4696356275303643,0.8666666666666666,73-58-2,0.6345514950166111,0.4798534798534798,0.8085106382978724,43-32-3,0.5840707964601768,0.625,0.7346938775510203,89-77-1,0.7034120734908137,0.6761363636363638,0.5253164556962024,56-42-1,0.5710000000000001,0.5277207392197125,0.4121212121212121,8-5-1,0.615,0.6833333333333333,0.5473372781065089,15-13-0,0.39107611548556437,0.6343490304709141,0.5854922279792746,32-31-0,0.5927654609101517,0.4713375796178344,0.7257142857142858,29-25-0,0.4212500000000001,0.5246376811594203,0.5196078431372549,77-62-0,0.44594594594594594,0.5129870129870129,0.45555555555555555,28.0,23.0,7.5,13.0,15.5,16.0,12.5,12.5,14.5,3.5,2.0,1.0,4.0,15.0,0.047867259366232706,-0.05330010154158593,36.3,0.05113636363636376
Florida A&M,126-102-0,0.47727272727272707,0.282312925170068,0.5490196078431373,68-62-0,0.65375,0.4475920679886687,0.34259259259259256,55-46-0,0.4955223880597015,0.4398148148148148,0.7668711656441718,83-62-0,0.6712802768166091,0.20905923344947736,0.41414141414141414,41-35-0,0.8095952023988006,0.2834008097165992,0.7333333333333333,66-54-0,0.6112956810631227,0.17948717948717946,0.6808510638297872,105-74-0,0.6253687315634218,0.47395833333333337,0.7755102040816326,20-28-0,0.547244094488189,0.32386363636363635,0.29746835443037967,41-34-0,0.547,0.42915811088295686,0.33939393939393936,11-8-0,0.579,0.4571428571428571,0.6272189349112426,34-31-0,0.374015748031496,0.43213296398891965,0.34196891191709844,28-22-0,0.6534422403733956,0.1910828025477707,0.7485714285714286,30-18-0,0.53125,0.2898550724637682,0.7941176470588236,26-17-0,0.5608108108108109,0.24999999999999994,0.6,24.0,6.0,9.0,21.0,6.0,12.0,31.0,-8.0,7.0,3.0,3.0,6.0,12.0,9.0,0.2496709313957774,-0.09877226991599747,35.5,-0.15009469696969702
Sam Hous St,137-111-6,0.474025974025974,0.6802721088435375,0.5490196078431373,72-59-3,0.6875,0.6883852691218132,0.4444444444444444,47-33-2,0.6238805970149253,0.712962962962963,0.7975460122699387,47-40-1,0.560553633217993,0.6898954703832753,0.30303030303030304,86-69-5,0.8320839580209896,0.5951417004048583,0.8666666666666666,64-52-4,0.617940199335548,0.5421245421245421,0.6595744680851063,60-59-3,0.38053097345132736,0.59375,0.32653061224489793,76-50-3,0.7913385826771653,0.6477272727272727,0.6139240506329113,43-29-1,0.5970000000000001,0.6817248459958932,0.4,12-17-0,0.414,0.6238095238095238,0.5384615384615384,23-13-1,0.526246719160105,0.7590027700831025,0.46113989637305697,23-27-0,0.5367561260210035,0.7898089171974523,0.6771428571428572,42-25-3,0.5337500000000001,0.5942028985507247,0.6764705882352943,55-48-3,0.4009009009009009,0.6688311688311688,0.4111111111111111,29.0,14.5,15.0,7.5,19.5,14.0,2.5,27.5,14.5,-5.0,10.5,-4.0,18.5,8.5,0.13960030387135114,0.19560601864672755,27.1,0.05397727272727271
