Rank,Hotness Score,Matchup,Time,Location
1,86.5,#7 Memphis  at  #2 Boston,8:00 PM,TD Garden
2,80.2,#15 Phoenix  at  #13 Miami,8:00 PM,Kaseya Center
3,70.6,#4 Dallas  at  #23 Toronto,7:30 PM,Scotiabank Arena
4,63.2,#24 Detroit  at  #5 New York,7:30 PM,Madison Square Garden
5,59.8,#3 Cleveland  at  #26 Charlotte,1:00 PM,Spectrum Center
6,46.8,#1 Okla City  at  #28 New Orleans,7:00 PM,Smoothie King Center
7,42.2,#11 Denver  at  #30 Washington,7:00 PM,Capital One Arena
