Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,92.4,7:30 PM,Madison Square Garden,9,Orlando,6,New York,ORL Magic,Orlando,NY Knicks,New York,+4.5,−112,True,-4.5,−108,False,Orlando,874-878-37,49.9%,-1.4,-0.1,448-426-19,51.3%,-4.0,0.1,New York,877-853-24,50.7%,-2.1,0.2,425-440-10,49.1%,0.1,-0.4,Orlando,+4.5,−112,502-510-23,49.6%,-6.1,0.2,New York,-4.5,−108,324-305-6,51.5%,4.4,-0.5
2,91.3,8:30 PM,American Airlines Center,7,Memphis,4,Dallas,MEM Grizzlies,Memphis,DAL Mavericks,Dallas,+4,−112,True,-4,−108,False,Memphis,913-865-31,51.4%,-0.3,0.3,445-437-16,50.5%,-3.1,0.5,Dallas,946-888-39,51.6%,2.1,0.2,438-462-24,48.7%,4.9,-0.1,Memphis,+4,−112,476-454-15,51.2%,-5.2,0.9,Dallas,-4,−108,554-562-29,49.6%,5.8,-0.6
3,90.7,10:00 PM,Ball Arena,8,Golden State,10,Denver,GS Warriors,Golden State,DEN Nuggets,Denver,+5,−108,True,-5,−112,False,Golden State,947-886-38,51.7%,2.3,0.3,453-460-19,49.6%,-1.2,-0.2,Denver,932-882-35,51.4%,1.9,0.2,468-429-14,52.2%,5.8,0.5,Golden State,+5,−108,394-355-16,52.6%,-5.3,0.6,Denver,-5,−112,544-529-19,50.7%,6.1,-0.3
4,79.5,9:00 PM,Footprint Center,17,San Antonio,14,Phoenix,SA Spurs,San Antonio,PHO Suns,Phoenix,+7.5,−112,True,-7.5,−108,False,San Antonio,980-896-38,52.2%,3.7,0.5,473-460-17,50.7%,0.6,0.3,Phoenix,899-896-28,50.1%,0.5,-0.1,434-466-11,48.2%,3.1,-0.5,San Antonio,+7.5,−112,293-296-8,49.8%,-5.5,0.0,Phoenix,-7.5,−108,496-477-15,51.0%,5.9,-0.5
5,78.7,10:00 PM,Golden 1 Center,5,Houston,16,Sacramento,HOU Rockets,Houston,SAC Kings,Sacramento,+1,−112,True,-1,−108,False,Houston,897-907-26,49.7%,1.4,0.2,454-439-8,50.8%,-1.4,0.4,Sacramento,836-862-41,49.2%,-2.4,-0.4,393-450-21,46.6%,0.1,-0.8,Houston,+1,−112,381-385-11,49.7%,-4.9,1.0,Sacramento,-1,−108,297-337-17,46.9%,3.8,-1.5
6,71.9,7:00 PM,Little Caesars Arena,13,Milwaukee,24,Detroit,MIL Bucks,Milwaukee,DET Pistons,Detroit,-3.5,−112,False,+3.5,−108,True,Milwaukee,874-908-35,49.1%,0.2,-0.5,445-438-16,50.4%,-2.6,-0.3,Detroit,871-901-41,49.2%,-1.1,-0.2,436-453-16,49.0%,1.5,-0.3,Detroit,+3.5,−108,475-499-25,48.8%,-6.1,0.3,Milwaukee,-3.5,−112,469-469-25,50.0%,5.5,-0.7
7,66.5,7:30 PM,Scotiabank Arena,19,Indiana,22,Toronto,IND Pacers,Indiana,TOR Raptors,Toronto,-3,−105,False,+3,−115,True,Indiana,915-884-43,50.9%,0.6,0.3,446-452-17,49.7%,-2.8,-0.1,Toronto,899-878-34,50.6%,0.4,0.3,433-446-18,49.3%,3.0,0.0,Toronto,+3,−115,448-438-22,50.6%,-4.8,0.7,Indiana,-3,−105,468-452-19,50.9%,5.4,-0.3
8,59.6,7:00 PM,Spectrum Center,20,Philadelphia,25,Charlotte,PHI 76ers,Philadelphia,CHA Hornets,Charlotte,-4.5,−105,False,+4.5,−115,True,Philadelphia,895-883-30,50.3%,-1.1,0.1,445-442-13,50.2%,-3.7,0.2,Charlotte,791-810-33,49.4%,-3.5,-0.1,395-406-14,49.3%,-0.6,0.0,Charlotte,+4.5,−115,545-572-28,48.8%,-6.9,-0.1,Philadelphia,-4.5,−105,401-387-16,50.9%,5.3,-0.3
9,55.5,10:30 PM,Intuit Dome,27,Portland,12,La Clippers,POR Trail Blazers,Portland,LA Clippers,L.A. Clippers,+8.5,−108,True,-8.5,−112,False,Portland,870-893-27,49.4%,-1.2,-0.3,428-450-12,48.8%,-4.5,-0.4,La Clippers,888-920-20,49.1%,0.8,-0.1,435-461-8,48.6%,3.4,-0.3,Portland,+8.5,−108,456-492-15,48.1%,-6.7,-0.3,La Clippers,-8.5,−112,507-484-13,51.2%,6.3,0.0
10,43.2,8:00 PM,Paycom Center,29,Utah,1,Okla City,UTA Jazz,Utah,OKC Thunder,Oklahoma City,+13.5,−110,True,-13.5,−110,False,Utah,892-876-37,50.5%,1.0,0.1,430-451-15,48.8%,-2.9,-0.5,Okla City,950-862-31,52.4%,1.0,0.3,470-430-14,52.2%,4.1,0.4,Utah,+13.5,−110,395-412-16,49.0%,-5.6,0.2,Okla City,-13.5,−110,511-475-10,51.8%,6.6,0.0
11,35.6,7:00 PM,Rocket Mortgage FieldHouse,30,Washington,3,Cleveland,WAS Wizards,Washington,CLE Cavaliers,Cleveland,+16,−112,True,-16,−108,False,Washington,824-915-38,47.4%,-2.5,-0.3,419-448-19,48.3%,-5.6,-0.6,Cleveland,903-932-36,49.2%,0.2,-0.3,459-467-12,49.6%,3.2,-0.1,Washington,+16,−112,525-561-25,48.3%,-6.3,0.1,Cleveland,-16,−108,483-491-22,49.6%,6.2,-0.4
