Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,92.4,7:30 PM,Madison Square Garden,9,Orlando,6,New York,ORL Magic,Orlando,NY Knicks,New York,+4.5,−112,True,-4.5,−108,False,Orlando,14-8-0,63.6%,5.8,3.0,6-7-0,46.2%,-0.9,-0.3,New York,9-10-1,47.4%,6.4,0.7,4-3-1,57.1%,14.1,5.7,Orlando,+4.5,−112,2-5-0,28.6%,-7.1,-1.5,New York,-4.5,−108,8-9-1,47.1%,6.8,0.1
2,91.3,8:30 PM,American Airlines Center,7,Memphis,4,Dallas,MEM Grizzlies,Memphis,DAL Mavericks,Dallas,+4,−112,True,-4,−108,False,Memphis,14-7-0,66.7%,8.8,6.0,5-3-0,62.5%,5.4,6.3,Dallas,12-8-1,60.0%,6.5,3.2,6-4-0,60.0%,12.1,4.9,Memphis,+4,−112,5-1-0,83.3%,2.7,7.7,Dallas,-4,−108,7-6-0,53.9%,8.5,0.8
3,90.7,10:00 PM,Ball Arena,8,Golden State,10,Denver,GS Warriors,Golden State,DEN Nuggets,Denver,+5,−108,True,-5,−112,False,Golden State,11-8-0,57.9%,6.4,3.4,6-5-0,54.6%,7.0,5.0,Denver,7-10-1,41.2%,1.6,-0.9,3-5-1,37.5%,-0.6,-4.6,Golden State,+5,−108,5-2-0,71.4%,1.4,5.6,Denver,-5,−112,3-9-1,25.0%,0.6,-5.0
4,79.5,9:00 PM,Footprint Center,17,San Antonio,14,Phoenix,SA Spurs,San Antonio,PHO Suns,Phoenix,+7.5,−112,True,-7.5,−108,False,San Antonio,11-9-0,55.0%,0.4,3.0,4-4-0,50.0%,-5.4,0.6,Phoenix,7-12-0,36.8%,-0.7,-1.7,3-8-0,27.3%,1.5,-1.3,San Antonio,+7.5,−112,7-7-0,50.0%,-3.8,1.9,Phoenix,-7.5,−108,4-7-0,36.4%,4.4,-1.0
5,78.7,10:00 PM,Golden 1 Center,5,Houston,16,Sacramento,HOU Rockets,Houston,SAC Kings,Sacramento,+1,−112,True,-1,−108,False,Houston,15-6-0,71.4%,8.2,5.0,6-3-0,66.7%,4.3,4.6,Sacramento,7-13-1,35.0%,0.2,-4.1,2-8-1,20.0%,1.0,-4.5,Houston,+1,−112,5-1-0,83.3%,1.2,5.2,Sacramento,-1,−108,4-9-1,30.8%,1.1,-6.3
6,71.9,7:00 PM,Little Caesars Arena,13,Milwaukee,24,Detroit,MIL Bucks,Milwaukee,DET Pistons,Detroit,-3.5,−112,False,+3.5,−108,True,Milwaukee,7-11-1,38.9%,0.9,-2.7,3-5-0,37.5%,-6.8,-6.0,Detroit,10-11-1,47.6%,-1.9,1.5,4-6-0,40.0%,-5.2,-2.3,Detroit,+3.5,−108,8-6-1,57.1%,-3.7,2.6,Milwaukee,-3.5,−112,5-8-1,38.5%,3.9,-3.3
7,66.5,7:30 PM,Scotiabank Arena,19,Indiana,22,Toronto,IND Pacers,Indiana,TOR Raptors,Toronto,-3,−105,False,+3,−115,True,Indiana,7-13-1,35.0%,-4.3,-5.9,3-8-0,27.3%,-9.3,-8.1,Toronto,14-7-0,66.7%,-4.0,3.9,7-2-0,77.8%,-1.3,4.8,Toronto,+3,−115,14-7-0,66.7%,-4.0,3.9,Indiana,-3,−105,3-8-1,27.3%,-2.8,-9.2
8,59.6,7:00 PM,Spectrum Center,20,Philadelphia,25,Charlotte,PHI 76ers,Philadelphia,CHA Hornets,Charlotte,-4.5,−105,False,+4.5,−115,True,Philadelphia,5-13-0,27.8%,-7.0,-5.4,3-6-0,33.3%,-5.3,-3.4,Charlotte,13-7-0,65.0%,-4.6,1.4,8-4-0,66.7%,-1.9,3.3,Charlotte,+4.5,−115,13-6-0,68.4%,-5.1,1.6,Philadelphia,-4.5,−105,2-5-0,28.6%,-1.3,-4.9
9,55.5,10:30 PM,Intuit Dome,27,Portland,12,La Clippers,POR Trail Blazers,Portland,LA Clippers,L.A. Clippers,+8.5,−108,True,-8.5,−112,False,Portland,12-8-1,60.0%,-7.5,0.9,6-4-1,60.0%,-9.3,0.5,La Clippers,15-7-0,68.2%,2.3,4.4,8-4-0,66.7%,3.8,3.8,Portland,+8.5,−108,12-8-1,60.0%,-7.5,0.9,La Clippers,-8.5,−112,5-2-0,71.4%,12.0,6.4
10,43.2,8:00 PM,Paycom Center,29,Utah,1,Okla City,UTA Jazz,Utah,OKC Thunder,Oklahoma City,+13.5,−110,True,-13.5,−110,False,Utah,9-11-0,45.0%,-9.5,-2.5,5-4-0,55.6%,-8.4,0.1,Okla City,11-9-0,55.0%,10.0,2.4,5-5-0,50.0%,10.8,1.0,Utah,+13.5,−110,9-11-0,45.0%,-9.5,-2.5,Okla City,-13.5,−110,10-9-0,52.6%,9.7,1.6
11,35.6,7:00 PM,Rocket Mortgage FieldHouse,30,Washington,3,Cleveland,WAS Wizards,Washington,CLE Cavaliers,Cleveland,+16,−112,True,-16,−108,False,Washington,5-12-1,29.4%,-15.0,-4.9,3-5-1,37.5%,-15.0,-4.1,Cleveland,15-6-0,71.4%,9.5,3.0,9-3-0,75.0%,11.7,3.2,Washington,+16,−112,5-12-1,29.4%,-15.0,-4.9,Cleveland,-16,−108,12-6-0,66.7%,10.9,2.6
