Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,92.4,7:30 PM,Madison Square Garden,9,Orlando,6,New York,ORL Magic,Orlando,NY Knicks,New York,+4.5,−112,True,-4.5,−108,False,Orlando,421-406-13,50.9%,-3.4,-0.1,219-194-5,53.0%,-5.6,0.1,New York,417-411-15,50.4%,-2.3,0.4,199-214-7,48.2%,-0.6,0.0,Orlando,+4.5,−112,295-303-10,49.3%,-6.6,-0.1,New York,-4.5,−108,151-127-4,54.3%,5.5,0.8
2,91.3,8:30 PM,American Airlines Center,7,Memphis,4,Dallas,MEM Grizzlies,Memphis,DAL Mavericks,Dallas,+4,−112,True,-4,−108,False,Memphis,437-419-13,51.1%,-0.5,0.3,205-216-6,48.7%,-3.2,-0.1,Dallas,447-420-20,51.6%,0.7,0.5,207-215-11,49.1%,3.1,0.2,Memphis,+4,−112,229-226-5,50.3%,-5.5,0.7,Dallas,-4,−108,221-211-11,51.2%,5.5,-0.3
3,90.7,10:00 PM,Ball Arena,8,Golden State,10,Denver,GS Warriors,Golden State,DEN Nuggets,Denver,+5,−108,True,-5,−112,False,Golden State,474-460-21,50.8%,5.2,0.0,226-238-9,48.7%,2.3,-0.5,Denver,437-442-20,49.7%,1.6,-0.1,211-217-10,49.3%,4.9,0.3,Golden State,+5,−108,114-113-2,50.2%,-5.1,0.2,Denver,-5,−112,252-274-12,47.9%,5.4,-0.9
4,79.5,9:00 PM,Footprint Center,17,San Antonio,14,Phoenix,SA Spurs,San Antonio,PHO Suns,Phoenix,+7.5,−112,True,-7.5,−108,False,San Antonio,432-419-15,50.8%,1.0,0.2,209-209-11,50.0%,-1.7,0.1,Phoenix,422-438-10,49.1%,-1.3,-0.6,205-226-2,47.6%,0.7,-1.1,San Antonio,+7.5,−112,198-200-8,49.8%,-6.5,-0.1,Phoenix,-7.5,−108,204-206-5,49.8%,5.0,-1.0
5,78.7,10:00 PM,Golden 1 Center,5,Houston,16,Sacramento,HOU Rockets,Houston,SAC Kings,Sacramento,+1,−112,True,-1,−108,False,Houston,434-446-14,49.3%,0.4,-0.2,212-215-5,49.7%,-2.1,-0.3,Sacramento,403-403-24,50.0%,-2.4,-0.4,182-216-12,45.7%,-1.1,-1.3,Houston,+1,−112,190-208-7,47.7%,-6.7,-0.1,Sacramento,-1,−108,140-160-8,46.7%,3.4,-1.7
6,71.9,7:00 PM,Little Caesars Arena,13,Milwaukee,24,Detroit,MIL Bucks,Milwaukee,DET Pistons,Detroit,-3.5,−112,False,+3.5,−108,True,Milwaukee,441-449-20,49.6%,2.7,-0.5,219-218-7,50.1%,0.1,-0.6,Detroit,392-410-22,48.9%,-3.6,-0.1,199-200-9,49.9%,-1.0,0.1,Detroit,+3.5,−108,274-286-19,48.9%,-6.7,0.3,Milwaukee,-3.5,−112,306-290-17,51.3%,6.7,-0.4
7,66.5,7:30 PM,Scotiabank Arena,19,Indiana,22,Toronto,IND Pacers,Indiana,TOR Raptors,Toronto,-3,−105,False,+3,−115,True,Indiana,434-415-19,51.1%,0.3,0.4,212-210-6,50.2%,-2.4,0.0,Toronto,450-444-13,50.3%,2.3,0.3,219-220-6,49.9%,4.6,0.0,Toronto,+3,−115,173-165-9,51.2%,-4.1,0.8,Indiana,-3,−105,210-204-10,50.7%,5.0,-0.3
8,59.6,7:00 PM,Spectrum Center,20,Philadelphia,25,Charlotte,PHI 76ers,Philadelphia,CHA Hornets,Charlotte,-4.5,−105,False,+4.5,−115,True,Philadelphia,453-417-17,52.1%,-0.1,0.4,210-217-11,49.2%,-2.9,0.0,Charlotte,392-412-18,48.8%,-2.7,-0.3,195-209-5,48.3%,-0.4,-0.4,Charlotte,+4.5,−115,242-265-16,47.7%,-6.9,-0.4,Philadelphia,-4.5,−105,234-198-9,54.2%,6.7,0.5
9,55.5,10:30 PM,Intuit Dome,27,Portland,12,La Clippers,POR Trail Blazers,Portland,LA Clippers,L.A. Clippers,+8.5,−108,True,-8.5,−112,False,Portland,422-435-18,49.2%,-1.4,-0.4,208-218-6,48.8%,-4.3,-0.6,La Clippers,455-438-7,51.0%,2.9,0.2,214-225-2,48.8%,4.8,-0.4,Portland,+8.5,−108,212-240-10,46.9%,-7.4,-0.8,La Clippers,-8.5,−112,303-280-6,52.0%,6.9,0.1
10,43.2,8:00 PM,Paycom Center,29,Utah,1,Okla City,UTA Jazz,Utah,OKC Thunder,Oklahoma City,+13.5,−110,True,-13.5,−110,False,Utah,436-414-21,51.3%,2.1,0.5,215-205-8,51.2%,-1.0,0.0,Okla City,448-411-14,52.2%,1.1,0.3,221-199-8,52.6%,4.2,1.0,Utah,+13.5,−110,181-171-7,51.4%,-5.0,0.7,Okla City,-13.5,−110,237-232-4,50.5%,6.9,0.3
11,35.6,7:00 PM,Rocket Mortgage FieldHouse,30,Washington,3,Cleveland,WAS Wizards,Washington,CLE Cavaliers,Cleveland,+16,−112,True,-16,−108,False,Washington,397-439-18,47.5%,-2.3,-0.6,192-221-11,46.5%,-5.1,-1.2,Cleveland,424-469-21,47.5%,0.6,-0.5,220-232-8,48.7%,3.0,-0.3,Washington,+16,−112,239-253-11,48.6%,-6.3,0.1,Cleveland,-16,−108,245-266-15,48.0%,6.2,-0.6
