,Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Home Team DraftKings,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Away Team is_fav_ATS Record,Away Team is_fav_Cover %,Away Team is_fav_MOV,Away Team is_fav_ATS +/-,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Home Team is_dog_ATS Record,Home Team is_dog_Cover %,Home Team is_dog_MOV,Home Team is_dog_ATS +/-
0,1,77.0,8:00 PM,Frost Bank Center,12,Sacramento,20,San Antonio,SAC Kings,SA Spurs,5-4-1,55.6%,4.5,-0.4,4-2-0,66.7%,4.7,1.5,3-2-1,60.0%,6.8,-2.0,5-5-0,50.0%,-2.1,0.6,3-2-0,60.0%,4.0,3.4,3-4-0,42.9%,-7.3,-1.7
1,2,70.7,8:00 PM,Paycom Center,17,La Clippers,1,Okla City,,OKC Thunder,6-4-0,60.0%,2.2,4.0,3-0-0,100.0%,7.3,15.0,2-2-0,50.0%,5.5,0.6,7-3-0,70.0%,12.8,4.7,3-2-0,60.0%,12.0,2.1,1-0-0,100.0%,15.0,17.0
2,3,54.4,8:00 PM,United Center,3,Cleveland,26,Chicago,CLE Cavaliers,CHI Bulls,9-2-0,81.8%,12.5,6.8,5-0-0,100.0%,13.0,9.5,7-2-0,77.8%,14.6,7.0,4-6-0,40.0%,-5.5,-0.5,1-3-0,25.0%,-10.3,-5.9,4-5-0,44.4%,-5.1,1.3
3,4,51.3,8:00 PM,Smoothie King Center,27,Brooklyn,21,New Orleans,BKN Nets,NO Pelicans,8-2-0,80.0%,-1.1,5.9,4-1-0,80.0%,-3.0,8.2,1-1-0,50.0%,-3.0,-5.0,2-8-0,20.0%,-10.3,-10.0,2-3-0,40.0%,-4.6,-3.3,1-4-0,20.0%,-11.8,-7.0
4,5,41.1,8:00 PM,Toyota Center,30,Washington,10,Houston,WAS Wizards,HOU Rockets,2-6-0,25.0%,-13.5,-4.1,1-2-0,33.3%,-16.3,-7.5,,,,,5-5-0,50.0%,3.9,2.4,3-2-0,60.0%,9.6,5.4,2-1-0,66.7%,-0.3,5.0
