,Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team Covers_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Implied Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Implied Odds_current_season,Home Team Underdog_current_season,Away Team all_games_Sample Size_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_Sample Size_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team all_games_Sample Size_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_Sample Size_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Implied Odds_current_season,Underdog is_dog Sample Size_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Implied Odds_current_season,Favorite is_fav Sample Size_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Away Team Covers_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Home Team Spread_all_time,Away Team all_games_Sample Size_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_Sample Size_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team all_games_Sample Size_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_Sample Size_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Sample Size_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Sample Size_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Away Team Covers_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Home Team Spread_last_10_seasons,Away Team all_games_Sample Size_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_Sample Size_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team all_games_Sample Size_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_Sample Size_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Sample Size_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Sample Size_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons,Away Team_current_season_map,Home Team_current_season_map,Favorite is_fav Team_current_season_map,Underdog is_dog Team_current_season_map,Away Team,Home Team,Home Cover
0,1,98.5,9:00 PM,Legacy Arena,8,Alabama,27,Illinois,Alabama,Illinois,-8.0,0.5238,False,8.0,0.5238,True,0,0.25,16.0,-2.6,0,0.0,-9.0,-13.0,3,0.667,29.7,4.5,0,0.667,29.7,+4.5,Illinois,8.0,0.5238,0,0.0,0.0,0.0,Alabama,-8.0,0.5238,0,0.25,16.0,-2.6,Alabama,Illinois,-8.0,8.0,0,0.496,4.5,0.2,0,0.478,-4.1,-1.1,854,0.503,6.4,0.5,386,0.513,12.6,0.9,8.0,281,0.471,-5.2,0.6,-8.0,0,0.495,8.5,0.3,Alabama,Illinois,-8.0,8.0,0,0.505,4.8,0.9,0,0.491,-1.8,0.0,326,0.498,5.0,0.3,159,0.513,11.8,1.0,8.0,118,0.461,-6.1,0.3,-8.0,0,0.502,9.4,0.6,4.0,119.0,4.0,119.0,,,
1,3,78.7,7:00 PM,University of Dayton Arena,172,N Mex State,70,Dayton,New Mexico St.,Dayton,14.5,0.5238,True,-14.5,0.5238,False,0,0.5,16.3,2.5,0,1.0,12.0,8.5,3,0.667,16.0,0.0,0,0.667,16.0,0.0,N Mex State,14.5,0.5238,0,0.0,0.0,0.0,Dayton,-14.5,0.5238,0,0.667,14.3,0.0,New Mexico St.,Dayton,14.5,-14.5,0,0.494,5.5,0.1,0,0.483,-1.8,-0.2,823,0.509,5.4,0.5,402,0.515,10.5,0.6,14.5,285,0.466,-6.6,0.1,-14.5,0,0.505,8.6,0.0,New Mexico St.,Dayton,14.5,-14.5,0,0.509,7.9,0.0,0,0.474,0.8,-1.2,323,0.498,7.2,0.8,159,0.513,12.5,1.2,14.5,76,0.487,-7.0,-0.5,-14.5,0,0.496,10.1,0.5,198.0,67.0,67.0,198.0,New Mexico St.,Dayton,True
2,4,76.6,10:00 PM,Maples Pavilion,186,Norfolk St,64,Stanford,Norfolk State,Stanford,15.5,0.5238,True,-15.5,0.5238,False,0,0.667,22.2,4.7,0,0.5,-1.0,-2.3,4,1.0,22.5,6.4,0,1.0,22.5,+6.4,Norfolk St,15.5,0.5238,0,0.5,1.5,4.8,Stanford,-15.5,0.5238,0,1.0,22.5,6.4,Norfolk State,Stanford,15.5,-15.5,0,0.535,-0.2,1.0,0,0.542,-6.2,0.4,847,0.522,5.2,0.3,401,0.542,11.0,0.9,15.5,122,0.529,-10.3,0.2,-15.5,0,0.541,10.1,0.5,Norfolk State,Stanford,15.5,-15.5,0,0.534,4.2,1.1,0,0.51,-4.3,-0.1,321,0.494,1.5,-0.2,158,0.548,7.7,1.3,15.5,91,0.528,-9.8,0.0,-15.5,0,0.53,8.5,-0.1,214.0,286.0,286.0,214.0,Norfolk State,Stanford,False
3,6,72.1,8:00 PM,Jersey Mike's Arena,223,Merrimack,56,Rutgers,Merrimack,Rutgers,19.5,0.5238,True,-19.5,0.5238,False,0,0.333,-6.0,3.3,0,0.0,-21.0,-6.0,3,0.333,16.7,-1.8,0,0.333,16.7,-1.8,Merrimack,19.5,0.5238,0,0.333,-6.0,3.3,Rutgers,-19.5,0.5238,0,0.333,16.7,-1.8,Merrimack,Rutgers,19.5,-19.5,0,0.525,0.7,0.2,0,0.548,-4.0,1.2,751,0.485,-0.6,-0.5,383,0.496,5.2,-0.1,19.5,66,0.5,-8.2,0.4,-19.5,0,0.466,7.4,-0.8,Merrimack,Rutgers,19.5,-19.5,0,0.525,0.7,0.2,0,0.548,-4.0,1.2,304,0.495,-0.4,-0.3,161,0.535,6.2,0.5,19.5,66,0.5,-8.2,0.4,-19.5,0,0.487,9.3,-0.5,169.0,249.0,249.0,169.0,Merrimack,Rutgers,False
4,8,71.5,7:30 PM,Stopher Gymnasium,131,Towson,185,Nicholls,Towson,Nicholls State,-2.5,0.5238,False,2.5,0.5238,True,0,0.667,6.5,-4.3,0,0.5,-16.5,-7.5,4,0.5,0.2,-0.5,0,0.0,21.5,-11.5,Nicholls,2.5,0.5238,0,0.667,-14.0,3.2,Towson,-2.5,0.5238,0,1.0,4.0,2.0,Towson,Nicholls State,-2.5,2.5,0,0.512,-2.5,0.1,0,0.537,-6.8,0.8,206,0.471,-3.1,-0.4,56,0.455,7.3,0.3,2.5,109,0.482,-13.1,-0.4,-2.5,0,0.505,5.8,-0.1,Towson,Nicholls State,-2.5,2.5,0,0.513,2.9,0.4,0,0.576,-0.2,1.5,180,0.486,0.7,0.1,54,0.444,12.5,0.2,2.5,86,0.523,-11.6,0.6,-2.5,0,0.497,6.2,0.0,303.0,212.0,303.0,212.0,Towson,Nicholls State,False
5,9,70.3,10:30 PM,Dale E. and Sarah Ann Fowler Events Center,156,N Colorado,167,Cal Baptist,Northern Colorado,California Baptist,6.0,0.5283,True,-6.0,0.5192,False,0,0.667,14.0,7.0,0,0.5,-8.0,4.3,4,0.0,5.3,-5.1,0,0.0,5.3,-5.1,N Colorado,6.0,0.5283,0,0.667,-2.3,7.0,Cal Baptist,-6.0,0.5192,0,0.0,5.3,-5.1,Northern Colorado,California Baptist,6.0,-6.0,0,0.502,0.3,0.1,0,0.553,-6.2,1.3,169,0.464,4.2,-0.4,89,0.461,12.0,-0.2,6.0,225,0.525,-7.0,1.1,-6.0,0,0.432,7.3,-0.3,Northern Colorado,California Baptist,6.0,-6.0,0,0.502,2.3,0.0,0,0.564,-3.0,1.8,169,0.464,4.8,-0.4,89,0.461,12.0,-0.2,6.0,132,0.508,-7.3,0.7,-6.0,0,0.432,7.3,-0.3,191.0,36.0,36.0,191.0,Northern Colorado,California Baptist,False
6,10,70.1,8:00 PM,Reed Arena,245,Southern,22,Texas A&M,Southern,Texas A&M-CC,26.5,0.5238,True,-26.5,0.5238,False,0,0.333,14.5,-1.7,0,0.333,-10.3,-1.7,4,0.75,17.3,0.3,0,1.0,24.0,+3.5,Southern,26.5,0.5238,0,0.5,-14.5,0.0,Texas A&M,-26.5,0.5238,0,0.75,17.3,0.3,Southern,Texas A&M-CC,26.5,-26.5,0,0.518,-0.9,0.3,0,0.483,-8.1,0.0,744,0.523,2.8,-0.1,347,0.516,9.1,-0.2,26.5,117,0.522,-12.8,0.4,-26.5,0,0.534,8.5,-0.2,Southern,Texas A&M-CC,26.5,-26.5,0,0.513,0.3,0.5,0,0.469,-7.9,-0.3,319,0.516,4.0,-0.1,154,0.484,8.8,-1.1,26.5,99,0.51,-12.1,0.4,-26.5,0,0.516,8.7,-0.6,278.0,296.0,296.0,278.0,,,
7,11,69.4,7:00 PM,WVU Coliseum,226,Iona,82,W Virginia,Iona,West Virginia,14.5,0.5283,True,-14.5,0.5192,False,0,0.5,-4.5,-0.9,0,0.5,-7.5,1.0,3,0.333,3.3,-3.3,0,0.5,17.0,+3.3,Iona,14.5,0.5283,0,0.667,-4.0,3.0,W Virginia,-14.5,0.5192,0,0.5,17.0,3.3,Iona,West Virginia,14.5,-14.5,0,0.478,3.3,0.3,0,0.481,-0.2,0.3,833,0.493,4.4,0.0,375,0.528,10.5,0.9,14.5,238,0.477,-5.9,0.9,-14.5,0,0.521,9.7,0.4,Iona,West Virginia,14.5,-14.5,0,0.481,4.0,0.1,0,0.485,0.7,-0.3,334,0.491,5.1,-0.1,159,0.528,11.5,1.2,14.5,77,0.5,-5.6,1.3,-14.5,0,0.523,10.7,0.5,124.0,344.0,344.0,124.0,Iona,West Virginia,True
8,13,64.8,9:00 PM,McCarthey Athletic Center,280,Lg Beach St,1,Gonzaga,Long Beach St.,Gonzaga,34.0,0.5238,True,-34.0,0.5238,False,0,0.333,3.0,-4.2,0,0.5,-15.5,-3.0,4,0.75,29.5,12.9,0,0.667,35.0,+16.5,Lg Beach St,34.0,0.5238,0,0.5,-15.5,-3.0,Gonzaga,-34.0,0.5238,0,0.75,29.5,12.9,Long Beach St.,Gonzaga,34.0,-34.0,0,0.511,-1.0,0.0,0,0.516,-6.9,-0.1,886,0.527,14.2,1.2,367,0.542,21.9,1.5,34.0,439,0.526,-8.8,0.0,-34.0,0,0.521,15.5,1.1,Long Beach St.,Gonzaga,34.0,-34.0,0,0.51,-1.3,-0.3,0,0.497,-7.4,-0.4,353,0.526,18.1,1.6,151,0.571,25.8,2.1,34.0,171,0.542,-8.8,0.1,-34.0,0,0.534,18.9,1.8,145.0,104.0,104.0,145.0,Long Beach St.,Gonzaga,True
9,18,59.4,6:30 PM,Cintas Center,301,Siena,44,Xavier,Siena,Xavier,26.0,0.5238,True,-26.0,0.5238,False,0,0.75,0.3,5.1,0,0.5,-4.0,3.5,4,0.5,18.8,-3.8,0,0.5,18.8,-3.8,Siena,26.0,0.5238,0,0.75,0.3,5.1,Xavier,-26.0,0.5238,0,0.5,18.8,-3.8,Siena,Xavier,26.0,-26.0,0,0.501,0.5,0.2,0,0.508,-2.7,0.5,864,0.524,7.1,0.6,407,0.529,12.9,1.2,26.0,362,0.528,-6.0,0.9,-26.0,0,0.517,9.9,0.3,Siena,Xavier,26.0,-26.0,0,0.488,-1.7,-0.5,0,0.471,-4.8,-0.8,342,0.505,5.3,0.3,173,0.494,10.3,0.4,26.0,152,0.524,-6.5,0.2,-26.0,0,0.491,9.5,-0.2,275.0,359.0,359.0,275.0,Siena,Xavier,False
