Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,98.5,9:00 PM,Legacy Arena,8,Alabama,27,Illinois,Alabama,Alabama,Illinois,Illinois,-8,−110,False,+8,−110,True,Alabama,168-165-7,50.5%,4.8,0.9,55-57-1,49.1%,-1.8,0.0,Illinois,157-158-11,49.8%,5.0,0.3,78-74-7,51.3%,11.8,1.0,Illinois,+8,−110,53-62-3,46.1%,-6.1,0.3,Alabama,-8,−110,107-106-6,50.2%,9.4,0.6
2,90.0,7:00 PM,Bryce Jordan Center,110,Ipfw,19,Penn St,Purdue Fort Wayne,Purdue Fort Wayne,Penn State,Penn St.,+14.5,−105,True,-14.5,−115,False,Ipfw,149-140-4,51.6%,4.1,0.3,78-70-1,52.7%,-3.4,0.2,Penn St,173-141-7,55.1%,2.3,1.1,80-70-1,53.3%,7.7,1.0,Ipfw,+14.5,−105,75-61-3,55.2%,-5.4,0.9,Penn St,-14.5,−115,74-75-5,49.7%,8.6,0.1
3,78.7,7:00 PM,University of Dayton Arena,172,N Mex State,70,Dayton,New Mexico State,New Mexico St.,Dayton,Dayton,+14.5,−110,True,-14.5,−110,False,N Mex State,113-109-4,50.9%,7.9,0.0,46-51-2,47.4%,0.8,-1.2,Dayton,158-159-6,49.8%,7.2,0.8,80-76-3,51.3%,12.5,1.2,N Mex State,+14.5,−110,37-39-0,48.7%,-7.0,-0.5,Dayton,-14.5,−110,120-122-4,49.6%,10.1,0.5
4,76.6,10:00 PM,Maples Pavilion,186,Norfolk St,64,Stanford,Norfolk State,Norfolk State,Stanford,Stanford,+15.5,−110,True,-15.5,−110,False,Norfolk St,110-96-4,53.4%,4.2,1.1,53-51-1,51.0%,-4.3,-0.1,Stanford,154-158-9,49.4%,1.5,-0.2,85-70-3,54.8%,7.7,1.3,Norfolk St,+15.5,−110,48-43-0,52.8%,-9.8,0.0,Stanford,-15.5,−110,88-78-3,53.0%,8.5,-0.1
5,76.0,9:00 PM,Global Credit Union Arena at GCU,192,Uc Davis,78,Grd Canyon,UC Davis,UC Davis,Grand Canyon,Grand Canyon,+16,−112,True,-16,−108,False,Uc Davis,145-132-6,52.4%,1.7,0.6,80-57-1,58.4%,-2.1,2.4,Grd Canyon,118-109-3,52.0%,6.8,0.7,56-53-2,51.4%,12.7,1.3,Uc Davis,+16,−112,78-64-0,54.9%,-4.7,1.9,Grd Canyon,-16,−108,81-72-3,52.9%,11.3,1.2
6,72.1,8:00 PM,Jersey Mike's Arena,223,Merrimack,56,Rutgers,Merrimack,Merrimack,Rutgers,Rutgers,+19.5,−110,True,-19.5,−110,False,Merrimack,74-67-2,52.5%,0.7,0.2,40-33-2,54.8%,-4.0,1.2,Rutgers,148-151-5,49.5%,-0.4,-0.3,84-73-4,53.5%,6.2,0.5,Merrimack,+19.5,−110,32-32-2,50.0%,-8.2,0.4,Rutgers,-19.5,−110,58-61-4,48.7%,9.3,-0.5
6,72.1,11:00 PM,Pauley Pavilion presented by Wescom,241,Idaho St,20,Ucla,Idaho State,Idaho State,UCLA,UCLA,+23,−108,True,-23,−112,False,Idaho St,131-141-4,48.2%,-2.9,0.2,81-71-1,53.3%,-8.4,1.0,Ucla,167-168-7,49.9%,6.1,0.2,88-74-3,54.3%,12.7,1.2,Idaho St,+23,−108,107-109-3,49.5%,-8.1,0.3,Ucla,-23,−112,116-114-6,50.4%,11.4,0.4
8,71.5,7:30 PM,Stopher Gymnasium,131,Towson,185,Nicholls,Towson,Towson,Nicholls State,Nicholls State,-2.5,−110,False,+2.5,−110,True,Towson,143-136-7,51.3%,2.9,0.4,68-50-4,57.6%,-0.2,1.5,Nicholls,87-92-1,48.6%,0.7,0.1,24-30-0,44.4%,12.5,0.2,Nicholls,+2.5,−110,45-41-0,52.3%,-11.6,0.6,Towson,-2.5,−110,72-73-3,49.7%,6.2,0.0
9,70.3,10:30 PM,Dale E. and Sarah Ann Fowler Events Center,156,N Colorado,167,Cal Baptist,Northern Colorado,Northern Colorado,California Baptist,California Baptist,+6,−112,True,-6,−108,False,N Colorado,143-142-7,50.2%,2.3,0.0,79-61-4,56.4%,-3.0,1.8,Cal Baptist,77-89-3,46.4%,4.8,-0.4,41-48-0,46.1%,12.0,-0.2,N Colorado,+6,−112,65-63-4,50.8%,-7.3,0.7,Cal Baptist,-6,−108,41-54-0,43.2%,7.3,-0.3
10,70.1,8:00 PM,Reed Arena,245,Southern,22,Texas A&M,Southern University,Southern,Texas A&M,Texas A&M-CC,+26.5,−110,True,-26.5,−110,False,Southern,101-96-3,51.3%,0.3,0.5,52-59-3,46.9%,-7.9,-0.3,Texas A&M,163-153-3,51.6%,4.0,-0.1,74-79-1,48.4%,8.8,-1.1,Southern,+26.5,−110,49-47-3,51.0%,-12.1,0.4,Texas A&M,-26.5,−110,97-91-2,51.6%,8.7,-0.6
11,69.4,7:00 PM,WVU Coliseum,226,Iona,82,W Virginia,Iona,Iona,West Virginia,West Virginia,+14.5,−112,True,-14.5,−108,False,Iona,148-160-6,48.1%,4.0,0.1,64-68-0,48.5%,0.7,-0.3,W Virginia,163-169-2,49.1%,5.1,-0.1,84-75-0,52.8%,11.5,1.2,Iona,+14.5,−112,38-38-1,50.0%,-5.6,1.3,W Virginia,-14.5,−108,113-103-1,52.3%,10.7,0.5
12,65.7,10:00 PM,The Thunderdome,225,Tx El Paso,115,Ucsb,UTEP,Texas-El Paso,UC Santa Barbara,UC Santa Barbara,+7.5,−108,True,-7.5,−112,False,Tx El Paso,134-147-4,47.7%,1.2,-0.7,52-63-2,45.2%,-6.5,-1.6,Ucsb,143-136-7,51.3%,4.8,-0.2,50-62-4,44.6%,10.1,-2.1,Tx El Paso,+7.5,−108,67-73-3,47.9%,-7.0,-0.4,Ucsb,-7.5,−112,96-91-6,51.3%,7.0,-0.5
