Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team DraftKings_current_season,Away Team Covers_current_season,Home Team DraftKings_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Odds_current_season,Home Team Underdog_current_season,Away Team Team_current_season,Away Team all_games_ATS Record_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_ATS Record_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team Team_current_season,Home Team all_games_ATS Record_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_ATS Record_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Odds_current_season,Underdog is_dog ATS Record_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Odds_current_season,Favorite is_fav ATS Record_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Rank_all_time,Hotness Score_all_time,Time_all_time,Location_all_time,Away Team Rank_all_time,Away Team_all_time,Home Team Rank_all_time,Home Team_all_time,Away Team DraftKings_all_time,Away Team Covers_all_time,Home Team DraftKings_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Away Team Odds_all_time,Away Team Underdog_all_time,Home Team Spread_all_time,Home Team Odds_all_time,Home Team Underdog_all_time,Away Team Team_all_time,Away Team all_games_ATS Record_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_ATS Record_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team Team_all_time,Home Team all_games_ATS Record_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_ATS Record_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Team_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Odds_all_time,Underdog is_dog ATS Record_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Team_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Odds_all_time,Favorite is_fav ATS Record_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Rank_last_10_seasons,Hotness Score_last_10_seasons,Time_last_10_seasons,Location_last_10_seasons,Away Team Rank_last_10_seasons,Away Team_last_10_seasons,Home Team Rank_last_10_seasons,Home Team_last_10_seasons,Away Team DraftKings_last_10_seasons,Away Team Covers_last_10_seasons,Home Team DraftKings_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Away Team Odds_last_10_seasons,Away Team Underdog_last_10_seasons,Home Team Spread_last_10_seasons,Home Team Odds_last_10_seasons,Home Team Underdog_last_10_seasons,Away Team Team_last_10_seasons,Away Team all_games_ATS Record_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_ATS Record_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team Team_last_10_seasons,Home Team all_games_ATS Record_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_ATS Record_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Team_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Odds_last_10_seasons,Underdog is_dog ATS Record_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Team_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Odds_last_10_seasons,Favorite is_fav ATS Record_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons
1,98.5,9:00 PM,Legacy Arena,8,Alabama,27,Illinois,Alabama,Alabama,Illinois,Illinois,-8,−110,False,+8,−110,True,Alabama,1-3-0,25.0%,16.0,-2.6,0-1-0,0.0%,-9.0,-13.0,Illinois,2-1-0,66.7%,29.7,4.5,2-1-0,66.7%,29.7,+4.5,Illinois,+8,−110,0,0,0.0,0.0,Alabama,-8,−110,1-3-0,25.0%,16.0,-2.6,1,98.5,9:00 PM,Legacy Arena,8,Alabama,27,Illinois,Alabama,Alabama,Illinois,Illinois,-8,−110,False,+8,−110,True,Alabama,396-402-18,49.6%,4.5,0.2,132-144-6,47.8%,-4.1,-1.1,Illinois,417-412-25,50.3%,6.4,0.5,191-181-14,51.3%,12.6,0.9,Illinois,+8,−110,130-146-5,47.1%,-5.2,0.6,Alabama,-8,−110,237-242-9,49.5%,8.5,0.3,1,98.5,9:00 PM,Legacy Arena,8,Alabama,27,Illinois,Alabama,Alabama,Illinois,Illinois,-8,−110,False,+8,−110,True,Alabama,168-165-7,50.5%,4.8,0.9,55-57-1,49.1%,-1.8,0.0,Illinois,157-158-11,49.8%,5.0,0.3,78-74-7,51.3%,11.8,1.0,Illinois,+8,−110,53-62-3,46.1%,-6.1,0.3,Alabama,-8,−110,107-106-6,50.2%,9.4,0.6
2,90.0,7:00 PM,Bryce Jordan Center,110,Ipfw,19,Penn St,Purdue Fort Wayne,Purdue Fort Wayne,Penn State,Penn St.,+14.5,−105,True,-14.5,−115,False,Ipfw,3-0-0,100.0%,21.5,5.8,1-0-0,100.0%,-7.0,4.5,Penn St,3-1-0,75.0%,35.8,15.4,2-1-0,66.7%,40.3,+15.7,Ipfw,+14.5,−105,1-0-0,100.0%,-7.0,4.5,Penn St,-14.5,−115,3-1-0,75.0%,35.8,15.4,2,90.0,7:00 PM,Bryce Jordan Center,110,Ipfw,19,Penn St,Purdue Fort Wayne,Purdue Fort Wayne,Penn State,Penn St.,+14.5,−105,True,-14.5,−115,False,Ipfw,222-194-8,53.4%,0.2,0.4,121-96-1,55.8%,-7.6,0.4,Penn St,396-363-21,52.2%,-0.2,0.4,183-167-11,52.3%,5.2,0.6,Ipfw,+14.5,−105,121-87-3,58.2%,-6.1,1.1,Penn St,-14.5,−115,147-137-11,51.8%,7.6,0.1,2,90.0,7:00 PM,Bryce Jordan Center,110,Ipfw,19,Penn St,Purdue Fort Wayne,Purdue Fort Wayne,Penn State,Penn St.,+14.5,−105,True,-14.5,−115,False,Ipfw,149-140-4,51.6%,4.1,0.3,78-70-1,52.7%,-3.4,0.2,Penn St,173-141-7,55.1%,2.3,1.1,80-70-1,53.3%,7.7,1.0,Ipfw,+14.5,−105,75-61-3,55.2%,-5.4,0.9,Penn St,-14.5,−115,74-75-5,49.7%,8.6,0.1
3,78.7,7:00 PM,University of Dayton Arena,172,N Mex State,70,Dayton,New Mexico State,New Mexico St.,Dayton,Dayton,+14.5,−110,True,-14.5,−110,False,N Mex State,1-1-0,50.0%,16.3,2.5,1-0-0,100.0%,12.0,8.5,Dayton,2-1-0,66.7%,16.0,0.0,2-1-0,66.7%,16.0,0.0,N Mex State,+14.5,−110,0,0,0.0,0.0,Dayton,-14.5,−110,2-1-0,66.7%,14.3,0.0,3,78.7,7:00 PM,University of Dayton Arena,172,N Mex State,70,Dayton,New Mexico State,New Mexico St.,Dayton,Dayton,+14.5,−110,True,-14.5,−110,False,N Mex State,325-333-18,49.4%,5.5,0.1,142-152-8,48.3%,-1.8,-0.2,Dayton,410-396-17,50.9%,5.4,0.5,204-192-6,51.5%,10.5,0.6,N Mex State,+14.5,−110,130-149-6,46.6%,-6.6,0.1,Dayton,-14.5,−110,279-274-14,50.5%,8.6,0.0,3,78.7,7:00 PM,University of Dayton Arena,172,N Mex State,70,Dayton,New Mexico State,New Mexico St.,Dayton,Dayton,+14.5,−110,True,-14.5,−110,False,N Mex State,113-109-4,50.9%,7.9,0.0,46-51-2,47.4%,0.8,-1.2,Dayton,158-159-6,49.8%,7.2,0.8,80-76-3,51.3%,12.5,1.2,N Mex State,+14.5,−110,37-39-0,48.7%,-7.0,-0.5,Dayton,-14.5,−110,120-122-4,49.6%,10.1,0.5
4,76.6,10:00 PM,Maples Pavilion,186,Norfolk St,64,Stanford,Norfolk State,Norfolk State,Stanford,Stanford,+15.5,−110,True,-15.5,−110,False,Norfolk St,2-1-0,66.7%,22.2,4.7,1-1-0,50.0%,-1.0,-2.3,Stanford,4-0-0,100.0%,22.5,6.4,4-0-0,100.0%,22.5,+6.4,Norfolk St,+15.5,−110,1-1-0,50.0%,1.5,4.8,Stanford,-15.5,−110,4-0-0,100.0%,22.5,6.4,4,76.6,10:00 PM,Maples Pavilion,186,Norfolk St,64,Stanford,Norfolk State,Norfolk State,Stanford,Stanford,+15.5,−110,True,-15.5,−110,False,Norfolk St,136-118-5,53.5%,-0.2,1.0,64-54-1,54.2%,-6.2,0.4,Stanford,432-395-20,52.2%,5.2,0.3,213-180-8,54.2%,11.0,0.9,Norfolk St,+15.5,−110,64-57-1,52.9%,-10.3,0.2,Stanford,-15.5,−110,286-243-12,54.1%,10.1,0.5,4,76.6,10:00 PM,Maples Pavilion,186,Norfolk St,64,Stanford,Norfolk State,Norfolk State,Stanford,Stanford,+15.5,−110,True,-15.5,−110,False,Norfolk St,110-96-4,53.4%,4.2,1.1,53-51-1,51.0%,-4.3,-0.1,Stanford,154-158-9,49.4%,1.5,-0.2,85-70-3,54.8%,7.7,1.3,Norfolk St,+15.5,−110,48-43-0,52.8%,-9.8,0.0,Stanford,-15.5,−110,88-78-3,53.0%,8.5,-0.1
5,76.0,9:00 PM,Global Credit Union Arena at GCU,192,Uc Davis,78,Grd Canyon,UC Davis,UC Davis,Grand Canyon,Grand Canyon,+16,−112,True,-16,−108,False,Uc Davis,2-1-0,66.7%,-1.5,3.5,2-1-0,66.7%,-5.3,3.5,Grd Canyon,0-3-0,0.0%,0.3,-12.0,0-2-0,0.0%,6.0,-9.5,Uc Davis,+16,−112,1-1-0,50.0%,-10.0,4.3,Grd Canyon,-16,−108,0-3-0,0.0%,0.3,-12.0,5,76.0,9:00 PM,Global Credit Union Arena at GCU,192,Uc Davis,78,Grd Canyon,UC Davis,UC Davis,Grand Canyon,Grand Canyon,+16,−112,True,-16,−108,False,Uc Davis,235-235-10,50.0%,-2.1,-0.1,132-101-3,56.7%,-6.4,1.6,Grd Canyon,126-115-3,52.3%,6.0,0.8,57-53-2,51.8%,12.3,1.3,Uc Davis,+16,−112,146-135-3,52.0%,-7.3,0.5,Grd Canyon,-16,−108,81-73-3,52.6%,11.2,1.2,5,76.0,9:00 PM,Global Credit Union Arena at GCU,192,Uc Davis,78,Grd Canyon,UC Davis,UC Davis,Grand Canyon,Grand Canyon,+16,−112,True,-16,−108,False,Uc Davis,145-132-6,52.4%,1.7,0.6,80-57-1,58.4%,-2.1,2.4,Grd Canyon,118-109-3,52.0%,6.8,0.7,56-53-2,51.4%,12.7,1.3,Uc Davis,+16,−112,78-64-0,54.9%,-4.7,1.9,Grd Canyon,-16,−108,81-72-3,52.9%,11.3,1.2
6,72.1,8:00 PM,Jersey Mike's Arena,223,Merrimack,56,Rutgers,Merrimack,Merrimack,Rutgers,Rutgers,+19.5,−110,True,-19.5,−110,False,Merrimack,1-2-0,33.3%,-6.0,3.3,0-1-0,0.0%,-21.0,-6.0,Rutgers,1-2-0,33.3%,16.7,-1.8,1-2-0,33.3%,16.7,-1.8,Merrimack,+19.5,−110,1-2-0,33.3%,-6.0,3.3,Rutgers,-19.5,−110,1-2-0,33.3%,16.7,-1.8,6,72.1,8:00 PM,Jersey Mike's Arena,223,Merrimack,56,Rutgers,Merrimack,Merrimack,Rutgers,Rutgers,+19.5,−110,True,-19.5,−110,False,Merrimack,74-67-2,52.5%,0.7,0.2,40-33-2,54.8%,-4.0,1.2,Rutgers,359-382-10,48.5%,-0.6,-0.5,187-190-6,49.6%,5.2,-0.1,Merrimack,+19.5,−110,32-32-2,50.0%,-8.2,0.4,Rutgers,-19.5,−110,123-141-6,46.6%,7.4,-0.8,6,72.1,8:00 PM,Jersey Mike's Arena,223,Merrimack,56,Rutgers,Merrimack,Merrimack,Rutgers,Rutgers,+19.5,−110,True,-19.5,−110,False,Merrimack,74-67-2,52.5%,0.7,0.2,40-33-2,54.8%,-4.0,1.2,Rutgers,148-151-5,49.5%,-0.4,-0.3,84-73-4,53.5%,6.2,0.5,Merrimack,+19.5,−110,32-32-2,50.0%,-8.2,0.4,Rutgers,-19.5,−110,58-61-4,48.7%,9.3,-0.5
6,72.1,11:00 PM,Pauley Pavilion presented by Wescom,241,Idaho St,20,Ucla,Idaho State,Idaho State,UCLA,UCLA,+23,−108,True,-23,−112,False,Idaho St,4-0-0,100.0%,4.4,11.4,4-0-0,100.0%,-0.5,11.4,Ucla,3-1-0,75.0%,24.5,5.5,3-0-0,100.0%,35.3,+11.5,Idaho St,+23,−108,4-0-0,100.0%,-0.5,11.4,Ucla,-23,−112,3-1-0,75.0%,24.5,5.5,6,72.1,11:00 PM,Pauley Pavilion presented by Wescom,241,Idaho St,20,Ucla,Idaho State,Idaho State,UCLA,UCLA,+23,−108,True,-23,−112,False,Idaho St,280-326-11,46.2%,-4.0,-0.5,165-169-4,49.4%,-10.1,-0.2,Ucla,438-429-16,50.5%,5.8,0.2,223-204-6,52.2%,11.1,0.4,Idaho St,+23,−108,225-237-8,48.7%,-9.3,-0.2,Ucla,-23,−112,298-292-13,50.5%,10.3,0.1,6,72.1,11:00 PM,Pauley Pavilion presented by Wescom,241,Idaho St,20,Ucla,Idaho State,Idaho State,UCLA,UCLA,+23,−108,True,-23,−112,False,Idaho St,131-141-4,48.2%,-2.9,0.2,81-71-1,53.3%,-8.4,1.0,Ucla,167-168-7,49.9%,6.1,0.2,88-74-3,54.3%,12.7,1.2,Idaho St,+23,−108,107-109-3,49.5%,-8.1,0.3,Ucla,-23,−112,116-114-6,50.4%,11.4,0.4
8,71.5,7:30 PM,Stopher Gymnasium,131,Towson,185,Nicholls,Towson,Towson,Nicholls State,Nicholls State,-2.5,−110,False,+2.5,−110,True,Towson,2-1-0,66.7%,6.5,-4.3,1-1-0,50.0%,-16.5,-7.5,Nicholls,2-2-0,50.0%,0.2,-0.5,0-1-0,0.0%,21.5,-11.5,Nicholls,+2.5,−110,2-1-0,66.7%,-14.0,3.2,Towson,-2.5,−110,1-0-0,100.0%,4.0,2.0,8,71.5,7:30 PM,Stopher Gymnasium,131,Towson,185,Nicholls,Towson,Towson,Nicholls State,Nicholls State,-2.5,−110,False,+2.5,−110,True,Towson,311-297-13,51.2%,-2.5,0.1,151-130-8,53.7%,-6.8,0.8,Nicholls,96-108-2,47.1%,-3.1,-0.4,25-30-1,45.5%,7.3,0.3,Nicholls,+2.5,−110,52-56-1,48.2%,-13.1,-0.4,Towson,-2.5,−110,107-105-3,50.5%,5.8,-0.1,8,71.5,7:30 PM,Stopher Gymnasium,131,Towson,185,Nicholls,Towson,Towson,Nicholls State,Nicholls State,-2.5,−110,False,+2.5,−110,True,Towson,143-136-7,51.3%,2.9,0.4,68-50-4,57.6%,-0.2,1.5,Nicholls,87-92-1,48.6%,0.7,0.1,24-30-0,44.4%,12.5,0.2,Nicholls,+2.5,−110,45-41-0,52.3%,-11.6,0.6,Towson,-2.5,−110,72-73-3,49.7%,6.2,0.0
9,70.3,10:30 PM,Dale E. and Sarah Ann Fowler Events Center,156,N Colorado,167,Cal Baptist,Northern Colorado,Northern Colorado,California Baptist,California Baptist,+6,−112,True,-6,−108,False,N Colorado,2-1-0,66.7%,14.0,7.0,1-1-0,50.0%,-8.0,4.3,Cal Baptist,0-4-0,0.0%,5.3,-5.1,0-4-0,0.0%,5.3,-5.1,N Colorado,+6,−112,2-1-0,66.7%,-2.3,7.0,Cal Baptist,-6,−108,0-4-0,0.0%,5.3,-5.1,9,70.3,10:30 PM,Dale E. and Sarah Ann Fowler Events Center,156,N Colorado,167,Cal Baptist,Northern Colorado,Northern Colorado,California Baptist,California Baptist,+6,−112,True,-6,−108,False,N Colorado,239-237-11,50.2%,0.3,0.1,131-106-7,55.3%,-6.2,1.3,Cal Baptist,77-89-3,46.4%,4.2,-0.4,41-48-0,46.1%,12.0,-0.2,N Colorado,+6,−112,115-104-6,52.5%,-7.0,1.1,Cal Baptist,-6,−108,41-54-0,43.2%,7.3,-0.3,9,70.3,10:30 PM,Dale E. and Sarah Ann Fowler Events Center,156,N Colorado,167,Cal Baptist,Northern Colorado,Northern Colorado,California Baptist,California Baptist,+6,−112,True,-6,−108,False,N Colorado,143-142-7,50.2%,2.3,0.0,79-61-4,56.4%,-3.0,1.8,Cal Baptist,77-89-3,46.4%,4.8,-0.4,41-48-0,46.1%,12.0,-0.2,N Colorado,+6,−112,65-63-4,50.8%,-7.3,0.7,Cal Baptist,-6,−108,41-54-0,43.2%,7.3,-0.3
10,70.1,8:00 PM,Reed Arena,245,Southern,22,Texas A&M,Southern University,Southern,Texas A&M,Texas A&M-CC,+26.5,−110,True,-26.5,−110,False,Southern,1-2-0,33.3%,14.5,-1.7,1-2-0,33.3%,-10.3,-1.7,Texas A&M,3-1-0,75.0%,17.3,0.3,3-0-0,100.0%,24.0,+3.5,Southern,+26.5,−110,1-1-0,50.0%,-14.5,0.0,Texas A&M,-26.5,−110,3-1-0,75.0%,17.3,0.3,10,70.1,8:00 PM,Reed Arena,245,Southern,22,Texas A&M,Southern University,Southern,Texas A&M,Texas A&M-CC,+26.5,−110,True,-26.5,−110,False,Southern,114-106-4,51.8%,-0.9,0.3,58-62-4,48.3%,-8.1,0.0,Texas A&M,383-350-11,52.3%,2.8,-0.1,177-166-4,51.6%,9.1,-0.2,Southern,+26.5,−110,59-54-4,52.2%,-12.8,0.4,Texas A&M,-26.5,−110,194-169-6,53.4%,8.5,-0.2,10,70.1,8:00 PM,Reed Arena,245,Southern,22,Texas A&M,Southern University,Southern,Texas A&M,Texas A&M-CC,+26.5,−110,True,-26.5,−110,False,Southern,101-96-3,51.3%,0.3,0.5,52-59-3,46.9%,-7.9,-0.3,Texas A&M,163-153-3,51.6%,4.0,-0.1,74-79-1,48.4%,8.8,-1.1,Southern,+26.5,−110,49-47-3,51.0%,-12.1,0.4,Texas A&M,-26.5,−110,97-91-2,51.6%,8.7,-0.6
