Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,98.5,9:00 PM,Legacy Arena,8,Alabama,27,Illinois,Alabama,Alabama,Illinois,Illinois,-8,−110,False,+8,−110,True,Alabama,1-3-0,25.0%,16.0,-2.6,0-1-0,0.0%,-9.0,-13.0,Illinois,2-1-0,66.7%,29.7,4.5,2-1-0,66.7%,29.7,+4.5,Illinois,+8,−110,0,0,0.0,0.0,Alabama,-8,−110,1-3-0,25.0%,16.0,-2.6
2,90.0,7:00 PM,Bryce Jordan Center,110,Ipfw,19,Penn St,Purdue Fort Wayne,Purdue Fort Wayne,Penn State,Penn St.,+14.5,−105,True,-14.5,−115,False,Ipfw,3-0-0,100.0%,21.5,5.8,1-0-0,100.0%,-7.0,4.5,Penn St,3-1-0,75.0%,35.8,15.4,2-1-0,66.7%,40.3,+15.7,Ipfw,+14.5,−105,1-0-0,100.0%,-7.0,4.5,Penn St,-14.5,−115,3-1-0,75.0%,35.8,15.4
3,78.7,7:00 PM,University of Dayton Arena,172,N Mex State,70,Dayton,New Mexico State,New Mexico St.,Dayton,Dayton,+14.5,−110,True,-14.5,−110,False,N Mex State,1-1-0,50.0%,16.3,2.5,1-0-0,100.0%,12.0,8.5,Dayton,2-1-0,66.7%,16.0,0.0,2-1-0,66.7%,16.0,0.0,N Mex State,+14.5,−110,0,0,0.0,0.0,Dayton,-14.5,−110,2-1-0,66.7%,14.3,0.0
4,76.6,10:00 PM,Maples Pavilion,186,Norfolk St,64,Stanford,Norfolk State,Norfolk State,Stanford,Stanford,+15.5,−110,True,-15.5,−110,False,Norfolk St,2-1-0,66.7%,22.2,4.7,1-1-0,50.0%,-1.0,-2.3,Stanford,4-0-0,100.0%,22.5,6.4,4-0-0,100.0%,22.5,+6.4,Norfolk St,+15.5,−110,1-1-0,50.0%,1.5,4.8,Stanford,-15.5,−110,4-0-0,100.0%,22.5,6.4
5,76.0,9:00 PM,Global Credit Union Arena at GCU,192,Uc Davis,78,Grd Canyon,UC Davis,UC Davis,Grand Canyon,Grand Canyon,+16,−112,True,-16,−108,False,Uc Davis,2-1-0,66.7%,-1.5,3.5,2-1-0,66.7%,-5.3,3.5,Grd Canyon,0-3-0,0.0%,0.3,-12.0,0-2-0,0.0%,6.0,-9.5,Uc Davis,+16,−112,1-1-0,50.0%,-10.0,4.3,Grd Canyon,-16,−108,0-3-0,0.0%,0.3,-12.0
6,72.1,8:00 PM,Jersey Mike's Arena,223,Merrimack,56,Rutgers,Merrimack,Merrimack,Rutgers,Rutgers,+19.5,−110,True,-19.5,−110,False,Merrimack,1-2-0,33.3%,-6.0,3.3,0-1-0,0.0%,-21.0,-6.0,Rutgers,1-2-0,33.3%,16.7,-1.8,1-2-0,33.3%,16.7,-1.8,Merrimack,+19.5,−110,1-2-0,33.3%,-6.0,3.3,Rutgers,-19.5,−110,1-2-0,33.3%,16.7,-1.8
6,72.1,11:00 PM,Pauley Pavilion presented by Wescom,241,Idaho St,20,Ucla,Idaho State,Idaho State,UCLA,UCLA,+23,−108,True,-23,−112,False,Idaho St,4-0-0,100.0%,4.4,11.4,4-0-0,100.0%,-0.5,11.4,Ucla,3-1-0,75.0%,24.5,5.5,3-0-0,100.0%,35.3,+11.5,Idaho St,+23,−108,4-0-0,100.0%,-0.5,11.4,Ucla,-23,−112,3-1-0,75.0%,24.5,5.5
8,71.5,7:30 PM,Stopher Gymnasium,131,Towson,185,Nicholls,Towson,Towson,Nicholls State,Nicholls State,-2.5,−110,False,+2.5,−110,True,Towson,2-1-0,66.7%,6.5,-4.3,1-1-0,50.0%,-16.5,-7.5,Nicholls,2-2-0,50.0%,0.2,-0.5,0-1-0,0.0%,21.5,-11.5,Nicholls,+2.5,−110,2-1-0,66.7%,-14.0,3.2,Towson,-2.5,−110,1-0-0,100.0%,4.0,2.0
9,70.3,10:30 PM,Dale E. and Sarah Ann Fowler Events Center,156,N Colorado,167,Cal Baptist,Northern Colorado,Northern Colorado,California Baptist,California Baptist,+6,−112,True,-6,−108,False,N Colorado,2-1-0,66.7%,14.0,7.0,1-1-0,50.0%,-8.0,4.3,Cal Baptist,0-4-0,0.0%,5.3,-5.1,0-4-0,0.0%,5.3,-5.1,N Colorado,+6,−112,2-1-0,66.7%,-2.3,7.0,Cal Baptist,-6,−108,0-4-0,0.0%,5.3,-5.1
10,70.1,8:00 PM,Reed Arena,245,Southern,22,Texas A&M,Southern University,Southern,Texas A&M,Texas A&M-CC,+26.5,−110,True,-26.5,−110,False,Southern,1-2-0,33.3%,14.5,-1.7,1-2-0,33.3%,-10.3,-1.7,Texas A&M,3-1-0,75.0%,17.3,0.3,3-0-0,100.0%,24.0,+3.5,Southern,+26.5,−110,1-1-0,50.0%,-14.5,0.0,Texas A&M,-26.5,−110,3-1-0,75.0%,17.3,0.3
11,69.4,7:00 PM,WVU Coliseum,226,Iona,82,W Virginia,Iona,Iona,West Virginia,West Virginia,+14.5,−112,True,-14.5,−108,False,Iona,2-2-0,50.0%,-4.5,-0.9,1-1-0,50.0%,-7.5,1.0,W Virginia,1-2-0,33.3%,3.3,-3.3,1-1-0,50.0%,17.0,+3.3,Iona,+14.5,−112,2-1-0,66.7%,-4.0,3.0,W Virginia,-14.5,−108,1-1-0,50.0%,17.0,3.3
12,65.7,10:00 PM,The Thunderdome,225,Tx El Paso,115,Ucsb,UTEP,Texas-El Paso,UC Santa Barbara,UC Santa Barbara,+7.5,−108,True,-7.5,−112,False,Tx El Paso,0-1-0,0.0%,12.7,-28.0,0-1-0,0.0%,-29.0,-28.0,Ucsb,1-2-0,33.3%,25.0,8.3,0-1-0,0.0%,27.0,-7.5,Tx El Paso,+7.5,−108,0-1-0,0.0%,-29.0,-28.0,Ucsb,-7.5,−112,1-2-0,33.3%,17.0,8.3
13,64.8,9:00 PM,McCarthey Athletic Center,280,Lg Beach St,1,Gonzaga,Long Beach State,Long Beach St.,Gonzaga,Gonzaga,+34,−110,True,-34,−110,False,Lg Beach St,1-2-0,33.3%,3.0,-4.2,1-1-0,50.0%,-15.5,-3.0,Gonzaga,3-1-0,75.0%,29.5,12.9,2-1-0,66.7%,35.0,+16.5,Lg Beach St,+34,−110,1-1-0,50.0%,-15.5,-3.0,Gonzaga,-34,−110,3-1-0,75.0%,29.5,12.9
