Rank,Hotness Score,Matchup,Time,Location
1,98.0,#33 Arkansas  vs.  #16 Illinois,4:00 PM,T-Mobile Center
2,97.3,#48 Oklahoma  vs.  #11 Arizona,5:00 PM,Imperial Arena
3,96.8,#29 BYU  vs.  #41 Mississippi,5:30 PM,LionTree Arena
3,96.8,#45 Indiana  vs.  #4 Gonzaga,2:30 PM,Imperial Arena
5,95.9,#19 Purdue  vs.  #55 NC State,3:00 PM,LionTree Arena
6,95.6,#52 W Virginia  vs.  #40 Louisville,12:00 PM,Imperial Arena
7,94.9,#69 Notre Dame  vs.  #3 Houston,12:30 AM,MGM Grand Arena
8,93.3,#46 New Mexico  vs.  #70 Arizona St,11:30 PM,Acrisure Arena
9,93.0,#57 Northwestern  vs.  #68 Butler,7:00 PM,Mullett Arena
10,91.6,#87 Wake Forest  vs.  #24 Florida,2:30 PM,Wide World of Sports Complex
11,91.1,#58 St Marys  vs.  #78 USC,9:00 PM,Acrisure Arena
12,90.8,#26 Miss State  vs.  #100 UNLV,9:30 PM,Mullett Arena
13,89.8,#36 Utah St  vs.  #107 St Bonavent,5:30 PM,Wide World of Sports Complex
14,88.5,#106 Santa Clara  vs.  #61 TX Christian,4:00 PM,Acrisure Arena
15,87.8,#75 Wichita St  vs.  #97 Minnesota,12:00 PM,Wide World of Sports Complex
16,84.7,#103 Colorado St  vs.  #104 Washington,6:30 PM,Acrisure Arena
17,84.4,#76 Providence  vs.  #131 Davidson,7:30 PM,Imperial Arena
18,83.6,#101 North Texas  vs.  #117 N Iowa,8:00 PM,Wide World of Sports Complex
19,79.1,#127 Kent St  vs.  #132 Towson,9:30 PM,ENMAX Centre
20,78.0,#179 Kennesaw St  vs.  #66 UC Irvine,7:30 PM,ENMAX Centre
21,73.8,#94 Rhode Island  vs.  #193 TX-Arlington,2:00 PM,Florida State College at Jacksonville South Campus
22,62.8,#238 N Dakota St  vs.  #134 Utah Valley,3:00 PM,Pete Hanna Center
