Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,94.5,10:00 PM,Viejas Arena,1,Gonzaga,69,San Diego St,Gonzaga,Gonzaga,San Diego State,San Diego St.,-11.5,−110,False,+11.5,−110,True,Gonzaga,180-163-9,52.5%,18.1,1.6,47-46-3,50.5%,15.1,2.7,San Diego St,163-152-11,51.8%,8.5,0.6,77-63-5,55.0%,14.5,1.1,San Diego St,+11.5,−110,27-31-2,46.6%,-4.8,-0.2,Gonzaga,-11.5,−110,172-151-9,53.3%,19.0,1.8
2,88.2,7:00 PM,Legacy Center,76,North Texas,95,Mcneese St,North Texas,North Texas,McNeese,McNeese St.,+3,−108,True,-3,−112,False,North Texas,157-131-5,54.5%,3.9,0.8,67-55-4,54.9%,-3.4,0.7,Mcneese St,83-92-4,47.4%,0.2,-0.5,29-37-0,43.9%,9.7,-1.9,North Texas,+3,−108,69-60-2,53.5%,-6.6,1.1,Mcneese St,-3,−112,32-41-0,43.8%,6.6,-1.1
3,82.6,9:00 PM,Neville Arena,169,N Alabama,3,Auburn,North Alabama,North Alabama,Auburn,Auburn,+27,−112,True,-27,−108,False,N Alabama,83-81-3,50.6%,-0.4,0.3,47-49-1,49.0%,-8.7,0.0,Auburn,169-151-8,52.8%,5.3,0.9,84-64-5,56.8%,11.6,2.2,N Alabama,+27,−112,57-54-3,51.4%,-9.1,0.8,Auburn,-27,−108,119-92-7,56.4%,11.2,1.6
4,81.4,9:30 PM,Friel Court at Beasley Coliseum,152,N Colorado,81,Wash State,Northern Colorado,Northern Colorado,Washington State,Washington St.,+11.5,−112,True,-11.5,−108,False,N Colorado,143-141-7,50.4%,2.3,0.0,79-60-4,56.8%,-2.9,1.8,Wash State,150-167-4,47.3%,-0.6,0.3,82-79-1,50.9%,5.0,1.3,N Colorado,+11.5,−112,65-62-4,51.2%,-7.3,0.7,Wash State,-11.5,−108,64-72-1,47.1%,9.5,0.7
5,76.2,7:00 PM,Lenovo Center,193,Colgate,63,Nc State,Colgate,Colgate,North Carolina State,NC State,+12.5,−108,True,N/A,N/A,False,Colgate,122-98-3,55.5%,4.8,1.3,63-52-2,54.8%,-0.4,1.0,Nc State,148-170-9,46.5%,3.7,0.2,74-93-3,44.3%,9.0,-0.2,Colgate,+12.5,−108,31-24-2,56.4%,-7.0,1.9,Nc State,N/A,N/A,83-98-3,45.9%,9.8,-0.2
6,75.6,6:00 PM,Crisler Center,214,Miami (Oh),26,Michigan,Miami OH,Miami (OH),Michigan,Michigan,+23,−112,True,-23,−108,False,Miami (Oh),136-150-6,47.6%,-0.8,-0.1,66-69-4,48.9%,-7.1,0.3,Michigan,174-164-2,51.5%,5.9,0.7,82-76-2,51.9%,11.0,0.1,Miami (Oh),+23,−112,100-99-4,50.3%,-6.7,0.6,Michigan,-23,−108,122-107-1,53.3%,10.2,0.3
7,74.4,8:00 PM,Kohl Center,217,Tx-Pan Am,33,Wisconsin,UTRGV,Texas Rio Grande Valley,Wisconsin,Wisconsin,N/A,N/A,False,-20.5,−108,False,Tx-Pan Am,90-99-5,47.6%,-3.7,-0.6,46-51-2,47.4%,-11.7,-1.0,Wisconsin,169-165-11,50.6%,6.0,0.2,81-80-5,50.3%,11.1,0.0,Wisconsin,-20.5,−108,56-46-6,54.9%,-2.2,2.4,Tx-Pan Am,N/A,N/A,21-23-1,47.7%,5.1,-0.7
8,72.1,9:00 PM,Dee Glen Smith Spectrum,233,Montana,29,Utah St,Montana,Montana,Utah State,Utah St.,+17.5,−110,True,-17.5,−110,False,Montana,141-152-11,48.1%,4.5,-0.2,73-72-5,50.3%,-2.2,-0.2,Utah St,160-147-5,52.1%,6.9,1.3,81-54-2,60.0%,13.8,2.6,Montana,+17.5,−110,37-54-2,40.7%,-9.2,-1.5,Utah St,-17.5,−110,117-83-3,58.5%,11.3,2.0
9,63.6,8:00 PM,Bud Walton Arena,279,Pacific,36,Arkansas,Pacific,Pacific,Arkansas,Arkansas,+24.5,−112,True,-24.5,−108,False,Pacific,118-160-9,42.5%,-3.3,-1.3,56-73-3,43.4%,-8.6,-0.8,Arkansas,171-163-4,51.2%,5.3,0.1,90-77-3,53.9%,11.9,0.8,Pacific,+24.5,−112,79-101-5,43.9%,-10.6,-1.2,Arkansas,-24.5,−108,115-105-4,52.3%,10.5,0.7
10,63.2,8:00 PM,Banterra Center,199,N Dakota St,177,S Illinois,North Dakota State,North Dakota State,Southern Illinois,Southern Illinois,+7,−108,True,-7,−112,False,N Dakota St,134-159-4,45.7%,3.2,-0.2,63-77-2,45.0%,-3.7,-0.1,S Illinois,147-142-11,50.9%,1.3,-0.1,71-63-4,53.0%,6.7,0.2,N Dakota St,+7,−108,45-69-2,39.5%,-9.0,-1.2,S Illinois,-7,−112,81-69-6,54.0%,6.9,0.5
