Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team DraftKings_current_season,Away Team Covers_current_season,Home Team DraftKings_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Odds_current_season,Home Team Underdog_current_season,Away Team Team_current_season,Away Team all_games_ATS Record_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_ATS Record_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team Team_current_season,Home Team all_games_ATS Record_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_ATS Record_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Odds_current_season,Underdog is_dog ATS Record_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Odds_current_season,Favorite is_fav ATS Record_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Rank_all_time,Hotness Score_all_time,Time_all_time,Location_all_time,Away Team Rank_all_time,Away Team_all_time,Home Team Rank_all_time,Home Team_all_time,Away Team DraftKings_all_time,Away Team Covers_all_time,Home Team DraftKings_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Away Team Odds_all_time,Away Team Underdog_all_time,Home Team Spread_all_time,Home Team Odds_all_time,Home Team Underdog_all_time,Away Team Team_all_time,Away Team all_games_ATS Record_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_ATS Record_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team Team_all_time,Home Team all_games_ATS Record_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_ATS Record_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Team_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Odds_all_time,Underdog is_dog ATS Record_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Team_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Odds_all_time,Favorite is_fav ATS Record_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Rank_last_10_seasons,Hotness Score_last_10_seasons,Time_last_10_seasons,Location_last_10_seasons,Away Team Rank_last_10_seasons,Away Team_last_10_seasons,Home Team Rank_last_10_seasons,Home Team_last_10_seasons,Away Team DraftKings_last_10_seasons,Away Team Covers_last_10_seasons,Home Team DraftKings_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Away Team Odds_last_10_seasons,Away Team Underdog_last_10_seasons,Home Team Spread_last_10_seasons,Home Team Odds_last_10_seasons,Home Team Underdog_last_10_seasons,Away Team Team_last_10_seasons,Away Team all_games_ATS Record_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_ATS Record_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team Team_last_10_seasons,Home Team all_games_ATS Record_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_ATS Record_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Team_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Odds_last_10_seasons,Underdog is_dog ATS Record_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Team_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Odds_last_10_seasons,Favorite is_fav ATS Record_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons
1,94.5,10:00 PM,Viejas Arena,1,Gonzaga,69,San Diego St,Gonzaga,Gonzaga,San Diego State,San Diego St.,-11.5,−110,False,+11.5,−110,True,Gonzaga,2-1-0,66.7%,35.0,16.5,0,0,0.0,0.0,San Diego St,0-1-0,0.0%,28.0,-5.5,0-1-0,0.0%,28.0,-5.5,San Diego St,+11.5,−110,0,0,0.0,0.0,Gonzaga,-11.5,−110,2-1-0,66.7%,35.0,16.5,1,94.5,10:00 PM,Viejas Arena,1,Gonzaga,69,San Diego St,Gonzaga,Gonzaga,San Diego State,San Diego St.,-11.5,−110,False,+11.5,−110,True,Gonzaga,455-410-20,52.6%,14.2,1.2,140-140-7,50.0%,9.3,1.3,San Diego St,412-372-20,52.6%,5.4,0.5,190-166-9,53.4%,10.9,0.5,San Diego St,+11.5,−110,130-129-8,50.2%,-6.6,0.2,Gonzaga,-11.5,−110,391-360-20,52.1%,15.5,1.1,1,94.5,10:00 PM,Viejas Arena,1,Gonzaga,69,San Diego St,Gonzaga,Gonzaga,San Diego State,San Diego St.,-11.5,−110,False,+11.5,−110,True,Gonzaga,180-163-9,52.5%,18.1,1.6,47-46-3,50.5%,15.1,2.7,San Diego St,163-152-11,51.8%,8.5,0.6,77-63-5,55.0%,14.5,1.1,San Diego St,+11.5,−110,27-31-2,46.6%,-4.8,-0.2,Gonzaga,-11.5,−110,172-151-9,53.3%,19.0,1.8
2,88.2,7:00 PM,Legacy Center,76,North Texas,95,Mcneese St,North Texas,North Texas,McNeese,McNeese St.,+3,−108,True,-3,−112,False,North Texas,2-0-0,100.0%,20.7,4.5,1-0-0,100.0%,3.0,5.5,Mcneese St,1-1-0,50.0%,13.0,-4.0,0-0-0,0.0%,54.0,--,North Texas,+3,−108,1-0-0,100.0%,3.0,5.5,Mcneese St,-3,−112,0-1-0,0.0%,-7.0,-17.5,2,88.2,7:00 PM,Legacy Center,76,North Texas,95,Mcneese St,North Texas,North Texas,McNeese,McNeese St.,+3,−108,True,-3,−112,False,North Texas,358-335-17,51.7%,0.4,0.1,175-153-12,53.4%,-7.3,0.2,Mcneese St,94-103-4,47.7%,-0.6,-0.4,30-38-0,44.1%,8.2,-1.9,North Texas,+3,−108,203-187-10,52.1%,-8.9,0.4,Mcneese St,-3,−112,36-42-0,46.2%,6.6,-0.8,2,88.2,7:00 PM,Legacy Center,76,North Texas,95,Mcneese St,North Texas,North Texas,McNeese,McNeese St.,+3,−108,True,-3,−112,False,North Texas,157-131-5,54.5%,3.9,0.8,67-55-4,54.9%,-3.4,0.7,Mcneese St,83-92-4,47.4%,0.2,-0.5,29-37-0,43.9%,9.7,-1.9,North Texas,+3,−108,69-60-2,53.5%,-6.6,1.1,Mcneese St,-3,−112,32-41-0,43.8%,6.6,-1.1
3,82.6,9:00 PM,Neville Arena,169,N Alabama,3,Auburn,North Alabama,North Alabama,Auburn,Auburn,+27,−112,True,-27,−108,False,N Alabama,4-0-0,100.0%,17.3,11.0,1-0-0,100.0%,16.0,21.0,Auburn,2-0-1,100.0%,26.3,14.7,1-0-1,100.0%,37.0,+16.8,N Alabama,+27,−112,2-0-0,100.0%,7.5,10.8,Auburn,-27,−108,1-0-1,100.0%,37.0,16.8,3,82.6,9:00 PM,Neville Arena,169,N Alabama,3,Auburn,North Alabama,North Alabama,Auburn,Auburn,+27,−112,True,-27,−108,False,N Alabama,83-81-3,50.6%,-1.0,0.3,47-49-1,49.0%,-9.3,0.0,Auburn,385-363-20,51.5%,3.3,0.3,194-163-9,54.3%,9.4,1.4,N Alabama,+27,−112,57-54-3,51.4%,-9.1,0.8,Auburn,-27,−108,206-186-11,52.6%,9.5,0.8,3,82.6,9:00 PM,Neville Arena,169,N Alabama,3,Auburn,North Alabama,North Alabama,Auburn,Auburn,+27,−112,True,-27,−108,False,N Alabama,83-81-3,50.6%,-0.4,0.3,47-49-1,49.0%,-8.7,0.0,Auburn,169-151-8,52.8%,5.3,0.9,84-64-5,56.8%,11.6,2.2,N Alabama,+27,−112,57-54-3,51.4%,-9.1,0.8,Auburn,-27,−108,119-92-7,56.4%,11.2,1.6
4,81.4,9:30 PM,Friel Court at Beasley Coliseum,152,N Colorado,81,Wash State,Northern Colorado,Northern Colorado,Washington State,Washington St.,+11.5,−112,True,-11.5,−108,False,N Colorado,2-0-0,100.0%,21.0,11.8,1-0-0,100.0%,-2.0,11.0,Wash State,2-2-0,50.0%,9.5,3.0,2-1-0,66.7%,16.0,+5.5,N Colorado,+11.5,−112,2-0-0,100.0%,3.5,11.8,Wash State,-11.5,−108,2-1-0,66.7%,16.0,5.5,4,81.4,9:30 PM,Friel Court at Beasley Coliseum,152,N Colorado,81,Wash State,Northern Colorado,Northern Colorado,Washington State,Washington St.,+11.5,−112,True,-11.5,−108,False,N Colorado,239-236-11,50.3%,0.3,0.1,131-105-7,55.5%,-6.2,1.3,Wash State,371-404-12,47.9%,-0.4,0.1,192-184-2,51.1%,5.0,0.7,N Colorado,+11.5,−112,115-103-6,52.8%,-7.0,1.1,Wash State,-11.5,−108,156-163-2,48.9%,8.9,0.6,4,81.4,9:30 PM,Friel Court at Beasley Coliseum,152,N Colorado,81,Wash State,Northern Colorado,Northern Colorado,Washington State,Washington St.,+11.5,−112,True,-11.5,−108,False,N Colorado,143-141-7,50.4%,2.3,0.0,79-60-4,56.8%,-2.9,1.8,Wash State,150-167-4,47.3%,-0.6,0.3,82-79-1,50.9%,5.0,1.3,N Colorado,+11.5,−112,65-62-4,51.2%,-7.3,0.7,Wash State,-11.5,−108,64-72-1,47.1%,9.5,0.7
5,76.2,7:00 PM,Lenovo Center,193,Colgate,63,Nc State,Colgate,Colgate,North Carolina State,NC State,+12.5,−108,True,N/A,N/A,False,Colgate,2-1-0,66.7%,4.7,-2.0,1-1-0,50.0%,-9.5,-5.3,Nc State,1-2-0,33.3%,17.3,-3.5,1-2-0,33.3%,17.3,-3.5,Colgate,+12.5,−108,1-0-0,100.0%,-2.0,10.0,Nc State,N/A,N/A,1-2-0,33.3%,17.3,-3.5,5,76.2,7:00 PM,Lenovo Center,193,Colgate,63,Nc State,Colgate,Colgate,North Carolina State,NC State,+12.5,−108,True,N/A,N/A,False,Colgate,134-107-4,55.6%,0.2,1.4,72-56-2,56.3%,-4.9,1.3,Nc State,392-406-23,49.1%,3.8,0.3,185-213-13,46.5%,9.5,-0.3,Colgate,+12.5,−108,41-30-3,57.8%,-8.0,2.0,Nc State,N/A,N/A,199-218-12,47.7%,9.0,-0.3,5,76.2,7:00 PM,Lenovo Center,193,Colgate,63,Nc State,Colgate,Colgate,North Carolina State,NC State,+12.5,−108,True,N/A,N/A,False,Colgate,122-98-3,55.5%,4.8,1.3,63-52-2,54.8%,-0.4,1.0,Nc State,148-170-9,46.5%,3.7,0.2,74-93-3,44.3%,9.0,-0.2,Colgate,+12.5,−108,31-24-2,56.4%,-7.0,1.9,Nc State,N/A,N/A,83-98-3,45.9%,9.8,-0.2
6,75.6,6:00 PM,Crisler Center,214,Miami (Oh),26,Michigan,Miami OH,Miami (OH),Michigan,Michigan,+23,−112,True,-23,−108,False,Miami (Oh),1-2-0,33.3%,6.3,1.2,1-0-0,100.0%,14.0,21.0,Michigan,2-1-0,66.7%,19.3,9.2,2-0-0,100.0%,30.0,+15.8,Miami (Oh),+23,−112,1-0-0,100.0%,14.0,21.0,Michigan,-23,−108,2-1-0,66.7%,19.3,9.2,6,75.6,6:00 PM,Crisler Center,214,Miami (Oh),26,Michigan,Miami OH,Miami (OH),Michigan,Michigan,+23,−112,True,-23,−108,False,Miami (Oh),376-394-17,48.8%,0.0,-0.2,180-186-11,49.2%,-5.3,0.0,Michigan,426-404-11,51.3%,3.9,0.5,208-182-4,53.3%,9.6,0.4,Miami (Oh),+23,−112,225-207-13,52.1%,-6.3,0.7,Michigan,-23,−108,253-223-6,53.2%,9.6,0.4,6,75.6,6:00 PM,Crisler Center,214,Miami (Oh),26,Michigan,Miami OH,Miami (OH),Michigan,Michigan,+23,−112,True,-23,−108,False,Miami (Oh),136-150-6,47.6%,-0.8,-0.1,66-69-4,48.9%,-7.1,0.3,Michigan,174-164-2,51.5%,5.9,0.7,82-76-2,51.9%,11.0,0.1,Miami (Oh),+23,−112,100-99-4,50.3%,-6.7,0.6,Michigan,-23,−108,122-107-1,53.3%,10.2,0.3
7,74.4,8:00 PM,Kohl Center,217,Tx-Pan Am,33,Wisconsin,UTRGV,Texas Rio Grande Valley,Wisconsin,Wisconsin,N/A,N/A,False,-20.5,−108,False,Tx-Pan Am,4-0-0,100.0%,10.4,10.6,2-0-0,100.0%,-16.5,9.5,Wisconsin,3-1-0,75.0%,20.5,7.6,3-1-0,75.0%,20.5,+7.6,Wisconsin,-20.5,−108,1-0-0,100.0%,15.0,19.5,Tx-Pan Am,N/A,N/A,2-0-0,100.0%,17.5,11.8,7,74.4,8:00 PM,Kohl Center,217,Tx-Pan Am,33,Wisconsin,UTRGV,Texas Rio Grande Valley,Wisconsin,Wisconsin,N/A,N/A,False,-20.5,−108,False,Tx-Pan Am,114-117-6,49.4%,-4.0,-0.4,57-64-2,47.1%,-12.8,-1.2,Wisconsin,447-408-22,52.3%,7.0,0.7,211-188-10,52.9%,13.1,1.0,Wisconsin,-20.5,−108,133-113-12,54.1%,-3.1,1.7,Tx-Pan Am,N/A,N/A,23-23-1,50.0%,5.6,-0.3,7,74.4,8:00 PM,Kohl Center,217,Tx-Pan Am,33,Wisconsin,UTRGV,Texas Rio Grande Valley,Wisconsin,Wisconsin,N/A,N/A,False,-20.5,−108,False,Tx-Pan Am,90-99-5,47.6%,-3.7,-0.6,46-51-2,47.4%,-11.7,-1.0,Wisconsin,169-165-11,50.6%,6.0,0.2,81-80-5,50.3%,11.1,0.0,Wisconsin,-20.5,−108,56-46-6,54.9%,-2.2,2.4,Tx-Pan Am,N/A,N/A,21-23-1,47.7%,5.1,-0.7
8,72.1,9:00 PM,Dee Glen Smith Spectrum,233,Montana,29,Utah St,Montana,Montana,Utah State,Utah St.,+17.5,−110,True,-17.5,−110,False,Montana,0-2-0,0.0%,3.8,-10.8,0-2-0,0.0%,-33.0,-10.8,Utah St,2-0-0,100.0%,49.3,21.0,2-0-0,100.0%,49.3,+21.0,Montana,+17.5,−110,0-2-0,0.0%,-33.0,-10.8,Utah St,-17.5,−110,2-0-0,100.0%,42.0,21.0,8,72.1,9:00 PM,Dee Glen Smith Spectrum,233,Montana,29,Utah St,Montana,Montana,Utah State,Utah St.,+17.5,−110,True,-17.5,−110,False,Montana,319-339-17,48.5%,3.4,-0.1,157-164-9,48.9%,-2.8,0.1,Utah St,407-360-13,53.1%,7.7,1.2,197-152-9,56.5%,14.0,1.9,Montana,+17.5,−110,113-132-4,46.1%,-7.5,-0.4,Utah St,-17.5,−110,299-242-11,55.3%,10.9,1.5,8,72.1,9:00 PM,Dee Glen Smith Spectrum,233,Montana,29,Utah St,Montana,Montana,Utah State,Utah St.,+17.5,−110,True,-17.5,−110,False,Montana,141-152-11,48.1%,4.5,-0.2,73-72-5,50.3%,-2.2,-0.2,Utah St,160-147-5,52.1%,6.9,1.3,81-54-2,60.0%,13.8,2.6,Montana,+17.5,−110,37-54-2,40.7%,-9.2,-1.5,Utah St,-17.5,−110,117-83-3,58.5%,11.3,2.0
9,63.6,8:00 PM,Bud Walton Arena,279,Pacific,36,Arkansas,Pacific,Pacific,Arkansas,Arkansas,+24.5,−112,True,-24.5,−108,False,Pacific,1-2-0,33.3%,16.0,-0.2,0-1-0,0.0%,-10.0,-6.5,Arkansas,1-2-0,33.3%,9.0,0.7,1-1-0,50.0%,16.0,+1.3,Pacific,+24.5,−112,1-1-0,50.0%,1.5,4.0,Arkansas,-24.5,−108,1-1-0,50.0%,16.0,1.3,9,63.6,8:00 PM,Bud Walton Arena,279,Pacific,36,Arkansas,Pacific,Pacific,Arkansas,Arkansas,+24.5,−112,True,-24.5,−108,False,Pacific,355-388-19,47.8%,1.0,-0.4,165-182-9,47.6%,-4.1,-0.1,Arkansas,367-395-15,48.2%,5.0,-0.4,200-165-9,54.8%,12.6,1.0,Pacific,+24.5,−112,166-194-8,46.1%,-8.5,-0.5,Arkansas,-24.5,−108,224-223-9,50.1%,8.6,-0.1,9,63.6,8:00 PM,Bud Walton Arena,279,Pacific,36,Arkansas,Pacific,Pacific,Arkansas,Arkansas,+24.5,−112,True,-24.5,−108,False,Pacific,118-160-9,42.5%,-3.3,-1.3,56-73-3,43.4%,-8.6,-0.8,Arkansas,171-163-4,51.2%,5.3,0.1,90-77-3,53.9%,11.9,0.8,Pacific,+24.5,−112,79-101-5,43.9%,-10.6,-1.2,Arkansas,-24.5,−108,115-105-4,52.3%,10.5,0.7
10,63.2,8:00 PM,Banterra Center,199,N Dakota St,177,S Illinois,North Dakota State,North Dakota State,Southern Illinois,Southern Illinois,+7,−108,True,-7,−112,False,N Dakota St,1-2-0,33.3%,7.8,2.8,1-1-0,50.0%,1.5,10.5,S Illinois,1-1-0,50.0%,1.7,-0.5,0-0-0,0.0%,22.0,--,N Dakota St,+7,−108,1-1-0,50.0%,1.5,10.5,S Illinois,-7,−112,0,0,0.0,0.0,10,63.2,8:00 PM,Banterra Center,199,N Dakota St,177,S Illinois,North Dakota State,North Dakota State,Southern Illinois,Southern Illinois,+7,−108,True,-7,−112,False,N Dakota St,207-225-4,47.9%,4.7,0.4,98-112-2,46.7%,-2.9,0.1,S Illinois,395-392-24,50.2%,2.0,-0.2,173-180-9,49.0%,7.1,0.1,N Dakota St,+7,−108,74-90-2,45.1%,-7.3,0.4,S Illinois,-7,−112,217-216-16,50.1%,6.9,-0.1,10,63.2,8:00 PM,Banterra Center,199,N Dakota St,177,S Illinois,North Dakota State,North Dakota State,Southern Illinois,Southern Illinois,+7,−108,True,-7,−112,False,N Dakota St,134-159-4,45.7%,3.2,-0.2,63-77-2,45.0%,-3.7,-0.1,S Illinois,147-142-11,50.9%,1.3,-0.1,71-63-4,53.0%,6.7,0.2,N Dakota St,+7,−108,45-69-2,39.5%,-9.0,-1.2,S Illinois,-7,−112,81-69-6,54.0%,6.9,0.5
