,Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team Covers_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Implied Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Implied Odds_current_season,Home Team Underdog_current_season,Away Team all_games_Sample Size_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_Sample Size_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team all_games_Sample Size_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_Sample Size_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Implied Odds_current_season,Underdog is_dog Sample Size_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Implied Odds_current_season,Favorite is_fav Sample Size_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Away Team Covers_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Home Team Spread_all_time,Away Team all_games_Sample Size_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_Sample Size_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team all_games_Sample Size_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_Sample Size_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Sample Size_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Sample Size_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Away Team Covers_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Home Team Spread_last_10_seasons,Away Team all_games_Sample Size_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_Sample Size_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team all_games_Sample Size_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_Sample Size_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Sample Size_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Sample Size_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons,Away Team_current_season_map,Home Team_current_season_map,Favorite is_fav Team_current_season_map,Underdog is_dog Team_current_season_map,Away Team,Home Team,Home Cover
0,1,94.5,10:00 PM,Viejas Arena,1,Gonzaga,69,San Diego St,Gonzaga,San Diego St.,-11.5,0.5238,False,11.5,0.5238,True,0,0.667,35.0,16.5,0,0.0,0.0,0.0,1,0.0,28.0,-5.5,0,0.0,28.0,-5.5,San Diego St,11.5,0.5238,0,0.0,0.0,0.0,Gonzaga,-11.5,0.5238,0,0.667,35.0,16.5,Gonzaga,San Diego St.,-11.5,11.5,0,0.526,14.2,1.2,0,0.5,9.3,1.3,804,0.526,5.4,0.5,365,0.534,10.9,0.5,11.5,267,0.502,-6.6,0.2,-11.5,0,0.521,15.5,1.1,Gonzaga,San Diego St.,-11.5,11.5,0,0.525,18.1,1.6,0,0.505,15.1,2.7,326,0.518,8.5,0.6,145,0.55,14.5,1.1,11.5,60,0.466,-4.8,-0.2,-11.5,0,0.533,19.0,1.8,104.0,266.0,104.0,266.0,Gonzaga,San Diego St.,False
1,3,82.6,9:00 PM,Neville Arena,169,N Alabama,3,Auburn,North Alabama,Auburn,27.0,0.5283,True,-27.0,0.5192,False,0,1.0,17.3,11.0,0,1.0,16.0,21.0,3,1.0,26.3,14.7,0,1.0,37.0,+16.8,N Alabama,27.0,0.5283,0,1.0,7.5,10.8,Auburn,-27.0,0.5192,0,1.0,37.0,16.8,North Alabama,Auburn,27.0,-27.0,0,0.506,-1.0,0.3,0,0.49,-9.3,0.0,768,0.515,3.3,0.3,366,0.543,9.4,1.4,27.0,114,0.514,-9.1,0.8,-27.0,0,0.526,9.5,0.8,North Alabama,Auburn,27.0,-27.0,0,0.506,-0.4,0.3,0,0.49,-8.7,0.0,328,0.528,5.3,0.9,153,0.568,11.6,2.2,27.0,114,0.514,-9.1,0.8,-27.0,0,0.564,11.2,1.6,188.0,17.0,17.0,188.0,North Alabama,Auburn,True
2,4,81.4,9:30 PM,Friel Court at Beasley Coliseum,152,N Colorado,81,Wash State,Northern Colorado,Washington St.,11.5,0.5283,True,-11.5,0.5192,False,0,1.0,21.0,11.8,0,1.0,-2.0,11.0,4,0.5,9.5,3.0,0,0.667,16.0,+5.5,N Colorado,11.5,0.5283,0,1.0,3.5,11.8,Wash State,-11.5,0.5192,0,0.667,16.0,5.5,Northern Colorado,Washington St.,11.5,-11.5,0,0.503,0.3,0.1,0,0.555,-6.2,1.3,787,0.479,-0.4,0.1,378,0.511,5.0,0.7,11.5,224,0.528,-7.0,1.1,-11.5,0,0.489,8.9,0.6,Northern Colorado,Washington St.,11.5,-11.5,0,0.504,2.3,0.0,0,0.568,-2.9,1.8,321,0.473,-0.6,0.3,162,0.509,5.0,1.3,11.5,131,0.512,-7.3,0.7,-11.5,0,0.471,9.5,0.7,191.0,347.0,347.0,191.0,Northern Colorado,Washington St.,True
3,8,72.1,9:00 PM,Dee Glen Smith Spectrum,233,Montana,29,Utah St,Montana,Utah St.,17.5,0.5238,True,-17.5,0.5238,False,0,0.0,3.8,-10.8,0,0.0,-33.0,-10.8,2,1.0,49.3,21.0,0,1.0,49.3,+21.0,Montana,17.5,0.5238,0,0.0,-33.0,-10.8,Utah St,-17.5,0.5238,0,1.0,42.0,21.0,Montana,Utah St.,17.5,-17.5,0,0.485,3.4,-0.1,0,0.489,-2.8,0.1,780,0.531,7.7,1.2,358,0.565,14.0,1.9,17.5,249,0.461,-7.5,-0.4,-17.5,0,0.553,10.9,1.5,Montana,Utah St.,17.5,-17.5,0,0.481,4.5,-0.2,0,0.503,-2.2,-0.2,312,0.521,6.9,1.3,137,0.6,13.8,2.6,17.5,93,0.407,-9.2,-1.5,-17.5,0,0.585,11.3,2.0,182.0,328.0,328.0,182.0,Montana,Utah St.,False
4,9,63.6,8:00 PM,Bud Walton Arena,279,Pacific,36,Arkansas,Pacific,Arkansas,24.5,0.5283,True,-24.5,0.5192,False,0,0.333,16.0,-0.2,0,0.0,-10.0,-6.5,3,0.333,9.0,0.7,0,0.5,16.0,+1.3,Pacific,24.5,0.5283,0,0.5,1.5,4.0,Arkansas,-24.5,0.5192,0,0.5,16.0,1.3,Pacific,Arkansas,24.5,-24.5,0,0.478,1.0,-0.4,0,0.476,-4.1,-0.1,777,0.482,5.0,-0.4,374,0.548,12.6,1.0,24.5,368,0.461,-8.5,-0.5,-24.5,0,0.501,8.6,-0.1,Pacific,Arkansas,24.5,-24.5,0,0.425,-3.3,-1.3,0,0.434,-8.6,-0.8,338,0.512,5.3,0.1,170,0.539,11.9,0.8,24.5,185,0.439,-10.6,-1.2,-24.5,0,0.523,10.5,0.7,230.0,14.0,14.0,230.0,Pacific,Arkansas,False
5,10,63.2,8:00 PM,Banterra Center,199,N Dakota St,177,S Illinois,North Dakota State,Southern Illinois,7.0,0.5192,True,-7.0,0.5283,False,0,0.333,7.8,2.8,0,0.5,1.5,10.5,2,0.5,1.7,-0.5,0,0.0,22.0,--,N Dakota St,7.0,0.5192,0,0.5,1.5,10.5,S Illinois,-7.0,0.5283,0,0.0,0.0,0.0,North Dakota State,Southern Illinois,7.0,-7.0,0,0.479,4.7,0.4,0,0.467,-2.9,0.1,811,0.502,2.0,-0.2,362,0.49,7.1,0.1,7.0,166,0.451,-7.3,0.4,-7.0,0,0.501,6.9,-0.1,North Dakota State,Southern Illinois,7.0,-7.0,0,0.457,3.2,-0.2,0,0.45,-3.7,-0.1,300,0.509,1.3,-0.1,138,0.53,6.7,0.2,7.0,116,0.395,-9.0,-1.2,-7.0,0,0.54,6.9,0.5,192.0,255.0,255.0,192.0,North Dakota State,Southern Illinois,True
6,11,62.8,6:30 PM,Bob Carpenter Center,143,Bryant,231,Delaware,Bryant,Delaware,-2.0,0.5238,False,2.0,0.5238,True,0,0.5,21.0,1.8,0,1.0,23.0,16.5,3,0.333,-0.7,-1.8,0,0.0,-4.0,-9.0,Delaware,2.0,0.5238,0,1.0,6.0,12.5,Bryant,-2.0,0.5238,0,0.5,10.5,1.8,Bryant,Delaware,-2.0,2.0,0,0.457,-3.6,-0.9,0,0.441,-8.8,-1.0,647,0.488,-0.7,-0.7,270,0.456,3.5,-1.3,2.0,388,0.516,-7.8,-0.1,-2.0,0,0.491,6.4,-0.5,Bryant,Delaware,-2.0,2.0,0,0.461,-1.3,-0.6,0,0.44,-6.9,-0.7,287,0.482,-1.6,-0.9,121,0.449,2.0,-1.6,2.0,166,0.503,-7.9,-0.5,-2.0,0,0.51,6.8,-0.1,31.0,68.0,31.0,68.0,Bryant,Delaware,True
7,14,57.7,7:00 PM,Nido and Mariana Qubein Arena,288,American,96,High Point,American U.,High Point,16.0,0.5192,True,-16.0,0.5283,False,0,0.25,-15.3,-8.1,0,0.0,-24.3,-15.3,4,0.5,17.5,0.6,0,0.5,17.5,+0.6,American,16.0,0.5192,0,0.333,-17.7,-7.5,High Point,-16.0,0.5283,0,0.5,17.5,0.6,American U.,High Point,16.0,-16.0,0,0.487,-1.2,-0.4,0,0.512,-5.0,0.1,241,0.49,0.4,-1.2,103,0.505,8.5,-0.4,16.0,197,0.5,-8.4,-0.3,-16.0,0,0.467,5.4,-1.3,American U.,High Point,16.0,-16.0,0,0.481,-3.0,-0.3,0,0.53,-6.3,0.6,214,0.509,1.6,-1.0,96,0.521,8.8,-0.1,16.0,119,0.525,-6.9,0.5,-16.0,0,0.5,5.9,-0.8,8.0,110.0,110.0,8.0,American U.,High Point,False
8,17,49.4,8:00 PM,Moody Coliseum,347,Prairie View,59,S Methodist,Prairie View A&M,Southern Methodist,28.0,0.5192,True,-28.0,0.5283,False,0,0.5,-5.0,-3.8,0,0.5,-18.0,-3.8,4,0.25,16.3,0.6,0,0.333,25.3,+5.0,Prairie View,28.0,0.5192,0,0.5,-18.0,-3.8,S Methodist,-28.0,0.5283,0,0.25,16.3,0.6,Prairie View A&M,Southern Methodist,28.0,-28.0,0,0.518,-5.4,0.5,0,0.496,-12.7,0.0,718,0.489,3.5,-0.4,347,0.476,8.9,0.0,28.0,128,0.536,-11.5,1.0,-28.0,0,0.49,8.2,-0.3,Prairie View A&M,Southern Methodist,28.0,-28.0,0,0.503,-2.1,0.3,0,0.496,-8.5,-0.2,298,0.483,6.7,-0.2,153,0.5,12.9,0.7,28.0,108,0.514,-11.4,0.6,-28.0,0,0.498,10.6,0.4,236.0,257.0,257.0,236.0,Prairie View A&M,Southern Methodist,True
9,18,48.7,8:00 PM,United Supermarkets Arena,363,Ark Pine Bl,13,Texas Tech,Arkansas-Pine Bluff,Texas Tech,40.0,0.5192,True,-40.0,0.5283,False,0,0.25,-16.0,-6.3,0,0.25,-30.5,-6.3,3,0.667,33.7,5.3,0,0.667,33.7,+5.3,Ark Pine Bl,40.0,0.5192,0,0.25,-30.5,-6.3,Texas Tech,-40.0,0.5283,0,0.667,33.7,5.3,Arkansas-Pine Bluff,Texas Tech,40.0,-40.0,0,0.445,-9.9,-0.6,0,0.426,-16.0,-0.7,793,0.474,2.9,-0.4,390,0.521,10.2,0.7,40.0,190,0.423,-16.0,-1.4,-40.0,0,0.508,10.9,0.5,Arkansas-Pine Bluff,Texas Tech,40.0,-40.0,0,0.447,-8.8,-0.7,0,0.434,-15.7,-0.8,327,0.489,7.2,0.8,168,0.536,14.3,1.7,40.0,165,0.426,-16.3,-1.4,-40.0,0,0.5,12.7,0.9,13.0,298.0,298.0,13.0,Arkansas-Pine Bluff,Texas Tech,False
