Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,94.5,10:00 PM,Viejas Arena,1,Gonzaga,69,San Diego St,Gonzaga,Gonzaga,San Diego State,San Diego St.,-11.5,−110,False,+11.5,−110,True,Gonzaga,2-1-0,66.7%,35.0,16.5,0,0,0.0,0.0,San Diego St,0-1-0,0.0%,28.0,-5.5,0-1-0,0.0%,28.0,-5.5,San Diego St,+11.5,−110,0,0,0.0,0.0,Gonzaga,-11.5,−110,2-1-0,66.7%,35.0,16.5
2,88.2,7:00 PM,Legacy Center,76,North Texas,95,Mcneese St,North Texas,North Texas,McNeese,McNeese St.,+3,−108,True,-3,−112,False,North Texas,2-0-0,100.0%,20.7,4.5,1-0-0,100.0%,3.0,5.5,Mcneese St,1-1-0,50.0%,13.0,-4.0,0-0-0,0.0%,54.0,--,North Texas,+3,−108,1-0-0,100.0%,3.0,5.5,Mcneese St,-3,−112,0-1-0,0.0%,-7.0,-17.5
3,82.6,9:00 PM,Neville Arena,169,N Alabama,3,Auburn,North Alabama,North Alabama,Auburn,Auburn,+27,−112,True,-27,−108,False,N Alabama,4-0-0,100.0%,17.3,11.0,1-0-0,100.0%,16.0,21.0,Auburn,2-0-1,100.0%,26.3,14.7,1-0-1,100.0%,37.0,+16.8,N Alabama,+27,−112,2-0-0,100.0%,7.5,10.8,Auburn,-27,−108,1-0-1,100.0%,37.0,16.8
4,81.4,9:30 PM,Friel Court at Beasley Coliseum,152,N Colorado,81,Wash State,Northern Colorado,Northern Colorado,Washington State,Washington St.,+11.5,−112,True,-11.5,−108,False,N Colorado,2-0-0,100.0%,21.0,11.8,1-0-0,100.0%,-2.0,11.0,Wash State,2-2-0,50.0%,9.5,3.0,2-1-0,66.7%,16.0,+5.5,N Colorado,+11.5,−112,2-0-0,100.0%,3.5,11.8,Wash State,-11.5,−108,2-1-0,66.7%,16.0,5.5
5,76.2,7:00 PM,Lenovo Center,193,Colgate,63,Nc State,Colgate,Colgate,North Carolina State,NC State,+12.5,−108,True,N/A,N/A,False,Colgate,2-1-0,66.7%,4.7,-2.0,1-1-0,50.0%,-9.5,-5.3,Nc State,1-2-0,33.3%,17.3,-3.5,1-2-0,33.3%,17.3,-3.5,Colgate,+12.5,−108,1-0-0,100.0%,-2.0,10.0,Nc State,N/A,N/A,1-2-0,33.3%,17.3,-3.5
6,75.6,6:00 PM,Crisler Center,214,Miami (Oh),26,Michigan,Miami OH,Miami (OH),Michigan,Michigan,+23,−112,True,-23,−108,False,Miami (Oh),1-2-0,33.3%,6.3,1.2,1-0-0,100.0%,14.0,21.0,Michigan,2-1-0,66.7%,19.3,9.2,2-0-0,100.0%,30.0,+15.8,Miami (Oh),+23,−112,1-0-0,100.0%,14.0,21.0,Michigan,-23,−108,2-1-0,66.7%,19.3,9.2
7,74.4,8:00 PM,Kohl Center,217,Tx-Pan Am,33,Wisconsin,UTRGV,Texas Rio Grande Valley,Wisconsin,Wisconsin,N/A,N/A,False,-20.5,−108,False,Tx-Pan Am,4-0-0,100.0%,10.4,10.6,2-0-0,100.0%,-16.5,9.5,Wisconsin,3-1-0,75.0%,20.5,7.6,3-1-0,75.0%,20.5,+7.6,Wisconsin,-20.5,−108,1-0-0,100.0%,15.0,19.5,Tx-Pan Am,N/A,N/A,2-0-0,100.0%,17.5,11.8
8,72.1,9:00 PM,Dee Glen Smith Spectrum,233,Montana,29,Utah St,Montana,Montana,Utah State,Utah St.,+17.5,−110,True,-17.5,−110,False,Montana,0-2-0,0.0%,3.8,-10.8,0-2-0,0.0%,-33.0,-10.8,Utah St,2-0-0,100.0%,49.3,21.0,2-0-0,100.0%,49.3,+21.0,Montana,+17.5,−110,0-2-0,0.0%,-33.0,-10.8,Utah St,-17.5,−110,2-0-0,100.0%,42.0,21.0
9,63.6,8:00 PM,Bud Walton Arena,279,Pacific,36,Arkansas,Pacific,Pacific,Arkansas,Arkansas,+24.5,−112,True,-24.5,−108,False,Pacific,1-2-0,33.3%,16.0,-0.2,0-1-0,0.0%,-10.0,-6.5,Arkansas,1-2-0,33.3%,9.0,0.7,1-1-0,50.0%,16.0,+1.3,Pacific,+24.5,−112,1-1-0,50.0%,1.5,4.0,Arkansas,-24.5,−108,1-1-0,50.0%,16.0,1.3
10,63.2,8:00 PM,Banterra Center,199,N Dakota St,177,S Illinois,North Dakota State,North Dakota State,Southern Illinois,Southern Illinois,+7,−108,True,-7,−112,False,N Dakota St,1-2-0,33.3%,7.8,2.8,1-1-0,50.0%,1.5,10.5,S Illinois,1-1-0,50.0%,1.7,-0.5,0-0-0,0.0%,22.0,--,N Dakota St,+7,−108,1-1-0,50.0%,1.5,10.5,S Illinois,-7,−112,0,0,0.0,0.0
