Team,Over Record,Over %,Under %,Total +/-
Dallas,7-2-0,77.8%,22.2%,+7.5
Phoenix,6-2-0,75.0%,25.0%,+1.8
Memphis,6-2-0,75.0%,25.0%,+9.1
New York,8-3-0,72.7%,27.3%,+11.0
Atlanta,7-3-0,70.0%,30.0%,+3.6
Cleveland,5-3-0,62.5%,37.5%,+7.1
Washington,5-3-0,62.5%,37.5%,-0.2
Golden State,6-4-0,60.0%,40.0%,+1.9
Indiana,6-4-0,60.0%,40.0%,-3.2
Chicago,7-5-0,58.3%,41.7%,+6.8
San Antonio,4-3-0,57.1%,42.9%,-6.0
Minnesota,5-4-0,55.6%,44.4%,+3.6
Utah,5-4-0,55.6%,44.4%,+5.7
Miami,5-4-0,55.6%,44.4%,+1.1
Denver,4-4-0,50.0%,50.0%,+6.0
LA Clippers,4-4-1,50.0%,50.0%,+3.7
Philadelphia,4-4-0,50.0%,50.0%,-3.9
Brooklyn,6-6-0,50.0%,50.0%,+4.3
Charlotte,4-4-0,50.0%,50.0%,+2.7
Orlando,5-6-0,45.5%,54.6%,-6.7
LA Lakers,4-5-0,44.4%,55.6%,+0.4
Sacramento,4-5-0,44.4%,55.6%,+0.2
New Orleans,4-5-0,44.4%,55.6%,-5.3
Houston,4-5-0,44.4%,55.6%,-2.8
Okla City,3-5-0,37.5%,62.5%,-6.0
Milwaukee,3-5-0,37.5%,62.5%,-3.8
Detroit,4-7-0,36.4%,63.6%,-3.1
Boston,3-6-0,33.3%,66.7%,0.0
Portland,3-7-1,30.0%,70.0%,-10.3
Toronto,3-8-0,27.3%,72.7%,-3.8
