Team,ATS Record,Cover %,MOV,ATS +/-
Indiana,195-152-10,56.2%,2.3,+1.6
Golden State,196-163-8,54.6%,3.9,+0.7
New Orleans,179-155-3,53.6%,0.5,+0.9
Okla City,172-150-7,53.4%,1.9,+0.6
Dallas,181-161-7,52.9%,3.0,+0.6
Portland,166-150-6,52.5%,0.2,+0.2
Detroit,177-160-7,52.5%,0.5,+0.9
Miami,194-178-7,52.2%,2.7,+0.6
San Antonio,180-167-7,51.9%,4.5,+0.4
Cleveland,197-186-3,51.4%,2.2,+0.4
Houston,180-172-2,51.1%,2.7,+0.5
Memphis,186-180-7,50.8%,0.6,+0.6
Boston,178-174-13,50.6%,3.1,+0.2
Brooklyn,174-172-7,50.3%,-1.1,+0.4
Philadelphia,173-174-6,49.9%,-1.4,-0.4
Toronto,152-156-7,49.4%,0.8,-0.4
Milwaukee,187-194-10,49.1%,1.0,-0.1
Chicago,178-185-8,49.0%,-0.8,-0.3
New York,155-163-4,48.7%,-2.0,-0.5
Denver,161-171-6,48.5%,2.3,-0.4
LA Clippers,167-179-3,48.3%,1.2,-0.8
Utah,159-171-10,48.2%,1.6,-0.3
LA Lakers,152-166-4,47.8%,1.5,0.0
Orlando,153-170-7,47.4%,-1.7,-1.3
Charlotte,144-163-6,46.9%,-3.8,-1.0
Sacramento,146-167-9,46.7%,-2.2,-0.4
Washington,154-180-9,46.1%,-2.2,-0.8
Atlanta,163-192-0,45.9%,-1.3,-0.4
Minnesota,144-178-3,44.7%,-1.2,-0.8
Phoenix,135-179-7,43.0%,-0.5,-2.1
