Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,98.3,6:30 PM,Bryce Jordan Center,17,Purdue,30,Penn St,Purdue,Purdue,Penn State,Penn St.,+2,−110,True,-2,−110,False,Purdue,175-159-11,52.4%,10.0,1.1,44-57-5,43.6%,1.3,-1.0,Penn St,174-144-7,54.7%,2.4,1.0,80-72-1,52.6%,7.9,0.9,Purdue,+2,−110,31-30-2,50.8%,-3.1,0.9,Penn St,-2,−110,75-77-5,49.3%,8.8,0.0
2,91.6,8:00 PM,Ed and Rae Schollmaier Arena,67,Xavier,72,Tx Christian,Xavier,Xavier,TCU,Texas Christian,+1.5,−112,True,-1.5,−108,False,Xavier,170-169-7,50.2%,5.3,0.2,51-56-2,47.7%,-1.3,-0.3,Tx Christian,156-166-7,48.5%,3.4,-0.2,78-85-4,47.9%,9.3,0.1,Xavier,+1.5,−112,56-50-4,52.8%,-3.6,1.2,Tx Christian,-1.5,−108,86-94-3,47.8%,10.0,-0.1
3,84.1,10:00 PM,The Thunderdome,103,Ucsd,113,Ucsb,,San Diego,UC Santa Barbara,UC Santa Barbara,N/A,N/A,False,-3,−108,False,Ucsd,55-51-2,51.9%,1.5,0.3,26-27-0,49.1%,-5.3,0.4,Ucsb,145-137-7,51.4%,4.9,-0.2,52-63-4,45.2%,10.2,-2.1,Ucsb,-3,−108,46-44-1,51.1%,-5.8,0.4,Ucsd,N/A,N/A,23-18-0,56.1%,4.9,-0.8
4,81.6,10:00 PM,War Memorial at the Sobrato Center,154,Saint Louis,61,San Francisco,Saint Louis,Saint Louis,San Francisco,San Francisco,+8.5,−105,True,-8.5,−115,False,Saint Louis,153-155-2,49.7%,0.6,-0.8,46-58-0,44.2%,-6.7,-1.5,San Francisco,149-165-6,47.5%,4.8,0.4,65-87-2,42.8%,9.1,-0.5,Saint Louis,+8.5,−105,74-76-0,49.3%,-8.1,-0.3,San Francisco,-8.5,−115,96-106-4,47.5%,10.0,0.8
5,70.9,10:00 PM,Bren Events Center,225,Cs Bakersfld,63,Uc Irvine,CSU Bakersfield,CSU Bakersfield,UC Irvine,UC Irvine,+15.5,−112,True,-15.5,−108,False,Cs Bakersfld,103-115-4,47.3%,1.7,0.5,54-60-2,47.4%,-5.3,0.9,Uc Irvine,165-144-11,53.4%,6.9,0.8,60-47-4,56.1%,15.4,1.2,Cs Bakersfld,+15.5,−112,64-74-3,46.4%,-7.4,0.6,Uc Irvine,-15.5,−108,120-101-9,54.3%,8.8,0.7
6,68.8,8:00 PM,Athletics-Recreation Center,82,Drake,228,Valparaiso,Drake,Drake,Valparaiso,Valparaiso,-10.5,−112,False,+10.5,−108,True,Drake,160-151-6,51.5%,3.4,0.8,48-69-2,41.0%,-4.5,-1.5,Valparaiso,155-150-7,50.8%,2.1,-0.2,65-68-2,48.9%,7.7,-0.4,Valparaiso,+10.5,−108,73-78-5,48.3%,-8.1,-0.6,Drake,-10.5,−112,88-76-3,53.7%,9.3,1.2
7,67.9,7:00 PM,OU Credit Union O'rena,151,Wright St,193,Oakland,Wright State,Wright St.,Oakland,Oakland,+1,−108,True,-1,−112,False,Wright St,155-158-4,49.5%,5.2,0.7,66-73-1,47.5%,-0.4,0.1,Oakland,171-145-4,54.1%,1.6,0.0,63-64-1,49.6%,6.8,-1.5,Wright St,+1,−108,50-45-1,52.6%,-5.0,1.5,Oakland,-1,−112,87-90-2,49.2%,6.0,-1.0
8,67.3,10:00 PM,Premier America Credit Union Arena,190,Uc Riverside,152,Cal St Nrdge,UC Riverside,UC Riverside,CSUN,CSU Northridge,+5.5,−112,True,-5.5,−108,False,Uc Riverside,142-135-9,51.3%,-0.2,0.3,73-70-5,51.1%,-6.4,-0.3,Cal St Nrdge,144-148-5,49.3%,-3.9,-0.9,55-70-1,44.0%,0.3,-2.4,Uc Riverside,+5.5,−112,92-84-8,52.3%,-6.6,0.8,Cal St Nrdge,-5.5,−108,38-35-3,52.1%,3.7,-1.5
9,64.4,7:30 PM,UTRGV Fieldhouse,189,Ste F Austin,171,Tx-Pan Am,SFA,Stephen F. Austin,UTRGV,Texas Rio Grande Valley,N/A,N/A,False,N/A,N/A,False,Ste F Austin,86-110-6,43.9%,8.1,-0.6,35-48-4,42.2%,0.9,-1.2,Tx-Pan Am,92-99-5,48.2%,-3.6,-0.4,33-36-3,47.8%,4.2,-0.3,Tx-Pan Am,N/A,N/A,69-76-4,47.6%,-10.6,-0.4,Ste F Austin,N/A,N/A,61-70-4,46.6%,8.4,-0.1
10,58.0,7:00 PM,Smith-Hammond Middleton Memorial Center,112,Samford,280,S Car State,Samford,Samford,South Carolina State,South Carolina State,-8,−108,False,+8,−112,True,Samford,144-140-5,50.7%,1.3,0.0,72-69-3,51.1%,-6.0,-1.0,S Car State,108-91-4,54.3%,-6.2,0.9,31-26-3,54.4%,4.9,2.4,S Car State,+8,−112,86-63-4,57.7%,-12.3,1.6,Samford,-8,−108,67-60-0,52.8%,8.4,1.2
