Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
11,57.4,12:00 PM,Allen Arena,284,Se Missouri,106,Lipscomb,,SE Missouri St.,Lipscomb,Lipscomb,N/A,N/A,False,-15,−108,False,Se Missouri,297-329-19,47.4%,-2.1,-0.3,157-169-12,48.2%,-7.7,0.2,Lipscomb,150-126-3,54.4%,1.2,0.5,61-58-1,51.3%,8.0,-0.2,Lipscomb,-15,−108,81-47-2,63.3%,-6.1,2.8,Se Missouri,N/A,N/A,83-94-2,46.9%,4.0,-0.9
12,55.5,7:30 PM,Stopher Gymnasium,229,Se Louisiana,200,Nicholls,Southeastern Louisiana,Southeastern Louisiana,Nicholls State,Nicholls State,N/A,N/A,False,-3,−105,False,Se Louisiana,122-94-2,56.5%,-1.2,0.2,69-48-0,59.0%,-8.3,0.6,Nicholls,97-109-2,47.1%,-3.1,-0.4,25-31-1,44.6%,7.3,0.2,Nicholls,-3,−105,53-57-1,48.2%,-12.9,-0.4,Se Louisiana,N/A,N/A,38-39-2,49.4%,4.5,-0.6
13,53.8,1:00 PM,Calihan Hall,115,Ipfw,300,Detroit,Purdue Fort Wayne,Purdue Fort Wayne,Detroit Mercy,Detroit Mercy,-8,−112,False,+8,−108,True,Ipfw,225-195-8,53.6%,0.2,0.4,123-96-1,56.2%,-7.6,0.5,Detroit,367-394-23,48.2%,0.2,-0.3,157-165-8,48.8%,7.0,0.1,Detroit,+8,−108,195-217-14,47.3%,-8.4,-0.7,Ipfw,-8,−112,99-106-5,48.3%,5.5,-0.8
14,52.1,7:00 PM,McDougald-McLendon Arena,204,Radford,238,Nc Central,,Radford,North Carolina Central,North Carolina Central,N/A,N/A,False,N/A,N/A,False,Radford,119-127-5,48.4%,0.1,-0.1,66-59-3,52.8%,-6.1,1.0,Nc Central,133-98-4,57.6%,2.5,1.4,42-29-1,59.2%,16.7,2.4,Nc Central,N/A,N/A,63-46-2,57.8%,-10.6,0.7,Radford,N/A,N/A,59-74-1,44.4%,4.0,-2.0
15,51.5,8:00 PM,UW-Milwaukee Panther Arena,275,Cleveland St,168,Wi-Milwkee,Cleveland State,Cleveland St.,Milwaukee,Milwaukee,+8,−112,True,-8,−108,False,Cleveland St,359-386-20,48.2%,-0.6,-0.4,178-186-11,48.9%,-6.3,-0.5,Wi-Milwkee,378-360-22,51.2%,0.1,0.0,157-162-7,49.2%,5.4,-0.4,Cleveland St,+8,−112,209-228-9,47.8%,-8.5,-0.4,Wi-Milwkee,-8,−108,158-171-11,48.0%,4.9,-1.0
16,51.2,8:00 PM,Dugan Wellness Center,286,Lamar,153,Tx A&M-Cc,Lamar,Lamar,A&M-Corpus Christi,Texas A&M CC,+8,−108,True,-8,−112,False,Lamar,117-131-5,47.2%,0.1,0.0,56-74-2,43.1%,-8.2,-0.6,Tx A&M-Cc,127-108-5,54.0%,1.5,0.7,44-39-2,53.0%,8.9,0.5,Lamar,+8,−108,77-86-5,47.2%,-9.8,0.1,Tx A&M-Cc,-8,−112,55-48-3,53.4%,6.0,-0.3
17,50.2,9:00 PM,University Credit Union Center,230,Cal Poly,231,Uc Davis,Cal Poly,Cal Poly SLO,UC Davis,UC Davis,+2.5,−110,True,-2.5,−110,False,Cal Poly,320-364-21,46.8%,-3.3,-0.6,168-180-13,48.3%,-8.9,-0.5,Uc Davis,236-237-10,49.9%,-2.1,-0.1,83-100-4,45.4%,3.0,-1.3,Cal Poly,+2.5,−110,231-248-16,48.2%,-8.7,0.0,Uc Davis,-2.5,−110,85-100-7,46.0%,3.9,-1.2
18,44.8,8:00 PM,First National Bank Arena,345,Jackson St,114,Arkansas St,Jackson State,Jackson State,Arkansas State,Arkansas St.,+14.5,−105,True,-14.5,−115,False,Jackson St,119-115-3,50.9%,-3.1,-0.4,79-63-2,55.6%,-8.6,0.5,Arkansas St,349-344-16,50.4%,1.2,0.0,157-132-6,54.3%,8.7,0.5,Jackson St,+14.5,−105,80-64-3,55.6%,-12.1,0.6,Arkansas St,-14.5,−115,147-159-7,48.0%,5.1,-0.7
19,39.2,3:30 PM,Reed Green Coliseum,251,Alabama St,277,S Mississippi,Alabama State,Alabama St.,Southern Mississippi,Southern Miss,+3,−110,True,N/A,N/A,False,Alabama St,113-114-4,49.8%,-2.8,-0.7,60-57-3,51.3%,-9.1,-1.5,S Mississippi,358-351-16,50.5%,0.9,-0.4,159-133-6,54.5%,8.2,0.5,Alabama St,+3,−110,79-80-4,49.7%,-13.4,-0.8,S Mississippi,N/A,N/A,167-129-8,56.4%,6.6,0.2
20,37.9,8:00 PM,Alice P. McDermott Convocation Center,266,Nw State,271,Incar Word,Northwestern State,Northwestern St.,UIW,Incarnate Word,+4,−112,True,N/A,N/A,False,Nw State,118-102-6,53.6%,-2.1,0.3,67-51-3,56.8%,-8.9,0.5,Incar Word,82-90-1,47.7%,-3.3,-1.0,29-39-1,42.7%,4.3,-2.2,Nw State,+4,−112,88-75-3,54.0%,-12.4,0.0,Incar Word,N/A,N/A,6-13-0,31.6%,-2.1,-5.7
21,32.6,7:00 PM,Joan Perry Brock Center,361,Maryland Es,183,Longwood,UMES,Maryland-Eastern Shore,Longwood,Longwood,N/A,N/A,False,-19,−108,False,Maryland Es,100-95-4,51.3%,-9.0,-0.9,61-59-2,50.8%,-15.2,-0.8,Longwood,115-104-3,52.5%,-4.5,1.2,47-32-2,59.5%,4.9,2.0,Longwood,-19,−108,59-57-2,50.9%,-7.4,2.3,Maryland Es,N/A,N/A,16-10-1,61.5%,6.1,1.1
22,19.3,10:00 PM,Titan Gym,340,Lg Beach St,292,Cs Fullerton,Long Beach State,Long Beach St.,Cal State Fullerton,CSU Fullerton,+5.5,−108,True,-5.5,−112,False,Lg Beach St,386-374-17,50.8%,-1.1,-0.1,193-182-4,51.5%,-7.0,-0.1,Cs Fullerton,343-363-21,48.6%,-0.5,-0.2,137-157-8,46.6%,5.1,-1.0,Lg Beach St,+5.5,−108,225-207-11,52.1%,-9.0,-0.1,Cs Fullerton,-5.5,−112,131-142-6,48.0%,4.8,-0.9
23,8.6,8:00 PM,Sharp Gymnasium,346,Tx A&M-Com,348,Hsn Christian,Texas A&M-Commerce,Texas A&M Commerce,Houston Christian,Houston Christian,N/A,N/A,False,-1.5,−112,False,Tx A&M-Com,33-35-2,48.5%,-4.7,-1.1,20-20-2,50.0%,-11.5,0.0,Hsn Christian,102-104-3,49.5%,-6.4,-1.1,34-40-2,46.0%,4.6,-1.2,Hsn Christian,-1.5,−112,84-86-3,49.4%,-13.8,-1.0,Tx A&M-Com,N/A,N/A,5-12-0,29.4%,1.5,-4.1
24,--,7:00 PM,Swisher Gymnasium,0,Florida Tech,232,Jacksonville,0,0,Jacksonville,Jacksonville,N/A,N/A,False,N/A,N/A,False,0,0,0,0.0,0.0,0,0,0.0,0.0,Jacksonville,127-127-5,50.0%,-1.1,0.2,45-48-3,48.4%,6.0,1.0,Jacksonville,N/A,N/A,84-78-2,51.9%,-8.8,0.4,Florida Tech,N/A,N/A,0,0,0.0,0.0
24,--,7:00 PM,UNF Arena,0,Warner University,181,N Florida,0,0,North Florida,North Florida,N/A,N/A,False,N/A,N/A,False,0,0,0,0.0,0.0,0,0,0.0,0.0,N Florida,142-117-2,54.8%,-3.2,1.1,55-37-1,59.8%,6.3,2.9,N Florida,N/A,N/A,91-68-2,57.2%,-10.4,1.5,Warner University,N/A,N/A,0,0,0.0,0.0
24,--,7:00 PM,Sturrus Sports & Fitness Center,185,Central Mich,0,Aquinas,Central Michigan,Central Michigan,0,0,N/A,N/A,False,N/A,N/A,False,Central Mich,346-376-29,47.9%,-2.1,-0.5,173-188-18,47.9%,-8.6,-0.4,0,0,0,0.0,0.0,0,0,0.0,0.0,Aquinas,N/A,N/A,0,0,0.0,0.0,Central Mich,N/A,N/A,117-123-7,48.8%,4.6,-0.8
