Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,98.3,6:30 PM,Bryce Jordan Center,17,Purdue,30,Penn St,Purdue,Purdue,Penn State,Penn St.,+2,−110,True,-2,−110,False,Purdue,4-4-0,50.0%,10.6,0.7,0-1-0,0.0%,-18.0,-12.5,Penn St,4-4-0,50.0%,23.8,6.0,2-3-0,40.0%,31.4,+7.5,Purdue,+2,−110,1-1-0,50.0%,-4.5,0.3,Penn St,-2,−110,4-3-0,57.1%,28.3,7.9
2,91.6,8:00 PM,Ed and Rae Schollmaier Arena,67,Xavier,72,Tx Christian,Xavier,Xavier,TCU,Texas Christian,+1.5,−112,True,-1.5,−108,False,Xavier,3-5-0,37.5%,10.9,-7.6,0,0,0.0,0.0,Tx Christian,1-6-0,14.3%,8.1,-5.4,1-3-0,25.0%,22.5,-0.5,Xavier,+1.5,−112,0-1-0,0.0%,-25.0,-23.5,Tx Christian,-1.5,−108,1-5-0,16.7%,11.5,-5.5
3,84.1,10:00 PM,The Thunderdome,103,Ucsd,113,Ucsb,,San Diego,UC Santa Barbara,UC Santa Barbara,N/A,N/A,False,-3,−108,False,Ucsd,5-2-0,71.4%,16.5,6.2,1-0-0,100.0%,-5.0,5.5,Ucsb,3-3-0,50.0%,20.9,3.9,2-2-0,50.0%,20.0,-2.3,Ucsb,-3,−108,0,0,0.0,0.0,Ucsd,N/A,N/A,1-2-0,33.3%,5.0,-4.3
4,81.6,10:00 PM,War Memorial at the Sobrato Center,154,Saint Louis,61,San Francisco,Saint Louis,Saint Louis,San Francisco,San Francisco,+8.5,−105,True,-8.5,−115,False,Saint Louis,1-5-0,16.7%,7.1,-7.2,0,0,0.0,0.0,San Francisco,4-4-0,50.0%,15.5,2.6,3-2-0,60.0%,24.4,+5.9,Saint Louis,+8.5,−105,0-2-0,0.0%,-16.0,-13.5,San Francisco,-8.5,−115,3-3-0,50.0%,21.3,3.4
5,70.9,10:00 PM,Bren Events Center,225,Cs Bakersfld,63,Uc Irvine,CSU Bakersfield,CSU Bakersfield,UC Irvine,UC Irvine,+15.5,−112,True,-15.5,−108,False,Cs Bakersfld,3-3-1,50.0%,6.8,1.6,0-2-1,0.0%,-14.3,-6.7,Uc Irvine,5-2-0,71.4%,15.6,6.9,1-0-0,100.0%,24.0,+1.5,Cs Bakersfld,+15.5,−112,1-3-1,25.0%,-7.6,-1.6,Uc Irvine,-15.5,−108,4-2-0,66.7%,12.5,4.2
6,68.8,8:00 PM,Athletics-Recreation Center,82,Drake,228,Valparaiso,Drake,Drake,Valparaiso,Valparaiso,-10.5,−112,False,+10.5,−108,True,Drake,4-2-0,66.7%,16.7,8.8,0,0,0.0,0.0,Valparaiso,2-4-0,33.3%,9.1,-0.8,2-2-0,50.0%,20.6,+2.3,Valparaiso,+10.5,−108,0-2-0,0.0%,-19.5,-6.8,Drake,-10.5,−112,1-2-0,33.3%,10.3,0.7
7,67.9,7:00 PM,OU Credit Union O'rena,151,Wright St,193,Oakland,Wright State,Wright St.,Oakland,Oakland,+1,−108,True,-1,−112,False,Wright St,5-2-0,71.4%,6.1,4.4,1-2-0,33.3%,-12.3,-1.5,Oakland,3-2-0,60.0%,-4.2,4.4,0-1-0,0.0%,9.5,-11.0,Wright St,+1,−108,4-2-0,66.7%,-3.8,4.3,Oakland,-1,−112,0-1-0,0.0%,-4.0,-11.0
8,67.3,10:00 PM,Premier America Credit Union Arena,190,Uc Riverside,152,Cal St Nrdge,UC Riverside,UC Riverside,CSUN,CSU Northridge,+5.5,−112,True,-5.5,−108,False,Uc Riverside,5-2-1,71.4%,-3.4,-0.8,4-2-0,66.7%,-12.0,-2.3,Cal St Nrdge,5-2-0,71.4%,12.5,5.8,0-0-0,0.0%,48.0,--,Uc Riverside,+5.5,−112,4-1-0,80.0%,-12.0,0.4,Cal St Nrdge,-5.5,−108,4-1-0,80.0%,12.6,7.8
9,64.4,7:30 PM,UTRGV Fieldhouse,189,Ste F Austin,171,Tx-Pan Am,SFA,Stephen F. Austin,UTRGV,Texas Rio Grande Valley,N/A,N/A,False,N/A,N/A,False,Ste F Austin,2-3-1,40.0%,5.6,-2.4,1-2-0,33.3%,-5.7,-2.5,Tx-Pan Am,6-0-0,100.0%,9.9,11.2,1-0-0,100.0%,35.0,+6.5,Tx-Pan Am,N/A,N/A,3-0-0,100.0%,-12.0,12.3,Ste F Austin,N/A,N/A,2-1-1,66.7%,4.3,-0.8
10,58.0,7:00 PM,Smith-Hammond Middleton Memorial Center,112,Samford,280,S Car State,Samford,Samford,South Carolina State,South Carolina State,-8,−108,False,+8,−112,True,Samford,4-3-0,57.1%,15.3,0.7,1-2-0,33.3%,-3.0,1.3,S Car State,5-4-0,55.6%,8.2,12.1,2-0-0,100.0%,64.0,+51.0,S Car State,+8,−112,1-4-0,20.0%,-15.2,-1.8,Samford,-8,−108,3-3-0,50.0%,8.0,-0.7
