Team,Over Record,Over %,Under %,Total +/-
Washington,201-163-8,55.2%,44.8%,+1.8
Phoenix,216-183-4,54.1%,45.9%,+0.3
Orlando,170-154-4,52.5%,47.5%,+0.7
Toronto,262-243-9,51.9%,48.1%,+0.9
Minnesota,189-177-0,51.6%,48.4%,0.0
Memphis,215-206-10,51.1%,48.9%,+1.0
Portland,210-205-6,50.6%,49.4%,+0.8
Detroit,144-141-8,50.5%,49.5%,+0.6
Boston,294-294-7,50.0%,50.0%,+0.8
New York,167-170-5,49.6%,50.5%,+0.8
Utah,227-232-6,49.5%,50.5%,+0.6
Milwaukee,263-269-3,49.4%,50.6%,+0.9
Denver,248-254-3,49.4%,50.6%,+0.1
New Orleans,191-196-4,49.4%,50.7%,+0.4
Cleveland,239-246-6,49.3%,50.7%,+0.6
Charlotte,168-173-3,49.3%,50.7%,+0.1
Philadelphia,213-222-6,49.0%,51.0%,-0.1
LA Clippers,253-264-12,48.9%,51.1%,-0.1
Brooklyn,180-189-4,48.8%,51.2%,+0.8
Golden State,299-316-11,48.6%,51.4%,-0.1
Chicago,181-192-3,48.5%,51.5%,+1.2
Atlanta,203-216-4,48.5%,51.6%,-0.4
LA Lakers,186-202-3,47.9%,52.1%,-0.3
Okla City,221-241-6,47.8%,52.2%,-0.5
San Antonio,213-233-4,47.8%,52.2%,-0.9
Miami,231-259-1,47.1%,52.9%,-0.5
Sacramento,162-186-7,46.6%,53.5%,-0.9
Indiana,195-231-4,45.8%,54.2%,-0.3
Houston,208-247-8,45.7%,54.3%,-1.4
Dallas,200-241-4,45.4%,54.7%,-0.7
