Team,all_games_ATS Record,all_games_Cover %,all_games_MOV,all_games_ATS +/-,equal_rest_ATS Record,equal_rest_Cover %,equal_rest_MOV,equal_rest_ATS +/-,four_plus_days_off_ATS Record,four_plus_days_off_Cover %,four_plus_days_off_MOV,four_plus_days_off_ATS +/-,is_after_loss_ATS Record,is_after_loss_Cover %,is_after_loss_MOV,is_after_loss_ATS +/-,is_after_win_ATS Record,is_after_win_Cover %,is_after_win_MOV,is_after_win_ATS +/-,is_away_ATS Record,is_away_Cover %,is_away_MOV,is_away_ATS +/-,is_dog_ATS Record,is_dog_Cover %,is_dog_MOV,is_dog_ATS +/-,is_fav_ATS Record,is_fav_Cover %,is_fav_MOV,is_fav_ATS +/-,is_home_ATS Record,is_home_Cover %,is_home_MOV,is_home_ATS +/-,no_rest_ATS Record,no_rest_Cover %,no_rest_MOV,no_rest_ATS +/-,one_day_off_ATS Record,one_day_off_Cover %,one_day_off_MOV,one_day_off_ATS +/-,rest_advantage_ATS Record,rest_advantage_Cover %,rest_advantage_MOV,rest_advantage_ATS +/-,rest_disadvantage_ATS Record,rest_disadvantage_Cover %,rest_disadvantage_MOV,rest_disadvantage_ATS +/-,two_three_days_off_ATS Record,two_three_days_off_Cover %,two_three_days_off_MOV,two_three_days_off_ATS +/-,all_games_ATS Record_numeric,equal_rest_ATS Record_numeric,four_plus_days_off_ATS Record_numeric,is_after_loss_ATS Record_numeric,is_after_win_ATS Record_numeric,is_away_ATS Record_numeric,is_dog_ATS Record_numeric,is_fav_ATS Record_numeric,is_home_ATS Record_numeric,no_rest_ATS Record_numeric,one_day_off_ATS Record_numeric,rest_advantage_ATS Record_numeric,rest_disadvantage_ATS Record_numeric,two_three_days_off_ATS Record_numeric,Home_Away_Advantage,Rest_Days_Advantage,Momentum_all_games_ATS Record_numeric_Last5,Matchup_Strength_Diff
Cleveland,14-4-0,0.9999999999999999,1.0,0.9924242424242424,8-3-0,0.8686868686868686,1.0,0.7528089887640449,1-0-0,1.0,0.9166666666666666,0.9122807017543859,1-0-0,1.0,1.0,0.8774834437086093,12-4-0,0.9375,0.9563636363636363,0.7725490196078431,6-2-0,0.9640102827763496,0.8862973760932945,0.9316239316239316,3-0-0,1.0,0.6394736842105263,0.6529411764705882,11-4-0,1.0,0.9999999999999999,1.0,8-2-0,0.8999999999999999,0.9685314685314683,0.8343558282208589,3-1-0,0.75,0.8656716417910447,0.5464285714285714,9-3-0,1.0,0.9102564102564104,0.7254901960784315,2-1-0,0.667,1.0,0.5492957746478873,4-0-0,1.0,0.6532507739938082,0.685121107266436,1-0-0,1.0,1.0,0.5846153846153845,10.0,5.0,1.0,1.0,8.0,4.0,3.0,7.0,6.0,2.0,6.0,1.0,4.0,1.0,0.08223409243817381,0.34674922600619185,10.0,0.3605263157894736
Brooklyn,11-5-1,0.8295454545454545,0.417910447761194,0.8106060606060607,6-3-1,0.7821067821067821,0.41694915254237286,0.6067415730337078,1-0-0,1.0,0.4444444444444444,0.543859649122807,7-2-1,0.7225,0.36986301369863017,0.675496688741722,3-3-0,0.625,0.2472727272727273,0.43921568627450974,7-2-1,1.0,0.5072886297376094,0.9102564102564102,9-3-1,0.75,0.5,0.6441176470588236,2-2-0,0.6821282401091405,0.34745762711864403,0.6306306306306306,4-3-0,0.5946666666666667,0.3531468531468531,0.5153374233128835,3-0-0,1.0,0.6169154228855721,0.8321428571428571,6-4-1,0.7,0.2991452991452992,0.5098039215686275,2-2-0,0.5,0.27462686567164174,0.3556338028169014,3-0-0,1.0,0.6501547987616101,0.8304498269896194,1-1-0,0.5,0.33802816901408445,0.4676923076923077,6.5,3.5,1.0,5.5,0.0,5.5,6.5,0.0,1.0,3.0,2.5,0.0,3.0,0.0,-0.15414177659075623,-0.37552793308996835,8.25,-0.15254237288135597
Houston,12-6-0,0.7897727272727274,0.8619402985074627,0.946969696969697,9-4-0,0.8181818181818182,0.8847457627118644,0.7078651685393258,0-1-0,0.0,0.4305555555555556,0.2719298245614035,4-1-0,0.75,0.6164383561643836,0.695364238410596,8-4-0,0.8337500000000001,0.9018181818181819,0.8117647058823528,4-3-0,0.7339331619537276,0.717201166180758,0.8760683760683761,3-1-0,0.75,0.5921052631578947,0.6294117647058823,9-5-0,0.8772169167803547,0.8644067796610169,0.972972972972973,8-3-0,0.8026666666666666,0.8706293706293705,0.8220858895705522,2-2-0,0.5,0.5671641791044776,0.22142857142857145,9-3-0,1.0,1.0,1.0,1-0-0,1.0,0.8208955223880596,0.9471830985915493,2-2-0,0.5,0.4891640866873066,0.4775086505190312,1-0-0,1.0,0.7746478873239436,0.8923076923076922,6.0,5.0,-1.0,3.0,4.0,1.0,2.0,4.0,5.0,0.0,6.0,1.0,0.0,1.0,0.1534282044486125,0.33173143570075303,7.5,0.2723015165031222
LA Clippers,12-6-0,0.7897727272727274,0.6492537313432836,0.946969696969697,6-2-0,0.9018759018759018,0.6440677966101694,0.7528089887640449,1-0-0,1.0,0.4583333333333333,0.5350877192982456,3-4-0,0.28625,0.2853881278538813,0.3675496688741722,8-2-0,1.0,0.8727272727272727,1.0,5-2-0,0.9177377892030849,0.6647230320699709,1.0,8-4-0,0.667,0.5947368421052631,0.65,4-2-0,0.9099590723055935,0.7966101694915254,0.9594594594594595,7-4-0,0.6813333333333333,0.5839160839160839,0.7055214723926381,2-2-0,0.5,0.5796019900497512,0.55,8-3-0,0.9540000000000002,0.6410256410256411,0.803921568627451,3-2-0,0.6,0.617910447761194,0.49295774647887325,3-2-0,0.6,0.6160990712074305,0.740484429065744,1-1-0,0.5,0.6619718309859155,0.563076923076923,6.0,4.0,1.0,-1.0,6.0,3.0,4.0,2.0,3.0,0.0,5.0,1.0,1.0,0.0,-0.080806948153887,0.0018113765537635107,7.125,0.2018733273862623
Toronto,11-6-0,0.7518939393939396,0.3171641791044776,0.7803030303030304,5-3-0,0.7215007215007214,0.24745762711864405,0.46629213483146065,0-1-0,0.0,0.08333333333333337,0.08771929824561409,8-4-0,0.5837500000000001,0.26712328767123295,0.5463576158940397,3-1-0,0.9375,0.38181818181818183,0.8352941176470587,5-4-0,0.7146529562982006,0.3294460641399417,0.7435897435897436,11-6-0,0.647,0.44999999999999996,0.5823529411764706,0,0.0,0.3813559322033898,0.7432432432432433,6-2-0,0.8333333333333333,0.38811188811188807,0.7668711656441718,3-1-0,0.75,0.34079601990049746,0.5571428571428572,6-2-0,1.0,0.3290598290598291,0.7320261437908497,2-1-0,0.667,0.6925373134328358,0.7007042253521127,4-2-0,0.667,0.22600619195046445,0.5778546712802769,2-2-0,0.5,0.49859154929577465,0.6,5.0,2.0,-1.0,4.0,2.0,1.0,5.0,0.0,4.0,2.0,4.0,1.0,2.0,0.0,0.05866582397194636,0.4665311214823713,6.7,-0.06864406779661014
Memphis,11-6-0,0.7518939393939396,0.7835820895522387,0.9696969696969697,5-4-0,0.6219336219336219,0.6915254237288135,0.6123595505617977,0-1-0,0.0,0.5277777777777778,0.49122807017543857,6-1-0,0.82125,0.54337899543379,0.6589403973509934,5-4-0,0.6950000000000001,0.8036363636363636,0.784313725490196,5-3-0,0.8033419023136247,0.7667638483965015,0.9572649572649572,5-1-0,0.833,0.6763157894736842,0.7264705882352941,6-5-0,0.7448840381991815,0.7542372881355932,0.9234234234234235,6-3-0,0.7226666666666668,0.7272727272727272,0.7607361963190185,3-0-0,1.0,0.8830845771144278,1.0,6-5-0,0.5920000000000001,0.7051282051282052,0.5882352941176472,1-2-0,0.33299999999999996,0.6029850746268657,0.22535211267605632,5-0-0,1.0,0.8761609907120744,1.0,2-0-0,1.0,0.6901408450704225,0.6461538461538461,5.0,1.0,-1.0,5.0,1.0,2.0,4.0,1.0,3.0,3.0,1.0,-1.0,5.0,2.0,-0.039491121123774287,-0.27317591608520875,5.7,0.077921498661909
Charlotte,10-6-0,0.7102272727272728,0.36567164179104483,0.6666666666666667,7-3-0,0.8297258297258298,0.31525423728813556,0.47191011235955055,1-0-0,1.0,0.5694444444444444,0.7280701754385965,5-4-0,0.44500000000000006,0.21917808219178084,0.3509933774834437,4-2-0,0.8337500000000001,0.44727272727272727,0.7725490196078431,5-3-0,0.8033419023136247,0.358600583090379,0.6282051282051282,10-5-0,0.667,0.46842105263157896,0.5411764705882353,0-1-0,0.0,0.5932203389830508,0.6756756756756758,5-3-0,0.6666666666666667,0.437062937062937,0.7300613496932515,1-2-0,0.33299999999999996,0.26865671641791045,0.3107142857142857,7-3-0,0.9000000000000001,0.23931623931623933,0.47712418300653603,2-1-0,0.667,0.6417910447761194,0.5704225352112676,1-2-0,0.33299999999999996,0.2662538699690403,0.4498269896193772,1-1-0,0.5,0.6901408450704225,0.563076923076923,4.0,4.0,1.0,1.0,2.0,2.0,5.0,-1.0,2.0,-1.0,4.0,1.0,-1.0,0.0,0.07846235397255796,0.37553717480707904,5.2,0.12479928635147186
Portland,10-6-1,0.7102272727272728,0.2574626865671642,0.6363636363636365,5-5-0,0.5411255411255411,0.1254237288135593,0.25280898876404495,0-1-0,0.0,0.0,0.0,7-3-0,0.625,0.2579908675799087,0.5298013245033113,3-2-1,0.75,0.29818181818181816,0.6666666666666666,5-3-1,0.8033419023136247,0.3819241982507289,0.7692307692307692,10-6-1,0.625,0.40789473684210525,0.5264705882352941,0,0.0,0.3813559322033898,0.7432432432432433,5-3-0,0.6666666666666667,0.19930069930069927,0.4723926380368098,3-1-1,0.75,0.38557213930348255,0.5857142857142857,5-3-0,0.75,0.23076923076923078,0.5098039215686275,3-1-0,0.75,0.6328358208955224,0.6936619718309859,2-0-1,1.0,0.2879256965944273,0.6505190311418686,2-1-0,0.667,0.428169014084507,0.5292307692307692,4.5,0.0,-1.0,4.0,1.5,2.5,4.5,0.0,2.0,2.5,2.0,2.0,2.5,1.0,-0.1826234989500296,0.3449101243010951,4.9,-0.02653880463871544
Golden State,10-6-0,0.7102272727272728,0.8656716417910448,1.0,9-2-0,0.9999999999999999,0.9593220338983051,1.0,1-0-0,1.0,1.0,1.0,3-0-0,1.0,0.7557077625570777,1.0,6-6-0,0.625,0.7418181818181818,0.6470588235294117,6-4-0,0.7712082262210798,0.8571428571428572,0.9572649572649572,4-1-0,0.8,0.7210526315789474,0.7676470588235293,6-5-0,0.7448840381991815,0.8389830508474576,0.9324324324324326,4-2-0,0.7226666666666668,0.7797202797202796,0.7852760736196318,1-1-0,0.5,0.5970149253731343,0.3464285714285714,7-3-0,0.9000000000000001,0.8547008547008548,0.8366013071895426,1-3-0,0.25,0.6417910447761194,0.36267605633802813,0-1-0,0.0,0.1640866873065016,0.0,1-2-0,0.33299999999999996,0.6816901408450704,0.5138461538461538,4.0,7.0,1.0,3.0,0.0,2.0,3.0,1.0,2.0,0.0,4.0,-2.0,-1.0,-1.0,-0.07742257742257763,0.47770435746961776,4.5,0.11793041926851022
Okla City,9-7-0,0.5928030303030302,0.9328358208955223,0.7121212121212122,5-2-0,0.8499278499278499,0.8711864406779661,0.5898876404494382,1-0-0,1.0,0.7083333333333333,0.7982456140350878,1-3-0,0.0625,0.5273972602739727,0.347682119205298,7-4-0,0.795,1.0,0.6901960784313724,4-2-0,0.8573264781491003,0.9096209912536444,0.8333333333333333,1-0-0,1.0,1.0,1.0,8-7-0,0.7271487039563438,0.8177966101694916,0.7837837837837839,5-5-0,0.5,0.8321678321678321,0.5521472392638037,2-2-0,0.5,0.8656716417910447,0.5321428571428571,6-4-0,0.7,0.8461538461538463,0.3921568627450981,2-2-0,0.5,0.9791044776119403,0.528169014084507,2-3-0,0.4,0.7647058823529413,0.4775086505190312,0-1-0,0.0,0.9436619718309859,0.4923076923076923,2.0,3.0,1.0,-2.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,-1.0,-1.0,-0.0774531590858123,0.21439859525899896,3.9,-0.18220338983050843
