Team,all_games_ATS Record,all_games_Cover %,all_games_MOV,all_games_ATS +/-,equal_rest_ATS Record,equal_rest_Cover %,equal_rest_MOV,equal_rest_ATS +/-,four_plus_days_off_ATS Record,four_plus_days_off_Cover %,four_plus_days_off_MOV,four_plus_days_off_ATS +/-,is_after_loss_ATS Record,is_after_loss_Cover %,is_after_loss_MOV,is_after_loss_ATS +/-,is_after_win_ATS Record,is_after_win_Cover %,is_after_win_MOV,is_after_win_ATS +/-,is_away_ATS Record,is_away_Cover %,is_away_MOV,is_away_ATS +/-,is_dog_ATS Record,is_dog_Cover %,is_dog_MOV,is_dog_ATS +/-,is_fav_ATS Record,is_fav_Cover %,is_fav_MOV,is_fav_ATS +/-,is_home_ATS Record,is_home_Cover %,is_home_MOV,is_home_ATS +/-,no_rest_ATS Record,no_rest_Cover %,no_rest_MOV,no_rest_ATS +/-,one_day_off_ATS Record,one_day_off_Cover %,one_day_off_MOV,one_day_off_ATS +/-,rest_advantage_ATS Record,rest_advantage_Cover %,rest_advantage_MOV,rest_advantage_ATS +/-,rest_disadvantage_ATS Record,rest_disadvantage_Cover %,rest_disadvantage_MOV,rest_disadvantage_ATS +/-,two_three_days_off_ATS Record,two_three_days_off_Cover %,two_three_days_off_MOV,two_three_days_off_ATS +/-,all_games_ATS Record_numeric,equal_rest_ATS Record_numeric,four_plus_days_off_ATS Record_numeric,is_after_loss_ATS Record_numeric,is_after_win_ATS Record_numeric,is_away_ATS Record_numeric,is_dog_ATS Record_numeric,is_fav_ATS Record_numeric,is_home_ATS Record_numeric,no_rest_ATS Record_numeric,one_day_off_ATS Record_numeric,rest_advantage_ATS Record_numeric,rest_disadvantage_ATS Record_numeric,two_three_days_off_ATS Record_numeric,Home_Away_Advantage,Rest_Days_Advantage,Momentum_all_games_ATS Record_numeric_Last5,Matchup_Strength_Diff
Oregon St,7-0-0,1.0,0.8551236749116609,0.8395061728395063,4-0-0,1.0,0.8402173913043478,0.85625,4-0-0,1.0,0.5726569217540842,0.5618320610687023,2-0-0,1.0,0.4232749742533471,0.588235294117647,4-0-0,1.0,0.8900966183574879,0.810304449648712,1-0-0,1.0,0.6142857142857143,0.4951456310679611,2-0-0,1.0,0.6087636932707355,0.6065040650406505,5-0-0,1.0,0.49736842105263157,0.5109717868338559,6-0-0,1.0,0.43437499999999996,0.6274900398406374,0,0.0,0.5,0.5,0,0.0,0.33774834437086093,0.46527777777777773,3-0-0,1.0,0.504950495049505,0.54640522875817,0,0.0,0.5509964830011723,0.5225225225225225,3-0-0,1.0,0.6483001172332943,0.6836027713625867,7.0,4.0,4.0,2.0,4.0,1.0,2.0,5.0,6.0,0.0,0.0,3.0,0.0,3.0,-0.17991071428571437,-0.046045987951667366,7.0,-0.11139527221810397
St Bonavent,8-1-0,0.8890000000000001,0.7420494699646644,0.580246913580247,4-0-0,1.0,0.7663043478260869,0.6416666666666666,3-0-0,1.0,0.5382631126397248,0.4916030534351145,1-0-0,1.0,0.39237899073120497,0.5588235294117647,6-1-0,0.8570000000000001,0.8031400966183575,0.6768149882903981,3-0-0,1.0,0.8242857142857143,0.5669902912621358,1-0-0,1.0,0.5774647887323944,0.5853658536585367,7-1-0,0.875,0.356578947368421,0.3699059561128527,3-1-0,0.75,0.375,0.4322709163346613,1-0-0,1.0,0.6621621621621622,0.6666666666666666,0,0.0,0.33774834437086093,0.46527777777777773,2-0-0,1.0,0.5148514851485149,0.607843137254902,2-1-0,0.667,0.6060961313012896,0.5225225225225225,4-1-0,0.8,0.5509964830011723,0.4872979214780601,7.0,4.0,3.0,1.0,5.0,3.0,1.0,6.0,2.0,1.0,0.0,2.0,1.0,3.0,-0.4492857142857143,-0.09124464615277472,7.0,-0.22088584136397338
Furman,7-1-0,0.875,0.7968197879858658,0.5102880658436215,3-1-0,0.75,0.5597826086956521,0.5104166666666666,0-0-0,0.0,1.0,0.40458015267175573,1-0-0,1.0,0.2996910401647786,0.4191176470588235,6-1-0,0.8570000000000001,0.7971014492753623,0.667447306791569,3-1-0,0.75,0.6242857142857143,0.4718446601941747,2-1-0,0.667,0.514866979655712,0.5495934959349594,5-0-0,1.0,0.3052631578947368,0.3652037617554859,3-0-0,1.0,0.5354166666666667,0.47011952191235057,0,0.0,0.5,0.5,0,0.0,0.33774834437086093,0.46527777777777773,0-0-0,0.0,1.0,0.49673202614379086,4-0-0,1.0,0.671746776084408,0.6306306306306306,7-1-0,0.875,0.44196951934349354,0.4988452655889146,6.0,2.0,0.0,1.0,5.0,2.0,1.0,5.0,3.0,0.0,0.0,0.0,4.0,6.0,-0.08886904761904768,0.328253223915592,6.666666666666667,-0.20960382176097525
Elon,7-1-0,0.875,0.6978798586572439,0.8395061728395063,3-0-0,1.0,0.6445652173913043,0.7354166666666666,4-1-0,0.8,0.5081685296646603,0.5450381679389313,2-0-0,1.0,0.5087538619979404,0.6102941176470588,4-1-0,0.8,0.7330917874396136,0.8032786885245902,5-0-0,1.0,0.7542857142857142,0.7553398058252427,3-0-0,1.0,0.6134585289514867,0.7723577235772359,4-1-0,0.8,0.33684210526315783,0.43887147335423204,1-0-0,1.0,0.5208333333333333,0.8127490039840637,2-0-0,1.0,0.6418918918918919,0.6166666666666667,1-0-0,1.0,0.3841059602649007,0.7777777777777777,3-1-0,0.75,0.48118811881188117,0.6013071895424836,1-0-0,1.0,0.6330597889800703,0.927927927927928,0,0.0,0.41383352872215706,0.4457274826789839,6.0,3.0,3.0,2.0,3.0,5.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,-0.23345238095238097,-0.15187167016818914,6.5,-0.27661642368832884
Liberty,7-1-0,0.875,0.8727915194346291,0.7078189300411524,3-0-0,1.0,0.7141304347826086,0.6875,4-0-0,1.0,0.5941530524505588,0.49770992366412214,1-0-0,1.0,0.48506694129763134,0.8014705882352942,5-1-0,0.833,0.892512077294686,0.6908665105386417,2-0-0,1.0,0.8214285714285714,0.7436893203883495,4-0-0,1.0,0.7699530516431925,0.7284552845528456,3-1-0,0.75,0.42763157894736836,0.3652037617554859,1-0-0,1.0,0.6593749999999999,0.4442231075697211,2-0-0,1.0,0.6689189189189189,0.7716666666666667,1-0-0,1.0,0.3509933774834437,0.5416666666666666,3-1-0,0.75,0.5821782178217823,0.5281045751633987,1-0-0,1.0,0.7971864009378664,1.0,0-1-0,0.0,0.7655334114888628,0.31870669745958435,6.0,3.0,4.0,1.0,4.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,-1.0,-0.16205357142857146,-0.21500818311608416,6.4,-0.34232147269582414
Hsn Christian,7-1-0,0.875,0.46289752650176685,0.5020576131687243,3-1-0,0.75,0.5076086956521739,0.5708333333333333,3-0-0,1.0,0.408426483233018,0.4549618320610687,5-0-0,1.0,0.23069001029866118,0.43823529411764706,2-1-0,0.667,0.4927536231884059,0.667447306791569,3-0-0,1.0,0.31,0.5106796116504854,6-1-0,0.8570000000000001,0.4616588419405321,0.5967479674796748,1-0-0,1.0,0.23684210526315788,0.31818181818181823,4-1-0,0.8,0.2635416666666667,0.42629482071713143,0,0.0,0.5,0.5,1-1-0,0.5,0.304635761589404,0.4444444444444444,3-0-0,1.0,0.34851485148514855,0.538562091503268,1-0-0,1.0,0.5392731535756154,0.5495495495495495,3-0-0,1.0,0.35756154747948415,0.5196304849884527,6.0,2.0,3.0,5.0,1.0,3.0,5.0,1.0,3.0,0.0,0.0,3.0,1.0,3.0,-0.046458333333333324,-0.1907583020904669,6.2,-0.2248167366773742
Tennessee,7-1-0,0.875,1.0,0.7078189300411524,4-1-0,0.8,0.8847826086956521,0.6770833333333333,3-1-0,0.75,0.6543422184006878,0.4885496183206107,0,0.0,0.2687950566426365,0.4117647058823529,7-0-0,1.0,1.0,0.8384074941451991,1-0-0,1.0,0.9714285714285714,0.9320388349514562,1-0-0,1.0,1.0,0.9593495934959351,6-1-0,0.8570000000000001,0.5447368421052631,0.37460815047021945,4-1-0,0.8,0.53125,0.4442231075697211,1-0-0,1.0,0.7027027027027027,0.675,0,0.0,0.33774834437086093,0.46527777777777773,1-0-0,1.0,0.6831683168316832,0.607843137254902,2-0-0,1.0,0.8851113716295428,0.6666666666666666,3-0-0,1.0,0.7737397420867527,0.6351039260969977,6.0,3.0,2.0,0.0,7.0,1.0,1.0,5.0,3.0,1.0,0.0,1.0,2.0,3.0,-0.4401785714285714,-0.20194305479785957,6.0,-0.4552631578947369
SE Louisiana,6-1-1,0.8570000000000001,0.5653710247349825,0.6872427983539096,2-0-0,1.0,0.7282608695652174,0.8395833333333333,3-0-0,1.0,0.49957007738607045,0.5267175572519084,3-1-0,0.75,0.25334706488156544,0.49117647058823527,3-0-1,1.0,0.6219806763285024,0.7915690866510539,5-0-1,1.0,0.5857142857142857,0.574757281553398,5-1-1,0.833,0.6087636932707355,0.6813008130081302,1-0-0,1.0,0.22368421052631576,0.31818181818181823,0-0-0,0.0,0.6041666666666666,0.3944223107569721,1-0-0,1.0,0.7162162162162162,0.7833333333333333,1-0-0,1.0,0.19867549668874174,0.5277777777777777,2-0-0,1.0,0.43861386138613867,0.5790849673202615,2-1-1,0.667,0.45955451348182885,0.5747747747747748,1-1-1,0.5,0.37514654161781946,0.4988452655889146,5.5,2.0,3.0,2.0,3.5,5.5,4.5,1.0,0.0,1.0,1.0,2.0,1.5,0.5,0.018452380952380887,-0.020940652095690182,5.9,-0.3850794827444198
Florida A&M,6-1-0,0.8570000000000001,0.4363957597173146,0.4855967078189301,1-1-0,0.5,0.21195652173913043,0.375,2-1-0,0.667,0.1427343078245915,0.3938931297709924,5-0-0,1.0,0.18846549948506697,0.48823529411764705,1-0-0,1.0,0.923913043478261,0.7142857142857143,4-1-0,0.8,0.20571428571428568,0.4601941747572815,5-1-0,0.833,0.25195618153364635,0.583739837398374,1-0-0,1.0,0.7368421052631579,0.35736677115987464,2-0-0,1.0,0.6145833333333333,0.5039840637450199,0,0.0,0.5,0.5,0,0.0,0.33774834437086093,0.46527777777777773,4-0-0,1.0,0.39801980198019804,0.5633986928104575,1-0-0,1.0,0.5861664712778429,0.6576576576576576,4-0-0,1.0,0.5474794841735052,0.5265588914549654,5.0,0.0,1.0,5.0,1.0,3.0,4.0,1.0,2.0,0.0,0.0,4.0,1.0,4.0,0.4088690476190476,-0.1881466692976449,5.7,0.4848859237295115
Idaho St,6-1-0,0.8570000000000001,0.6466431095406361,0.748971193415638,2-0-0,1.0,0.6684782608695652,0.7666666666666666,2-1-0,0.667,0.5141874462596732,0.4885496183206107,3-0-0,1.0,0.4150360453141092,0.6,2-1-0,0.667,0.6461352657004831,0.6627634660421545,5-1-0,0.833,0.5857142857142857,0.6058252427184465,5-1-0,0.833,0.5774647887323944,0.686178861788618,1-0-0,1.0,0.39473684210526316,0.46708463949843265,1-0-0,1.0,0.5239583333333333,0.603585657370518,0,0.0,0.5,0.5,3-0-0,1.0,0.2913907284768212,0.6013888888888889,1-1-0,0.5,0.5178217821782178,0.5333333333333333,3-0-0,1.0,0.46893317702227433,0.6990990990990991,1-0-0,1.0,0.6483001172332943,0.6882217090069285,5.0,2.0,1.0,3.0,1.0,4.0,4.0,1.0,1.0,0.0,3.0,0.0,3.0,1.0,-0.06175595238095244,0.04888860515594351,5.5,-0.1827279466271312
