,Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Home Team DraftKings,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Away Team is_fav_ATS Record,Away Team is_fav_Cover %,Away Team is_fav_MOV,Away Team is_fav_ATS +/-,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Home Team is_dog_ATS Record,Home Team is_dog_Cover %,Home Team is_dog_MOV,Home Team is_dog_ATS +/-
0,1,92.4,10:00 PM,Ball Arena,7,Dallas,10,Denver,DAL Mavericks,DEN Nuggets,7-7-1,50.0%,6.3,1.6,2-3-1,40.0%,-1.8,-1.0,5-6-0,45.5%,8.4,0.4,5-7-1,41.7%,1.5,-0.8,3-3-1,50.0%,3.6,-0.6,3-1-0,75.0%,-1.0,4.6
1,2,73.8,10:30 PM,Intuit Dome,12,Sacramento,17,La Clippers,SAC Kings,,6-8-1,42.9%,3.1,-1.5,4-3-0,57.1%,1.1,-1.9,4-5-1,44.4%,4.7,-2.8,10-6-0,62.5%,0.8,2.8,6-4-0,60.0%,2.5,1.9,7-4-0,63.6%,-1.9,3.8
2,3,73.1,8:00 PM,Fiserv Forum,18,Indiana,13,Milwaukee,IND Pacers,MIL Bucks,7-8-0,46.7%,-4.1,-4.8,3-6-0,33.3%,-8.3,-8.2,3-5-0,37.5%,-4.1,-9.3,5-9-1,35.7%,-0.9,-3.9,3-4-1,42.9%,5.4,-0.3,1-3-0,25.0%,-10.3,-3.1
3,4,57.3,7:00 PM,Wells Fargo Center,26,Brooklyn,20,Philadelphia,BKN Nets,PHI 76ers,10-4-1,71.4%,-3.0,3.4,6-1-1,85.7%,-3.1,6.0,2-2-0,50.0%,-0.8,-2.5,3-11-0,21.4%,-8.8,-6.8,1-5-0,16.7%,-10.0,-8.6,3-6-0,33.3%,-9.3,-4.0
4,5,53.6,7:30 PM,Smoothie King Center,4,Golden State,25,New Orleans,GS Warriors,NO Pelicans,10-4-0,71.4%,10.5,8.0,6-2-0,75.0%,11.4,10.3,6-3-0,66.7%,13.9,7.3,4-12-0,25.0%,-11.9,-8.3,4-4-0,50.0%,-2.9,-0.6,3-8-0,27.3%,-13.3,-6.3
5,6,53.0,8:00 PM,United Center,24,Atlanta,27,Chicago,ATL Hawks,CHI Bulls,6-10-0,37.5%,-4.6,-3.3,4-4-0,50.0%,-6.0,-2.4,2-6-0,25.0%,0.6,-4.6,7-9-0,43.8%,-7.5,-1.5,2-4-0,33.3%,-13.8,-8.7,7-8-0,46.7%,-7.4,-0.5
6,7,51.1,8:00 PM,Toyota Center,28,Portland,6,Houston,POR Trail Blazers,HOU Rockets,9-5-1,64.3%,-7.1,0.9,4-2-1,66.7%,-6.9,2.2,,,,,11-5-0,68.8%,8.4,5.7,7-2-0,77.8%,12.1,6.7,3-1-0,75.0%,-0.5,4.4
7,8,43.2,7:00 PM,Capital One Arena,2,Boston,30,Washington,BOS Celtics,WAS Wizards,7-8-0,46.7%,9.7,-0.5,5-3-0,62.5%,13.6,3.7,7-8-0,46.7%,9.7,-0.5,3-10-0,23.1%,-14.8,-5.1,1-5-0,16.7%,-13.2,-4.2,3-10-0,23.1%,-14.8,-5.1
