Rank,Hotness Score,Matchup,Time,Location
1,99.4,#15 Kentucky  vs.  #3 Duke,9:00 PM,State Farm Arena
2,99.3,#8 Kansas  vs.  #17 Michigan St,6:30 PM,State Farm Arena
3,92.7,#71 Fla Atlantic  at  #53 UCF,7:00 PM,Addition Financial Arena
4,90.3,#103 Sam Hous St  at  #36 Baylor,8:00 PM,Paul and Alejandra Foster Pavilion
5,86.3,#110 Towson  at  #75 S Carolina,7:00 PM,Colonial Life Arena
6,86.1,#62 Villanova  at  #129 St Josephs,5:00 PM,Michael J. Hagan Arena
6,86.1,#141 IL-Chicago  at  #27 Northwestern,7:00 PM,Welsh-Ryan Arena
8,83.7,#145 Akron  at  #55 St Marys,10:00 PM,University Credit Union Pavilion
9,82.6,#158 Texas St  at  #44 TX Christian,8:00 PM,Ed and Rae Schollmaier Arena
10,82.4,#151 N Florida  at  #74 Georgia,7:00 PM,Stegeman Coliseum
11,78.4,#180 TX A&M-CC  vs.  #59 New Mexico,9:00 PM,Dollar Loan Center
12,77.3,#154 Drexel  at  #118 Temple,7:00 PM,The Liacouras Center
13,74.1,#155 Cornell  at  #144 La Salle,6:30 PM,John Glaser Arena
14,72.3,#210 Colgate  at  #85 Syracuse,7:00 PM,JMA Wireless Dome
15,71.9,#146 UC Riverside  at  #166 Cal Baptist,10:00 PM,Dale E. and Sarah Ann Fowler Events Center
16,71.7,#228 South Dakota  at  #50 Iowa,9:00 PM,Carver-Hawkeye Arena
17,71.5,#233 S Alabama  at  #47 Mississippi,8:00 PM,C.M. 'Tad' Smith Coliseum
18,70.9,#187 Belmont  at  #130 Lipscomb,8:00 PM,Allen Arena
19,69.3,#251 E Kentucky  at  #34 Clemson,7:00 PM,Littlejohn Coliseum
20,68.5,#235 N Arizona  at  #68 Stanford,10:00 PM,Maples Pavilion
21,67.5,#152 Ohio  at  #195 Illinois St,8:00 PM,CEFCU Arena - Home of the Redbirds
22,66.8,#257 Queens  at  #46 Utah,9:00 PM,Jon M. Huntsman Center
23,65.5,#248 UTSA  at  #88 Bradley,8:00 PM,Carver Arena
24,65.3,#273 SE Louisiana  at  #25 Miss State,7:30 PM,Humphrey Coliseum
25,62.1,#252 TX Southern  at  #115 GA Tech,7:30 PM,McCamish Pavilion
26,62.0,#262 NC Central  at  #97 High Point,7:00 PM,Nido and Mariana Qubein Arena
27,60.3,#256 Beth-Cook  at  #126 IPFW,7:00 PM,Allen County War Memorial Coliseum
28,58.7,#277 AR Lit Rock  at  #106 Arkansas St,8:00 PM,First National Bank Arena
29,56.1,#178 Norfolk St  at  #238 Wm & Mary,7:00 PM,Kaplan Arena
30,55.9,#281 NC A&T  at  #120 Geo Wshgtn,7:00 PM,Charles E. Smith Center
31,55.0,#278 Sac State  at  #132 UCSD,10:00 PM,LionTree Arena
32,54.5,#322 Jackson St  at  #60 Xavier,8:30 PM,Cintas Center
33,53.5,#312 Tarleton St  at  #91 Florida St,7:00 PM,Donald L. Tucker Center
34,53.2,#338 Chicago St  at  #29 Texas,8:00 PM,Moody Center
35,52.9,#325 Denver  at  #72 Colorado St,9:00 PM,Moby Arena
36,52.4,#344 St Fran (PA)  at  #21 Penn St,7:00 PM,Bryce Jordan Center
37,51.4,#346 Portland  at  #28 Oregon,11:00 PM,Matthew Knight Arena
38,51.3,#327 Hampton  at  #80 Providence,6:30 PM,Amica Mutual Pavilion
39,49.6,#290 Lehigh  at  #160 Columbia,7:00 PM,Schiller Court in Francis S. Levien Gymnasium
40,48.8,#258 Delaware  at  #208 Iona,7:00 PM,Hynes Athletics Center
41,45.6,#270 Cleveland St  at  #218 Valparaiso,8:00 PM,Athletics-Recreation Center
42,44.8,#220 Portland St  at  #274 San Diego,10:00 PM,Jenny Craig Pavilion
43,43.1,#260 Rider  at  #246 Navy,7:00 PM,Alumni Hall
44,42.0,#294 SIU Edward  at  #206 Indiana St,7:00 PM,Hulman Center
45,40.4,#332 Binghamton  at  #169 Fordham,7:00 PM,Rose Hill Gymnasium
46,39.2,#314 UL Monroe  at  #204 Rice,8:00 PM,Tudor Fieldhouse
47,39.1,#231 U Penn  at  #296 Lafayette,7:00 PM,Kirby Sports Center
48,37.9,#362 Ark Pine Bl  at  #140 S Florida,7:00 PM,Yuengling Center
49,35.7,#236 American  at  #310 Siena,7:00 PM,MVP Arena
50,30.8,#271 Monmouth  at  #305 N Illinois,7:00 PM,NIU Convocation Center
51,28.1,#304 Old Dominion  at  #282 Radford,7:00 PM,Carilion Clinic Court at the Dedmon Center
51,28.1,#359 Maryland ES  at  #217 Miami (OH),7:00 PM,Millett Hall
53,23.0,#284 Fairfield  at  #334 N Hampshire,7:00 PM,Lundholm Gymnasium
54,21.4,#356 Prairie View  at  #265 Incar Word,8:00 PM,Alice P. McDermott Convocation Center
55,11.6,#330 Loyola-MD  at  #348 NJIT,7:00 PM,Joel & Diane Bloom Wellness and Events Center
56,9.8,#353 W Georgia  at  #326 TN Tech,7:00 PM,Hooper Eblen Center
57,--,Loyola (LA)  at  #216 S Mississippi,8:00 PM,Reed Green Coliseum
57,--,Gwynedd-Mercy  at  #341 Delaware St,7:00 PM,Memorial Hall/Bayhealth Court
57,--,Western Oregon  at  #101 Oregon St,11:00 PM,Gill Coliseum
57,--,Dickinson State  at  #293 North Dakota,6:00 PM,Betty Engelstad Sioux Center
57,--,District of Columbia  at  #351 Morgan St,6:00 PM,Talmadge L. Hill Field House
57,--,Goshen  at  #349 IU Indy,6:30 PM,Indiana Farmers Coliseum
57,--,Christendom  at  #345 VMI,7:00 PM,Cameron Hall
57,--,Mercy College  at  #340 Manhattan,7:00 PM,Draddy Gymnasium
57,--,Occidental  at  #67 San Diego St,10:00 PM,Viejas Arena
57,--,Mary Baldwin  at  #147 James Mad,7:00 PM,Atlantic Union Bank Center
57,--,Piedmont International  at  #113 Liberty,7:00 PM,Liberty Arena
57,--,Corban University  at  #42 Boise St,9:00 PM,ExtraMile Arena
57,--,Texas-Permian Basin  at  #199 TX El Paso,9:00 PM,Don Haskins Center
57,--,Colorado Christian  at  #193 N Colorado,8:00 PM,Bank of Colorado Arena
57,--,Franklin Pierce College  at  #107 Rhode Island,7:00 PM,Thomas M. Ryan Center
57,--,Menlo College  at  #165 UC Davis,9:00 PM,University Credit Union Center
57,--,Bethesda University  at  #227 S Utah,8:30 PM,America First Events Center
57,--,Mount Olive  at  #170 E Carolina,7:00 PM,Williams Arena at Minges Coliseum
57,--,Le Tourneau  at  #162 Ste F Austin,7:30 PM,William R. Johnson Coliseum
57,--,Rhodes  at  #128 Samford,7:30 PM,Pete Hanna Center
57,--,Campbellsville  at  #111 W Kentucky,8:00 PM,E.A. Diddle Arena
57,--,McMurry  at  #240 Abl Christian,8:00 PM,Moody Coliseum
57,--,Mount Saint Mary College  at  #299 Army,11:00 AM,Christl Arena
