Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,94.4,10:00 PM,Chase Center,1,Okla City,7,Golden State,OKC Thunder,Oklahoma City,GS Warriors,Golden State,-2,−112,False,+2,−108,True,Okla City,447-409-14,52.2%,1.1,0.3,218-202-6,51.9%,-1.7,-0.2,Golden State,473-459-21,50.8%,5.2,0.0,246-222-12,52.6%,8.1,0.5,Golden State,+2,−108,113-112-2,50.2%,-5.1,0.2,Okla City,-2,−112,236-230-4,50.6%,6.9,0.3
2,92.4,7:30 PM,American Airlines Center,4,New York,6,Dallas,NY Knicks,New York,DAL Mavericks,Dallas,-4,−110,False,+4,−110,True,New York,416-409-15,50.4%,-2.3,0.5,217-194-8,52.8%,-4.0,1.0,Dallas,444-420-20,51.4%,0.7,0.5,206-215-11,48.9%,3.0,0.1,Dallas,+4,−110,222-205-9,52.0%,-4.2,1.2,New York,-4,−110,150-125-4,54.6%,5.5,0.8
3,77.2,8:00 PM,Target Center,17,Sacramento,11,Minnesota,SAC Kings,Sacramento,MIN Timberwolves,Minnesota,+3.5,−110,True,-3.5,−110,False,Sacramento,402-401-24,50.1%,-2.4,-0.4,216-181-12,54.4%,-3.7,0.6,Minnesota,390-440-14,47.0%,-1.2,-0.1,184-229-7,44.6%,0.8,-0.7,Sacramento,+3.5,−110,261-241-16,52.0%,-5.8,0.4,Minnesota,-3.5,−110,157-193-7,44.9%,5.0,-0.9
4,71.3,9:00 PM,Footprint Center,22,Brooklyn,13,Phoenix,BKN Nets,Brooklyn,PHO Suns,Phoenix,+8.5,−112,True,-8.5,−108,False,Brooklyn,417-421-16,49.8%,-2.0,0.0,222-193-6,53.5%,-3.5,0.6,Phoenix,421-437-10,49.1%,-1.3,-0.6,204-225-2,47.6%,0.7,-1.1,Brooklyn,+8.5,−112,269-246-12,52.2%,-5.9,0.7,Phoenix,-8.5,−108,203-205-5,49.8%,5.0,-0.9
5,70.9,7:00 PM,Spectrum Center,15,Miami,23,Charlotte,MIA Heat,Miami,CHA Hornets,Charlotte,-3.5,−108,False,+3.5,−112,True,Miami,456-431-23,51.4%,0.8,0.2,235-197-8,54.4%,-1.2,0.8,Charlotte,389-412-18,48.6%,-2.7,-0.3,192-209-5,47.9%,-0.4,-0.4,Charlotte,+3.5,−112,239-265-16,47.4%,-7.0,-0.5,Miami,-3.5,−108,242-245-17,49.7%,4.4,-0.9
6,68.3,8:30 PM,Frost Bank Center,18,La Lakers,16,San Antonio,LA Lakers,L.A. Lakers,SA Spurs,San Antonio,-2,−112,False,+2,−108,True,La Lakers,404-452-12,47.2%,-1.8,-0.4,193-220-5,46.7%,-4.9,-0.9,San Antonio,431-418-15,50.8%,1.0,0.2,218-201-3,52.0%,3.9,0.5,San Antonio,+2,−108,197-199-8,49.8%,-6.5,-0.1,La Lakers,-2,−112,166-197-6,45.7%,4.2,-1.6
7,67.6,8:00 PM,FedExForum,21,Detroit,8,Memphis,DET Pistons,Detroit,MEM Grizzlies,Memphis,+8,−108,True,-8,−112,False,Detroit,391-408-22,48.9%,-3.6,-0.1,192-207-13,48.1%,-6.0,-0.3,Memphis,435-418-13,51.0%,-0.5,0.3,227-196-7,53.7%,2.1,0.7,Detroit,+8,−108,273-284-19,49.0%,-6.7,0.3,Memphis,-8,−112,201-191-8,51.3%,5.1,-0.2
8,63.6,7:00 PM,Kia Center,24,Chicago,9,Orlando,CHI Bulls,Chicago,ORL Magic,Orlando,+10.5,−110,True,-10.5,−110,False,Chicago,404-422-13,48.9%,-1.9,-0.4,206-205-8,50.1%,-3.1,0.6,Orlando,418-406-13,50.7%,-3.5,-0.1,192-204-8,48.5%,-1.3,-0.3,Chicago,+10.5,−110,243-260-9,48.3%,-5.8,-0.1,Orlando,-10.5,−110,120-102-3,54.1%,4.9,-0.2
8,63.6,9:00 PM,Delta Center,10,Denver,28,Utah,DEN Nuggets,Denver,UTA Jazz,Utah,-9.5,−110,False,+9.5,−110,True,Denver,436-441-20,49.7%,1.5,-0.1,208-214-9,49.3%,-1.7,-0.6,Utah,435-412-21,51.4%,2.1,0.5,214-197-13,52.1%,5.4,0.9,Utah,+9.5,−110,180-169-7,51.6%,-5.0,0.7,Denver,-9.5,−110,251-273-12,47.9%,5.4,-0.9
8,63.6,7:00 PM,Wells Fargo Center,5,Houston,20,Philadelphia,HOU Rockets,Houston,PHI 76ers,Philadelphia,-5,−110,False,+5,−110,True,Houston,432-446-14,49.2%,0.4,-0.2,211-215-5,49.5%,-2.1,-0.3,Philadelphia,452-416-17,52.1%,-0.1,0.4,239-190-6,55.7%,2.8,0.8,Philadelphia,+5,−110,216-214-8,50.2%,-6.9,0.3,Houston,-5,−110,239-237-7,50.2%,6.4,-0.3
