Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,94.4,10:00 PM,Chase Center,1,Okla City,7,Golden State,OKC Thunder,Oklahoma City,GS Warriors,Golden State,-2,−112,False,+2,−108,True,Okla City,10-7-0,58.8%,11.2,2.8,5-2-0,71.4%,11.9,5.4,Golden State,10-7-0,58.8%,7.8,4.1,4-3-0,57.1%,6.9,1.1,Golden State,+2,−108,4-1-0,80.0%,4.4,9.1,Okla City,-2,−112,9-7-0,56.3%,11.0,1.9
2,92.4,7:30 PM,American Airlines Center,4,New York,6,Dallas,NY Knicks,New York,DAL Mavericks,Dallas,-4,−110,False,+4,−110,True,New York,8-8-1,50.0%,6.4,1.4,5-5-0,50.0%,2.8,-0.1,Dallas,9-8-1,52.9%,5.7,2.3,5-4-0,55.6%,11.8,3.3,Dallas,+4,−110,4-2-1,66.7%,1.6,5.2,New York,-4,−110,7-7-1,50.0%,6.9,0.8
3,77.2,8:00 PM,Target Center,17,Sacramento,11,Minnesota,SAC Kings,Sacramento,MIN Timberwolves,Minnesota,+3.5,−110,True,-3.5,−110,False,Sacramento,6-11-1,35.3%,0.3,-4.2,4-4-0,50.0%,-1.0,-4.2,Minnesota,6-11-0,35.3%,1.5,-4.2,2-6-0,25.0%,6.3,-1.6,Sacramento,+3.5,−110,2-4-0,33.3%,-3.5,-2.0,Minnesota,-3.5,−110,5-11-0,31.3%,1.8,-4.8
4,71.3,9:00 PM,Footprint Center,22,Brooklyn,13,Phoenix,BKN Nets,Brooklyn,PHO Suns,Phoenix,+8.5,−112,True,-8.5,−108,False,Brooklyn,12-5-1,70.6%,-2.6,4.2,8-2-1,80.0%,-2.5,6.6,Phoenix,6-11-0,35.3%,-0.7,-1.2,2-7-0,22.2%,2.1,-0.2,Brooklyn,+8.5,−112,10-3-1,76.9%,-3.1,6.1,Phoenix,-8.5,−108,3-6-0,33.3%,5.6,0.2
5,70.9,7:00 PM,Spectrum Center,15,Miami,23,Charlotte,MIA Heat,Miami,CHA Hornets,Charlotte,-3.5,−108,False,+3.5,−112,True,Miami,7-8-0,46.7%,0.9,0.0,5-3-0,62.5%,1.9,2.7,Charlotte,10-7-0,58.8%,-4.9,0.8,5-4-0,55.6%,-1.7,2.7,Charlotte,+3.5,−112,10-6-0,62.5%,-5.6,0.9,Miami,-3.5,−108,4-5-0,44.4%,3.7,-0.7
6,68.3,8:30 PM,Frost Bank Center,18,La Lakers,16,San Antonio,LA Lakers,L.A. Lakers,SA Spurs,San Antonio,-2,−112,False,+2,−108,True,La Lakers,7-10-0,41.2%,-2.1,-5.4,2-6-0,25.0%,-8.5,-9.9,San Antonio,10-8-0,55.6%,1.3,3.7,7-4-0,63.6%,6.2,6.5,San Antonio,+2,−108,6-6-0,50.0%,-3.1,2.8,La Lakers,-2,−112,5-7-0,41.7%,2.5,-3.6
7,67.6,8:00 PM,FedExForum,21,Detroit,8,Memphis,DET Pistons,Detroit,MEM Grizzlies,Memphis,+8,−108,True,-8,−112,False,Detroit,9-9-1,50.0%,-1.6,1.5,5-4-1,55.6%,0.7,3.8,Memphis,12-6-0,66.7%,7.7,5.8,7-3-0,70.0%,9.5,5.5,Detroit,+8,−108,7-4-1,63.6%,-3.7,2.9,Memphis,-8,−112,7-5-0,58.3%,10.2,4.9
8,63.6,7:00 PM,Kia Center,24,Chicago,9,Orlando,CHI Bulls,Chicago,ORL Magic,Orlando,+10.5,−110,True,-10.5,−110,False,Chicago,9-10-0,47.4%,-5.2,-0.1,6-5-0,54.6%,-1.6,3.7,Orlando,11-8-0,57.9%,4.3,2.4,7-1-0,87.5%,15.6,8.3,Chicago,+10.5,−110,8-9-0,47.1%,-6.4,0.1,Orlando,-10.5,−110,9-3-0,75.0%,11.0,4.7
8,63.6,9:00 PM,Delta Center,10,Denver,28,Utah,DEN Nuggets,Denver,UTA Jazz,Utah,-9.5,−110,False,+9.5,−110,True,Denver,6-9-1,40.0%,0.9,-1.2,3-4-0,42.9%,2.7,3.2,Utah,8-9-0,47.1%,-9.3,-2.4,3-5-0,37.5%,-10.3,-5.1,Utah,+9.5,−110,8-9-0,47.1%,-9.3,-2.4,Denver,-9.5,−110,2-8-1,20.0%,-0.6,-6.0
8,63.6,7:00 PM,Wells Fargo Center,5,Houston,20,Philadelphia,HOU Rockets,Houston,PHI 76ers,Philadelphia,-5,−110,False,+5,−110,True,Houston,13-6-0,68.4%,8.6,5.2,5-3-0,62.5%,4.0,4.9,Philadelphia,4-12-0,25.0%,-8.4,-6.7,2-6-0,25.0%,-8.9,-8.0,Philadelphia,+5,−110,3-7-0,30.0%,-11.0,-6.1,Houston,-5,−110,9-5-0,64.3%,11.4,5.1
11,58.2,8:00 PM,Smoothie King Center,25,Toronto,26,New Orleans,TOR Raptors,Toronto,NO Pelicans,New Orleans,+3,−112,True,-3,−108,False,Toronto,12-6-0,66.7%,-5.7,2.8,6-4-0,60.0%,-8.8,1.4,New Orleans,6-12-0,33.3%,-11.0,-6.8,5-4-0,55.6%,-3.0,0.2,Toronto,+3,−112,12-6-0,66.7%,-5.7,2.8,New Orleans,-3,−108,1-4-0,20.0%,-8.8,-12.9
12,56.9,7:00 PM,Gainbridge Fieldhouse,29,Portland,19,Indiana,POR Trail Blazers,Portland,IND Pacers,Indiana,+10.5,−110,True,-10.5,−110,False,Portland,10-7-1,58.8%,-8.5,0.0,5-4-1,55.6%,-9.5,0.3,Indiana,7-10-1,41.2%,-3.2,-4.6,4-3-1,57.1%,3.6,-0.3,Portland,+10.5,−110,10-7-1,58.8%,-8.5,0.0,Indiana,-10.5,−110,3-6-1,33.3%,-1.7,-7.9
13,45.4,7:00 PM,Rocket Mortgage FieldHouse,27,Atlanta,3,Cleveland,ATL Hawks,Atlanta,CLE Cavaliers,Cleveland,+10,−110,True,-10,−110,False,Atlanta,6-12-0,33.3%,-5.4,-4.6,4-5-0,44.4%,-6.9,-3.9,Cleveland,14-4-0,77.8%,12.4,5.6,8-2-0,80.0%,14.7,5.6,Atlanta,+10,−110,4-4-0,50.0%,-9.9,-2.1,Cleveland,-10,−110,11-4-0,73.3%,14.6,5.7
14,39.8,7:00 PM,Capital One Arena,14,La Clippers,30,Washington,LA Clippers,L.A. Clippers,WAS Wizards,Washington,-10.5,−115,False,+10.5,−105,True,La Clippers,12-7-0,63.2%,1.2,3.6,5-3-0,62.5%,-2.4,3.7,Washington,4-11-1,26.7%,-14.7,-4.8,2-6-0,25.0%,-13.8,-4.4,Washington,+10.5,−105,4-11-1,26.7%,-14.7,-4.8,La Clippers,-10.5,−115,4-2-0,66.7%,9.8,4.8
