Team,Over Record,Over %,Under %,Total +/-
Denver,293-258-8,53.2%,46.8%,+1.6
Minnesota,276-244-5,53.1%,46.9%,+0.3
Cleveland,280-254-4,52.4%,47.6%,+0.9
San Antonio,273-251-7,52.1%,47.9%,+0.6
Milwaukee,277-259-7,51.7%,48.3%,+1.1
Toronto,286-268-6,51.6%,48.4%,+0.8
Atlanta,272-256-7,51.5%,48.5%,+1.2
New Orleans,263-248-4,51.5%,48.5%,+1.0
Portland,270-256-7,51.3%,48.7%,+0.8
Sacramento,244-234-12,51.1%,49.0%,+0.9
Indiana,274-268-5,50.6%,49.5%,+0.5
Utah,262-258-10,50.4%,49.6%,+0.2
Phoenix,265-269-5,49.6%,50.4%,-0.1
Brooklyn,253-259-8,49.4%,50.6%,+0.2
Detroit,238-244-8,49.4%,50.6%,+0.2
LA Clippers,262-269-12,49.3%,50.7%,+0.4
Boston,290-299-4,49.2%,50.8%,0.0
Okla City,262-272-8,49.1%,50.9%,+0.1
LA Lakers,270-281-1,49.0%,51.0%,-0.7
Houston,269-280-9,49.0%,51.0%,-0.1
Washington,244-259-10,48.5%,51.5%,+0.2
Chicago,242-261-7,48.1%,51.9%,+0.7
Charlotte,235-260-7,47.5%,52.5%,0.0
Memphis,247-274-6,47.4%,52.6%,-0.2
Miami,272-302-3,47.4%,52.6%,-1.0
Philadelphia,250-280-6,47.2%,52.8%,-0.9
Dallas,255-288-5,47.0%,53.0%,-0.1
New York,240-274-7,46.7%,53.3%,+0.2
Orlando,236-276-6,46.1%,53.9%,-0.9
Golden State,251-295-7,46.0%,54.0%,-1.1
