Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team DraftKings_current_season,Away Team Covers_current_season,Home Team DraftKings_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Odds_current_season,Home Team Underdog_current_season,Away Team Team_current_season,Away Team all_games_ATS Record_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_ATS Record_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team Team_current_season,Home Team all_games_ATS Record_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_ATS Record_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Odds_current_season,Underdog is_dog ATS Record_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Odds_current_season,Favorite is_fav ATS Record_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Rank_all_time,Hotness Score_all_time,Time_all_time,Location_all_time,Away Team Rank_all_time,Away Team_all_time,Home Team Rank_all_time,Home Team_all_time,Away Team DraftKings_all_time,Away Team Covers_all_time,Home Team DraftKings_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Away Team Odds_all_time,Away Team Underdog_all_time,Home Team Spread_all_time,Home Team Odds_all_time,Home Team Underdog_all_time,Away Team Team_all_time,Away Team all_games_ATS Record_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_ATS Record_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team Team_all_time,Home Team all_games_ATS Record_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_ATS Record_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Team_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Odds_all_time,Underdog is_dog ATS Record_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Team_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Odds_all_time,Favorite is_fav ATS Record_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Rank_last_10_seasons,Hotness Score_last_10_seasons,Time_last_10_seasons,Location_last_10_seasons,Away Team Rank_last_10_seasons,Away Team_last_10_seasons,Home Team Rank_last_10_seasons,Home Team_last_10_seasons,Away Team DraftKings_last_10_seasons,Away Team Covers_last_10_seasons,Home Team DraftKings_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Away Team Odds_last_10_seasons,Away Team Underdog_last_10_seasons,Home Team Spread_last_10_seasons,Home Team Odds_last_10_seasons,Home Team Underdog_last_10_seasons,Away Team Team_last_10_seasons,Away Team all_games_ATS Record_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_ATS Record_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team Team_last_10_seasons,Home Team all_games_ATS Record_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_ATS Record_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Team_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Odds_last_10_seasons,Underdog is_dog ATS Record_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Team_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Odds_last_10_seasons,Favorite is_fav ATS Record_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons
1,98.9,9:30 PM,Baha Mar Convention Center,12,Baylor,5,Tennessee,Baylor,Baylor,Tennessee,Tennessee,+4.5,−112,True,-4.5,−108,False,Baylor,3-2-0,60.0%,13.6,4.0,0-1-0,0.0%,-38.0,-31.5,Tennessee,4-1-0,80.0%,26.0,7.5,2-1-0,66.7%,28.7,+1.2,Baylor,+4.5,−112,0-1-0,0.0%,-38.0,-31.5,Tennessee,-4.5,−108,3-1-0,75.0%,27.0,3.3,1,98.9,9:30 PM,Baha Mar Convention Center,12,Baylor,5,Tennessee,Baylor,Baylor,Tennessee,Tennessee,+4.5,−112,True,-4.5,−108,False,Baylor,380-349-15,52.1%,5.4,0.6,142-127-4,52.8%,-4.8,0.0,Tennessee,429-399-11,51.8%,6.2,0.5,208-179-6,53.8%,12.3,1.3,Baylor,+4.5,−112,163-149-8,52.2%,-7.1,0.7,Tennessee,-4.5,−108,273-286-8,48.8%,9.4,-0.3,1,98.9,9:30 PM,Baha Mar Convention Center,12,Baylor,5,Tennessee,Baylor,Baylor,Tennessee,Tennessee,+4.5,−112,True,-4.5,−108,False,Baylor,174-140-7,55.4%,9.3,1.0,60-41-3,59.4%,0.4,0.6,Tennessee,168-163-4,50.8%,7.2,0.7,79-79-3,50.0%,13.1,1.0,Baylor,+4.5,−112,45-39-1,53.6%,-3.0,1.1,Tennessee,-4.5,−108,119-119-3,50.0%,10.9,0.2
2,98.1,10:30 PM,McKale Memorial Center,4,Duke,14,Arizona,Duke,Duke,Arizona,Arizona,+1.5,−112,True,-1.5,−108,False,Duke,3-1-0,75.0%,30.5,6.1,0,0,0.0,0.0,Arizona,1-2-0,33.3%,24.0,0.0,1-1-0,50.0%,43.5,+9.8,Duke,+1.5,−112,0,0,0.0,0.0,Arizona,-1.5,−108,1-2-0,33.3%,24.0,0.0,2,98.1,10:30 PM,McKale Memorial Center,4,Duke,14,Arizona,Duke,Duke,Arizona,Arizona,+1.5,−112,True,-1.5,−108,False,Duke,481-435-19,52.5%,13.9,0.5,138-130-4,51.5%,7.2,0.2,Arizona,449-438-14,50.6%,9.6,0.6,206-213-6,49.2%,15.3,0.9,Duke,+1.5,−112,34-31-2,52.3%,-1.1,2.9,Arizona,-1.5,−108,358-368-13,49.3%,12.0,0.5,2,98.1,10:30 PM,McKale Memorial Center,4,Duke,14,Arizona,Duke,Duke,Arizona,Arizona,+1.5,−112,True,-1.5,−108,False,Duke,181-166-8,52.2%,12.1,0.3,47-52-3,47.5%,4.8,-0.3,Arizona,171-166-8,50.7%,11.3,0.7,84-80-5,51.2%,18.1,2.3,Duke,+1.5,−112,17-16-2,51.5%,-0.9,2.8,Arizona,-1.5,−108,153-145-7,51.3%,13.3,0.7
3,96.2,8:00 PM,T-Mobile Center,34,Utah St,42,Iowa,Utah State,Utah St.,Iowa,Iowa,+3,−110,True,-3,−110,False,Utah St,2-1-0,66.7%,40.0,12.7,0,0,0.0,0.0,Iowa,2-3-0,40.0%,18.2,-2.3,1-3-0,25.0%,20.3,-4.0,Utah St,+3,−110,0,0,0.0,0.0,Iowa,-3,−110,2-3-0,40.0%,18.2,-2.3,3,96.2,8:00 PM,T-Mobile Center,34,Utah St,42,Iowa,Utah State,Utah St.,Iowa,Iowa,+3,−110,True,-3,−110,False,Utah St,407-361-13,53.0%,7.7,1.2,147-161-3,47.7%,1.2,0.4,Iowa,399-417-19,48.9%,4.4,0.1,208-188-9,52.5%,11.3,0.7,Utah St,+3,−110,104-114-2,47.7%,-4.8,0.6,Iowa,-3,−110,229-228-13,50.1%,10.2,0.0,3,96.2,8:00 PM,T-Mobile Center,34,Utah St,42,Iowa,Utah State,Utah St.,Iowa,Iowa,+3,−110,True,-3,−110,False,Utah St,160-148-5,52.0%,6.9,1.3,47-67-3,41.2%,-0.5,-0.6,Iowa,163-159-9,50.6%,6.3,0.7,94-68-5,58.0%,13.3,1.4,Utah St,+3,−110,43-61-2,41.4%,-5.2,0.1,Iowa,-3,−110,111-93-5,54.4%,12.0,0.8
4,95.9,2:30 PM,The Greenbrier,16,Pittsburgh,46,Lsu,Pittsburgh,Pittsburgh,LSU,Louisiana State,-7.5,−110,False,+7.5,−110,True,Pittsburgh,4-1-0,80.0%,28.6,9.2,0,0,0.0,0.0,Lsu,2-2-0,50.0%,17.0,2.4,1-2-0,33.3%,19.0,-3.5,Lsu,+7.5,−110,1-0-0,100.0%,11.0,20.0,Pittsburgh,-7.5,−110,4-1-0,80.0%,28.6,9.2,4,95.9,2:30 PM,The Greenbrier,16,Pittsburgh,46,Lsu,Pittsburgh,Pittsburgh,LSU,Louisiana State,-7.5,−110,False,+7.5,−110,True,Pittsburgh,393-393-21,50.0%,5.4,0.2,140-130-8,51.9%,-1.9,1.0,Lsu,358-395-16,47.5%,3.2,-0.5,175-187-9,48.3%,9.8,-0.2,Lsu,+7.5,−110,169-182-7,48.2%,-7.3,-0.5,Pittsburgh,-7.5,−110,238-242-9,49.6%,9.5,-0.2,4,95.9,2:30 PM,The Greenbrier,16,Pittsburgh,46,Lsu,Pittsburgh,Pittsburgh,LSU,Louisiana State,-7.5,−110,False,+7.5,−110,True,Pittsburgh,153-157-9,49.4%,1.1,0.0,51-49-4,51.0%,-5.7,1.1,Lsu,148-171-6,46.4%,3.3,-0.3,78-87-3,47.3%,9.4,0.3,Lsu,+7.5,−110,59-76-2,43.7%,-6.7,-0.8,Pittsburgh,-7.5,−110,73-75-1,49.3%,10.2,0.0
5,95.6,8:30 PM,Moody Coliseum,30,Miss State,48,S Methodist,Mississippi State,Mississippi State,SMU,Southern Methodist,-1.5,−112,False,+1.5,−108,True,Miss State,2-2-0,50.0%,24.0,3.4,0,0,0.0,0.0,S Methodist,2-3-0,40.0%,21.2,2.4,2-2-0,50.0%,29.3,+6.1,S Methodist,+1.5,−108,0,0,0.0,0.0,Miss State,-1.5,−112,2-2-0,50.0%,24.0,3.4,5,95.6,8:30 PM,Moody Coliseum,30,Miss State,48,S Methodist,Mississippi State,Mississippi State,SMU,Southern Methodist,-1.5,−112,False,+1.5,−108,True,Miss State,403-367-26,52.3%,4.0,0.5,135-136-10,49.8%,-4.0,-0.1,S Methodist,343-358-18,48.9%,3.5,-0.4,161-176-11,47.8%,9.0,0.0,S Methodist,+1.5,−108,138-146-6,48.6%,-8.1,-0.7,Miss State,-1.5,−112,222-204-15,52.1%,9.2,0.6,5,95.6,8:30 PM,Moody Coliseum,30,Miss State,48,S Methodist,Mississippi State,Mississippi State,SMU,Southern Methodist,-1.5,−112,False,+1.5,−108,True,Miss State,168-150-6,52.8%,3.9,0.7,50-54-1,48.1%,-4.5,-0.4,S Methodist,141-150-8,48.5%,6.8,-0.2,75-74-5,50.3%,13.1,0.8,S Methodist,+1.5,−108,32-42-2,43.2%,-8.5,-2.3,Miss State,-1.5,−112,98-84-4,53.9%,10.1,0.8
6,95.4,7:30 PM,TD Arena,49,Vcu,36,Nevada,VCU,VCU,Nevada,Nevada,N/A,N/A,False,N/A,N/A,False,Vcu,3-2-0,60.0%,17.6,1.9,0,0,0.0,0.0,Nevada,4-1-0,80.0%,16.0,7.2,4-0-0,100.0%,20.5,+10.1,Nevada,N/A,N/A,0,0,0.0,0.0,Vcu,N/A,N/A,3-2-0,60.0%,17.6,1.9,6,95.4,7:30 PM,TD Arena,49,Vcu,36,Nevada,VCU,VCU,Nevada,Nevada,N/A,N/A,False,N/A,N/A,False,Vcu,419-389-20,51.9%,6.0,0.7,155-144-5,51.8%,1.3,0.4,Nevada,392-326-16,54.6%,3.7,0.9,181-147-7,55.2%,9.0,0.8,Nevada,N/A,N/A,132-117-6,53.0%,-5.5,1.1,Vcu,N/A,N/A,294-268-15,52.3%,9.6,0.7,6,95.4,7:30 PM,TD Arena,49,Vcu,36,Nevada,VCU,VCU,Nevada,Nevada,N/A,N/A,False,N/A,N/A,False,Vcu,172-156-6,52.4%,6.5,0.5,58-51-0,53.2%,1.7,0.1,Nevada,181-140-6,56.4%,5.4,1.2,88-56-3,61.1%,11.1,2.2,Nevada,N/A,N/A,51-49-1,51.0%,-6.4,0.2,Vcu,N/A,N/A,132-109-5,54.8%,10.2,0.8
7,94.8,5:00 PM,The Greenbrier,37,Wisconsin,60,Ucf,Wisconsin,Wisconsin,UCF,Central Florida,-5,−112,False,+5,−108,True,Wisconsin,3-2-0,60.0%,17.0,2.5,0,0,0.0,0.0,Ucf,2-2-0,50.0%,6.8,-1.6,2-2-0,50.0%,6.8,-1.6,Ucf,+5,−108,1-0-0,100.0%,3.0,9.5,Wisconsin,-5,−112,2-2-0,50.0%,17.5,-1.8,7,94.8,5:00 PM,The Greenbrier,37,Wisconsin,60,Ucf,Wisconsin,Wisconsin,UCF,Central Florida,-5,−112,False,+5,−108,True,Wisconsin,447-409-22,52.2%,7.0,0.7,155-146-7,51.5%,0.1,0.4,Ucf,275-254-8,52.0%,2.6,0.2,131-119-7,52.4%,7.8,0.4,Ucf,+5,−108,131-133-2,49.6%,-7.2,-0.1,Wisconsin,-5,−112,312-293-10,51.6%,10.0,0.2,7,94.8,5:00 PM,The Greenbrier,37,Wisconsin,60,Ucf,Wisconsin,Wisconsin,UCF,Central Florida,-5,−112,False,+5,−108,True,Wisconsin,169-166-11,50.5%,6.0,0.2,56-55-4,50.5%,-0.1,0.2,Ucf,160-143-3,52.8%,2.0,0.7,82-72-3,53.3%,6.7,1.1,Ucf,+5,−108,74-73-0,50.3%,-6.6,0.2,Wisconsin,-5,−112,113-119-5,48.7%,9.4,-0.8
8,94.3,8:00 PM,CHI Health Center Omaha,65,Nebraska,27,Creighton,Nebraska,Nebraska,Creighton,Creighton,+10.5,−108,True,-10.5,−112,False,Nebraska,1-3-0,25.0%,12.0,-5.5,0,0,0.0,0.0,Creighton,1-3-0,25.0%,24.3,-6.1,1-3-0,25.0%,24.3,-6.1,Nebraska,+10.5,−108,1-0-0,100.0%,-3.0,1.0,Creighton,-10.5,−112,1-3-0,25.0%,24.3,-6.1,8,94.3,8:00 PM,CHI Health Center Omaha,65,Nebraska,27,Creighton,Nebraska,Nebraska,Creighton,Creighton,+10.5,−108,True,-10.5,−112,False,Nebraska,362-375-12,49.1%,0.6,-0.1,125-175-4,41.7%,-9.3,-1.3,Creighton,442-389-15,53.2%,7.2,0.7,206-182-9,53.1%,13.4,1.0,Nebraska,+10.5,−108,208-237-7,46.7%,-8.4,-0.5,Creighton,-10.5,−112,313-283-12,52.5%,9.4,0.3,8,94.3,8:00 PM,CHI Health Center Omaha,65,Nebraska,27,Creighton,Nebraska,Nebraska,Creighton,Creighton,+10.5,−108,True,-10.5,−112,False,Nebraska,154-157-4,49.5%,-0.2,-0.1,49-66-1,42.6%,-9.1,-0.6,Creighton,179-156-4,53.4%,7.1,1.0,90-75-2,54.6%,13.8,1.7,Nebraska,+10.5,−108,88-98-2,47.3%,-8.5,-0.3,Creighton,-10.5,−112,126-104-2,54.8%,11.7,1.0
9,92.3,7:00 PM,Barclays Center,92,Syracuse,18,Texas Tech,Syracuse,Syracuse,Texas Tech,Texas Tech,+10,−110,True,-10,−110,False,Syracuse,1-3-0,25.0%,2.8,-6.1,0,0,0.0,0.0,Texas Tech,2-3-0,40.0%,26.8,-0.5,2-2-0,50.0%,33.8,+2.3,Syracuse,+10,−110,1-0-0,100.0%,-4.0,6.5,Texas Tech,-10,−110,2-3-0,40.0%,26.8,-0.5,9,92.3,7:00 PM,Barclays Center,92,Syracuse,18,Texas Tech,Syracuse,Syracuse,Texas Tech,Texas Tech,+10,−110,True,-10,−110,False,Syracuse,423-424-13,49.9%,6.7,0.1,136-126-3,51.9%,0.0,0.4,Texas Tech,372-415-8,47.3%,2.9,-0.4,201-186-4,51.9%,10.3,0.7,Syracuse,+10,−110,125-120-6,51.0%,-3.9,1.4,Texas Tech,-10,−110,204-200-6,50.5%,10.9,0.5,9,92.3,7:00 PM,Barclays Center,92,Syracuse,18,Texas Tech,Syracuse,Syracuse,Texas Tech,Texas Tech,+10,−110,True,-10,−110,False,Syracuse,154-165-5,48.3%,3.5,0.2,46-56-1,45.1%,-3.9,-0.3,Texas Tech,158-167-4,48.6%,7.2,0.7,89-78-2,53.3%,14.4,1.6,Syracuse,+10,−110,61-66-4,48.0%,-5.4,0.9,Texas Tech,-10,−110,108-110-2,49.5%,12.7,0.8
10,91.5,7:00 PM,Baha Mar Convention Center,20,St Johns,94,Virginia,Saint Johns,St. John'S,Virginia,Virginia,-10.5,−112,False,+10.5,−108,True,St Johns,4-1-0,80.0%,17.8,3.9,0,0,0.0,0.0,Virginia,1-3-0,25.0%,3.5,-2.5,0-2-0,0.0%,13.0,-7.3,Virginia,+10.5,−108,1-1-0,50.0%,-6.0,2.3,St Johns,-10.5,−112,3-1-0,75.0%,22.5,4.5,10,91.5,7:00 PM,Baha Mar Convention Center,20,St Johns,94,Virginia,Saint Johns,St. John'S,Virginia,Virginia,-10.5,−112,False,+10.5,−108,True,St Johns,386-391-16,49.7%,1.4,-0.1,146-135-6,52.0%,-5.2,0.5,Virginia,388-381-17,50.5%,5.3,-0.3,192-174-6,52.5%,11.3,0.5,Virginia,+10.5,−108,125-133-6,48.5%,-8.3,-1.1,St Johns,-10.5,−112,174-188-8,48.1%,8.1,-0.6,10,91.5,7:00 PM,Baha Mar Convention Center,20,St Johns,94,Virginia,Saint Johns,St. John'S,Virginia,Virginia,-10.5,−112,False,+10.5,−108,True,St Johns,155-159-9,49.4%,1.7,0.0,48-55-2,46.6%,-5.7,0.0,Virginia,173-152-7,53.2%,8.9,-0.2,77-74-4,51.0%,13.9,-0.1,Virginia,+10.5,−108,26-26-1,50.0%,-5.5,-1.7,St Johns,-10.5,−112,80-77-5,51.0%,10.1,0.0
