,Rank_current_season,Hotness Score_current_season,Time_current_season,Location_current_season,Away Team Rank_current_season,Away Team_current_season,Home Team Rank_current_season,Home Team_current_season,Away Team Covers_current_season,Home Team Covers_current_season,Away Team Spread_current_season,Away Team Implied Odds_current_season,Away Team Underdog_current_season,Home Team Spread_current_season,Home Team Implied Odds_current_season,Home Team Underdog_current_season,Away Team all_games_Sample Size_current_season,Away Team all_games_Cover %_current_season,Away Team all_games_MOV_current_season,Away Team all_games_ATS +/-_current_season,Away Team is_away_Sample Size_current_season,Away Team is_away_Cover %_current_season,Away Team is_away_MOV_current_season,Away Team is_away_ATS +/-_current_season,Home Team all_games_Sample Size_current_season,Home Team all_games_Cover %_current_season,Home Team all_games_MOV_current_season,Home Team all_games_ATS +/-_current_season,Home Team is_home_Sample Size_current_season,Home Team is_home_Cover %_current_season,Home Team is_home_MOV_current_season,Home Team is_home_ATS +/-_current_season,Underdog is_dog Team_current_season,Underdog is_dog Spread_current_season,Underdog is_dog Implied Odds_current_season,Underdog is_dog Sample Size_current_season,Underdog is_dog Cover %_current_season,Underdog is_dog MOV_current_season,Underdog is_dog ATS +/-_current_season,Favorite is_fav Team_current_season,Favorite is_fav Spread_current_season,Favorite is_fav Implied Odds_current_season,Favorite is_fav Sample Size_current_season,Favorite is_fav Cover %_current_season,Favorite is_fav MOV_current_season,Favorite is_fav ATS +/-_current_season,Away Team Covers_all_time,Home Team Covers_all_time,Away Team Spread_all_time,Home Team Spread_all_time,Away Team all_games_Sample Size_all_time,Away Team all_games_Cover %_all_time,Away Team all_games_MOV_all_time,Away Team all_games_ATS +/-_all_time,Away Team is_away_Sample Size_all_time,Away Team is_away_Cover %_all_time,Away Team is_away_MOV_all_time,Away Team is_away_ATS +/-_all_time,Home Team all_games_Sample Size_all_time,Home Team all_games_Cover %_all_time,Home Team all_games_MOV_all_time,Home Team all_games_ATS +/-_all_time,Home Team is_home_Sample Size_all_time,Home Team is_home_Cover %_all_time,Home Team is_home_MOV_all_time,Home Team is_home_ATS +/-_all_time,Underdog is_dog Spread_all_time,Underdog is_dog Sample Size_all_time,Underdog is_dog Cover %_all_time,Underdog is_dog MOV_all_time,Underdog is_dog ATS +/-_all_time,Favorite is_fav Spread_all_time,Favorite is_fav Sample Size_all_time,Favorite is_fav Cover %_all_time,Favorite is_fav MOV_all_time,Favorite is_fav ATS +/-_all_time,Away Team Covers_last_10_seasons,Home Team Covers_last_10_seasons,Away Team Spread_last_10_seasons,Home Team Spread_last_10_seasons,Away Team all_games_Sample Size_last_10_seasons,Away Team all_games_Cover %_last_10_seasons,Away Team all_games_MOV_last_10_seasons,Away Team all_games_ATS +/-_last_10_seasons,Away Team is_away_Sample Size_last_10_seasons,Away Team is_away_Cover %_last_10_seasons,Away Team is_away_MOV_last_10_seasons,Away Team is_away_ATS +/-_last_10_seasons,Home Team all_games_Sample Size_last_10_seasons,Home Team all_games_Cover %_last_10_seasons,Home Team all_games_MOV_last_10_seasons,Home Team all_games_ATS +/-_last_10_seasons,Home Team is_home_Sample Size_last_10_seasons,Home Team is_home_Cover %_last_10_seasons,Home Team is_home_MOV_last_10_seasons,Home Team is_home_ATS +/-_last_10_seasons,Underdog is_dog Spread_last_10_seasons,Underdog is_dog Sample Size_last_10_seasons,Underdog is_dog Cover %_last_10_seasons,Underdog is_dog MOV_last_10_seasons,Underdog is_dog ATS +/-_last_10_seasons,Favorite is_fav Spread_last_10_seasons,Favorite is_fav Sample Size_last_10_seasons,Favorite is_fav Cover %_last_10_seasons,Favorite is_fav MOV_last_10_seasons,Favorite is_fav ATS +/-_last_10_seasons,Away Team_current_season_map,Home Team_current_season_map,Favorite is_fav Team_current_season_map,Underdog is_dog Team_current_season_map,Away Team,Home Team,Home Cover
0,1,98.9,9:30 PM,Baha Mar Convention Center,12,Baylor,5,Tennessee,Baylor,Tennessee,4.5,0.5283,True,-4.5,0.5192,False,0,0.6,13.6,4.0,0,0.0,-38.0,-31.5,5,0.8,26.0,7.5,0,0.667,28.7,+1.2,Baylor,4.5,0.5283,0,0.0,-38.0,-31.5,Tennessee,-4.5,0.5192,0,0.75,27.0,3.3,Baylor,Tennessee,4.5,-4.5,0,0.521,5.4,0.6,0,0.528,-4.8,0.0,839,0.518,6.2,0.5,393,0.538,12.3,1.3,4.5,320,0.522,-7.1,0.7,-4.5,0,0.488,9.4,-0.3,Baylor,Tennessee,4.5,-4.5,0,0.554,9.3,1.0,0,0.594,0.4,0.6,335,0.508,7.2,0.7,161,0.5,13.1,1.0,4.5,85,0.536,-3.0,1.1,-4.5,0,0.5,10.9,0.2,20.0,294.0,294.0,20.0,Baylor,Tennessee,True
1,2,98.1,10:30 PM,McKale Memorial Center,4,Duke,14,Arizona,Duke,Arizona,1.5,0.5283,True,-1.5,0.5192,False,0,0.75,30.5,6.1,0,0.0,0.0,0.0,3,0.333,24.0,0.0,0,0.5,43.5,+9.8,Duke,1.5,0.5283,0,0.0,0.0,0.0,Arizona,-1.5,0.5192,0,0.333,24.0,0.0,Duke,Arizona,1.5,-1.5,0,0.525,13.9,0.5,0,0.515,7.2,0.2,901,0.506,9.6,0.6,425,0.492,15.3,0.9,1.5,67,0.523,-1.1,2.9,-1.5,0,0.493,12.0,0.5,Duke,Arizona,1.5,-1.5,0,0.522,12.1,0.3,0,0.475,4.8,-0.3,345,0.507,11.3,0.7,169,0.512,18.1,2.3,1.5,35,0.515,-0.9,2.8,-1.5,0,0.513,13.3,0.7,75.0,11.0,11.0,75.0,Duke,Arizona,False
2,3,96.2,8:00 PM,T-Mobile Center,34,Utah St,42,Iowa,Utah St.,Iowa,3.0,0.5238,True,-3.0,0.5238,False,0,0.667,40.0,12.7,0,0.0,0.0,0.0,5,0.4,18.2,-2.3,0,0.25,20.3,-4.0,Utah St,3.0,0.5238,0,0.0,0.0,0.0,Iowa,-3.0,0.5238,0,0.4,18.2,-2.3,Utah St.,Iowa,3.0,-3.0,0,0.53,7.7,1.2,0,0.477,1.2,0.4,835,0.489,4.4,0.1,405,0.525,11.3,0.7,3.0,220,0.477,-4.8,0.6,-3.0,0,0.501,10.2,0.0,Utah St.,Iowa,3.0,-3.0,0,0.52,6.9,1.3,0,0.412,-0.5,-0.6,331,0.506,6.3,0.7,167,0.58,13.3,1.4,3.0,106,0.414,-5.2,0.1,-3.0,0,0.544,12.0,0.8,328.0,125.0,125.0,328.0,,,
3,5,95.6,8:30 PM,Moody Coliseum,30,Miss State,48,S Methodist,Mississippi State,Southern Methodist,-1.5,0.5283,False,1.5,0.5192,True,0,0.5,24.0,3.4,0,0.0,0.0,0.0,5,0.4,21.2,2.4,0,0.5,29.3,+6.1,S Methodist,1.5,0.5192,0,0.0,0.0,0.0,Miss State,-1.5,0.5283,0,0.5,24.0,3.4,Mississippi State,Southern Methodist,-1.5,1.5,0,0.523,4.0,0.5,0,0.498,-4.0,-0.1,719,0.489,3.5,-0.4,348,0.478,9.0,0.0,1.5,290,0.486,-8.1,-0.7,-1.5,0,0.521,9.2,0.6,Mississippi State,Southern Methodist,-1.5,1.5,0,0.528,3.9,0.7,0,0.481,-4.5,-0.4,299,0.485,6.8,-0.2,154,0.503,13.1,0.8,1.5,76,0.432,-8.5,-2.3,-1.5,0,0.539,10.1,0.8,176.0,257.0,176.0,257.0,Mississippi State,Southern Methodist,False
4,8,94.3,8:00 PM,CHI Health Center Omaha,65,Nebraska,27,Creighton,Nebraska,Creighton,10.5,0.5192,True,-10.5,0.5283,False,0,0.25,12.0,-5.5,0,0.0,0.0,0.0,4,0.25,24.3,-6.1,0,0.25,24.3,-6.1,Nebraska,10.5,0.5192,0,1.0,-3.0,1.0,Creighton,-10.5,0.5283,0,0.25,24.3,-6.1,Nebraska,Creighton,10.5,-10.5,0,0.491,0.6,-0.1,0,0.417,-9.3,-1.3,846,0.532,7.2,0.7,397,0.531,13.4,1.0,10.5,452,0.467,-8.4,-0.5,-10.5,0,0.525,9.4,0.3,Nebraska,Creighton,10.5,-10.5,0,0.495,-0.2,-0.1,0,0.426,-9.1,-0.6,339,0.534,7.1,1.0,167,0.546,13.8,1.7,10.5,188,0.473,-8.5,-0.3,-10.5,0,0.548,11.7,1.0,207.0,62.0,62.0,207.0,Nebraska,Creighton,False
5,9,92.3,7:00 PM,Barclays Center,92,Syracuse,18,Texas Tech,Syracuse,Texas Tech,10.0,0.5238,True,-10.0,0.5238,False,0,0.25,2.8,-6.1,0,0.0,0.0,0.0,5,0.4,26.8,-0.5,0,0.5,33.8,+2.3,Syracuse,10.0,0.5238,0,1.0,-4.0,6.5,Texas Tech,-10.0,0.5238,0,0.4,26.8,-0.5,Syracuse,Texas Tech,10.0,-10.0,0,0.499,6.7,0.1,0,0.519,0.0,0.4,795,0.473,2.9,-0.4,391,0.519,10.3,0.7,10.0,251,0.51,-3.9,1.4,-10.0,0,0.505,10.9,0.5,Syracuse,Texas Tech,10.0,-10.0,0,0.483,3.5,0.2,0,0.451,-3.9,-0.3,329,0.486,7.2,0.7,169,0.533,14.4,1.6,10.0,131,0.48,-5.4,0.9,-10.0,0,0.495,12.7,0.8,291.0,298.0,298.0,291.0,Syracuse,Texas Tech,False
6,10,91.5,7:00 PM,Baha Mar Convention Center,20,St Johns,94,Virginia,St. John'S,Virginia,-10.5,0.5283,False,10.5,0.5192,True,0,0.8,17.8,3.9,0,0.0,0.0,0.0,4,0.25,3.5,-2.5,0,0.0,13.0,-7.3,Virginia,10.5,0.5192,0,0.5,-6.0,2.3,St Johns,-10.5,0.5283,0,0.75,22.5,4.5,St. John'S,Virginia,-10.5,10.5,0,0.497,1.4,-0.1,0,0.52,-5.2,0.5,786,0.505,5.3,-0.3,372,0.525,11.3,0.5,10.5,264,0.485,-8.3,-1.1,-10.5,0,0.481,8.1,-0.6,St. John'S,Virginia,-10.5,10.5,0,0.494,1.7,0.0,0,0.466,-5.7,0.0,332,0.532,8.9,-0.2,155,0.51,13.9,-0.1,10.5,53,0.5,-5.5,-1.7,-10.5,0,0.51,10.1,0.0,281.0,338.0,281.0,338.0,St. John'S,Virginia,False
7,11,91.2,9:00 PM,Barclays Center,24,Texas,101,St Josephs,Texas,Saint Joseph'S,-7.5,0.5192,False,7.5,0.5283,True,0,0.4,24.0,0.1,0,0.0,0.0,0.0,5,0.6,5.2,0.0,0,0.333,2.7,-7.2,St Josephs,7.5,0.5283,0,1.0,4.0,11.0,Texas,-7.5,0.5192,0,0.4,24.0,0.1,Texas,Saint Joseph'S,-7.5,7.5,0,0.489,6.7,0.0,0,0.502,-1.3,-0.4,805,0.512,1.6,0.3,332,0.48,5.1,-0.4,7.5,376,0.522,-5.9,0.7,-7.5,0,0.467,9.9,-0.4,Texas,Saint Joseph'S,-7.5,7.5,0,0.48,5.2,0.1,0,0.549,-3.3,0.2,310,0.518,-1.1,0.0,136,0.508,3.1,-0.4,7.5,176,0.541,-6.7,0.7,-7.5,0,0.439,10.0,-0.9,295.0,282.0,295.0,282.0,Texas,Saint Joseph'S,False
8,12,89.9,2:00 PM,TD Arena,59,Miami,91,Oklahoma St,Miami-Florida,Oklahoma State,-4.5,0.5283,False,4.5,0.5192,True,0,0.25,21.0,-4.4,0,0.0,0.0,0.0,4,0.0,5.3,-4.8,0,0.0,9.7,-4.3,Oklahoma St,4.5,0.5192,0,0.0,-8.0,-6.0,Miami,-4.5,0.5283,0,0.25,21.0,-4.4,Miami-Florida,Oklahoma State,-4.5,4.5,0,0.524,4.2,0.4,0,0.57,-1.6,1.5,800,0.499,5.4,0.4,360,0.507,11.9,0.9,4.5,314,0.453,-6.4,-0.2,-4.5,0,0.477,7.6,-0.8,Miami-Florida,Oklahoma State,-4.5,4.5,0,0.497,3.5,-0.5,0,0.551,-1.7,1.0,320,0.475,2.1,0.0,159,0.455,6.7,-0.7,4.5,157,0.484,-5.5,1.0,-4.5,0,0.458,8.5,-1.5,170.0,225.0,170.0,225.0,Miami-Florida,Oklahoma State,True
9,14,87.5,11:30 AM,TD Arena,102,Drake,72,Fla Atlantic,Drake,Florida Atlantic,3.0,0.5238,True,-3.0,0.5238,False,0,0.667,20.0,7.5,0,0.0,0.0,0.0,5,0.6,14.2,7.0,0,0.0,50.0,--,Drake,3.0,0.5238,0,1.0,11.0,20.0,Fla Atlantic,-3.0,0.5238,0,1.0,20.5,16.0,Drake,Florida Atlantic,3.0,-3.0,0,0.507,0.7,0.2,0,0.465,-7.0,-1.0,509,0.487,-1.7,0.3,199,0.508,4.6,1.2,3.0,442,0.5,-7.3,0.1,-3.0,0,0.467,6.5,0.0,Drake,Florida Atlantic,3.0,-3.0,0,0.513,3.3,0.7,0,0.41,-4.5,-1.5,294,0.509,3.0,0.9,118,0.539,9.8,1.9,3.0,146,0.483,-6.9,0.2,-3.0,0,0.507,8.2,1.0,73.0,87.0,87.0,73.0,Drake,Florida Atlantic,False
