Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,98.9,9:30 PM,Baha Mar Convention Center,12,Baylor,5,Tennessee,Baylor,Baylor,Tennessee,Tennessee,+4.5,−112,True,-4.5,−108,False,Baylor,3-2-0,60.0%,13.6,4.0,0-1-0,0.0%,-38.0,-31.5,Tennessee,4-1-0,80.0%,26.0,7.5,2-1-0,66.7%,28.7,+1.2,Baylor,+4.5,−112,0-1-0,0.0%,-38.0,-31.5,Tennessee,-4.5,−108,3-1-0,75.0%,27.0,3.3
2,98.1,10:30 PM,McKale Memorial Center,4,Duke,14,Arizona,Duke,Duke,Arizona,Arizona,+1.5,−112,True,-1.5,−108,False,Duke,3-1-0,75.0%,30.5,6.1,0,0,0.0,0.0,Arizona,1-2-0,33.3%,24.0,0.0,1-1-0,50.0%,43.5,+9.8,Duke,+1.5,−112,0,0,0.0,0.0,Arizona,-1.5,−108,1-2-0,33.3%,24.0,0.0
3,96.2,8:00 PM,T-Mobile Center,34,Utah St,42,Iowa,Utah State,Utah St.,Iowa,Iowa,+3,−110,True,-3,−110,False,Utah St,2-1-0,66.7%,40.0,12.7,0,0,0.0,0.0,Iowa,2-3-0,40.0%,18.2,-2.3,1-3-0,25.0%,20.3,-4.0,Utah St,+3,−110,0,0,0.0,0.0,Iowa,-3,−110,2-3-0,40.0%,18.2,-2.3
4,95.9,2:30 PM,The Greenbrier,16,Pittsburgh,46,Lsu,Pittsburgh,Pittsburgh,LSU,Louisiana State,-7.5,−110,False,+7.5,−110,True,Pittsburgh,4-1-0,80.0%,28.6,9.2,0,0,0.0,0.0,Lsu,2-2-0,50.0%,17.0,2.4,1-2-0,33.3%,19.0,-3.5,Lsu,+7.5,−110,1-0-0,100.0%,11.0,20.0,Pittsburgh,-7.5,−110,4-1-0,80.0%,28.6,9.2
5,95.6,8:30 PM,Moody Coliseum,30,Miss State,48,S Methodist,Mississippi State,Mississippi State,SMU,Southern Methodist,-1.5,−112,False,+1.5,−108,True,Miss State,2-2-0,50.0%,24.0,3.4,0,0,0.0,0.0,S Methodist,2-3-0,40.0%,21.2,2.4,2-2-0,50.0%,29.3,+6.1,S Methodist,+1.5,−108,0,0,0.0,0.0,Miss State,-1.5,−112,2-2-0,50.0%,24.0,3.4
6,95.4,7:30 PM,TD Arena,49,Vcu,36,Nevada,VCU,VCU,Nevada,Nevada,N/A,N/A,False,N/A,N/A,False,Vcu,3-2-0,60.0%,17.6,1.9,0,0,0.0,0.0,Nevada,4-1-0,80.0%,16.0,7.2,4-0-0,100.0%,20.5,+10.1,Nevada,N/A,N/A,0,0,0.0,0.0,Vcu,N/A,N/A,3-2-0,60.0%,17.6,1.9
7,94.8,5:00 PM,The Greenbrier,37,Wisconsin,60,Ucf,Wisconsin,Wisconsin,UCF,Central Florida,-5,−112,False,+5,−108,True,Wisconsin,3-2-0,60.0%,17.0,2.5,0,0,0.0,0.0,Ucf,2-2-0,50.0%,6.8,-1.6,2-2-0,50.0%,6.8,-1.6,Ucf,+5,−108,1-0-0,100.0%,3.0,9.5,Wisconsin,-5,−112,2-2-0,50.0%,17.5,-1.8
8,94.3,8:00 PM,CHI Health Center Omaha,65,Nebraska,27,Creighton,Nebraska,Nebraska,Creighton,Creighton,+10.5,−108,True,-10.5,−112,False,Nebraska,1-3-0,25.0%,12.0,-5.5,0,0,0.0,0.0,Creighton,1-3-0,25.0%,24.3,-6.1,1-3-0,25.0%,24.3,-6.1,Nebraska,+10.5,−108,1-0-0,100.0%,-3.0,1.0,Creighton,-10.5,−112,1-3-0,25.0%,24.3,-6.1
9,92.3,7:00 PM,Barclays Center,92,Syracuse,18,Texas Tech,Syracuse,Syracuse,Texas Tech,Texas Tech,+10,−110,True,-10,−110,False,Syracuse,1-3-0,25.0%,2.8,-6.1,0,0,0.0,0.0,Texas Tech,2-3-0,40.0%,26.8,-0.5,2-2-0,50.0%,33.8,+2.3,Syracuse,+10,−110,1-0-0,100.0%,-4.0,6.5,Texas Tech,-10,−110,2-3-0,40.0%,26.8,-0.5
10,91.5,7:00 PM,Baha Mar Convention Center,20,St Johns,94,Virginia,Saint Johns,St. John'S,Virginia,Virginia,-10.5,−112,False,+10.5,−108,True,St Johns,4-1-0,80.0%,17.8,3.9,0,0,0.0,0.0,Virginia,1-3-0,25.0%,3.5,-2.5,0-2-0,0.0%,13.0,-7.3,Virginia,+10.5,−108,1-1-0,50.0%,-6.0,2.3,St Johns,-10.5,−112,3-1-0,75.0%,22.5,4.5
