Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,98.9,9:30 PM,Baha Mar Convention Center,12,Baylor,5,Tennessee,Baylor,Baylor,Tennessee,Tennessee,+4.5,−112,True,-4.5,−108,False,Baylor,174-140-7,55.4%,9.3,1.0,60-41-3,59.4%,0.4,0.6,Tennessee,168-163-4,50.8%,7.2,0.7,79-79-3,50.0%,13.1,1.0,Baylor,+4.5,−112,45-39-1,53.6%,-3.0,1.1,Tennessee,-4.5,−108,119-119-3,50.0%,10.9,0.2
2,98.1,10:30 PM,McKale Memorial Center,4,Duke,14,Arizona,Duke,Duke,Arizona,Arizona,+1.5,−112,True,-1.5,−108,False,Duke,181-166-8,52.2%,12.1,0.3,47-52-3,47.5%,4.8,-0.3,Arizona,171-166-8,50.7%,11.3,0.7,84-80-5,51.2%,18.1,2.3,Duke,+1.5,−112,17-16-2,51.5%,-0.9,2.8,Arizona,-1.5,−108,153-145-7,51.3%,13.3,0.7
3,96.2,8:00 PM,T-Mobile Center,34,Utah St,42,Iowa,Utah State,Utah St.,Iowa,Iowa,+3,−110,True,-3,−110,False,Utah St,160-148-5,52.0%,6.9,1.3,47-67-3,41.2%,-0.5,-0.6,Iowa,163-159-9,50.6%,6.3,0.7,94-68-5,58.0%,13.3,1.4,Utah St,+3,−110,43-61-2,41.4%,-5.2,0.1,Iowa,-3,−110,111-93-5,54.4%,12.0,0.8
4,95.9,2:30 PM,The Greenbrier,16,Pittsburgh,46,Lsu,Pittsburgh,Pittsburgh,LSU,Louisiana State,-7.5,−110,False,+7.5,−110,True,Pittsburgh,153-157-9,49.4%,1.1,0.0,51-49-4,51.0%,-5.7,1.1,Lsu,148-171-6,46.4%,3.3,-0.3,78-87-3,47.3%,9.4,0.3,Lsu,+7.5,−110,59-76-2,43.7%,-6.7,-0.8,Pittsburgh,-7.5,−110,73-75-1,49.3%,10.2,0.0
5,95.6,8:30 PM,Moody Coliseum,30,Miss State,48,S Methodist,Mississippi State,Mississippi State,SMU,Southern Methodist,-1.5,−112,False,+1.5,−108,True,Miss State,168-150-6,52.8%,3.9,0.7,50-54-1,48.1%,-4.5,-0.4,S Methodist,141-150-8,48.5%,6.8,-0.2,75-74-5,50.3%,13.1,0.8,S Methodist,+1.5,−108,32-42-2,43.2%,-8.5,-2.3,Miss State,-1.5,−112,98-84-4,53.9%,10.1,0.8
6,95.4,7:30 PM,TD Arena,49,Vcu,36,Nevada,VCU,VCU,Nevada,Nevada,N/A,N/A,False,N/A,N/A,False,Vcu,172-156-6,52.4%,6.5,0.5,58-51-0,53.2%,1.7,0.1,Nevada,181-140-6,56.4%,5.4,1.2,88-56-3,61.1%,11.1,2.2,Nevada,N/A,N/A,51-49-1,51.0%,-6.4,0.2,Vcu,N/A,N/A,132-109-5,54.8%,10.2,0.8
7,94.8,5:00 PM,The Greenbrier,37,Wisconsin,60,Ucf,Wisconsin,Wisconsin,UCF,Central Florida,-5,−112,False,+5,−108,True,Wisconsin,169-166-11,50.5%,6.0,0.2,56-55-4,50.5%,-0.1,0.2,Ucf,160-143-3,52.8%,2.0,0.7,82-72-3,53.3%,6.7,1.1,Ucf,+5,−108,74-73-0,50.3%,-6.6,0.2,Wisconsin,-5,−112,113-119-5,48.7%,9.4,-0.8
8,94.3,8:00 PM,CHI Health Center Omaha,65,Nebraska,27,Creighton,Nebraska,Nebraska,Creighton,Creighton,+10.5,−108,True,-10.5,−112,False,Nebraska,154-157-4,49.5%,-0.2,-0.1,49-66-1,42.6%,-9.1,-0.6,Creighton,179-156-4,53.4%,7.1,1.0,90-75-2,54.6%,13.8,1.7,Nebraska,+10.5,−108,88-98-2,47.3%,-8.5,-0.3,Creighton,-10.5,−112,126-104-2,54.8%,11.7,1.0
9,92.3,7:00 PM,Barclays Center,92,Syracuse,18,Texas Tech,Syracuse,Syracuse,Texas Tech,Texas Tech,+10,−110,True,-10,−110,False,Syracuse,154-165-5,48.3%,3.5,0.2,46-56-1,45.1%,-3.9,-0.3,Texas Tech,158-167-4,48.6%,7.2,0.7,89-78-2,53.3%,14.4,1.6,Syracuse,+10,−110,61-66-4,48.0%,-5.4,0.9,Texas Tech,-10,−110,108-110-2,49.5%,12.7,0.8
10,91.5,7:00 PM,Baha Mar Convention Center,20,St Johns,94,Virginia,Saint Johns,St. John'S,Virginia,Virginia,-10.5,−112,False,+10.5,−108,True,St Johns,155-159-9,49.4%,1.7,0.0,48-55-2,46.6%,-5.7,0.0,Virginia,173-152-7,53.2%,8.9,-0.2,77-74-4,51.0%,13.9,-0.1,Virginia,+10.5,−108,26-26-1,50.0%,-5.5,-1.7,St Johns,-10.5,−112,80-77-5,51.0%,10.1,0.0
