Rank,Hotness Score,Time,Location,Away Team Rank,Away Team,Home Team Rank,Home Team,Away Team DraftKings,Away Team Covers,Home Team DraftKings,Home Team Covers,Away Team Spread,Away Team Odds,Away Team Underdog,Home Team Spread,Home Team Odds,Home Team Underdog,Away Team Team,Away Team all_games_ATS Record,Away Team all_games_Cover %,Away Team all_games_MOV,Away Team all_games_ATS +/-,Away Team is_away_ATS Record,Away Team is_away_Cover %,Away Team is_away_MOV,Away Team is_away_ATS +/-,Home Team Team,Home Team all_games_ATS Record,Home Team all_games_Cover %,Home Team all_games_MOV,Home Team all_games_ATS +/-,Home Team is_home_ATS Record,Home Team is_home_Cover %,Home Team is_home_MOV,Home Team is_home_ATS +/-,Underdog is_dog Team,Underdog is_dog Spread,Underdog is_dog Odds,Underdog is_dog ATS Record,Underdog is_dog Cover %,Underdog is_dog MOV,Underdog is_dog ATS +/-,Favorite is_fav Team,Favorite is_fav Spread,Favorite is_fav Odds,Favorite is_fav ATS Record,Favorite is_fav Cover %,Favorite is_fav MOV,Favorite is_fav ATS +/-
1,98.9,9:30 PM,Baha Mar Convention Center,12,Baylor,5,Tennessee,Baylor,Baylor,Tennessee,Tennessee,+4.5,−112,True,-4.5,−108,False,Baylor,380-349-15,52.1%,5.4,0.6,142-127-4,52.8%,-4.8,0.0,Tennessee,429-399-11,51.8%,6.2,0.5,208-179-6,53.8%,12.3,1.3,Baylor,+4.5,−112,163-149-8,52.2%,-7.1,0.7,Tennessee,-4.5,−108,273-286-8,48.8%,9.4,-0.3
2,98.1,10:30 PM,McKale Memorial Center,4,Duke,14,Arizona,Duke,Duke,Arizona,Arizona,+1.5,−112,True,-1.5,−108,False,Duke,481-435-19,52.5%,13.9,0.5,138-130-4,51.5%,7.2,0.2,Arizona,449-438-14,50.6%,9.6,0.6,206-213-6,49.2%,15.3,0.9,Duke,+1.5,−112,34-31-2,52.3%,-1.1,2.9,Arizona,-1.5,−108,358-368-13,49.3%,12.0,0.5
3,96.2,8:00 PM,T-Mobile Center,34,Utah St,42,Iowa,Utah State,Utah St.,Iowa,Iowa,+3,−110,True,-3,−110,False,Utah St,407-361-13,53.0%,7.7,1.2,147-161-3,47.7%,1.2,0.4,Iowa,399-417-19,48.9%,4.4,0.1,208-188-9,52.5%,11.3,0.7,Utah St,+3,−110,104-114-2,47.7%,-4.8,0.6,Iowa,-3,−110,229-228-13,50.1%,10.2,0.0
4,95.9,2:30 PM,The Greenbrier,16,Pittsburgh,46,Lsu,Pittsburgh,Pittsburgh,LSU,Louisiana State,-7.5,−110,False,+7.5,−110,True,Pittsburgh,393-393-21,50.0%,5.4,0.2,140-130-8,51.9%,-1.9,1.0,Lsu,358-395-16,47.5%,3.2,-0.5,175-187-9,48.3%,9.8,-0.2,Lsu,+7.5,−110,169-182-7,48.2%,-7.3,-0.5,Pittsburgh,-7.5,−110,238-242-9,49.6%,9.5,-0.2
5,95.6,8:30 PM,Moody Coliseum,30,Miss State,48,S Methodist,Mississippi State,Mississippi State,SMU,Southern Methodist,-1.5,−112,False,+1.5,−108,True,Miss State,403-367-26,52.3%,4.0,0.5,135-136-10,49.8%,-4.0,-0.1,S Methodist,343-358-18,48.9%,3.5,-0.4,161-176-11,47.8%,9.0,0.0,S Methodist,+1.5,−108,138-146-6,48.6%,-8.1,-0.7,Miss State,-1.5,−112,222-204-15,52.1%,9.2,0.6
6,95.4,7:30 PM,TD Arena,49,Vcu,36,Nevada,VCU,VCU,Nevada,Nevada,N/A,N/A,False,N/A,N/A,False,Vcu,419-389-20,51.9%,6.0,0.7,155-144-5,51.8%,1.3,0.4,Nevada,392-326-16,54.6%,3.7,0.9,181-147-7,55.2%,9.0,0.8,Nevada,N/A,N/A,132-117-6,53.0%,-5.5,1.1,Vcu,N/A,N/A,294-268-15,52.3%,9.6,0.7
7,94.8,5:00 PM,The Greenbrier,37,Wisconsin,60,Ucf,Wisconsin,Wisconsin,UCF,Central Florida,-5,−112,False,+5,−108,True,Wisconsin,447-409-22,52.2%,7.0,0.7,155-146-7,51.5%,0.1,0.4,Ucf,275-254-8,52.0%,2.6,0.2,131-119-7,52.4%,7.8,0.4,Ucf,+5,−108,131-133-2,49.6%,-7.2,-0.1,Wisconsin,-5,−112,312-293-10,51.6%,10.0,0.2
8,94.3,8:00 PM,CHI Health Center Omaha,65,Nebraska,27,Creighton,Nebraska,Nebraska,Creighton,Creighton,+10.5,−108,True,-10.5,−112,False,Nebraska,362-375-12,49.1%,0.6,-0.1,125-175-4,41.7%,-9.3,-1.3,Creighton,442-389-15,53.2%,7.2,0.7,206-182-9,53.1%,13.4,1.0,Nebraska,+10.5,−108,208-237-7,46.7%,-8.4,-0.5,Creighton,-10.5,−112,313-283-12,52.5%,9.4,0.3
9,92.3,7:00 PM,Barclays Center,92,Syracuse,18,Texas Tech,Syracuse,Syracuse,Texas Tech,Texas Tech,+10,−110,True,-10,−110,False,Syracuse,423-424-13,49.9%,6.7,0.1,136-126-3,51.9%,0.0,0.4,Texas Tech,372-415-8,47.3%,2.9,-0.4,201-186-4,51.9%,10.3,0.7,Syracuse,+10,−110,125-120-6,51.0%,-3.9,1.4,Texas Tech,-10,−110,204-200-6,50.5%,10.9,0.5
10,91.5,7:00 PM,Baha Mar Convention Center,20,St Johns,94,Virginia,Saint Johns,St. John'S,Virginia,Virginia,-10.5,−112,False,+10.5,−108,True,St Johns,386-391-16,49.7%,1.4,-0.1,146-135-6,52.0%,-5.2,0.5,Virginia,388-381-17,50.5%,5.3,-0.3,192-174-6,52.5%,11.3,0.5,Virginia,+10.5,−108,125-133-6,48.5%,-8.3,-1.1,St Johns,-10.5,−112,174-188-8,48.1%,8.1,-0.6
11,91.2,9:00 PM,Barclays Center,24,Texas,101,St Josephs,Texas,Texas,Saint Josephs,Saint Joseph'S,-7.5,−108,False,+7.5,−112,True,Texas,408-427-12,48.9%,6.7,0.0,143-142-1,50.2%,-1.3,-0.4,St Josephs,402-383-20,51.2%,1.6,0.3,156-169-7,48.0%,5.1,-0.4,St Josephs,+7.5,−112,190-174-12,52.2%,-5.9,0.7,Texas,-7.5,−108,260-297-9,46.7%,9.9,-0.4
12,89.9,2:00 PM,TD Arena,59,Miami,91,Oklahoma St,Miami FL,Miami-Florida,Oklahoma State,Oklahoma State,-4.5,−112,False,+4.5,−108,True,Miami,403-366-19,52.4%,4.2,0.4,163-123-10,57.0%,-1.6,1.5,Oklahoma St,392-393-15,49.9%,5.4,0.4,179-174-7,50.7%,11.9,0.9,Oklahoma St,+4.5,−108,140-169-5,45.3%,-6.4,-0.2,Miami,-4.5,−112,201-220-11,47.7%,7.6,-0.8
13,87.9,5:00 PM,TD Arena,88,Seton Hall,83,Vanderbilt,Seton Hall,Seton Hall,Vanderbilt,Vanderbilt,N/A,N/A,False,N/A,N/A,False,Seton Hall,388-378-12,50.7%,2.6,0.2,161-131-5,55.1%,-3.3,1.0,Vanderbilt,408-390-17,51.1%,2.7,0.2,199-208-7,48.9%,7.9,-0.1,Vanderbilt,N/A,N/A,211-195-10,52.0%,-6.1,0.5,Seton Hall,N/A,N/A,185-203-9,47.7%,7.5,-0.4
14,87.5,11:30 AM,TD Arena,102,Drake,72,Fla Atlantic,Drake,Drake,Florida Atlantic,Florida Atlantic,+3,−110,True,-3,−110,False,Drake,379-368-19,50.7%,0.7,0.2,144-166-9,46.5%,-7.0,-1.0,Fla Atlantic,243-256-10,48.7%,-1.7,0.3,100-97-2,50.8%,4.6,1.2,Drake,+3,−110,213-213-16,50.0%,-7.3,0.1,Fla Atlantic,-3,−110,99-113-4,46.7%,6.5,0.0
15,86.2,8:00 PM,Fertitta Center,143,Hofstra,2,Houston,Hofstra,Hofstra,Houston,Houston,N/A,N/A,False,N/A,N/A,False,Hofstra,339-315-20,51.8%,2.9,0.5,171-132-11,56.4%,-0.7,1.5,Houston,401-359-15,52.8%,4.8,1.1,193-149-10,56.4%,10.9,2.1,Houston,N/A,N/A,162-167-4,49.2%,-7.7,0.6,Hofstra,N/A,N/A,180-181-4,49.9%,6.6,-0.1
16,85.3,5:00 PM,Mohegan Sun Arena,82,Florida St,116,Temple,Florida State,Florida State,Temple,Temple,-4.5,−112,False,+4.5,−108,True,Florida St,393-392-17,50.1%,2.9,-0.3,139-148-6,48.4%,-4.8,-0.9,Temple,441-401-19,52.4%,3.1,0.3,186-188-8,49.7%,6.6,-0.3,Temple,+4.5,−108,166-142-8,53.9%,-5.3,1.0,Florida St,-4.5,−112,201-221-12,47.6%,7.7,-1.0
17,85.0,8:00 PM,Sports and Fitness Center,124,Geo Wshgtn,81,Kansas St,George Washington,George Washington,Kansas State,Kansas State,+8.5,−112,True,-8.5,−108,False,Geo Wshgtn,357-383-15,48.2%,1.0,-0.2,139-166-7,45.6%,-4.5,-0.6,Kansas St,386-373-16,50.9%,3.5,0.4,185-171-6,52.0%,10.0,0.8,Geo Wshgtn,+8.5,−112,180-204-7,46.9%,-7.1,-0.2,Kansas St,-8.5,−108,203-196-9,50.9%,8.4,0.0
18,84.4,7:00 PM,Exactech Arena at the Stephen C. O'Connell Center,148,S Illinois,28,Florida,Southern Illinois,Southern Illinois,Florida,Florida,+18,−108,True,-18,−112,False,S Illinois,396-392-24,50.3%,2.0,-0.2,175-164-10,51.6%,-2.9,-0.3,Florida,418-407-17,50.7%,9.4,0.5,176-185-2,48.8%,15.9,0.7,S Illinois,+18,−108,170-172-8,49.7%,-6.2,-0.3,Florida,-18,−112,324-312-12,50.9%,10.4,0.4
19,83.2,7:00 PM,KFC Yum! Center,149,Winthrop,56,Louisville,,Winthrop,Louisville,Louisville,N/A,N/A,False,-20.5,−108,False,Winthrop,129-142-4,47.6%,4.5,0.0,60-57-0,51.3%,-1.4,0.9,Louisville,421-409-23,50.7%,7.2,0.3,208-212-15,49.5%,12.1,0.0,Louisville,-20.5,−108,111-121-7,47.8%,-7.1,-0.4,Winthrop,N/A,N/A,75-84-3,47.2%,8.2,-0.3
20,83.1,8:00 PM,CFSB Center,133,Utah Valley,75,Murray St,Utah Valley,Utah Valley,Murray State,Murray St.,+7.5,−112,True,-7.5,−108,False,Utah Valley,138-117-2,54.1%,3.3,1.5,66-57-2,53.7%,-4.7,1.1,Murray St,331-340-19,49.3%,8.0,0.4,146-141-7,50.9%,14.8,0.9,Utah Valley,+7.5,−112,65-58-1,52.9%,-6.6,1.8,Murray St,-7.5,−108,241-236-15,50.5%,10.0,0.5
21,82.1,10:30 PM,T-Mobile Center,127,Saint Louis,96,Wichita St,Saint Louis,Saint Louis,Wichita State,Wichita St.,+3,−110,True,-3,−110,False,Saint Louis,410-376-10,52.2%,1.9,0.1,146-151-2,49.2%,-5.6,-0.7,Wichita St,398-369-20,51.9%,6.0,0.5,175-172-11,50.4%,10.8,0.3,Saint Louis,+3,−110,202-180-2,52.9%,-6.6,0.6,Wichita St,-3,−110,267-241-11,52.6%,9.7,0.5
