Rank,Hotness Score,Matchup,Time,Location
1,84.3,#10 Orlando  at  #14 LA Lakers,10:30 PM,Crypto.com Arena
2,70.4,#11 Minnesota  at  #24 Toronto,7:30 PM,Scotiabank Arena
3,67.8,#21 Detroit  at  #22 Charlotte,7:00 PM,Spectrum Center
4,44.8,#29 Utah  at  #19 San Antonio,8:00 PM,Frost Bank Center
