Team,ATS Record,Cover %,MOV,ATS +/-
Okla City,1-0-0,100.0%,15.0,+17.0
Minnesota,1-0-0,100.0%,-2.0,+6.0
Cleveland,3-0-0,100.0%,1.3,+5.2
Memphis,5-1-0,83.3%,2.7,+7.7
Denver,4-1-0,80.0%,4.2,+9.5
Golden State,4-1-0,80.0%,4.4,+9.1
Houston,4-1-0,80.0%,0.8,+5.3
Brooklyn,10-3-1,76.9%,-3.1,+6.1
Toronto,12-6-0,66.7%,-5.7,+2.8
Dallas,4-2-1,66.7%,1.6,+5.2
Detroit,7-4-1,63.6%,-3.7,+2.9
Charlotte,10-6-0,62.5%,-5.6,+0.9
LA Clippers,8-5-0,61.5%,-2.8,+3.1
Portland,10-7-1,58.8%,-8.5,0.0
Miami,3-3-0,50.0%,-3.3,+0.9
Atlanta,4-4-0,50.0%,-9.9,-2.1
San Antonio,6-6-0,50.0%,-3.1,+2.8
Indiana,4-4-0,50.0%,-5.1,-0.5
New York,1-1-0,50.0%,2.0,+6.0
Utah,8-9-0,47.1%,-9.3,-2.4
Chicago,8-9-0,47.1%,-6.4,+0.1
LA Lakers,2-3-0,40.0%,-13.0,-9.8
Milwaukee,2-3-0,40.0%,-7.6,-0.8
New Orleans,5-8-0,38.5%,-11.8,-4.5
Phoenix,3-5-0,37.5%,-7.8,-2.8
Sacramento,2-4-0,33.3%,-3.5,-2.0
Philadelphia,3-7-0,30.0%,-11.0,-6.1
Orlando,2-5-0,28.6%,-7.1,-1.5
Washington,4-11-1,26.7%,-14.7,-4.8
