Team,all_games_Over Record,all_games_Over %,all_games_Under %,all_games_Total +/-,equal_rest_Over Record,equal_rest_Over %,equal_rest_Under %,equal_rest_Total +/-,four_plus_days_off_Over Record,four_plus_days_off_Over %,four_plus_days_off_Under %,four_plus_days_off_Total +/-,is_after_loss_Over Record,is_after_loss_Over %,is_after_loss_Under %,is_after_loss_Total +/-,is_after_win_Over Record,is_after_win_Over %,is_after_win_Under %,is_after_win_Total +/-,is_away_Over Record,is_away_Over %,is_away_Under %,is_away_Total +/-,is_dog_Over Record,is_dog_Over %,is_dog_Under %,is_dog_Total +/-,is_fav_Over Record,is_fav_Over %,is_fav_Under %,is_fav_Total +/-,is_home_Over Record,is_home_Over %,is_home_Under %,is_home_Total +/-,no_rest_Over Record,no_rest_Over %,no_rest_Under %,no_rest_Total +/-,one_day_off_Over Record,one_day_off_Over %,one_day_off_Under %,one_day_off_Total +/-,rest_advantage_Over Record,rest_advantage_Over %,rest_advantage_Under %,rest_advantage_Total +/-,rest_disadvantage_Over Record,rest_disadvantage_Over %,rest_disadvantage_Under %,rest_disadvantage_Total +/-,two_three_days_off_Over Record,two_three_days_off_Over %,two_three_days_off_Under %,two_three_days_off_Total +/-
Atlanta,13-5-0,72.2%,27.8%,3.6,7-1-0,87.5%,12.5%,9.6,1-0-0,100.0%,0.0%,12.5,8-2-0,80.0%,20.0%,5.9,4-3-0,57.1%,42.9%,-0.9,6-3-0,66.7%,33.3%,2.2,5-3-0,62.5%,37.5%,-2.6,8-2-0,80.0%,20.0%,8.5,7-2-0,77.8%,22.2%,5.0,1-3-0,25.0%,75.0%,-8.3,8-2-0,80.0%,20.0%,6.1,4-0-0,100.0%,0.0%,6.4,2-4-0,33.3%,66.7%,-6.3,3-0-0,100.0%,0.0%,8.0
Denver,11-5-0,68.8%,31.3%,8.5,9-2-0,81.8%,18.2%,8.7,0-2-0,0.0%,100.0%,-31.0,3-3-0,50.0%,50.0%,0.2,8-1-0,88.9%,11.1%,19.4,4-3-0,57.1%,42.9%,7.5,3-2-0,60.0%,40.0%,0.9,8-3-0,72.7%,27.3%,12.0,7-2-0,77.8%,22.2%,9.3,2-1-0,66.7%,33.3%,22.7,7-2-0,77.8%,22.2%,11.1,0-1-0,0.0%,100.0%,-22.5,2-2-0,50.0%,50.0%,15.8,2-0-0,100.0%,0.0%,15.0
Memphis,12-6-0,66.7%,33.3%,3.9,7-3-0,70.0%,30.0%,5.1,1-0-0,100.0%,0.0%,20.5,4-3-0,57.1%,42.9%,-1.9,7-3-0,70.0%,30.0%,6.3,6-2-0,75.0%,25.0%,9.1,5-1-0,83.3%,16.7%,5.4,7-5-0,58.3%,41.7%,3.1,6-4-0,60.0%,40.0%,-0.3,2-1-0,66.7%,33.3%,2.0,7-5-0,58.3%,41.7%,-0.3,1-2-0,33.3%,66.7%,4.7,4-1-0,80.0%,20.0%,1.0,2-0-0,100.0%,0.0%,23.3
Cleveland,12-6-0,66.7%,33.3%,7.8,8-3-0,72.7%,27.3%,10.1,1-0-0,100.0%,0.0%,17.0,1-0-0,100.0%,0.0%,10.5,10-6-0,62.5%,37.5%,7.0,5-3-0,62.5%,37.5%,7.1,1-2-0,33.3%,66.7%,-3.0,11-4-0,73.3%,26.7%,9.9,7-3-0,70.0%,30.0%,8.4,2-2-0,50.0%,50.0%,3.9,9-3-0,75.0%,25.0%,9.3,2-1-0,66.7%,33.3%,4.7,2-2-0,50.0%,50.0%,3.8,0-1-0,0.0%,100.0%,-3.5
Indiana,12-6-0,66.7%,33.3%,0.6,8-3-0,72.7%,27.3%,0.9,0-1-0,0.0%,100.0%,-12.0,9-1-0,90.0%,10.0%,9.9,3-4-0,42.9%,57.1%,-10.9,6-4-0,60.0%,40.0%,-3.2,6-2-0,75.0%,25.0%,7.8,6-4-0,60.0%,40.0%,-5.2,6-2-0,75.0%,25.0%,5.3,2-1-0,66.7%,33.3%,6.0,9-3-0,75.0%,25.0%,1.7,1-1-0,50.0%,50.0%,-8.0,3-2-0,60.0%,40.0%,3.3,1-1-0,50.0%,50.0%,-8.0
Minnesota,10-7-0,58.8%,41.2%,2.5,5-4-0,55.6%,44.4%,1.2,0-1-0,0.0%,100.0%,-11.0,5-3-0,62.5%,37.5%,4.0,5-3-0,62.5%,37.5%,2.8,5-4-0,55.6%,44.4%,3.6,0-1-0,0.0%,100.0%,-10.0,10-6-0,62.5%,37.5%,3.3,5-3-0,62.5%,37.5%,1.3,2-1-0,66.7%,33.3%,-2.0,5-3-0,62.5%,37.5%,3.1,2-3-0,40.0%,60.0%,2.7,3-0-0,100.0%,0.0%,6.3,3-2-0,60.0%,40.0%,7.1
New York,10-7-0,58.8%,41.2%,7.7,9-2-0,81.8%,18.2%,15.0,1-0-0,100.0%,0.0%,19.5,4-3-0,57.1%,42.9%,7.8,5-4-0,55.6%,44.4%,6.4,7-3-0,70.0%,30.0%,11.1,2-0-0,100.0%,0.0%,24.3,8-7-0,53.3%,46.7%,5.5,3-4-0,42.9%,57.1%,3.0,2-0-0,100.0%,0.0%,11.0,7-3-0,70.0%,30.0%,12.5,0-5-0,0.0%,100.0%,-9.6,1-0-0,100.0%,0.0%,15.0,0-4-0,0.0%,100.0%,-8.6
Golden State,10-7-0,58.8%,41.2%,0.4,7-4-0,63.6%,36.4%,0.7,1-0-0,100.0%,0.0%,22.0,3-1-0,75.0%,25.0%,7.1,6-6-0,50.0%,50.0%,-3.7,6-4-0,60.0%,40.0%,1.9,5-0-0,100.0%,0.0%,17.1,5-7-0,41.7%,58.3%,-6.6,4-3-0,57.1%,42.9%,-1.8,0-2-0,0.0%,100.0%,-28.8,7-4-0,63.6%,36.4%,2.7,3-2-0,60.0%,40.0%,6.0,0-1-0,0.0%,100.0%,-31.5,2-1-0,66.7%,33.3%,4.0
Phoenix,10-7-0,58.8%,41.2%,0.6,6-3-0,66.7%,33.3%,2.2,1-1-0,50.0%,50.0%,-1.5,3-4-0,42.9%,57.1%,-2.3,6-3-0,66.7%,33.3%,2.3,6-2-0,75.0%,25.0%,1.8,4-4-0,50.0%,50.0%,-0.3,6-3-0,66.7%,33.3%,1.3,4-5-0,44.4%,55.6%,-0.6,1-2-0,33.3%,66.7%,-4.5,7-4-0,63.6%,36.4%,0.2,1-2-0,33.3%,66.7%,-4.0,3-2-0,60.0%,40.0%,0.3,1-0-0,100.0%,0.0%,24.0
Chicago,11-8-0,57.9%,42.1%,6.1,7-5-0,58.3%,41.7%,3.9,1-0-0,100.0%,0.0%,9.0,7-4-0,63.6%,36.4%,9.9,3-4-0,42.9%,57.1%,-0.4,6-5-0,54.6%,45.5%,4.9,10-7-0,58.8%,41.2%,5.4,1-1-0,50.0%,50.0%,11.5,5-3-0,62.5%,37.5%,7.6,2-2-0,50.0%,50.0%,8.1,7-5-0,58.3%,41.7%,4.2,2-2-0,50.0%,50.0%,8.8,2-1-0,66.7%,33.3%,11.0,1-1-0,50.0%,50.0%,11.5
